series_id                     ,year,period,       value,footnote_codes
JTS000000000000000HIL         ,2014,M01,4626.0,
JTS000000000000000HIL         ,2014,M02,4696.0,
JTS000000000000000HIL         ,2014,M03,4763.0,
JTS000000000000000HIL         ,2014,M04,4880.0,
JTS000000000000000HIL         ,2014,M05,4808.0,
JTS000000000000000HIL         ,2014,M06,4925.0,
JTS000000000000000HIL         ,2014,M07,5008.0,
JTS000000000000000HIL         ,2014,M08,4810.0,
JTS000000000000000HIL         ,2014,M09,5149.0,
JTS000000000000000HIL         ,2014,M10,5111.0,
JTS000000000000000HIL         ,2014,M11,4978.0,
JTS000000000000000HIL         ,2014,M12,5192.0,
JTS000000000000000HIR         ,2014,M01,3.4,
JTS000000000000000HIR         ,2014,M02,3.4,
JTS000000000000000HIR         ,2014,M03,3.5,
JTS000000000000000HIR         ,2014,M04,3.5,
JTS000000000000000HIR         ,2014,M05,3.5,
JTS000000000000000HIR         ,2014,M06,3.5,
JTS000000000000000HIR         ,2014,M07,3.6,
JTS000000000000000HIR         ,2014,M08,3.5,
JTS000000000000000HIR         ,2014,M09,3.7,
JTS000000000000000HIR         ,2014,M10,3.7,
JTS000000000000000HIR         ,2014,M11,3.6,
JTS000000000000000HIR         ,2014,M12,3.7,
JTS000000000000000JOL         ,2014,M01,4127.0,
JTS000000000000000JOL         ,2014,M02,4373.0,
JTS000000000000000JOL         ,2014,M03,4388.0,
JTS000000000000000JOL         ,2014,M04,4566.0,
JTS000000000000000JOL         ,2014,M05,4747.0,
JTS000000000000000JOL         ,2014,M06,4982.0,
JTS000000000000000JOL         ,2014,M07,4846.0,
JTS000000000000000JOL         ,2014,M08,5349.0,
JTS000000000000000JOL         ,2014,M09,4914.0,
JTS000000000000000JOL         ,2014,M10,5012.0,
JTS000000000000000JOL         ,2014,M11,4843.0,
JTS000000000000000JOL         ,2014,M12,5130.0,
JTS000000000000000JOR         ,2014,M01,2.9,
JTS000000000000000JOR         ,2014,M02,3.1,
JTS000000000000000JOR         ,2014,M03,3.1,
JTS000000000000000JOR         ,2014,M04,3.2,
JTS000000000000000JOR         ,2014,M05,3.3,
JTS000000000000000JOR         ,2014,M06,3.5,
