series_id                     ,year,period,       value,footnote_codes
JTS000000000000000HIL         ,2017,M01,5499.0,
JTS000000000000000HIL         ,2017,M02,5350.0,
JTS000000000000000HIL         ,2017,M03,5395.0,
JTS000000000000000HIL         ,2017,M04,5272.0,
JTS000000000000000HIL         ,2017,M05,5477.0,
JTS000000000000000HIL         ,2017,M06,5635.0,
JTS000000000000000HIL         ,2017,M07,5497.0,
JTS000000000000000HIL         ,2017,M08,5519.0,
JTS000000000000000HIL         ,2017,M09,5450.0,
JTS000000000000000HIL         ,2017,M10,5581.0,
JTS000000000000000HIL         ,2017,M11,5494.0,
JTS000000000000000HIL         ,2017,M12,5421.0,
JTS000000000000000HIR         ,2017,M01,3.8,
JTS000000000000000HIR         ,2017,M02,3.7,
JTS000000000000000HIR         ,2017,M03,3.7,
JTS000000000000000HIR         ,2017,M04,3.6,
JTS000000000000000HIR         ,2017,M05,3.7,
JTS000000000000000HIR         ,2017,M06,3.8,
JTS000000000000000HIR         ,2017,M07,3.7,
JTS000000000000000HIR         ,2017,M08,3.8,
JTS000000000000000HIR         ,2017,M09,3.7,
JTS000000000000000HIR         ,2017,M10,3.8,
JTS000000000000000HIR         ,2017,M11,3.7,
JTS000000000000000HIR         ,2017,M12,3.7,
JTS000000000000000JOL         ,2017,M01,5617.0,
JTS000000000000000JOL         ,2017,M02,5923.0,
JTS000000000000000JOL         ,2017,M03,5811.0,
JTS000000000000000JOL         ,2017,M04,6091.0,
JTS000000000000000JOL         ,2017,M05,5826.0,
JTS000000000000000JOL         ,2017,M06,6305.0,
JTS000000000000000JOL         ,2017,M07,6238.0,
JTS000000000000000JOL         ,2017,M08,6276.0,
JTS000000000000000JOL         ,2017,M09,6320.0,
JTS000000000000000JOL         ,2017,M10,6408.0,
JTS000000000000000JOL         ,2017,M11,6271.0,
JTS000000000000000JOL         ,2017,M12,6336.0,
JTS000000000000000JOR         ,2017,M01,3.7,
JTS000000000000000JOR         ,2017,M02,3.9,
JTS000000000000000JOR         ,2017,M03,3.8,
JTS000000000000000JOR         ,2017,M04,4.0,
JTS000000000000000JOR         ,2017,M05,3.8,
JTS000000000000000JOR         ,2017,M06,4.1,
JTS000000000000000JOR         ,2017,M07,4.1,
JTS000000000000000JOR         ,2017,M08,4.1,
JTS000000000000000JOR         ,2017,M09,4.1,
JTS000000000000000JOR         ,2017,M10,4.2,
JTS000000000000000JOR         ,2017,M11,4.1,
JTS000000000000000JOR         ,2017,M12,4.1,
JTS000000000000000LDL         ,2017,M01,1745.0,
JTS000000000000000LDL         ,2017,M02,1711.0,
JTS000000000000000LDL         ,2017,M03,1762.0,
JTS000000000000000LDL         ,2017,M04,1710.0,
JTS000000000000000LDL         ,2017,M05,1794.0,
JTS000000000000000LDL         ,2017,M06,1970.0,
JTS000000000000000LDL         ,2017,M07,1910.0,
JTS000000000000000LDL         ,2017,M08,1868.0,
JTS000000000000000LDL         ,2017,M09,1787.0,
JTS000000000000000LDL         ,2017,M10,1837.0,
JTS000000000000000LDL         ,2017,M11,1747.0,
JTS000000000000000LDL         ,2017,M12,1732.0,
JTS000000000000000LDR         ,2017,M01,1.2,
JTS000000000000000LDR         ,2017,M02,1.2,
JTS000000000000000LDR         ,2017,M03,1.2,
JTS000000000000000LDR         ,2017,M04,1.2,
JTS000000000000000LDR         ,2017,M05,1.2,
