series_id                     ,year,period,       value,footnote_codes
JTS000000000000000HIL         ,2008,M01,5071.0,
JTS000000000000000HIL         ,2008,M02,5077.0,
JTS000000000000000HIL         ,2008,M03,4924.0,
JTS000000000000000HIL         ,2008,M04,4948.0,
JTS000000000000000HIL         ,2008,M05,4691.0,
JTS000000000000000HIL         ,2008,M06,4893.0,
JTS000000000000000HIL         ,2008,M07,4637.0,
JTS000000000000000HIL         ,2008,M08,4682.0,
JTS000000000000000HIL         ,2008,M09,4499.0,
JTS000000000000000HIL         ,2008,M10,4548.0,
JTS000000000000000HIL         ,2008,M11,4104.0,
JTS000000000000000HIL         ,2008,M12,4348.0,
JTS000000000000000HIR         ,2008,M01,3.7,
JTS000000000000000HIR         ,2008,M02,3.7,
JTS000000000000000HIR         ,2008,M03,3.6,
JTS000000000000000HIR         ,2008,M04,3.6,
JTS000000000000000HIR         ,2008,M05,3.4,
JTS000000000000000HIR         ,2008,M06,3.6,
JTS000000000000000HIR         ,2008,M07,3.4,
JTS000000000000000HIR         ,2008,M08,3.4,
JTS000000000000000HIR         ,2008,M09,3.3,
JTS000000000000000HIR         ,2008,M10,3.3,
JTS000000000000000HIR         ,2008,M11,3.0,
JTS000000000000000HIR         ,2008,M12,3.2,
JTS000000000000000JOL         ,2008,M01,4624.0,
JTS000000000000000JOL         ,2008,M02,4279.0,
JTS000000000000000JOL         ,2008,M03,4225.0,
JTS000000000000000JOL         ,2008,M04,4035.0,
JTS000000000000000JOL         ,2008,M05,4194.0,
JTS000000000000000JOL         ,2008,M06,3830.0,
JTS000000000000000JOL         ,2008,M07,3749.0,
JTS000000000000000JOL         ,2008,M08,3674.0,
JTS000000000000000JOL         ,2008,M09,3222.0,
JTS000000000000000JOL         ,2008,M10,3377.0,
JTS000000000000000JOL         ,2008,M11,3231.0,
JTS000000000000000JOL         ,2008,M12,3146.0,
JTS000000000000000JOR         ,2008,M01,3.2,
JTS000000000000000JOR         ,2008,M02,3.0,
JTS000000000000000JOR         ,2008,M03,3.0,
JTS000000000000000JOR         ,2008,M04,2.8,
JTS000000000000000JOR         ,2008,M05,3.0,
JTS000000000000000JOR         ,2008,M06,2.7,
JTS000000000000000JOR         ,2008,M07,2.7,
