series_id                     ,year,period,       value,footnote_codes
JTS000000000000000HIL         ,2022,M01,6421.0,
JTS000000000000000HIL         ,2022,M02,6862.0,
JTS000000000000000HIL         ,2022,M03,6619.0,
JTS000000000000000HIL         ,2022,M04,6576.0,
JTS000000000000000HIL         ,2022,M05,6465.0,
JTS000000000000000HIL         ,2022,M06,6449.0,
JTS000000000000000HIL         ,2022,M07,6457.0,
JTS000000000000000HIL         ,2022,M08,6453.0,
JTS000000000000000HIL         ,2022,M09,6188.0,
JTS000000000000000HIL         ,2022,M10,6118.0,
JTS000000000000000HIL         ,2022,M11,6106.0,
JTS000000000000000HIL         ,2022,M12,6143.0,
JTS000000000000000HIR         ,2022,M01,4.3,
JTS000000000000000HIR         ,2022,M02,4.5,
JTS000000000000000HIR         ,2022,M03,4.4,
JTS000000000000000HIR         ,2022,M04,4.3,
JTS000000000000000HIR         ,2022,M05,4.3,
JTS000000000000000HIR         ,2022,M06,4.2,
JTS000000000000000HIR         ,2022,M07,4.2,
JTS000000000000000HIR         ,2022,M08,4.2,
JTS000000000000000HIR         ,2022,M09,4.0,
JTS000000000000000HIR         ,2022,M10,4.0,
JTS000000000000000HIR         ,2022,M11,4.0,
JTS000000000000000HIR         ,2022,M12,4.0,
JTS000000000000000JOL         ,2022,M01,11243.0,
JTS000000000000000JOL         ,2022,M02,11700.0,
JTS000000000000000JOL         ,2022,M03,12182.0,
JTS000000000000000JOL         ,2022,M04,11773.0,
JTS000000000000000JOL         ,2022,M05,11473.0,
JTS000000000000000JOL         ,2022,M06,11204.0,
JTS000000000000000JOL         ,2022,M07,11537.0,
JTS000000000000000JOL         ,2022,M08,10119.0,
JTS000000000000000JOL         ,2022,M09,10784.0,
JTS000000000000000JOL         ,2022,M10,10526.0,
JTS000000000000000JOL         ,2022,M11,10702.0,
JTS000000000000000JOL         ,2022,M12,11000.0,
JTS000000000000000JOR         ,2022,M01,7.0,
JTS000000000000000JOR         ,2022,M02,7.2,
JTS000000000000000JOR         ,2022,M03,7.4,
JTS000000000000000JOR         ,2022,M04,7.2,
JTS000000000000000JOR         ,2022,M05,7.0,
JTS000000000000000JOR         ,2022,M06,6.9,
JTS000000000000000JOR         ,2022,M07,7.0,
JTS000000000000000JOR         ,2022,M08,6.2,
JTS000000000000000JOR         ,2022,M09,6.6,
JTS000000000000000JOR         ,2022,M10,6.4,
JTS000000000000000JOR         ,2022,M11,6.5,
JTS000000000000000JOR         ,2022,M12,6.7,
JTS000000000000000LDL         ,2022,M01,1406.0,
JTS000000000000000LDL         ,2022,M02,1438.0,
JTS000000000000000LDL         ,2022,M03,1388.0,
JTS000000000000000LDL         ,2022,M04,1320.0,
JTS000000000000000LDL         ,2022,M05,1530.0,
JTS000000000000000LDL         ,2022,M06,1465.0,
JTS000000000000000LDL         ,2022,M07,1462.0,
JTS000000000000000LDL         ,2022,M08,1602.0,
JTS000000000000000LDL         ,2022,M09,1463.0,
JTS000000000000000LDL         ,2022,M10,1563.0,
JTS000000000000000LDL         ,2022,M11,1472.0,
JTS000000000000000LDL         ,2022,M12,1513.0,
JTS000000000000000LDR         ,2022,M01,0.9,
JTS000000000000000LDR         ,2022,M02,1.0,
JTS000000000000000LDR         ,2022,M03,0.9,
JTS000000000000000LDR         ,2022,M04,0.9,
JTS000000000000000LDR         ,2022,M05,1.0,
JTS000000000000000LDR         ,2022,M06,1.0,
JTS000000000000000LDR         ,2022,M07,1.0,
JTS000000000000000LDR         ,2022,M08,1.0,
JTS000000000000000LDR         ,2022,M09,1.0,
JTS000000000000000LDR         ,2022,M10,1.0,
JTS000000000000000LDR         ,2022,M11,1.0,
JTS000000000000000LDR         ,2022,M12,1.0,
JTS000000000000000OSL         ,2022,M01,412.0,
JTS000000000000000OSL         ,2022,M02,337.0,
JTS000000000000000OSL         ,2022,M03,357.0,
JTS000000000000000OSL         ,2022,M04,341.0,
JTS000000000000000OSL         ,2022,M05,345.0,
JTS000000000000000OSL         ,2022,M06,353.0,
JTS000000000000000OSL         ,2022,M07,341.0,
JTS000000000000000OSL         ,2022,M08,380.0,
JTS000000000000000OSL         ,2022,M09,307.0,
JTS000000000000000OSL         ,2022,M10,267.0,
JTS000000000000000OSL         ,2022,M11,320.0,
JTS000000000000000OSL         ,2022,M12,333.0,
JTS000000000000000OSR         ,2022,M01,0.3,
JTS000000000000000OSR         ,2022,M02,0.2,
JTS000000000000000OSR         ,2022,M03,0.2,
JTS000000000000000OSR         ,2022,M04,0.2,
JTS000000000000000OSR         ,2022,M05,0.2,
JTS000000000000000OSR         ,2022,M06,0.2,
JTS000000000000000OSR         ,2022,M07,0.2,
JTS000000000000000OSR         ,2022,M08,0.2,
JTS000000000000000OSR         ,2022,M09,0.2,
JTS000000000000000OSR         ,2022,M10,0.2,
JTS000000000000000OSR         ,2022,M11,0.2,
JTS000000000000000OSR         ,2022,M12,0.2,
JTS000000000000000QUL         ,2022,M01,4439.0,
JTS000000000000000QUL         ,2022,M02,4265.0,
JTS000000000000000QUL         ,2022,M03,4447.0,
JTS000000000000000QUL         ,2022,M04,4515.0,
