series_id                     ,year,period,       value,footnote_codes
JTS000000000000000HIL         ,2019,M01,5786.0,
JTS000000000000000HIL         ,2019,M02,5704.0,
JTS000000000000000HIL         ,2019,M03,5689.0,
JTS000000000000000HIL         ,2019,M04,6016.0,
JTS000000000000000HIL         ,2019,M05,5686.0,
JTS000000000000000HIL         ,2019,M06,5801.0,
JTS000000000000000HIL         ,2019,M07,5871.0,
JTS000000000000000HIL         ,2019,M08,5900.0,
JTS000000000000000HIL         ,2019,M09,5963.0,
JTS000000000000000HIL         ,2019,M10,5781.0,
JTS000000000000000HIL         ,2019,M11,5847.0,
JTS000000000000000HIL         ,2019,M12,5951.0,
JTS000000000000000HIR         ,2019,M01,3.9,
JTS000000000000000HIR         ,2019,M02,3.8,
JTS000000000000000HIR         ,2019,M03,3.8,
JTS000000000000000HIR         ,2019,M04,4.0,
JTS000000000000000HIR         ,2019,M05,3.8,
JTS000000000000000HIR         ,2019,M06,3.8,
JTS000000000000000HIR         ,2019,M07,3.9,
JTS000000000000000HIR         ,2019,M08,3.9,
JTS000000000000000HIR         ,2019,M09,3.9,
JTS000000000000000HIR         ,2019,M10,3.8,
JTS000000000000000HIR         ,2019,M11,3.9,
JTS000000000000000HIR         ,2019,M12,3.9,
JTS000000000000000JOL         ,2019,M01,7502.0,
JTS000000000000000JOL         ,2019,M02,7066.0,
JTS000000000000000JOL         ,2019,M03,7317.0,
JTS000000000000000JOL         ,2019,M04,7272.0,
JTS000000000000000JOL         ,2019,M05,7275.0,
JTS000000000000000JOL         ,2019,M06,7194.0,
JTS000000000000000JOL         ,2019,M07,7042.0,
JTS000000000000000JOL         ,2019,M08,7178.0,
JTS000000000000000JOL         ,2019,M09,7124.0,
JTS000000000000000JOL         ,2019,M10,7289.0,
JTS000000000000000JOL         ,2019,M11,6888.0,
JTS000000000000000JOL         ,2019,M12,6699.0,
JTS000000000000000JOR         ,2019,M01,4.8,
JTS000000000000000JOR         ,2019,M02,4.5,
JTS000000000000000JOR         ,2019,M03,4.6,
JTS000000000000000JOR         ,2019,M04,4.6,
JTS000000000000000JOR         ,2019,M05,4.6,
JTS000000000000000JOR         ,2019,M06,4.6,
JTS000000000000000JOR         ,2019,M07,4.5,
JTS000000000000000JOR         ,2019,M08,4.5,
JTS000000000000000JOR         ,2019,M09,4.5,
JTS000000000000000JOR         ,2019,M10,4.6,
JTS000000000000000JOR         ,2019,M11,4.3,
JTS000000000000000JOR         ,2019,M12,4.2,
JTS000000000000000LDL         ,2019,M01,1705.0,
JTS000000000000000LDL         ,2019,M02,1763.0,
JTS000000000000000LDL         ,2019,M03,1690.0,
JTS000000000000000LDL         ,2019,M04,1963.0,
JTS000000000000000LDL         ,2019,M05,1775.0,
JTS000000000000000LDL         ,2019,M06,1780.0,
JTS000000000000000LDL         ,2019,M07,1833.0,
JTS000000000000000LDL         ,2019,M08,1808.0,
JTS000000000000000LDL         ,2019,M09,1970.0,
JTS000000000000000LDL         ,2019,M10,1819.0,
JTS000000000000000LDL         ,2019,M11,1782.0,
