series_id                     ,year,period,       value,footnote_codes
JTS000000000000000HIL         ,2023,M01,6374.0,
JTS000000000000000HIL         ,2023,M02,6058.0,
JTS000000000000000HIL         ,2023,M03,5955.0,
JTS000000000000000HIL         ,2023,M04,5951.0,
JTS000000000000000HIL         ,2023,M05,6171.0,
JTS000000000000000HIL         ,2023,M06,5895.0,
JTS000000000000000HIL         ,2023,M07,5733.0,
JTS000000000000000HIL         ,2023,M08,5888.0,
JTS000000000000000HIL         ,2023,M09,5851.0,
JTS000000000000000HIL         ,2023,M10,5814.0,
JTS000000000000000HIL         ,2023,M11,5569.0,
JTS000000000000000HIL         ,2023,M12,5787.0,
JTS000000000000000HIR         ,2023,M01,4.1,
JTS000000000000000HIR         ,2023,M02,3.9,
JTS000000000000000HIR         ,2023,M03,3.8,
JTS000000000000000HIR         ,2023,M04,3.8,
JTS000000000000000HIR         ,2023,M05,4.0,
JTS000000000000000HIR         ,2023,M06,3.8,
JTS000000000000000HIR         ,2023,M07,3.7,
JTS000000000000000HIR         ,2023,M08,3.8,
JTS000000000000000HIR         ,2023,M09,3.7,
JTS000000000000000HIR         ,2023,M10,3.7,
JTS000000000000000HIR         ,2023,M11,3.5,
JTS000000000000000HIR         ,2023,M12,3.7,
JTS000000000000000JOL         ,2023,M01,10425.0,
JTS000000000000000JOL         ,2023,M02,9849.0,
JTS000000000000000JOL         ,2023,M03,9623.0,
JTS000000000000000JOL         ,2023,M04,9904.0,
JTS000000000000000JOL         ,2023,M05,9311.0,
JTS000000000000000JOL         ,2023,M06,9125.0,
JTS000000000000000JOL         ,2023,M07,8805.0,
JTS000000000000000JOL         ,2023,M08,9358.0,
JTS000000000000000JOL         ,2023,M09,9307.0,
JTS000000000000000JOL         ,2023,M10,8685.0,
JTS000000000000000JOL         ,2023,M11,8931.0,
JTS000000000000000JOL         ,2023,M12,8889.0,
JTS000000000000000JOR         ,2023,M01,6.3,
JTS000000000000000JOR         ,2023,M02,6.0,
JTS000000000000000JOR         ,2023,M03,5.8,
JTS000000000000000JOR         ,2023,M04,6.0,
JTS000000000000000JOR         ,2023,M05,5.6,
JTS000000000000000JOR         ,2023,M06,5.5,
JTS000000000000000JOR         ,2023,M07,5.3,
JTS000000000000000JOR         ,2023,M08,5.6,
JTS000000000000000JOR         ,2023,M09,5.6,
JTS000000000000000JOR         ,2023,M10,5.2,
JTS000000000000000JOR         ,2023,M11,5.4,
JTS000000000000000JOR         ,2023,M12,5.3,
JTS000000000000000LDL         ,2023,M01,1868.0,
JTS000000000000000LDL         ,2023,M02,1571.0,
JTS000000000000000LDL         ,2023,M03,1825.0,
JTS000000000000000LDL         ,2023,M04,1636.0,
JTS000000000000000LDL         ,2023,M05,1531.0,
JTS000000000000000LDL         ,2023,M06,1589.0,
JTS000000000000000LDL         ,2023,M07,1698.0,
JTS000000000000000LDL         ,2023,M08,1664.0,
JTS000000000000000LDL         ,2023,M09,1595.0,
JTS000000000000000LDL         ,2023,M10,1653.0,
JTS000000000000000LDL         ,2023,M11,1546.0,
JTS000000000000000LDL         ,2023,M12,1607.0,
JTS000000000000000LDR         ,2023,M01,1.2,
JTS000000000000000LDR         ,2023,M02,1.0,
JTS000000000000000LDR         ,2023,M03,1.2,
JTS000000000000000LDR         ,2023,M04,1.1,
JTS000000000000000LDR         ,2023,M05,1.0,
JTS000000000000000LDR         ,2023,M06,1.0,
JTS000000000000000LDR         ,2023,M07,1.1,
JTS000000000000000LDR         ,2023,M08,1.1,
JTS000000000000000LDR         ,2023,M09,1.0,
JTS000000000000000LDR         ,2023,M10,1.1,
JTS000000000000000LDR         ,2023,M11,1.0,
JTS000000000000000LDR         ,2023,M12,1.0,
JTS000000000000000OSL         ,2023,M01,268.0,
JTS000000000000000OSL         ,2023,M02,299.0,
JTS000000000000000OSL         ,2023,M03,283.0,
JTS000000000000000OSL         ,2023,M04,322.0,
JTS000000000000000OSL         ,2023,M05,307.0,
JTS000000000000000OSL         ,2023,M06,334.0,
JTS000000000000000OSL         ,2023,M07,333.0,
JTS000000000000000OSL         ,2023,M08,349.0,
JTS000000000000000OSL         ,2023,M09,331.0,
JTS000000000000000OSL         ,2023,M10,344.0,
JTS000000000000000OSL         ,2023,M11,351.0,
JTS000000000000000OSL         ,2023,M12,373.0,
JTS000000000000000OSR         ,2023,M01,0.2,
JTS000000000000000OSR         ,2023,M02,0.2,
JTS000000000000000OSR         ,2023,M03,0.2,
JTS000000000000000OSR         ,2023,M04,0.2,
JTS000000000000000OSR         ,2023,M05,0.2,
JTS000000000000000OSR         ,2023,M06,0.2,
JTS000000000000000OSR         ,2023,M07,0.2,
JTS000000000000000OSR         ,2023,M08,0.2,
JTS000000000000000OSR         ,2023,M09,0.2,
JTS000000000000000OSR         ,2023,M10,0.2,
JTS000000000000000OSR         ,2023,M11,0.2,
JTS000000000000000OSR         ,2023,M12,0.2,
JTS000000000000000QUL         ,2023,M01,3882.0,
JTS000000000000000QUL         ,2023,M02,3964.0,
JTS000000000000000QUL         ,2023,M03,3809.0,
JTS000000000000000QUL         ,2023,M04,3611.0,
JTS000000000000000QUL         ,2023,M05,4009.0,
JTS000000000000000QUL         ,2023,M06,3716.0,
JTS000000000000000QUL         ,2023,M07,3615.0,
JTS000000000000000QUL         ,2023,M08,3595.0,
JTS000000000000000QUL         ,2023,M09,3596.0,
JTS000000000000000QUL         ,2023,M10,3634.0,
JTS000000000000000QUL         ,2023,M11,3516.0,
JTS000000000000000QUL         ,2023,M12,3439.0,
JTS000000000000000QUR         ,2023,M01,2.5,
JTS000000000000000QUR         ,2023,M02,2.6,
JTS000000000000000QUR         ,2023,M03,2.5,
JTS000000000000000QUR         ,2023,M04,2.3,
JTS000000000000000QUR         ,2023,M05,2.6,
JTS000000000000000QUR         ,2023,M06,2.4,
JTS000000000000000QUR         ,2023,M07,2.3,
JTS000000000000000QUR         ,2023,M08,2.3,
JTS000000000000000QUR         ,2023,M09,2.3,
JTS000000000000000QUR         ,2023,M10,2.3,
JTS000000000000000QUR         ,2023,M11,2.2,
JTS000000000000000QUR         ,2023,M12,2.2,
JTS000000000000000TSL         ,2023,M01,6017.0,
JTS000000000000000TSL         ,2023,M02,5833.0,
JTS000000000000000TSL         ,2023,M03,5917.0,
JTS000000000000000TSL         ,2023,M04,5569.0,
JTS000000000000000TSL         ,2023,M05,5846.0,
JTS000000000000000TSL         ,2023,M06,5639.0,
JTS000000000000000TSL         ,2023,M07,5646.0,
JTS000000000000000TSL         ,2023,M08,5609.0,
JTS000000000000000TSL         ,2023,M09,5522.0,
JTS000000000000000TSL         ,2023,M10,5630.0,
JTS000000000000000TSL         ,2023,M11,5413.0,
JTS000000000000000TSL         ,2023,M12,5419.0,
JTS000000000000000TSR         ,2023,M01,3.9,
JTS000000000000000TSR         ,2023,M02,3.8,
JTS000000000000000TSR         ,2023,M03,3.8,
JTS000000000000000TSR         ,2023,M04,3.6,
JTS000000000000000TSR         ,2023,M05,3.8,
JTS000000000000000TSR         ,2023,M06,3.6,
JTS000000000000000TSR         ,2023,M07,3.6,
JTS000000000000000TSR         ,2023,M08,3.6,
JTS000000000000000TSR         ,2023,M09,3.5,
JTS000000000000000TSR         ,2023,M10,3.6,
JTS000000000000000TSR         ,2023,M11,3.4,
JTS000000000000000TSR         ,2023,M12,3.4,
JTS000000000000000UOR         ,2023,M01,0.5,
JTS000000000000000UOR         ,2023,M02,0.6,
JTS000000000000000UOR         ,2023,M03,0.6,
JTS000000000000000UOR         ,2023,M04,0.6,
JTS000000000000000UOR         ,2023,M05,0.7,
JTS000000000000000UOR         ,2023,M06,0.7,
JTS000000000000000UOR         ,2023,M07,0.7,
JTS000000000000000UOR         ,2023,M08,0.7,
JTS000000000000000UOR         ,2023,M09,0.7,
JTS000000000000000UOR         ,2023,M10,0.7,
JTS000000000000000UOR         ,2023,M11,0.7,
JTS000000000000000UOR         ,2023,M12,0.7,
JTS000000010000000HIL         ,2023,M01,98.0,
JTS000000010000000HIL         ,2023,M02,99.0,
JTS000000010000000HIL         ,2023,M03,90.0,
JTS000000010000000HIL         ,2023,M04,93.0,
JTS000000010000000HIL         ,2023,M05,107.0,
JTS000000010000000HIL         ,2023,M06,96.0,
JTS000000010000000HIL         ,2023,M07,97.0,
JTS000000010000000HIL         ,2023,M08,94.0,
JTS000000010000000HIL         ,2023,M09,92.0,
JTS000000010000000HIL         ,2023,M10,79.0,
JTS000000010000000HIL         ,2023,M11,83.0,
JTS000000010000000HIL         ,2023,M12,101.0,
JTS000000010000000HIR         ,2023,M01,4.6,
JTS000000010000000HIR         ,2023,M02,4.6,
JTS000000010000000HIR         ,2023,M03,4.2,
JTS000000010000000HIR         ,2023,M04,4.3,
JTS000000010000000HIR         ,2023,M05,5.0,
JTS000000010000000HIR         ,2023,M06,4.5,
JTS000000010000000HIR         ,2023,M07,4.5,
JTS000000010000000HIR         ,2023,M08,4.4,
JTS000000010000000HIR         ,2023,M09,4.3,
JTS000000010000000HIR         ,2023,M10,3.7,
JTS000000010000000HIR         ,2023,M11,3.8,
JTS000000010000000HIR         ,2023,M12,4.6,
JTS000000010000000JOL         ,2023,M01,151.0,
JTS000000010000000JOL         ,2023,M02,142.0,
JTS000000010000000JOL         ,2023,M03,131.0,
JTS000000010000000JOL         ,2023,M04,145.0,
JTS000000010000000JOL         ,2023,M05,137.0,
JTS000000010000000JOL         ,2023,M06,138.0,
JTS000000010000000JOL         ,2023,M07,129.0,
JTS000000010000000JOL         ,2023,M08,137.0,
JTS000000010000000JOL         ,2023,M09,138.0,
JTS000000010000000JOL         ,2023,M10,122.0,
JTS000000010000000JOL         ,2023,M11,119.0,
JTS000000010000000JOL         ,2023,M12,135.0,
JTS000000010000000JOR         ,2023,M01,6.6,
JTS000000010000000JOR         ,2023,M02,6.2,
JTS000000010000000JOR         ,2023,M03,5.8,
JTS000000010000000JOR         ,2023,M04,6.3,
JTS000000010000000JOR         ,2023,M05,6.0,
JTS000000010000000JOR         ,2023,M06,6.0,
JTS000000010000000JOR         ,2023,M07,5.6,
JTS000000010000000JOR         ,2023,M08,6.0,
JTS000000010000000JOR         ,2023,M09,6.0,
JTS000000010000000JOR         ,2023,M10,5.4,
JTS000000010000000JOR         ,2023,M11,5.2,
JTS000000010000000JOR         ,2023,M12,5.8,
JTS000000010000000LDL         ,2023,M01,23.0,
JTS000000010000000LDL         ,2023,M02,19.0,
JTS000000010000000LDL         ,2023,M03,22.0,
JTS000000010000000LDL         ,2023,M04,17.0,
JTS000000010000000LDL         ,2023,M05,20.0,
JTS000000010000000LDL         ,2023,M06,20.0,
JTS000000010000000LDL         ,2023,M07,34.0,
JTS000000010000000LDL         ,2023,M08,24.0,
JTS000000010000000LDL         ,2023,M09,25.0,
JTS000000010000000LDL         ,2023,M10,22.0,
JTS000000010000000LDL         ,2023,M11,25.0,
JTS000000010000000LDL         ,2023,M12,17.0,
JTS000000010000000LDR         ,2023,M01,1.1,
JTS000000010000000LDR         ,2023,M02,0.9,
JTS000000010000000LDR         ,2023,M03,1.0,
JTS000000010000000LDR         ,2023,M04,0.8,
JTS000000010000000LDR         ,2023,M05,0.9,
JTS000000010000000LDR         ,2023,M06,0.9,
JTS000000010000000LDR         ,2023,M07,1.6,
JTS000000010000000LDR         ,2023,M08,1.1,
JTS000000010000000LDR         ,2023,M09,1.2,
JTS000000010000000LDR         ,2023,M10,1.0,
JTS000000010000000LDR         ,2023,M11,1.2,
JTS000000010000000LDR         ,2023,M12,0.8,
JTS000000010000000QUL         ,2023,M01,64.0,
JTS000000010000000QUL         ,2023,M02,72.0,
JTS000000010000000QUL         ,2023,M03,63.0,
JTS000000010000000QUL         ,2023,M04,55.0,
JTS000000010000000QUL         ,2023,M05,81.0,
JTS000000010000000QUL         ,2023,M06,62.0,
JTS000000010000000QUL         ,2023,M07,63.0,
JTS000000010000000QUL         ,2023,M08,65.0,
JTS000000010000000QUL         ,2023,M09,56.0,
JTS000000010000000QUL         ,2023,M10,58.0,
JTS000000010000000QUL         ,2023,M11,54.0,
JTS000000010000000QUL         ,2023,M12,56.0,
JTS000000010000000QUR         ,2023,M01,3.0,
JTS000000010000000QUR         ,2023,M02,3.4,
JTS000000010000000QUR         ,2023,M03,2.9,
JTS000000010000000QUR         ,2023,M04,2.6,
JTS000000010000000QUR         ,2023,M05,3.8,
JTS000000010000000QUR         ,2023,M06,2.9,
JTS000000010000000QUR         ,2023,M07,2.9,
JTS000000010000000QUR         ,2023,M08,3.0,
JTS000000010000000QUR         ,2023,M09,2.6,
JTS000000010000000QUR         ,2023,M10,2.7,
JTS000000010000000QUR         ,2023,M11,2.5,
JTS000000010000000QUR         ,2023,M12,2.6,
JTS000000010000000TSL         ,2023,M01,99.0,
JTS000000010000000TSL         ,2023,M02,96.0,
JTS000000010000000TSL         ,2023,M03,90.0,
JTS000000010000000TSL         ,2023,M04,76.0,
JTS000000010000000TSL         ,2023,M05,104.0,
JTS000000010000000TSL         ,2023,M06,87.0,
JTS000000010000000TSL         ,2023,M07,101.0,
JTS000000010000000TSL         ,2023,M08,95.0,
JTS000000010000000TSL         ,2023,M09,86.0,
JTS000000010000000TSL         ,2023,M10,85.0,
JTS000000010000000TSL         ,2023,M11,85.0,
JTS000000010000000TSL         ,2023,M12,77.0,
JTS000000010000000TSR         ,2023,M01,4.6,
JTS000000010000000TSR         ,2023,M02,4.5,
JTS000000010000000TSR         ,2023,M03,4.2,
JTS000000010000000TSR         ,2023,M04,3.5,
JTS000000010000000TSR         ,2023,M05,4.8,
JTS000000010000000TSR         ,2023,M06,4.0,
JTS000000010000000TSR         ,2023,M07,4.7,
JTS000000010000000TSR         ,2023,M08,4.4,
JTS000000010000000TSR         ,2023,M09,4.0,
JTS000000010000000TSR         ,2023,M10,3.9,
JTS000000010000000TSR         ,2023,M11,3.9,
JTS000000010000000TSR         ,2023,M12,3.5,
JTS000000010000000UOR         ,2023,M01,0.4,
