area,state,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
1,Alabama,00-0000,1824400,14.4,8.24,9.54,23.12,34.73
1,Alabama,11-0000,66790,43.21,23.98,31.98,59.64,83.37
1,Alabama,11-1011,1330,80.98,41.61,54.34,#,#
1,Alabama,11-1021,27040,47.09,26.38,34.2,69.04,#
1,Alabama,11-1031,1070,*,*,*,*,*
1,Alabama,11-2011,110,37.91,21.52,31.34,50.71,63.9
1,Alabama,11-2021,640,51.02,28.17,35.39,67.75,85.21
1,Alabama,11-2022,2190,43.15,24.47,30.59,64.27,83.49
1,Alabama,11-2031,490,37.43,23.48,29.72,54.01,69.41
1,Alabama,11-3011,870,40.72,24.56,30.86,53.03,68.09
1,Alabama,11-3021,2770,52.68,32.98,41.35,65.65,76.2
1,Alabama,11-3031,4120,47.12,29.2,37.1,62.24,79.65
1,Alabama,11-3051,2550,40.85,25.99,32.32,52.68,65.59
1,Alabama,11-3061,960,47.18,29.35,35.97,56.7,68.89
1,Alabama,11-3071,860,37.29,25.02,30.79,49.58,59.43
1,Alabama,11-3111,110,39.46,18.78,30.92,44.98,55.02
1,Alabama,11-3121,970,41.61,26.31,33.24,53.44,68.49
1,Alabama,11-3131,130,39.35,21.3,30.34,53.03,66.97
1,Alabama,11-9021,2050,38.67,26.75,31.75,53.06,67.37
1,Alabama,11-9031,300,25.91,14.68,16.44,39.61,44.95
1,Alabama,11-9032,3110,*,*,*,*,*
1,Alabama,11-9033,2030,41.49,24.24,31.16,56.65,85.21
1,Alabama,11-9039,530,40.17,21.9,29.86,48.92,57.66
1,Alabama,11-9041,2720,56.3,38,47.42,67.84,79.57
1,Alabama,11-9051,2050,25.02,18.57,20.78,32.22,39.26
1,Alabama,11-9061,420,21.15,14.51,17.31,28.03,40.22
1,Alabama,11-9081,550,21.38,15,18.06,25.49,30.38
1,Alabama,11-9111,2230,40.96,27.87,33.41,51.38,65.7
1,Alabama,11-9121,180,49.3,38.6,42.15,59.76,77.82
1,Alabama,11-9131,450,30.72,16.8,27.09,36.95,40.81
1,Alabama,11-9141,490,30.13,21.48,25.41,43.14,54.01
1,Alabama,11-9151,830,28.79,16.93,22.02,36.24,44.71
1,Alabama,11-9161,130,26.34,16.4,20.63,37.16,50.8
1,Alabama,11-9199,2490,43.42,24.29,32.47,53.93,65.5
1,Alabama,13-0000,65480,28.99,16.69,21.69,38.89,49.3
1,Alabama,13-1011,70,33.52,12.11,17.5,46.6,64.13
1,Alabama,13-1021,200,29.48,19.33,21.97,35.33,42.94
1,Alabama,13-1022,570,23.12,12.86,16.66,34.34,54.58
1,Alabama,13-1023,5950,28.05,17.04,21.34,37.57,46.65
1,Alabama,13-1031,3240,29.44,15.56,21.09,35.87,41.91
1,Alabama,13-1032,520,38.19,25.41,31.17,42.42,44.96
1,Alabama,13-1041,1650,28.14,17.49,22.69,37.49,44.5
1,Alabama,13-1051,2520,24.77,16.1,19.92,32.47,41.89
1,Alabama,13-1071,4040,25.74,16.13,20.22,33.68,42.95
1,Alabama,13-1075,1010,21.09,7.95,8.75,29.67,47.68
1,Alabama,13-1081,3880,39.7,24.35,30.75,46.64,53.17
1,Alabama,13-1111,4530,39.49,23.05,30.36,51.98,70.85
1,Alabama,13-1121,410,19.53,12.62,15.08,29.53,41.83
1,Alabama,13-1131,440,22.19,15.68,18.67,31.37,40.32
1,Alabama,13-1141,470,26.77,17.96,21.39,33.93,42.38
1,Alabama,13-1151,2300,25.64,13.3,18.77,33.06,41.03
1,Alabama,13-1161,2280,25.43,15.1,19.41,35.46,46.39
1,Alabama,13-1199,6530,34.18,20.38,26.91,43.39,51.98
1,Alabama,13-2011,14290,28.02,18.18,21.87,35.8,45.38
1,Alabama,13-2021,750,*,*,*,*,*
1,Alabama,13-2031,1190,34,21.21,26.62,42.66,49.56
1,Alabama,13-2041,730,21.21,14.46,16.88,30.26,41.91
1,Alabama,13-2051,730,29.96,21.29,24.95,41.68,55.93
1,Alabama,13-2052,800,34.77,15.96,22.06,58.84,85.02
1,Alabama,13-2053,690,22.58,15.13,18.88,29.62,36.44
1,Alabama,13-2061,250,33.67,19.48,25.66,45.69,56.99
1,Alabama,13-2071,230,16.79,12.97,14.5,19.33,23.48
1,Alabama,13-2072,3210,25.88,16.43,19.94,35.55,49.93
1,Alabama,13-2081,1000,24.7,14.81,19.26,31.6,38.43
1,Alabama,13-2082,330,14.44,9.53,10.81,20.76,27.08
1,Alabama,13-2099,680,29.44,16.31,21.3,38.65,47.21
1,Alabama,15-0000,38150,33.13,17.07,23.3,43.76,54.87
1,Alabama,15-1111,310,49.23,30.35,37.86,60.67,71.41
1,Alabama,15-1121,5470,37.68,23.11,29.84,46.45,56.52
1,Alabama,15-1122,1020,36.54,20.37,26.2,43.94,52.04
1,Alabama,15-1131,4750,36.11,21.73,27.51,45.34,57.09
1,Alabama,15-1132,3640,40.58,27.04,33,49.86,58.37
1,Alabama,15-1133,3330,45.22,29.59,35.83,56.09,67.12
1,Alabama,15-1134,660,22.74,13.1,16.96,31.65,40.31
1,Alabama,15-1141,1780,31.7,18.9,23.87,41.03,50.39
1,Alabama,15-1142,4820,31.61,19.88,24.69,40.3,48.85
1,Alabama,15-1143,740,41.28,22.66,31.31,49.99,56.58
1,Alabama,15-1151,7310,19.72,12.41,15.26,25.12,31.9
1,Alabama,15-1152,1510,24.45,15.04,17.68,30.81,38.92
1,Alabama,15-1199,1800,39.69,26.84,32.91,45.3,51.97
1,Alabama,15-2011,30,29.37,17.98,25.15,49.91,63.5
1,Alabama,15-2031,730,43.22,21.61,29.91,54.82,64.83
1,Alabama,15-2041,230,25.41,16.27,20.17,31.27,41.74
1,Alabama,17-0000,39900,35.88,17.61,25.32,49.3,61.09
1,Alabama,17-1011,910,34.93,18.44,23.02,45.67,57.55
1,Alabama,17-1012,**,18.77,15.89,16.97,32.74,43.01
1,Alabama,17-1021,520,21.16,13.68,16.35,27.28,35.2
1,Alabama,17-1022,560,24.45,15.45,18.22,32.13,40.98
1,Alabama,17-2011,3270,53.29,33.68,43.98,64.29,72.24
1,Alabama,17-2031,**,39.18,25.74,30.53,45.69,53.41
1,Alabama,17-2041,530,43.13,28.64,37.82,50.92,57.95
1,Alabama,17-2051,3620,32.76,20.73,25.68,43.01,51.98
1,Alabama,17-2061,1280,49.31,31.51,39.4,55.11,66.17
1,Alabama,17-2071,4020,41.18,27.38,33.06,51.45,62.88
1,Alabama,17-2072,1880,45.19,30.18,35.87,54.36,69.77
1,Alabama,17-2081,880,30.76,21.48,25.21,42.19,51.98
1,Alabama,17-2111,430,41.56,25.35,32.86,50.31,56.7
1,Alabama,17-2112,3680,36.87,24.52,30.2,44.84,54.15
1,Alabama,17-2121,140,26.03,21.23,23.94,28.11,36.2
