area,state,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
1,Alabama,10000,,,,,,
1,Alabama,13000,38650,17,9.87,12.72,22.98,34.74
1,Alabama,13002,8140,21.51,11.41,15.42,34.28,46.16
1,Alabama,13005,2910,19.79,10.45,13.67,30.27,40.04
1,Alabama,13008,2490,15.75,7.4,10,22.77,37.06
1,Alabama,13011,4420,21.9,11.56,14.8,34.63,44.66
1,Alabama,13014,3350,20.58,11.82,15.39,30.31,40.34
1,Alabama,13017,3850,33.27,18.82,25.17,41.25,49.87
1,Alabama,15000,19290,20.03,11.75,15.04,28.27,38.82
1,Alabama,15002,560,21.67,16.16,18.49,26.67,36.62
1,Alabama,15005,6840,27.25,14.74,21.3,37.34,43.46
1,Alabama,15008,2960,20.96,12.1,16.71,26.75,38.26
1,Alabama,15011,2000,14.09,7.35,9.2,18.87,32.15
1,Alabama,15014,3220,22.16,12.83,16.79,32.72,42.13
1,Alabama,15017,3820,18.99,12.74,15.71,23.72,37.13
1,Alabama,15021,120,30.47,17.35,20.54,40.94,52.1
1,Alabama,15023,2670,23.44,12.38,16.7,35.08,42.03
1,Alabama,15026,5420,11.57,7.42,9.82,14.76,18.83
1,Alabama,15032,260,11.38,6.88,8.15,14.45,15.85
1,Alabama,19000,8650,18.14,10.45,13.58,24.56,37.15
1,Alabama,19002,1420,6.15,5.43,5.66,10.58,30.21
1,Alabama,19005,53170,19.97,9.56,13.48,36.96,57.14
1,Alabama,19999,8230,21.47,11.53,15.59,32.99,42.5
1,Alabama,20000,,,,,,
1,Alabama,21000,12830,13.77,7.68,10.51,17.55,20.86
1,Alabama,21102,690,16.69,10.45,12.44,23.35,35.34
1,Alabama,21105,290,13.77,10.11,12.43,15.62,19.13
1,Alabama,21108,3670,14.18,10.26,11.41,19.66,24.79
1,Alabama,21111,810,10.62,5.52,6.05,17.05,19.55
1,Alabama,21114,10180,16.67,10.25,12.99,21.4,30.56
1,Alabama,21117,720,21.97,15.56,17.91,30.19,39.04
1,Alabama,21199,2150,18.9,11.23,14.42,28.5,39.99
1,Alabama,21302,1320,14.25,6.85,10.45,20.64,34.65
1,Alabama,21305,380,13.36,5.83,7.57,17.1,29.35
1,Alabama,21308,3430,18.57,11.26,14.03,25.38,36.38
1,Alabama,21505,500,18.84,12.1,13.24,32.53,40.46
1,Alabama,21508,790,12.63,9.36,10.95,15.94,18.68
1,Alabama,21511,4850,17.39,6.32,11.79,24.2,36.43
1,Alabama,21902,2220,17.67,11.67,14.3,22.99,34.97
1,Alabama,21905,1400,24.15,16.33,19.77,34.28,40.57
1,Alabama,21908,1030,14.9,9.82,12.01,19.01,23.43
1,Alabama,21911,2120,16.62,11.57,13.79,21.23,30.42
1,Alabama,21914,910,20.25,11.37,15.87,27.06,36.82
1,Alabama,21917,310,15.87,9.39,11.04,21.62,30.44
1,Alabama,21921,270,20.77,9.93,12.92,32.13,39.15
1,Alabama,21999,8380,18.23,10.03,12.95,26.09,37.35
1,Alabama,22000,**,*,*,*,*,*
1,Alabama,22105,340,28.27,20.5,22.76,37.57,43.16
1,Alabama,22108,80,32.02,19.41,23.82,40,45.41
1,Alabama,22114,530,29.3,20.01,23.21,37.31,42.11
1,Alabama,22121,2210,22.92,14.23,17.28,33.61,41.5
1,Alabama,22126,5180,29.78,18.43,22.39,38.25,43.4
1,Alabama,22127,2970,28.87,17.07,21.84,37.49,42.67
1,Alabama,22128,1290,24.43,13.61,18.6,35.64,43.13
1,Alabama,22132,200,23.29,14.58,18.63,31.88,39.34
1,Alabama,22135,2850,27.28,15.06,20.24,37.04,42.89
1,Alabama,22138,40,22.47,17.04,18.72,31.86,40.94
1,Alabama,22199,5810,30.45,15.76,22.29,38.5,43.44
1,Alabama,22302,640,23.41,14.9,17.19,34.94,42.5
1,Alabama,22311,990,14.07,7.96,11.09,18.04,23.19
1,Alabama,22502,960,13.1,8.11,9.87,17.61,21.96
1,Alabama,22505,3300,18.07,10.68,13.69,22.36,25.97
1,Alabama,22508,270,12.56,9.77,10.78,15.86,20.81
1,Alabama,22511,1180,17.33,10.82,13.76,23.09,34.21
1,Alabama,22514,3710,13.74,8.68,10.82,17.03,19.93
1,Alabama,22517,80,17.95,12.74,14.65,21.43,24.96
1,Alabama,22521,1020,10.03,6.8,8.14,13.44,17.23
1,Alabama,22599,3710,15.66,9.06,11.88,21.47,32.95
1,Alabama,24000,**,*,*,*,*,*
1,Alabama,24105,570,21.37,12.08,15.78,30.93,38.83
1,Alabama,24108,40,30.6,12.98,23.17,37.84,42.18
1,Alabama,24111,160,19.15,12.76,14.79,24.62,36.27
1,Alabama,24199,1110,19.95,11.95,14.46,30.49,41.09
1,Alabama,24302,730,18.16,11.9,14.46,22.79,32.73
1,Alabama,24305,100,23.01,16.04,20.01,30.93,38.32
1,Alabama,24308,710,21.12,13.41,16.36,30.85,39.45
1,Alabama,24311,140,32.17,15.76,20.3,54.21,#
1,Alabama,24399,590,18.21,12.14,14.33,24.88,37.17
1,Alabama,24502,420,10.34,5.82,7.23,13.38,15.53
1,Alabama,24505,1040,14.18,8.3,10.3,17.53,19.67
1,Alabama,24599,1250,15.61,9.71,11.78,21.23,24.82
1,Alabama,25000,94740,15.52,5.89,8.95,18.61,22.74
1,Alabama,25102,5890,23.19,13.49,17.97,33.04,40.37
1,Alabama,25103,760,20.93,12.51,15.58,29.74,39.51
1,Alabama,25104,4050,16.55,9.78,12.87,20.01,25.16
1,Alabama,25105,5550,20.73,12.35,15.84,27.91,39.3
1,Alabama,25108,890,12.66,7.77,10.45,15.1,17.44
1,Alabama,25111,70,16.21,12.22,13.74,19.72,22.61
1,Alabama,25199,670,21.47,12.41,16.27,32.73,40.33
1,Alabama,25302,930,28.69,15.4,20.55,37.3,42.47
1,Alabama,25312,90,19.99,14.27,16.86,29.87,39.79
1,Alabama,25313,50,23.66,15.19,18.56,34.48,42.35
1,Alabama,25315,130,18.56,12.62,13.76,25.18,37.02
1,Alabama,25319,100,33.41,19.32,26.79,40.04,44.41
1,Alabama,27000,24050,13.62,6.05,8.54,19.87,28.86
1,Alabama,27102,190,23.42,11.96,16.14,34.57,41.46
1,Alabama,27105,260,20.08,12.75,15.7,24.08,34.3
1,Alabama,27108,680,20.33,13.72,16.91,29.38,40.7
1,Alabama,27199,380,18.82,12.78,15.39,23.82,35.33
1,Alabama,27302,3260,13.63,8.75,10.99,16.04,19.22
1,Alabama,27305,4450,13.86,9.81,11.35,16.97,19.1
1,Alabama,27307,1030,9.23,6.01,7.25,11.75,16.45
1,Alabama,27308,2390,8.89,5.78,6.92,10.85,14.22
1,Alabama,27311,3210,7.55,5.56,6.02,9.88,12.4
1,Alabama,27502,170,15.27,9.33,10.46,21.41,26.44
1,Alabama,28000,**,*,*,*,*,*
1,Alabama,28102,680,19.26,5.85,10.59,34.8,41.93
1,Alabama,28108,4260,34.43,15.15,21.29,54.58,#
1,Alabama,28302,1180,7.87,5.87,6.96,11.3,15.37
1,Alabama,28305,1130,13.52,9.31,11.5,16.33,22.32
1,Alabama,28308,190,9.63,6.7,7.83,11.33,12.66
1,Alabama,28311,110,11.68,9.43,10.6,13.33,19.15
1,Alabama,28399,200,12.21,5.9,9.13,18.29,24.1
1,Alabama,31000,39590,7.43,5.66,6.24,8.7,10.47
1,Alabama,31114,720,*,*,*,*,*
1,Alabama,31117,40,*,*,*,*,*
1,Alabama,31201,140,*,*,*,*,*
1,Alabama,31202,490,*,*,*,*,*
1,Alabama,31204,130,*,*,*,*,*
1,Alabama,31206,140,*,*,*,*,*
1,Alabama,31209,140,*,*,*,*,*
1,Alabama,31212,320,*,*,*,*,*
1,Alabama,31213,180,*,*,*,*,*
1,Alabama,31214,880,*,*,*,*,*
1,Alabama,31215,170,*,*,*,*,*
1,Alabama,31218,540,*,*,*,*,*
1,Alabama,31222,350,*,*,*,*,*
1,Alabama,31224,760,*,*,*,*,*
1,Alabama,31226,350,*,*,*,*,*
1,Alabama,31231,130,*,*,*,*,*
1,Alabama,31233,100,*,*,*,*,*
1,Alabama,31234,30,*,*,*,*,*
1,Alabama,31235,220,*,*,*,*,*
1,Alabama,31236,90,*,*,*,*,*
1,Alabama,31237,220,*,*,*,*,*
1,Alabama,31239,350,*,*,*,*,*
1,Alabama,31242,710,*,*,*,*,*
1,Alabama,31246,70,*,*,*,*,*
1,Alabama,31247,50,*,*,*,*,*
1,Alabama,31252,500,*,*,*,*,*
1,Alabama,31254,100,*,*,*,*,*
1,Alabama,31258,60,*,*,*,*,*
1,Alabama,31262,30,*,*,*,*,*
1,Alabama,31299,2530,*,*,*,*,*
1,Alabama,31303,2870,6.67,5.51,5.83,8.6,10.83
1,Alabama,31304,3620,*,*,*,*,*
1,Alabama,31305,19900,*,*,*,*,*
1,Alabama,31308,19150,*,*,*,*,*
1,Alabama,31311,5240,*,*,*,*,*
1,Alabama,31314,5980,17.38,8.4,12.54,21.28,26.4
1,Alabama,31317,1100,8.72,5.82,6.94,12.25,15.5
1,Alabama,31321,4600,12.86,5.66,6.47,17.47,20.85
1,Alabama,31323,340,16.75,10.81,14.19,18.62,22.57
1,Alabama,31399,1960,*,*,*,*,*
1,Alabama,31502,2580,17.6,10.55,14.85,19.78,23.29
1,Alabama,31505,1040,8.98,5.63,6.3,11.33,13.66
1,Alabama,31508,140,14.6,8.78,10.72,17.11,22.77
1,Alabama,31511,60,17.24,10.67,13.82,21.35,31.69
1,Alabama,31514,2550,18.37,12.58,15.93,21.39,24.56
1,Alabama,31517,1560,18.19,10.63,13.19,25.04,36.32
1,Alabama,31521,12720,5.97,5.44,5.64,7.08,8.43
1,Alabama,32000,**,*,*,*,*,*
1,Alabama,32102,6080,#,19.09,46.32,#,#
1,Alabama,32105,1310,#,33.06,55.54,#,#
1,Alabama,32108,230,39.28,18.82,25.12,59.27,#
1,Alabama,32111,60,42.01,17.35,19.02,57.42,#
1,Alabama,32113,150,29.36,8.94,9.59,56.61,#
1,Alabama,32114,510,20.55,9.6,16.68,32.49,42.07
1,Alabama,32199,60,36.1,22.32,28.32,43.85,54.37
1,Alabama,32302,1560,14.94,12.14,13.56,16.64,19.06
1,Alabama,32305,650,24.62,15.03,20.4,35.76,43.31
1,Alabama,32308,1230,27.16,19.43,22.06,37.05,42.99
1,Alabama,32311,30,20.1,14.47,17.48,22.43,23.9
1,Alabama,32314,870,17,9.46,14.59,21.21,31.17
1,Alabama,32317,160,13.03,8.01,9.59,16.13,18.85
1,Alabama,32399,650,14.96,7.92,10.52,20.53,28.89
1,Alabama,32502,28130,17.63,13.63,15.44,20.33,23.59
