area,state,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
1,Alabama,00-0000,1922570,15.77,8.54,10.45,25.01,37.83
1,Alabama,11-0000,69950,46.63,25.06,33.71,64.12,90.8
1,Alabama,11-1011,1120,94.45,40.63,60.24,#,#
1,Alabama,11-1021,27150,49.19,25.98,34.91,71.09,#
1,Alabama,11-1031,1100,*,*,*,*,*
1,Alabama,11-2011,60,*,*,*,*,*
1,Alabama,11-2021,540,53.05,28.8,36.64,74.94,97.48
1,Alabama,11-2022,2220,53.69,29.63,40.31,74.02,99.08
1,Alabama,11-2031,430,39.62,26.57,31.78,51.22,74.08
1,Alabama,11-3011,590,44.5,29.2,35.34,57.01,70.56
1,Alabama,11-3021,3120,56.24,32.07,43.41,71.68,88.92
1,Alabama,11-3031,5200,56.88,33.4,43.35,75.23,98.81
1,Alabama,11-3051,3240,46.3,29.83,36.55,58.57,73.66
1,Alabama,11-3061,900,53.25,32.98,40.2,61.58,72.43
1,Alabama,11-3071,750,40.04,17.48,28.32,51.9,65.84
1,Alabama,11-3111,70,53.96,37.09,43.44,71.02,93.36
1,Alabama,11-3121,1200,46.76,28.68,35.59,60.88,76.82
1,Alabama,11-3131,140,53.42,31.12,41.59,66.21,93.22
1,Alabama,11-9021,2780,39.92,26,31.73,50.12,67.59
1,Alabama,11-9031,170,16.36,11.25,13.8,21.16,29.08
1,Alabama,11-9032,3430,*,*,*,*,*
1,Alabama,11-9033,2430,43.13,26.68,32.61,60.03,86.32
1,Alabama,11-9039,590,45.19,26.82,37.83,53.63,61.76
1,Alabama,11-9041,2450,64.58,42.89,54.22,77.65,93.31
1,Alabama,11-9051,2180,28.04,18.75,22,36.57,49.84
1,Alabama,11-9061,140,38.72,13.93,24.13,48.51,61.56
1,Alabama,11-9081,530,24.22,15.18,18.37,29.58,36.09
1,Alabama,11-9111,2810,44.27,27.9,34.99,58.15,76.35
1,Alabama,11-9121,140,49.71,38.76,44,58.5,70.73
1,Alabama,11-9131,280,36.84,31.53,33.5,40.21,44.39
1,Alabama,11-9141,590,30.25,20.31,23.39,40.31,57.6
1,Alabama,11-9151,1280,30.02,19.08,23.09,39.43,49.56
1,Alabama,11-9161,190,27.84,17.63,21.88,39.45,54.59
1,Alabama,11-9199,2080,47.71,23.68,33.52,58.97,74.13
1,Alabama,13-0000,73110,30.94,17.24,22.97,41.6,53.51
1,Alabama,13-1020,6750,30.03,17.3,22.67,39.81,49.57
