area,state,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
1,Alabama,00-0000,1809420,14.35,8.23,9.57,22.91,34.18
1,Alabama,11-0000,66050,42.28,23.34,31.1,58.36,81.81
1,Alabama,11-1011,1530,79.13,41.06,54.07,#,#
1,Alabama,11-1021,28220,44.5,24.75,32.05,65.23,#
1,Alabama,11-1031,1140,*,*,*,*,*
1,Alabama,11-2011,120,38.49,29.12,32.31,51.46,70.85
1,Alabama,11-2021,620,53.08,29.65,37.23,68.84,83.95
1,Alabama,11-2022,2270,44.37,24.09,30.71,63.41,83.25
1,Alabama,11-2031,560,36.77,23,29.59,52.11,68.43
1,Alabama,11-3011,910,40.63,24.25,30.88,52.59,66.72
1,Alabama,11-3021,2480,52.2,32.95,40.84,64.95,74.64
1,Alabama,11-3031,4180,46.36,27.93,35.72,61.12,81.28
1,Alabama,11-3051,2360,40.3,24.58,31.64,52.11,64.39
1,Alabama,11-3061,930,45.34,28.44,35.17,55.72,67.1
1,Alabama,11-3071,860,36.69,24.46,30.12,48.59,58.42
1,Alabama,11-3111,130,40.91,26.77,33.03,49.87,57.67
1,Alabama,11-3121,760,43.19,28.81,34.18,55.32,69.45
1,Alabama,11-3131,140,41.32,25.05,31.34,53.09,72.36
1,Alabama,11-9021,1830,37.2,25.28,30.3,49.93,66.46
1,Alabama,11-9031,340,24.09,13.37,15.37,37.14,43.03
1,Alabama,11-9032,2980,*,*,*,*,*
1,Alabama,11-9033,1920,41.88,23.67,30.8,57.47,87.23
1,Alabama,11-9039,470,41.34,22.81,30.11,50.1,57.34
1,Alabama,11-9041,2530,54.78,37.24,45.93,65.82,77.65
1,Alabama,11-9051,2010,25.13,18.41,20.76,33.16,41.67
1,Alabama,11-9081,510,20.88,13.54,16.73,25.31,31.78
1,Alabama,11-9111,2140,39.33,26.29,32.04,49.53,62.48
1,Alabama,11-9121,190,50.74,38.59,43.01,63.03,79.32
1,Alabama,11-9131,480,30.32,12.84,24.91,36.95,40.81
1,Alabama,11-9141,410,35.56,24.01,27.21,48.58,57.67
1,Alabama,11-9151,810,28.2,16.22,21.23,35.98,43.53
1,Alabama,11-9161,170,27.13,16.88,20.58,38.09,53.78
1,Alabama,11-9199,2000,43.1,23.49,31.5,53.97,64.09
1,Alabama,13-0000,63340,28.63,16.46,21.41,38.28,48.35
