area,state,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
1,Alabama,00-0000,1931970,13.11,6.74,8.86,20.44,30.27
1,Alabama,11-0000,78560,35.43,17.58,24.98,50.48,#
1,Alabama,11-1011,3470,68.15,31.11,44.79,#,#
1,Alabama,11-1021,30850,36.37,19.05,25.65,55.01,#
1,Alabama,11-1031,1950,*,*,*,*,*
1,Alabama,11-2011,210,28.12,16.02,20.21,40.81,55.82
1,Alabama,11-2021,780,41.78,23.83,30.46,54.79,#
1,Alabama,11-2022,2970,41.33,19.67,28.15,55.97,#
1,Alabama,11-2031,400,31.17,18.78,23.60,44.50,60.46
1,Alabama,11-3011,1350,30.73,15.88,21.82,40.16,49.76
1,Alabama,11-3021,2260,45.35,28.19,36.73,55.77,67.88
1,Alabama,11-3031,4940,39.49,22.79,29.28,51.06,68.08
1,Alabama,11-3041,250,35.13,21.79,27.47,44.37,59.21
1,Alabama,11-3042,210,31.84,19.81,25.25,40.22,48.82
1,Alabama,11-3049,740,38.51,25.80,31.35,49.66,63.71
1,Alabama,11-3051,2410,34.36,20.01,26.24,44.16,55.08
1,Alabama,11-3061,910,40.12,23.55,31.15,49.81,59.46
1,Alabama,11-3071,940,33.96,19.98,25.08,43.89,52.75
1,Alabama,11-9021,3590,29.78,18.83,22.92,40.28,58.10
1,Alabama,11-9031,440,17.62,12.39,13.66,28.77,36.00
1,Alabama,11-9032,2960,*,*,*,*,*
1,Alabama,11-9033,1990,37.89,20.85,27.18,49.35,#
1,Alabama,11-9039,440,32.08,13.39,23.82,41.23,51.48
1,Alabama,11-9041,2800,46.93,29.67,36.30,59.49,69.34
1,Alabama,11-9051,2460,19.12,12.78,15.58,24.31,32.17
1,Alabama,11-9061,500,18.05,12.28,15.04,23.00,29.60
1,Alabama,11-9081,480,17.66,11.11,13.19,22.74,29.47
1,Alabama,11-9111,2710,34.63,20.91,27.38,46.45,58.52
1,Alabama,11-9121,160,45.52,32.99,37.83,57.36,#
1,Alabama,11-9131,530,28.55,19.95,24.88,33.40,37.73
1,Alabama,11-9141,970,25.34,14.78,19.38,35.94,52.60
1,Alabama,11-9151,870,21.14,13.38,16.55,29.10,37.67
1,Alabama,11-9199,2990,40.12,22.03,29.74,50.54,62.64
