area,state,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
1,Alabama,00-0000,1844080,14.61,8.27,9.62,23.64,35.4
1,Alabama,11-0000,66820,44.53,24.61,33.01,61.52,86.05
1,Alabama,11-1011,1300,83.98,42.28,56.63,#,#
1,Alabama,11-1021,26490,49.06,28.11,35.74,71.18,#
1,Alabama,11-1031,1400,*,*,*,*,*
1,Alabama,11-2011,100,34.73,20.92,26.15,42.93,56.62
1,Alabama,11-2021,550,50.27,30.85,36.1,65.81,79.58
1,Alabama,11-2022,2180,47.99,26.22,33.78,67.09,89.2
1,Alabama,11-2031,490,38.96,23.97,30.28,52.21,66.52
1,Alabama,11-3011,810,41.67,24.51,31.24,54.6,71.08
1,Alabama,11-3021,3230,55.22,33.6,43.47,68.49,83.72
1,Alabama,11-3031,3910,50.98,31.43,39.76,66.37,86.63
1,Alabama,11-3051,2690,42.86,27.46,33.72,54.58,66.47
1,Alabama,11-3061,940,49.15,30.32,37.1,59.08,70.17
1,Alabama,11-3071,800,39.65,25.06,30.88,50.25,60.39
1,Alabama,11-3111,100,42.41,20.76,32.99,51.74,63.64
1,Alabama,11-3121,1120,42.46,27.14,34.15,53.44,67.05
1,Alabama,11-3131,140,41.93,22.98,31.42,52.72,63.72
1,Alabama,11-9021,2210,39.32,27.26,32.19,50.45,65.47
1,Alabama,11-9031,230,29.57,15.6,17.33,40.94,46.25
1,Alabama,11-9032,3140,*,*,*,*,*
1,Alabama,11-9033,2190,38.98,23.58,29.49,53.43,78.24
1,Alabama,11-9039,560,39.71,20.74,28.23,48.52,57.24
1,Alabama,11-9041,2620,57.72,39.98,48.95,69.89,84.13
1,Alabama,11-9051,1890,25.98,18.91,21.21,33.88,44.13
1,Alabama,11-9061,370,22.33,13.69,17.01,33.09,42.06
1,Alabama,11-9081,480,22.07,15.91,19.3,26.58,30.07
1,Alabama,11-9111,2360,41.62,27.51,33.64,52.81,66.52
1,Alabama,11-9121,210,49.82,38.07,42.39,61.2,79
1,Alabama,11-9131,340,33.49,25.39,28.67,36.95,40.82
1,Alabama,11-9141,500,29.53,19.91,24.33,36.62,51.13
1,Alabama,11-9151,830,28.89,16.45,21.45,36.35,44.23
1,Alabama,11-9161,150,28.49,16.68,21.44,41.59,54.41
1,Alabama,11-9199,2480,44.21,24.58,32.47,55.12,68.27
1,Alabama,13-0000,65500,29.57,17,22.13,39.66,49.83
1,Alabama,13-1011,40,22.24,10.58,12.87,39.44,#
1,Alabama,13-1021,170,29.94,19.77,22.57,36.89,45.44
1,Alabama,13-1022,660,21.79,13,15.99,33.28,53.26
1,Alabama,13-1023,5720,28.72,17.43,21.68,38.1,46.64
1,Alabama,13-1031,3340,29.41,15.46,20.53,35.62,41.78
1,Alabama,13-1032,460,38.49,25.41,31.15,43.09,45.84
1,Alabama,13-1041,1600,28.17,17.11,23,37.73,45.27
1,Alabama,13-1051,2200,25.46,16.4,20.28,33.18,41.94
1,Alabama,13-1071,4420,26.49,16.32,20.59,34.72,42.88
1,Alabama,13-1075,1010,24.2,7.99,8.85,36.59,49.82
1,Alabama,13-1081,3800,39.23,24.17,29.92,46.64,52.86
1,Alabama,13-1111,4440,39.73,22.63,30.52,51.65,68.12
1,Alabama,13-1121,420,20.74,13.18,16.1,26.36,29.32
1,Alabama,13-1131,560,22.14,15.95,18.83,30.28,39.65
1,Alabama,13-1141,460,25.97,17.29,20.74,32.65,39.78
1,Alabama,13-1151,2380,26.52,13.76,19.04,34.77,43.33
1,Alabama,13-1161,2220,25.41,15.43,19.44,34.82,45.55
1,Alabama,13-1199,6680,35.52,21.59,28.04,44.49,54.79
1,Alabama,13-2011,14180,28.31,18.34,22.22,36.43,45.83
1,Alabama,13-2021,780,21.4,12.54,16.45,28.15,40.04
1,Alabama,13-2031,1020,34.75,21.37,27.38,43,50.08
1,Alabama,13-2041,600,20.77,14.52,16.78,30.57,39.4
1,Alabama,13-2051,940,34.96,23.16,26.84,50.01,86.4
1,Alabama,13-2052,1070,39.38,18.07,24.52,61.1,#
1,Alabama,13-2053,530,23.48,15.93,19.6,30.73,36.02
1,Alabama,13-2061,230,36.47,19.88,26.9,46.47,56.75
1,Alabama,13-2071,100,19.08,14.37,16.39,24.25,31.38
1,Alabama,13-2072,3380,28.02,18.62,21.91,36.89,52.53
1,Alabama,13-2081,1030,24.89,14.59,19.6,31.64,39.04
1,Alabama,13-2082,460,11.71,8.18,9.46,18.72,25.4
1,Alabama,13-2099,600,31.28,14.66,23.19,39.98,48.97
1,Alabama,15-0000,40350,34.18,17.82,24.47,44.57,55.81
1,Alabama,15-1111,300,49.37,31.37,36.33,61.16,72.17
1,Alabama,15-1121,5770,37.15,23.58,29.67,45.38,55.26
1,Alabama,15-1122,1820,38.81,23.31,30.25,45.32,52.71
1,Alabama,15-1131,5260,36.29,21.54,27.6,45.43,58.62
1,Alabama,15-1132,3810,42.79,27.44,34.2,53.61,64.01
1,Alabama,15-1133,3840,45.09,28.62,35.18,56.87,68.62
1,Alabama,15-1134,610,22.38,13.64,17.59,29.77,37.97
1,Alabama,15-1141,2010,32.58,19.21,24.72,42.13,51.47
1,Alabama,15-1142,4850,31.74,20.03,24.96,40.43,49.86
1,Alabama,15-1143,820,42.66,26.93,34.51,51.49,57.43
1,Alabama,15-1151,7180,20.17,12.67,15.55,26.3,33.53
1,Alabama,15-1152,1250,25.99,15.94,18.87,33.96,41.35
1,Alabama,15-1199,1660,39.7,28.25,33.29,45.9,51.98
1,Alabama,15-2011,50,32.67,23.75,26.6,44.94,60.86
1,Alabama,15-2031,860,41.63,23.19,30.85,51.98,62.98
1,Alabama,15-2041,250,26.05,16.22,20.14,33.75,44.72
1,Alabama,17-0000,40930,36.88,18.81,26.42,49.76,60.44
1,Alabama,17-1011,920,34.09,18.52,23.91,45.16,55.42
1,Alabama,17-1012,60,34.74,21.12,25.99,43.01,50.68
1,Alabama,17-1021,240,24.89,15.1,19.57,31.35,40.09
1,Alabama,17-1022,670,22.6,13.7,17.07,29.81,39.21
1,Alabama,17-2011,2770,51.97,31.36,40.95,59.84,68.54
1,Alabama,17-2031,70,41.36,28.21,34.89,48.3,54.58
1,Alabama,17-2041,580,44.62,28.45,38.35,52.42,59.08
1,Alabama,17-2051,3440,32.87,20.58,25.51,43.02,51.98
1,Alabama,17-2061,1080,49.72,31.86,40.09,54.37,67.28
1,Alabama,17-2071,5290,41.96,28.09,33.57,52.32,63.86
1,Alabama,17-2072,1970,46.35,30.61,36.57,55.54,71.05
1,Alabama,17-2081,870,29.95,20.9,24.88,41.89,51.51
1,Alabama,17-2111,480,43.1,26.7,34.41,51.58,56.99
1,Alabama,17-2112,4290,38.55,25.4,31.39,45.9,55.12
1,Alabama,17-2121,150,26.51,22.06,24.49,28.54,31.96
1,Alabama,17-2131,510,45.79,28.32,35.16,55.66,65.05
1,Alabama,17-2141,3710,39.66,25.37,31.77,47.21,56.55
1,Alabama,17-2151,180,38.51,22.11,27.2,50.58,60.27
1,Alabama,17-2161,240,50.02,35.81,41.46,55.96,78.71
1,Alabama,17-2171,90,60.29,34.68,49.78,72,88.59
1,Alabama,17-2199,3870,51.98,29.51,40.94,65.08,72.24
1,Alabama,17-3011,1040,21.8,14.34,17.47,26.67,31.6
1,Alabama,17-3012,480,28.46,17.36,22.27,35.76,44.14
1,Alabama,17-3013,860,23.22,13.81,18.87,31.79,41.73
1,Alabama,17-3019,290,23,14.45,17.09,28.47,34.02
1,Alabama,17-3021,210,28.67,16.82,22.07,35.11,42.88
1,Alabama,17-3022,1110,14.92,12.06,13.07,20.44,26.55
1,Alabama,17-3023,1750,27.08,15.95,20.34,33.11,38.09
1,Alabama,17-3024,90,22.15,17.88,19.77,27.21,33.39
1,Alabama,17-3025,570,22.53,14.16,17.35,29.04,34.39
1,Alabama,17-3026,900,26.54,16.42,20.49,33.66,42.02
1,Alabama,17-3027,620,23.54,15.08,17.43,31.59,37.8
1,Alabama,17-3029,660,29.92,16.8,24.03,36.39,43.62
1,Alabama,17-3031,880,16.8,10.43,13.26,20.84,25.37
1,Alabama,19-0000,9660,24.39,14.33,18.44,34.03,45.13
1,Alabama,19-1013,60,28.44,18.65,23.88,34.73,40.79
1,Alabama,19-1022,140,*,*,*,*,*
1,Alabama,19-1023,100,28.24,18.88,21.87,33.35,38.96
1,Alabama,19-1031,110,35.68,22.82,28.6,39.7,43.01
1,Alabama,19-1032,330,27.25,16.93,20.16,33.2,37.14
1,Alabama,19-1041,40,29.44,20.73,24.52,33.1,35.3
1,Alabama,19-1042,560,*,*,*,*,*
1,Alabama,19-1099,100,23.55,18.17,20.18,32.72,41.42
1,Alabama,19-2012,160,50.63,23.86,41.31,60.44,74.14
1,Alabama,19-2021,100,40.8,24.63,31.85,47.21,55.34
1,Alabama,19-2031,810,32.64,19.9,24.55,42.38,51.14
1,Alabama,19-2041,1050,25.85,16.98,20.45,33.8,43.46
1,Alabama,19-2042,310,31.81,19.26,24.55,39.06,51.98
1,Alabama,19-2099,180,*,*,*,*,*
1,Alabama,19-3011,40,34.82,24.52,28.51,76.23,#
1,Alabama,19-3031,800,28.91,18.47,21.34,44.54,86.63
1,Alabama,19-3039,120,44.59,13.86,34.04,51.13,51.97
1,Alabama,19-3051,330,27.74,17.66,22.58,33.98,39.93
1,Alabama,19-3091,50,20.55,11.07,16.42,23.22,33.08
1,Alabama,19-3093,60,26.83,15.92,20.22,42.64,49.55
1,Alabama,19-3099,210,35.88,25.85,30.35,43.97,51.97
1,Alabama,19-4011,110,21.06,13.68,17.21,25.31,29.28
1,Alabama,19-4021,780,17.8,10.91,13.9,21.75,26.48
1,Alabama,19-4031,940,19.41,11.76,14.52,26.38,33.24
1,Alabama,19-4041,50,26.46,14.5,18.82,35.08,48.14
1,Alabama,19-4051,150,31.64,15.75,20.21,35.16,38.96
1,Alabama,19-4091,660,19.14,12.57,15.53,25.04,29.02
1,Alabama,19-4092,70,19.74,13.52,16.05,22.6,27.61
1,Alabama,19-4093,210,20.52,15.25,17.37,24.24,27
1,Alabama,19-4099,600,16.78,9.76,12.47,21.93,28.9
1,Alabama,21-0000,16920,18.77,10.45,14.45,25.18,30.08
1,Alabama,21-1011,640,17.48,12.16,14.42,21.51,26.34
1,Alabama,21-1012,3090,24.8,14.77,18.37,28.57,33.73
1,Alabama,21-1013,180,20.9,15.48,18.61,23.17,27.4
1,Alabama,21-1014,790,19.11,13.17,15.81,25.12,29.14
1,Alabama,21-1015,710,18,9.3,12.6,24.21,28.49
1,Alabama,21-1019,60,14.86,9.34,12.22,17.49,20.44
1,Alabama,21-1021,3770,18.11,12.69,15.36,23.29,28.49
1,Alabama,21-1022,2290,20.67,13.05,16.27,25.73,29.89
1,Alabama,21-1023,1160,15.3,10.75,12.59,19.48,25.26
1,Alabama,21-1029,300,31.27,12.7,27.6,34.18,37.5
