area,state,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
1,Alabama,00-0000,1807480,14.21,7.92,9.44,22.57,33.5
1,Alabama,11-0000,69180,40.04,21.22,29.1,56.44,#
1,Alabama,11-1011,1750,#,41,57.87,#,#
1,Alabama,11-1021,30870,40.93,22.23,29.18,60.51,#
1,Alabama,11-1031,1200,*,*,*,*,*
1,Alabama,11-2011,130,40.53,21.03,30.51,51.63,#
1,Alabama,11-2021,730,49.52,27.36,36.54,65.26,#
1,Alabama,11-2022,2420,40.88,23.47,29.91,59.85,#
1,Alabama,11-2031,530,36.45,24.09,29.5,50.13,67.2
1,Alabama,11-3011,1040,36.86,21,27.77,48.56,60.68
1,Alabama,11-3021,2390,49.65,32.86,39.2,61.83,71.74
1,Alabama,11-3031,4210,44.67,26.67,33.57,59.42,78
1,Alabama,11-3051,2180,38.84,23.58,30.64,50.45,63.25
1,Alabama,11-3061,840,44.71,27.89,35.08,55.83,69.81
1,Alabama,11-3071,880,35.38,23.14,28.95,46.77,56.7
1,Alabama,11-3111,170,40.58,26.22,32.46,49.6,57.46
1,Alabama,11-3121,640,43.62,28.5,34.32,55.41,70.22
1,Alabama,11-3131,200,37.68,23.12,27.8,47.67,65.19
1,Alabama,11-9013,30,37.92,19.18,29.82,42.64,45.46
1,Alabama,11-9021,2010,35.76,24.5,29.39,47.98,64.26
1,Alabama,11-9031,360,18.67,12.89,14.74,30.52,42.89
1,Alabama,11-9032,2990,*,*,*,*,*
1,Alabama,11-9033,1820,40.81,22.15,28.69,58.07,#
1,Alabama,11-9039,390,42.24,28.69,35.63,51.05,57.7
1,Alabama,11-9041,2510,53.54,36.27,44.57,63.96,75.69
1,Alabama,11-9051,2150,22.53,15.34,18.94,29.61,36.33
1,Alabama,11-9081,480,18.95,12.57,15.07,21.94,26.94
1,Alabama,11-9111,2160,39.54,25.27,31.84,51.21,65.08
1,Alabama,11-9121,150,51.14,36.99,43.26,63.11,79.47
1,Alabama,11-9131,480,29.65,16.8,26.12,35.35,39.54
1,Alabama,11-9141,430,32.84,20.95,25.56,46.19,56.54
1,Alabama,11-9151,840,25.47,15.49,18.98,32.55,40.67
1,Alabama,11-9161,240,21.13,13.52,15.95,31.13,46.54
1,Alabama,11-9199,1970,43.35,23.32,32.09,54.16,64.76
1,Alabama,13-0000,62560,27.67,15.8,20.49,36.98,47.8
1,Alabama,13-1011,80,31.69,13.09,19.63,46.75,61.98
1,Alabama,13-1021,130,25.41,13.94,19.49,31.31,41.65
1,Alabama,13-1022,1050,20.48,12.99,16.38,28.29,36.59
1,Alabama,13-1023,5010,27.01,16.11,20,36.56,46.64
1,Alabama,13-1031,2910,28.49,16.51,20.41,34.96,40.09
1,Alabama,13-1032,370,37.08,22.15,33.97,39.72,41.3
1,Alabama,13-1041,1570,26.86,17.22,21.72,34.35,42.49
1,Alabama,13-1051,2350,24.43,15.78,19.5,31.87,39.61
1,Alabama,13-1078,4790,23,10.11,16.34,30.52,39.89
1,Alabama,13-1081,3350,38.59,23.19,29.91,45.74,51.98
1,Alabama,13-1111,4400,35.86,21.05,27.49,47.57,62.39
1,Alabama,13-1121,380,18.8,12.71,15.04,29.34,40.58
1,Alabama,13-1141,720,23.33,16.08,19.14,30.3,38.48
1,Alabama,13-1151,2390,23.73,13.49,17.4,31.2,38.49
1,Alabama,13-1161,1360,25.63,12.93,18.38,37.5,47.23
1,Alabama,13-1199,6330,33.49,19.15,25.86,43,51.97
1,Alabama,13-2011,13980,26.82,17.27,21.01,34.62,44.2
1,Alabama,13-2021,840,*,*,*,*,*
1,Alabama,13-2031,970,33.09,21.59,26.31,41.42,48.21
1,Alabama,13-2041,650,23.72,14,17.83,32.09,40.97
1,Alabama,13-2051,500,29.29,18.56,22.09,41.91,55.97
1,Alabama,13-2052,1320,37.6,16.44,20.64,62.85,#
1,Alabama,13-2053,760,22.11,14.46,17.97,29.08,40.73
1,Alabama,13-2061,230,31.38,19.19,24.41,44.78,55.37
1,Alabama,13-2071,300,15.26,12.39,13.47,17.93,21.53
1,Alabama,13-2072,3680,24.48,15.76,19.2,33.1,45.65
1,Alabama,13-2081,950,24.88,15.47,19.76,32.72,39.33
1,Alabama,13-2082,570,13.19,8.47,10.46,20.66,25.82
1,Alabama,13-2099,620,30.35,15.26,20.71,39.22,48.51
1,Alabama,15-0000,35610,32.72,17.46,23.52,42.56,52.1
1,Alabama,15-1111,560,48.9,35.25,41.45,56.48,65.3
1,Alabama,15-1121,5920,35.56,21.57,28.34,43.53,53.08
1,Alabama,15-1131,4790,33.3,20.67,25.48,42.33,51.29
1,Alabama,15-1132,3480,39.8,24.3,31.7,48.66,57.65
1,Alabama,15-1133,4110,41.94,26.33,33.34,51.33,61.17
1,Alabama,15-1141,1090,30.02,18.4,22.32,38.56,46.86
1,Alabama,15-1142,4330,30.77,19.39,23.87,38.06,44.78
1,Alabama,15-1150,6680,19.85,12.03,15.43,26.1,32.58
1,Alabama,15-1179,1570,29.35,18.02,21.95,38.85,47.7
1,Alabama,15-1799,1920,39.53,25.98,32.51,45.01,51.97
1,Alabama,15-2011,60,31.75,23.25,26.13,45.3,57.72
1,Alabama,15-2021,130,32.25,24.28,27.55,37.07,51.72
1,Alabama,15-2031,740,37.28,19.18,25.42,51.74,61.16
1,Alabama,15-2041,230,25.04,17.21,20.65,29.45,37.92
1,Alabama,17-0000,39620,34.18,15.9,23.47,47.51,58.67
1,Alabama,17-1011,1020,33.63,19.13,23.63,44.19,59.77
1,Alabama,17-1012,**,17.86,15.29,16.26,34.65,46.77
1,Alabama,17-1021,580,19.81,12.12,14.98,25.72,31.03
1,Alabama,17-1022,750,21.76,13.72,16.81,28.53,38.05
1,Alabama,17-2011,3010,53.49,32.93,44.07,62.98,71.09
1,Alabama,17-2031,30,31.1,21.4,24.59,41.91,47.55
1,Alabama,17-2041,340,41.82,25.91,33.26,51.47,60.73
1,Alabama,17-2051,3730,33.33,20.03,25.2,44.46,54.51
1,Alabama,17-2061,1300,47.19,29.89,37.77,51.98,61.32
1,Alabama,17-2071,4000,40.03,26.38,32.28,48.53,56.4
1,Alabama,17-2072,1750,43.97,26.32,33.17,52.03,67.15
1,Alabama,17-2081,1000,38.6,22.94,28.33,51.97,#
1,Alabama,17-2111,440,35.61,19.08,25.97,46.3,54.12
1,Alabama,17-2112,3190,35.07,24.33,28.3,43.6,51.78
1,Alabama,17-2121,60,22.54,19.35,20.55,27.62,42.33
1,Alabama,17-2131,460,41.75,23.76,30.87,51.97,59.83
1,Alabama,17-2141,3160,37.61,24.83,30.2,45.77,54.52
1,Alabama,17-2151,200,43.67,30.15,36.85,49.04,54.27
1,Alabama,17-2171,**,40.04,28.87,37.11,43.24,45.31
1,Alabama,17-2199,3630,51.97,25.76,38.47,61.77,71.02
1,Alabama,17-3011,1210,18.77,10.8,14.48,24.24,28.62
1,Alabama,17-3012,580,24.83,13.65,18.88,31.09,38.52
1,Alabama,17-3013,770,23.06,14.33,17.76,28.69,37.79
1,Alabama,17-3019,250,19.71,14.34,16.65,26.66,38.11
1,Alabama,17-3021,160,26.79,15.69,19.02,33.11,37.64
1,Alabama,17-3022,1440,17.9,12.3,13.58,23.95,29.03
1,Alabama,17-3023,1860,25.16,15.98,19.25,31.61,36.47
1,Alabama,17-3024,70,20.06,14.69,17.02,24.95,30.68
1,Alabama,17-3025,460,16.3,11.1,13.27,21.07,27.51
1,Alabama,17-3026,830,22.17,14.18,18.32,28.37,35.14
1,Alabama,17-3027,500,19.2,12.53,15.41,28.43,34.5
1,Alabama,17-3029,1230,18.88,11.17,13.24,31.27,39.62
1,Alabama,17-3031,1170,14.76,9.38,11.44,19.03,23.87
1,Alabama,19-0000,9870,23.67,14.37,17.93,33.14,44.51
1,Alabama,19-1013,100,35.17,20.83,28,41.26,45.74
1,Alabama,19-1021,50,27.5,15.17,19.58,35.88,48.04
1,Alabama,19-1022,180,27.92,16.45,21.5,38.78,44.99
1,Alabama,19-1023,140,27.43,16.11,19.53,33.94,42.75
1,Alabama,19-1029,200,30.12,17.45,24.48,36.38,41.15
1,Alabama,19-1031,120,34.96,19.93,28.51,39.7,43.06
1,Alabama,19-1032,230,28.56,17.85,22.14,32.87,35.9
1,Alabama,19-1042,**,21.28,16.4,17.86,39.36,49.12
1,Alabama,19-2012,220,47.98,29.48,37.59,58.26,72.24
1,Alabama,19-2021,160,35.87,19.59,24.34,45.9,58.68
1,Alabama,19-2031,570,31.38,18.99,22.89,41.29,51.14
1,Alabama,19-2032,50,32.1,15.75,17.42,52.23,57.73
1,Alabama,19-2041,1010,25.36,16.67,19.96,33.21,41.26
1,Alabama,19-2042,200,29.98,18.86,22.86,36.86,50.58
1,Alabama,19-3011,40,33.46,22.23,26.05,45.3,51.27
1,Alabama,19-3022,150,9.15,7.64,8.21,10.89,24.58
1,Alabama,19-3031,580,28.29,18.06,23.64,35.81,50.7
1,Alabama,19-3039,100,45.9,29.92,39.33,49.83,52.69
1,Alabama,19-3051,330,25.51,16.33,20.33,30.83,38.04
1,Alabama,19-3091,60,16.33,12.4,13.55,22.82,39.69
1,Alabama,19-3093,50,29.79,18.21,22.48,43.71,51.98
1,Alabama,19-3099,190,35.88,23.57,29.31,44.23,51.98
1,Alabama,19-4011,140,19.57,12.98,15.97,22.95,30.38
1,Alabama,19-4021,1360,19.19,12.81,15.24,22.72,27.36
