area,state,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
1,Alabama,00-0000,1827960,11.02,6.22,7.67,17.52,26.04
1,Alabama,11-0000,107460,26.44,11.87,17.5,38.52,53.51
1,Alabama,11-1011,5290,53.72,22.36,34.38,#,#
1,Alabama,11-1021,33420,26.76,12.23,17.5,41.49,60.86
1,Alabama,11-1031,1740,6.44,5.54,5.88,7.25,10.01
1,Alabama,11-2011,750,18.95,10.67,14.09,28.3,39.43
1,Alabama,11-2021,1740,29.29,15.3,20.21,40.09,51.51
1,Alabama,11-2022,4730,25.3,14.03,17.72,37.03,52.22
1,Alabama,11-2031,820,20.17,12.14,14.34,27.92,39.59
1,Alabama,11-3011,3330,20.18,10.09,13.37,30.17,41.23
1,Alabama,11-3021,2830,31.33,17.15,22.38,39.63,46.39
1,Alabama,11-3031,7080,27.06,15.45,20.12,37.31,48.31
1,Alabama,11-3040,2400,25.18,14.09,18.59,33.23,41.75
1,Alabama,11-3051,2860,27.28,16.1,20.61,35.63,45.32
1,Alabama,11-3061,1470,22.95,11.79,16.73,33.07,42.98
1,Alabama,11-3071,1510,22.79,13.76,17.09,29.29,36.84
1,Alabama,11-9011,70,20.91,13.56,16.07,27.22,40.66
1,Alabama,11-9021,3940,25.56,16.83,20.2,33.61,42.79
1,Alabama,11-9031,300,16.13,9.23,11.05,56.17,64.47
1,Alabama,11-9032,2880,*,*,*,*,*
1,Alabama,11-9033,2750,29.52,15.35,20.14,43.91,58.59
1,Alabama,11-9041,3680,40.19,26.22,32.93,47.36,54.46
1,Alabama,11-9051,5590,13.43,8.61,10.45,17.9,23.59
1,Alabama,11-9061,320,15.81,9.65,11.77,20.42,27.45
1,Alabama,11-9081,510,13.51,9.48,10.95,19.26,21.93
1,Alabama,11-9111,3320,27.25,16.31,21.89,35.01,44.55
1,Alabama,11-9121,430,39.25,23.1,30.28,49.3,56.51
1,Alabama,11-9131,540,22.07,17.27,19,26.32,31.24
1,Alabama,11-9141,1720,15.05,7.44,10.53,22.33,27.47
1,Alabama,11-9151,1010,15.6,10.18,12.25,21.69,29.02
1,Alabama,13-0000,50570,20.46,11.06,14.68,27.79,35.51
1,Alabama,13-1021,130,16.84,8.66,13.04,24.69,32.32
1,Alabama,13-1022,1220,15.68,9.81,12.17,20.64,29.1
1,Alabama,13-1023,3700,21.44,11.97,15.41,28.13,34.3
1,Alabama,13-1031,2100,18.43,11.74,13.94,25.62,33.16
1,Alabama,13-1032,60,18.95,15.46,16.68,27.47,34.26
1,Alabama,13-1041,1380,16.39,11.8,13.75,21.2,26.72
1,Alabama,13-1051,2590,21.33,12.9,16.59,26.7,32.79
1,Alabama,13-1061,170,14.91,8.31,11.01,21.18,25.58
1,Alabama,13-1071,1380,17.4,9.92,12.76,22.03,28.43
1,Alabama,13-1072,940,18.26,10.5,13.9,22.92,26.38
1,Alabama,13-1073,1560,17.75,9.73,12.57,23.55,29.14
1,Alabama,13-1111,2960,27.23,15.85,21.49,34.03,42.1
1,Alabama,13-1121,180,13.92,9.61,11.68,19.44,24.97
1,Alabama,13-2011,8770,19.51,11.94,15.02,26.11,34.02
1,Alabama,13-2021,990,18.73,8.92,11.08,29.87,32.94
1,Alabama,13-2031,630,22.7,14.32,17.99,28.57,34.29
1,Alabama,13-2041,630,17.13,12.12,14.7,20.82,27.67
1,Alabama,13-2051,1060,21.01,14.14,16.82,26.48,33.66
1,Alabama,13-2052,660,20.86,11.3,13.34,34.95,56.04
1,Alabama,13-2053,720,19.69,13.67,15.97,25.97,33.12
1,Alabama,13-2061,190,24.11,14.61,18.94,33.95,41.86
1,Alabama,13-2071,**,13.21,10.05,11.72,16.79,22.28
1,Alabama,13-2072,3620,17.02,11.44,13.45,23.26,32.33
1,Alabama,13-2081,1140,19.75,7.86,9.82,25.69,31.18
1,Alabama,13-2082,560,9.33,7.08,7.81,13.47,19.6
1,Alabama,15-0000,25530,24.48,13.07,17.58,32.4,40.14
1,Alabama,15-1011,340,32.59,16.25,23.94,40.24,45.67
1,Alabama,15-1021,4100,23.56,14.59,17.58,31.32,39.45
1,Alabama,15-1031,2630,31.57,19.78,25.48,37.55,43.83
1,Alabama,15-1032,1720,31.81,19.17,24.7,39.68,45.65
1,Alabama,15-1041,4600,16.38,8.9,12.26,21.65,27.08
1,Alabama,15-1051,5440,27.84,17.28,21.8,34.06,40.82
1,Alabama,15-1061,700,22.09,13.84,16.94,29.3,35.58
1,Alabama,15-1071,2360,23.06,14.92,18.35,27.91,33.99
1,Alabama,15-1081,680,25.22,14.49,18.66,31.42,37.89
1,Alabama,15-2011,**,40.43,19.21,25.74,54.08,65.76
1,Alabama,15-2031,770,28.89,15.26,20.99,36.13,42.19
1,Alabama,15-2041,130,20.06,11.95,15.59,25.33,30.99
1,Alabama,17-0000,36090,25.13,12.02,17.44,34.61,42.19
1,Alabama,17-1011,730,29.3,19.16,22.5,33.88,43.97
