area,state,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
1,Alabama,00-0000,1912990,15.43,8.45,10.19,24.7,37.4
1,Alabama,11-0000,70090,46.09,25.22,33.67,63.18,90.25
1,Alabama,11-1011,1030,94.59,47.26,65.93,#,#
1,Alabama,11-1021,26930,49.53,26.81,35.71,71.49,#
1,Alabama,11-1031,1210,*,*,*,*,*
1,Alabama,11-2011,50,*,*,*,*,*
1,Alabama,11-2021,530,57.82,32.52,40.87,88.8,#
1,Alabama,11-2022,2510,52.51,28.83,38.8,70.44,95.45
1,Alabama,11-2031,400,39.61,26.48,31.51,51.5,72.75
1,Alabama,11-3011,640,42.37,24.09,33.14,55.02,75.11
1,Alabama,11-3021,3260,53.75,30.7,41.3,69.09,84.15
1,Alabama,11-3031,4990,54.97,33.22,42.09,73.35,96.86
1,Alabama,11-3051,3110,44.85,29.66,35.69,56.83,70.75
1,Alabama,11-3061,950,52.08,32.3,40.17,60.77,72.9
1,Alabama,11-3071,610,42.98,26.86,34.03,53.88,68.53
1,Alabama,11-3111,90,53.79,38.6,44.58,68.85,94.43
1,Alabama,11-3121,1320,45.21,25.31,33.9,58.6,74.65
1,Alabama,11-3131,150,50.47,32.11,39.85,67.95,97.12
1,Alabama,11-9021,3010,39.56,25.49,31.54,48.55,62.27
1,Alabama,11-9031,120,17.51,12.27,13.58,25.08,42.79
1,Alabama,11-9032,3460,*,*,*,*,*
1,Alabama,11-9033,2460,42.11,25.99,31.87,58.91,84.11
1,Alabama,11-9039,560,44.52,24.25,34.62,52.19,60.07
1,Alabama,11-9041,2410,63.55,43.25,53.54,77.65,94.75
1,Alabama,11-9051,2250,29.04,18.51,22.97,37.08,47.73
1,Alabama,11-9061,280,28.47,17.9,22.7,38.96,48.91
1,Alabama,11-9081,520,21.53,14.63,17.4,27.46,34.1
1,Alabama,11-9111,2960,42.66,27.87,34.12,56.55,74.08
1,Alabama,11-9121,140,48.71,39.84,43.3,56.96,62.37
1,Alabama,11-9131,280,35.42,30.2,32.07,39.41,43.27
1,Alabama,11-9141,440,32.59,20.46,25.15,43.67,58.01
1,Alabama,11-9151,1190,29.37,19.08,23.09,39.47,49.61
1,Alabama,11-9161,180,27.89,17.59,21.75,37.24,50.23
1,Alabama,11-9199,2010,47.37,22.95,33.88,58.59,73.37
1,Alabama,13-0000,72290,30.39,16.95,22.48,40.38,52.01
1,Alabama,13-1021,250,28.65,16.5,21.86,35.9,47.13
1,Alabama,13-1022,310,24.85,13.53,19.31,32.11,38.28
1,Alabama,13-1023,6240,29.67,17.01,21.99,39.14,48.23
1,Alabama,13-1031,3730,29.41,16.91,21.03,36.42,42.84
1,Alabama,13-1032,**,33.78,23.44,28.04,38.88,45.52
1,Alabama,13-1041,1400,30.97,17.21,23.71,39.88,47.88
1,Alabama,13-1051,2180,28.3,16.79,21.85,35.86,44.81
1,Alabama,13-1071,5310,26.23,15.86,20.12,34.17,42.86
1,Alabama,13-1075,940,12.64,7.81,8.45,35.92,49.17
1,Alabama,13-1081,3460,42.25,27.31,34.06,49.58,56.96
1,Alabama,13-1111,4590,38.62,20.86,28.78,51.11,74.65
1,Alabama,13-1121,400,19.94,12.16,16.19,26.32,34.53
1,Alabama,13-1131,680,23.13,15.11,18.97,29.75,37.75
1,Alabama,13-1141,590,28.15,19,22.74,35.58,44.75
1,Alabama,13-1151,2670,26.25,14.34,18.25,34.41,44.31
1,Alabama,13-1161,3110,26.12,14.58,19.06,35.79,47.62
1,Alabama,13-1199,6870,37.02,21.54,28.49,46.82,58.36
1,Alabama,13-2011,15360,29.75,19.29,23.56,38.18,48.55
1,Alabama,13-2021,710,22.06,13.54,16.7,31.14,39.3
1,Alabama,13-2031,860,36.48,23.1,28.75,45.17,52.68
1,Alabama,13-2041,490,28.38,17.21,21.14,39.55,49.47
1,Alabama,13-2051,1420,35.26,19.87,25.3,47.92,61.99
1,Alabama,13-2052,2060,41.42,17.86,26.46,77.51,#
1,Alabama,13-2053,960,26,16.23,19.09,34.44,41.68
1,Alabama,13-2061,1030,29.09,19.27,23.32,37.42,47.86
1,Alabama,13-2071,80,18.06,15.45,16.43,22.94,56.02
1,Alabama,13-2072,3740,27.04,15.85,20,38.13,55.32
1,Alabama,13-2081,1110,24.67,13.65,18.27,32.44,40.44
1,Alabama,13-2082,590,13.71,8.18,9.49,21.72,28.59
1,Alabama,13-2099,740,34.38,15.6,24.01,43.31,52.78
1,Alabama,15-0000,38600,36.36,19.67,26.76,47.63,59.87
1,Alabama,15-1111,310,48.59,31.23,39.45,61.28,74.4
1,Alabama,15-1121,4020,37.46,24.6,30.58,46.1,55.26
1,Alabama,15-1122,970,40.98,26.05,31.76,51,60.3
1,Alabama,15-1131,6590,38.7,22.54,29.38,48.37,61.21
1,Alabama,15-1132,5500,43.48,25.62,32.98,55.87,67.12
1,Alabama,15-1133,4000,45.8,30.52,36,58.8,72.84
1,Alabama,15-1134,550,26.86,13.81,18.57,36.39,46.31
1,Alabama,15-1141,1600,37.39,22.73,28.68,47.48,56.57
1,Alabama,15-1142,4410,32.82,21.71,26.62,41.59,49.82
1,Alabama,15-1143,850,47.55,30.29,37.21,57.51,64.27
1,Alabama,15-1151,5980,21.34,12.97,16.72,27.36,34.88
1,Alabama,15-1152,1050,28.81,16.79,22.55,35.8,43.54
1,Alabama,15-1199,1800,40.99,28.12,34.3,48.71,55.49
1,Alabama,15-2011,60,36.2,24.79,28.88,50.01,69.35
1,Alabama,15-2031,720,46.46,25.79,33.23,59.64,71.21
1,Alabama,15-2041,170,28.9,19.68,23.3,36.55,44.95
1,Alabama,17-0000,42800,39.29,19.96,28.19,53.71,67.99
1,Alabama,17-1011,1110,37.86,24.98,29.26,52.92,66.74
1,Alabama,17-1012,40,29.16,22.43,25.73,40.61,44.39
1,Alabama,17-1021,170,28.11,18.51,22.43,34.61,39.9
1,Alabama,17-1022,570,25.26,15.39,19.83,30.24,38.95
1,Alabama,17-2011,4470,54.08,34.62,44.21,65.71,75.66
1,Alabama,17-2041,510,50.23,34.91,42.1,59.74,70.93
1,Alabama,17-2051,3970,34.24,21.61,26.59,46.09,58.94
1,Alabama,17-2061,1460,53.48,34.07,43.1,62.33,74.66
1,Alabama,17-2071,4330,45.16,28.66,35.58,56.36,68.99
1,Alabama,17-2072,2250,49.6,30.92,37.56,60.52,74.66
1,Alabama,17-2081,760,37,21.56,26.43,49.57,61.98
1,Alabama,17-2111,410,46.35,31.6,37.51,56.39,63.99
1,Alabama,17-2112,4930,38.31,25.61,31.73,48.24,60.98
1,Alabama,17-2131,540,48.07,29.91,37.48,58.67,68.91
1,Alabama,17-2141,3460,40.91,26.77,32.79,50.05,61.2
1,Alabama,17-2151,180,39.34,24.5,31.05,48.71,62.59
1,Alabama,17-2161,200,55.69,39.51,47.28,60.32,79.37
1,Alabama,17-2171,130,59.29,39.17,47.11,86.57,99.28
1,Alabama,17-2199,3440,53.72,30.86,44.41,71.51,74.66
1,Alabama,17-3011,1100,23.62,16.24,19.36,28.58,33.58
1,Alabama,17-3012,310,25.36,16.32,20.01,34.26,40.79
1,Alabama,17-3013,590,25.75,15.49,18.8,36.99,47.47
1,Alabama,17-3019,180,19.85,13.54,16.18,24.07,32.39
1,Alabama,17-3021,190,28.97,15.71,21.21,40.11,46.69
1,Alabama,17-3022,1600,16.44,12.08,13.46,21.57,27.91
1,Alabama,17-3023,2020,29.43,17.2,22.01,36.09,43.19
1,Alabama,17-3024,110,25.69,16.5,19.76,28.41,30.04
1,Alabama,17-3025,210,22.79,15.5,17.96,33.4,46.25
1,Alabama,17-3026,1130,27.87,17.09,21.72,34.74,40.15
1,Alabama,17-3027,710,25.73,16.55,20,32.16,38.72
1,Alabama,17-3029,830,29.19,15.52,19.59,38.29,45.16
1,Alabama,17-3031,700,18.26,11.97,14.45,24.18,30.85
1,Alabama,19-0000,8600,27.32,15.98,20.42,38.05,53.48
1,Alabama,19-1013,40,29.43,20.84,22.89,43.24,49.75
1,Alabama,19-1021,30,29.86,15.87,19.51,46.13,61.85
1,Alabama,19-1022,110,24.89,16.26,18.53,33.24,45.02
1,Alabama,19-1023,80,25.72,17.02,20.8,32.29,37.02
1,Alabama,19-1029,220,32.29,15.93,22.45,37.7,40.97
1,Alabama,19-1031,110,35.13,23.55,28.07,39.84,44.38
1,Alabama,19-1041,40,29.99,22.03,25.87,34.43,37.14
1,Alabama,19-1042,190,25.31,17.45,20.76,50.58,98.35
1,Alabama,19-1099,90,44.83,29.78,36.37,53.7,61.36
1,Alabama,19-2012,190,55.37,26.91,45.44,74.17,92.62
1,Alabama,19-2031,650,36.37,22.27,27.36,48.47,61.6
1,Alabama,19-2032,80,42.56,23.18,27.4,59.86,74.66
