area,state,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
1,Alabama,11-0000,      120380,  24.82,10.83,16.01,36.38,50.76
1,Alabama,11-1011,        6090,  51.47,20.98,32.31,#,#
1,Alabama,11-1021,       38020,  24.23,10.69,15.65,37.94,55.36
1,Alabama,11-1031,        1220,   6.60,5.54,5.93,8.31,14.32
1,Alabama,11-2011,         800,  17.07,9.44,12.53,25.98,38.33
1,Alabama,11-2021,        1860,  29.00,14.59,19.63,39.7,51.01
1,Alabama,11-2022,        5340,  24.28,13.07,16.79,35.42,47.52
1,Alabama,11-2031,         880,  18.56,11.98,13.84,25.81,37.93
1,Alabama,11-3011,        3600,  18.41,9.54,12.43,28.75,40.35
1,Alabama,11-3021,        3090,  30.73,16.4,21.37,38.87,45.3
1,Alabama,11-3031,        7660,  25.32,14.55,18.84,34.33,43.51
1,Alabama,11-3040,        2820,  24.34,13.39,17.99,32.05,40
1,Alabama,11-3051,        3210,  25.84,14.78,19.69,34.83,43.75
1,Alabama,11-3061,        1790,  21.48,11.37,15.75,30.99,40.74
1,Alabama,11-3071,        1700,  21.39,13.24,16.32,27.56,35.45
1,Alabama,11-9011,          50,  19.54,12.08,14.56,27.13,39.1
1,Alabama,11-9021,        3770,  23.69,14.92,18.47,30.43,39.81
1,Alabama,11-9031,         230,  12.02,8.46,9.66,15.98,23.42
1,Alabama,11-9032,        3180,*,*,*,*,*
1,Alabama,11-9033,        3030,  29.42,14.77,19.57,43.42,59.58
1,Alabama,11-9041,        4250,  39.32,25.08,31.96,46.54,53.78
1,Alabama,11-9051,        7290,  12.54,8.13,9.81,16.45,21.52
1,Alabama,11-9061,         320,  15.55,10.91,12.31,19.73,24.35
1,Alabama,11-9081,         630,  12.95,9.04,10.22,18.78,21.2
1,Alabama,11-9111,        3370,  26.20,15.17,20.7,33.4,42.26
1,Alabama,11-9121,         460,  37.82,20.66,28.98,47.81,54.9
1,Alabama,11-9131,         540,  21.80,17.11,18.83,26.05,30.71
1,Alabama,11-9141,        2250,  10.28,5.68,6.46,18.41,28.03
1,Alabama,11-9151,         970,  14.74,9.47,11.66,21.68,29.28
1,Alabama,13-0000,       51910,  19.42,10.09,13.79,26.43,33.8
1,Alabama,13-1021,         150,  16.05,7.4,12.56,23.98,32.32
1,Alabama,13-1022,        1360,  14.80,9.31,11.65,19.31,26.74
1,Alabama,13-1023,        3850,  20.34,11.44,14.7,26.98,33.44
1,Alabama,13-1031,        2250,  17.99,10.32,13.24,25.29,32.75
1,Alabama,13-1032,          70,  21.01,14.77,15.88,26.89,34.71
1,Alabama,13-1041,        1350,  16.07,11.55,13.28,20.94,26.59
1,Alabama,13-1051,        2780,  20.91,12.09,15.57,26.15,32.33
1,Alabama,13-1061,         200,  12.65,8.11,10,18.41,21.94
1,Alabama,13-1071,        1440,  16.09,9.38,10.96,20.54,25.66
1,Alabama,13-1072,         940,  17.46,9.58,12.34,22.34,26.25
1,Alabama,13-1073,        1710,  18.71,10.04,12.76,24.39,29.57
1,Alabama,13-1111,        2630,  25.86,11.27,19.29,32.62,43.32
1,Alabama,13-1121,         160,  13.10,9.85,11.41,18.09,21.96
1,Alabama,13-2011,        8960,  19.23,11.36,14.48,25.76,33.5
