area,state,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
1,Alabama,00-0000,1820170,11.52,6.37,7.97,18.33,27.23
1,Alabama,11-0000,91920,30.27,14.05,20.59,42.96,60.24
1,Alabama,11-1011,4460,63.15,25.83,40.84,#,#
1,Alabama,11-1021,27570,31.79,15.27,21.52,46.90,#
1,Alabama,11-1031,1530,6.68,5.72,6.08,7.67,9.57
1,Alabama,11-2011,720,21.79,11.88,15.62,33.02,44.49
1,Alabama,11-2021,1540,32.20,17.23,22.70,44.47,61.44
1,Alabama,11-2022,3580,30.53,15.12,20.76,44.57,61.30
1,Alabama,11-2031,650,23.86,13.13,16.14,33.48,45.20
1,Alabama,11-3011,2770,25.05,12.36,16.98,34.26,45.85
1,Alabama,11-3021,3130,36.47,19.78,27.83,44.55,54.17
1,Alabama,11-3031,6160,29.56,17.16,21.90,41.06,55.14
1,Alabama,11-3040,2200,27.79,15.87,20.55,36.12,45.26
1,Alabama,11-3051,2600,29.16,17.93,22.62,38.42,48.83
1,Alabama,11-3061,1170,27.19,14.53,19.33,36.97,46.35
1,Alabama,11-3071,1420,26.99,16.01,20.84,34.41,42.55
1,Alabama,11-9011,50,22.18,16.08,18.07,31.10,43.35
1,Alabama,11-9021,3710,27.87,18.39,22.01,37.12,46.37
1,Alabama,11-9031,450,14.64,9.57,10.98,23.69,63.81
1,Alabama,11-9032,2870,*,*,*,*,*
1,Alabama,11-9033,2680,30.92,16.41,21.47,44.16,60.97
1,Alabama,11-9041,3500,43.07,28.44,34.94,51.89,60.42
1,Alabama,11-9051,3520,14.69,9.32,11.65,19.75,26.35
1,Alabama,11-9061,460,14.93,10.69,12.61,20.40,26.95
1,Alabama,11-9081,400,13.23,9.87,11.13,18.14,24.90
1,Alabama,11-9111,3080,29.20,18.93,23.97,37.01,48.03
1,Alabama,11-9121,310,39.42,23.37,31.24,50.62,61.22
1,Alabama,11-9131,520,24.32,16.95,21.59,27.06,32.02
1,Alabama,11-9141,1760,16.56,8.26,12.38,23.82,34.63
1,Alabama,11-9151,1020,17.25,11.35,13.52,25.17,33.51
1,Alabama,13-0000,54010,21.96,11.76,15.68,30.18,39.10
1,Alabama,13-1021,160,16.99,11.39,13.98,27.01,34.78
1,Alabama,13-1022,1220,16.02,9.38,12.34,21.18,28.23
1,Alabama,13-1023,3980,22.64,12.55,16.26,31.07,39.13
1,Alabama,13-1031,2290,21.57,12.53,15.75,28.71,35.71
1,Alabama,13-1032,70,19.80,17.02,18.10,21.57,28.72
1,Alabama,13-1041,1620,18.84,12.76,14.99,23.92,29.24
1,Alabama,13-1051,2460,21.04,11.72,15.64,27.47,34.23
1,Alabama,13-1061,140,15.54,10.47,12.29,21.73,27.69
1,Alabama,13-1071,1360,18.01,10.16,12.70,24.99,32.31
1,Alabama,13-1072,1210,20.68,12.72,16.13,25.22,28.08
1,Alabama,13-1073,2220,19.33,10.82,13.99,25.46,32.05
1,Alabama,13-1111,3470,29.28,17.00,22.79,38.34,57.13
1,Alabama,13-1121,190,14.62,9.73,12.28,17.97,24.89
1,Alabama,13-2011,9660,20.90,12.99,16.21,27.47,36.48
1,Alabama,13-2021,870,21.31,9.43,13.75,31.49,34.94
1,Alabama,13-2031,660,26.27,17.14,20.92,31.82,37.50
1,Alabama,13-2041,530,19.49,14.13,16.18,25.01,33.63
1,Alabama,13-2051,1020,25.65,15.67,19.64,33.35,41.66
1,Alabama,13-2052,1000,28.59,14.24,18.86,35.28,55.45
1,Alabama,13-2053,700,21.14,12.75,15.92,28.36,39.96
1,Alabama,13-2061,140,27.70,15.04,19.91,41.11,50.54
1,Alabama,13-2071,60,13.39,11.56,12.37,14.60,17.20
1,Alabama,13-2072,4330,17.50,12.35,14.06,24.66,33.75
1,Alabama,13-2081,1170,20.60,8.57,11.47,29.18,33.97
1,Alabama,13-2082,**,7.87,5.73,6.31,10.07,14.16
1,Alabama,15-0000,29600,27.01,14.17,19.49,35.52,43.51
1,Alabama,15-1011,480,39.82,22.36,28.55,48.00,55.60
1,Alabama,15-1021,4980,27.16,15.53,20.11,37.00,56.05
1,Alabama,15-1031,3080,34.58,21.15,27.60,40.55,45.29
1,Alabama,15-1032,2430,32.93,22.29,26.46,40.99,48.62
1,Alabama,15-1041,5370,17.40,8.26,12.51,23.70,28.72
1,Alabama,15-1051,6870,30.21,18.00,23.15,36.88,43.05
1,Alabama,15-1061,720,23.80,14.27,18.23,31.16,37.91
1,Alabama,15-1071,2030,25.10,15.96,19.69,31.61,37.41
1,Alabama,15-1081,870,24.91,14.90,19.25,32.02,39.70
1,Alabama,15-2011,60,37.53,22.06,27.16,54.27,68.77
1,Alabama,15-2031,1010,29.59,15.81,21.48,37.31,43.44
1,Alabama,15-2041,140,17.27,10.42,12.62,24.03,32.20
1,Alabama,17-0000,35490,26.47,12.73,18.58,36.54,43.79
1,Alabama,17-1011,1130,26.39,17.76,20.30,34.67,43.64
1,Alabama,17-1012,110,26.52,12.92,18.82,31.45,34.99
1,Alabama,17-1021,140,20.65,14.14,17.31,25.06,30.81
1,Alabama,17-1022,1160,13.41,8.48,10.39,18.60,22.83
1,Alabama,17-2011,1920,37.28,23.95,30.24,42.99,52.03
1,Alabama,17-2031,50,28.49,11.99,16.55,35.60,42.60
1,Alabama,17-2041,480,35.07,23.22,29.01,42.34,50.89
1,Alabama,17-2051,2810,24.45,15.81,19.39,32.63,41.17
1,Alabama,17-2061,910,39.18,25.06,32.26,46.80,54.51
1,Alabama,17-2071,2280,33.08,21.65,26.30,39.68,44.26
1,Alabama,17-2072,1490,35.95,22.74,27.85,41.82,49.32
1,Alabama,17-2081,750,29.11,17.79,21.79,37.09,43.30
1,Alabama,17-2111,320,25.55,18.08,20.51,34.11,41.41
1,Alabama,17-2112,1880,28.78,18.39,23.17,34.95,42.50
1,Alabama,17-2131,350,34.79,22.99,27.49,40.88,48.08
1,Alabama,17-2141,2540,30.91,19.47,24.24,37.85,44.76
1,Alabama,17-2151,80,26.86,15.85,21.65,33.81,41.04
1,Alabama,17-2161,570,39.72,27.32,33.40,44.38,50.55
1,Alabama,17-2171,50,13.76,11.61,12.41,31.55,40.49
1,Alabama,17-3011,1170,16.04,10.19,13.01,19.74,23.30
1,Alabama,17-3012,460,22.08,13.33,15.96,27.16,34.18
1,Alabama,17-3013,980,18.44,11.24,14.14,24.43,30.31
1,Alabama,17-3021,210,26.15,16.44,19.86,35.95,41.81
1,Alabama,17-3022,1480,14.25,9.20,11.03,17.10,23.55
1,Alabama,17-3023,3050,22.73,13.54,18.32,26.39,30.15
1,Alabama,17-3024,230,21.46,12.99,16.15,26.67,32.18
1,Alabama,17-3025,280,16.39,8.27,10.36,24.19,29.08
1,Alabama,17-3026,480,17.49,10.62,13.30,22.20,27.94
1,Alabama,17-3027,470,17.49,10.97,13.14,23.95,29.07
1,Alabama,17-3031,1010,11.54,7.47,8.81,14.73,18.20
1,Alabama,19-0000,10800,20.01,11.50,14.79,27.73,37.80
1,Alabama,19-1010,90,23.13,14.91,17.68,31.30,36.59
1,Alabama,19-1022,180,20.70,12.93,16.82,25.42,31.41
1,Alabama,19-1023,110,23.32,15.63,18.71,30.34,36.22
1,Alabama,19-1031,100,27.64,16.50,22.86,32.30,36.73
1,Alabama,19-1032,270,22.31,12.28,16.95,31.10,35.49
1,Alabama,19-1042,200,24.59,14.69,19.25,31.15,45.89
1,Alabama,19-2012,140,40.31,28.21,35.49,47.18,54.15
1,Alabama,19-2031,930,22.90,13.98,17.55,33.05,41.73
1,Alabama,19-2032,70,28.43,15.43,18.12,35.46,42.75
1,Alabama,19-2041,1220,20.21,13.65,16.38,25.55,32.72
1,Alabama,19-2042,140,24.14,18.60,20.84,29.01,38.21
1,Alabama,19-2043,30,29.08,19.63,24.11,33.25,39.03
1,Alabama,19-3011,40,28.92,17.80,20.88,35.06,42.01
1,Alabama,19-3021,590,27.12,14.06,18.62,38.56,48.77
1,Alabama,19-3022,170,10.19,7.52,8.39,13.93,21.16
1,Alabama,19-3031,530,22.18,11.43,15.51,29.10,50.44
1,Alabama,19-3051,330,21.59,11.57,15.57,26.36,31.38
1,Alabama,19-3091,**,16.03,11.22,12.51,21.51,29.93
1,Alabama,19-3093,40,18.96,12.52,14.58,31.60,38.75
1,Alabama,19-4021,420,13.83,9.66,11.67,16.56,19.85
1,Alabama,19-4031,760,18.79,10.63,14.17,22.02,28.66
1,Alabama,19-4041,50,16.66,12.14,14.89,23.12,30.68
1,Alabama,19-4091,240,20.13,10.27,13.74,31.23,37.27
1,Alabama,19-4092,160,19.55,13.72,15.96,25.58,33.11
1,Alabama,19-4093,300,14.01,9.52,11.02,16.87,20.31
1,Alabama,21-0000,14950,13.81,8.58,10.82,18.74,22.69
1,Alabama,21-1011,520,14.80,9.28,11.98,17.88,20.69
