series_id                     ,year,period,       value,footnote_codes
LASST010000000000003          ,1979,M01,6.9,
LASST010000000000003          ,1979,M02,7.0,
LASST010000000000003          ,1979,M03,7.0,
LASST010000000000003          ,1979,M04,7.1,
LASST010000000000003          ,1979,M05,7.2,
LASST010000000000003          ,1979,M06,7.2,
LASST010000000000003          ,1979,M07,7.3,
LASST010000000000003          ,1979,M08,7.3,
LASST010000000000003          ,1979,M09,7.4,
LASST010000000000003          ,1979,M10,7.4,
LASST010000000000003          ,1979,M11,7.4,
LASST010000000000003          ,1979,M12,7.5,
LASST010000000000004          ,1979,M01,113237.0,
LASST010000000000004          ,1979,M02,114681.0,
LASST010000000000004          ,1979,M03,115994.0,
LASST010000000000004          ,1979,M04,117258.0,
LASST010000000000004          ,1979,M05,118591.0,
LASST010000000000004          ,1979,M06,120069.0,
LASST010000000000004          ,1979,M07,121340.0,
LASST010000000000004          ,1979,M08,122445.0,
LASST010000000000004          ,1979,M09,123522.0,
LASST010000000000004          ,1979,M10,124230.0,
LASST010000000000004          ,1979,M11,124544.0,
LASST010000000000004          ,1979,M12,125073.0,
LASST010000000000005          ,1979,M01,1533846.0,
LASST010000000000005          ,1979,M02,1534802.0,
LASST010000000000005          ,1979,M03,1535922.0,
LASST010000000000005          ,1979,M04,1537206.0,
LASST010000000000005          ,1979,M05,1538757.0,
LASST010000000000005          ,1979,M06,1540401.0,
LASST010000000000005          ,1979,M07,1542100.0,
LASST010000000000005          ,1979,M08,1543883.0,
LASST010000000000005          ,1979,M09,1545533.0,
LASST010000000000005          ,1979,M10,1546854.0,
LASST010000000000005          ,1979,M11,1547532.0,
LASST010000000000005          ,1979,M12,1547367.0,
LASST010000000000006          ,1979,M01,1647083.0,
LASST010000000000006          ,1979,M02,1649483.0,
LASST010000000000006          ,1979,M03,1651916.0,
LASST010000000000006          ,1979,M04,1654464.0,
LASST010000000000006          ,1979,M05,1657348.0,
LASST010000000000006          ,1979,M06,1660470.0,
LASST010000000000006          ,1979,M07,1663440.0,
LASST010000000000006          ,1979,M08,1666328.0,
LASST010000000000006          ,1979,M09,1669055.0,
LASST010000000000006          ,1979,M10,1671084.0,
LASST010000000000006          ,1979,M11,1672076.0,
LASST010000000000006          ,1979,M12,1672440.0,
LASST010000000000007          ,1979,M01,55.4,
LASST010000000000007          ,1979,M02,55.3,
LASST010000000000007          ,1979,M03,55.3,
LASST010000000000007          ,1979,M04,55.3,
LASST010000000000007          ,1979,M05,55.2,
LASST010000000000007          ,1979,M06,55.2,
LASST010000000000007          ,1979,M07,55.2,
LASST010000000000007          ,1979,M08,55.2,
LASST010000000000007          ,1979,M09,55.2,
LASST010000000000007          ,1979,M10,55.2,
LASST010000000000007          ,1979,M11,55.2,
LASST010000000000007          ,1979,M12,55.1,
LASST010000000000008          ,1979,M01,59.4,
LASST010000000000008          ,1979,M02,59.4,
LASST010000000000008          ,1979,M03,59.5,
LASST010000000000008          ,1979,M04,59.5,
LASST010000000000008          ,1979,M05,59.5,
LASST010000000000008          ,1979,M06,59.5,
LASST010000000000008          ,1979,M07,59.6,
LASST010000000000008          ,1979,M08,59.6,
LASST010000000000008          ,1979,M09,59.6,
LASST010000000000008          ,1979,M10,59.6,
LASST010000000000008          ,1979,M11,59.6,
LASST010000000000008          ,1979,M12,59.5,
LASST020000000000003          ,1979,M01,9.6,
LASST020000000000003          ,1979,M02,9.4,
LASST020000000000003          ,1979,M03,9.2,
LASST020000000000003          ,1979,M04,9.1,
LASST020000000000003          ,1979,M05,9.0,
LASST020000000000003          ,1979,M06,8.9,
LASST020000000000003          ,1979,M07,9.0,
LASST020000000000003          ,1979,M08,9.0,
LASST020000000000003          ,1979,M09,9.0,
LASST020000000000003          ,1979,M10,9.0,
LASST020000000000003          ,1979,M11,8.8,
LASST020000000000003          ,1979,M12,8.7,
LASST020000000000004          ,1979,M01,17725.0,
LASST020000000000004          ,1979,M02,17346.0,
LASST020000000000004          ,1979,M03,16995.0,
LASST020000000000004          ,1979,M04,16688.0,
LASST020000000000004          ,1979,M05,16481.0,
LASST020000000000004          ,1979,M06,16418.0,
LASST020000000000004          ,1979,M07,16479.0,
LASST020000000000004          ,1979,M08,16582.0,
LASST020000000000004          ,1979,M09,16654.0,
LASST020000000000004          ,1979,M10,16567.0,
LASST020000000000004          ,1979,M11,16374.0,
LASST020000000000004          ,1979,M12,16227.0,
LASST020000000000005          ,1979,M01,167216.0,
LASST020000000000005          ,1979,M02,167620.0,
LASST020000000000005          ,1979,M03,167740.0,
LASST020000000000005          ,1979,M04,167695.0,
LASST020000000000005          ,1979,M05,167613.0,
LASST020000000000005          ,1979,M06,167575.0,
LASST020000000000005          ,1979,M07,167608.0,
LASST020000000000005          ,1979,M08,167730.0,
LASST020000000000005          ,1979,M09,167987.0,
LASST020000000000005          ,1979,M10,168402.0,
LASST020000000000005          ,1979,M11,168958.0,
LASST020000000000005          ,1979,M12,169583.0,
LASST020000000000006          ,1979,M01,184941.0,
LASST020000000000006          ,1979,M02,184966.0,
LASST020000000000006          ,1979,M03,184735.0,
LASST020000000000006          ,1979,M04,184383.0,
LASST020000000000006          ,1979,M05,184094.0,
LASST020000000000006          ,1979,M06,183993.0,
LASST020000000000006          ,1979,M07,184087.0,
LASST020000000000006          ,1979,M08,184312.0,
LASST020000000000006          ,1979,M09,184641.0,
LASST020000000000006          ,1979,M10,184969.0,
LASST020000000000006          ,1979,M11,185332.0,
LASST020000000000006          ,1979,M12,185810.0,
LASST020000000000007          ,1979,M01,65.1,
LASST020000000000007          ,1979,M02,65.2,
LASST020000000000007          ,1979,M03,65.3,
LASST020000000000007          ,1979,M04,65.3,
LASST020000000000007          ,1979,M05,65.0,
LASST020000000000007          ,1979,M06,65.0,
LASST020000000000007          ,1979,M07,65.0,
LASST020000000000007          ,1979,M08,65.0,
LASST020000000000007          ,1979,M09,64.9,
LASST020000000000007          ,1979,M10,65.0,
LASST020000000000007          ,1979,M11,65.0,
LASST020000000000007          ,1979,M12,65.2,
LASST020000000000008          ,1979,M01,72.0,
LASST020000000000008          ,1979,M02,72.0,
LASST020000000000008          ,1979,M03,71.9,
LASST020000000000008          ,1979,M04,71.7,
LASST020000000000008          ,1979,M05,71.4,
LASST020000000000008          ,1979,M06,71.3,
LASST020000000000008          ,1979,M07,71.4,
LASST020000000000008          ,1979,M08,71.4,
LASST020000000000008          ,1979,M09,71.3,
LASST020000000000008          ,1979,M10,71.4,
LASST020000000000008          ,1979,M11,71.3,
LASST020000000000008          ,1979,M12,71.5,
LASST040000000000003          ,1979,M01,5.8,
LASST040000000000003          ,1979,M02,5.6,
LASST040000000000003          ,1979,M03,5.4,
LASST040000000000003          ,1979,M04,5.1,
LASST040000000000003          ,1979,M05,4.9,
LASST040000000000003          ,1979,M06,4.8,
LASST040000000000003          ,1979,M07,4.7,
LASST040000000000003          ,1979,M08,4.7,
LASST040000000000003          ,1979,M09,4.8,
LASST040000000000003          ,1979,M10,4.9,
LASST040000000000003          ,1979,M11,5.0,
LASST040000000000003          ,1979,M12,5.2,
LASST040000000000004          ,1979,M01,65509.0,
LASST040000000000004          ,1979,M02,63907.0,
LASST040000000000004          ,1979,M03,61326.0,
LASST040000000000004          ,1979,M04,58648.0,
LASST040000000000004          ,1979,M05,56373.0,
LASST040000000000004          ,1979,M06,54886.0,
LASST040000000000004          ,1979,M07,54207.0,
LASST040000000000004          ,1979,M08,54390.0,
LASST040000000000004          ,1979,M09,55429.0,
LASST040000000000004          ,1979,M10,57135.0,
LASST040000000000004          ,1979,M11,59242.0,
LASST040000000000004          ,1979,M12,61793.0,
LASST040000000000005          ,1979,M01,1068338.0,
LASST040000000000005          ,1979,M02,1074943.0,
LASST040000000000005          ,1979,M03,1079814.0,
LASST040000000000005          ,1979,M04,1083109.0,
LASST040000000000005          ,1979,M05,1085926.0,
LASST040000000000005          ,1979,M06,1089245.0,
LASST040000000000005          ,1979,M07,1094122.0,
LASST040000000000005          ,1979,M08,1100860.0,
LASST040000000000005          ,1979,M09,1108628.0,
LASST040000000000005          ,1979,M10,1116241.0,
LASST040000000000005          ,1979,M11,1123369.0,
LASST040000000000005          ,1979,M12,1129987.0,
LASST040000000000006          ,1979,M01,1133847.0,
LASST040000000000006          ,1979,M02,1138850.0,
LASST040000000000006          ,1979,M03,1141140.0,
LASST040000000000006          ,1979,M04,1141757.0,
LASST040000000000006          ,1979,M05,1142299.0,
LASST040000000000006          ,1979,M06,1144131.0,
LASST040000000000006          ,1979,M07,1148329.0,
LASST040000000000006          ,1979,M08,1155250.0,
LASST040000000000006          ,1979,M09,1164057.0,
LASST040000000000006          ,1979,M10,1173376.0,
LASST040000000000006          ,1979,M11,1182611.0,
LASST040000000000006          ,1979,M12,1191780.0,
LASST040000000000007          ,1979,M01,57.4,
LASST040000000000007          ,1979,M02,57.5,
LASST040000000000007          ,1979,M03,57.5,
LASST040000000000007          ,1979,M04,57.4,
LASST040000000000007          ,1979,M05,57.2,
LASST040000000000007          ,1979,M06,57.2,
LASST040000000000007          ,1979,M07,57.2,
LASST040000000000007          ,1979,M08,57.3,
LASST040000000000007          ,1979,M09,57.5,
LASST040000000000007          ,1979,M10,57.7,
LASST040000000000007          ,1979,M11,57.8,
LASST040000000000007          ,1979,M12,57.9,
LASST040000000000008          ,1979,M01,60.9,
LASST040000000000008          ,1979,M02,60.9,
LASST040000000000008          ,1979,M03,60.7,
LASST040000000000008          ,1979,M04,60.5,
LASST040000000000008          ,1979,M05,60.2,
LASST040000000000008          ,1979,M06,60.1,
LASST040000000000008          ,1979,M07,60.0,
LASST040000000000008          ,1979,M08,60.1,
LASST040000000000008          ,1979,M09,60.3,
LASST040000000000008          ,1979,M10,60.6,
LASST040000000000008          ,1979,M11,60.8,
LASST040000000000008          ,1979,M12,61.1,
LASST050000000000003          ,1979,M01,6.4,
LASST050000000000003          ,1979,M02,6.4,
LASST050000000000003          ,1979,M03,6.3,
LASST050000000000003          ,1979,M04,6.3,
LASST050000000000003          ,1979,M05,6.3,
LASST050000000000003          ,1979,M06,6.3,
LASST050000000000003          ,1979,M07,6.3,
