series_id                     ,year,period,       value,footnote_codes
LASST010000000000003          ,2008,M01,4.5,
LASST010000000000003          ,2008,M02,4.7,
LASST010000000000003          ,2008,M03,4.9,
LASST010000000000003          ,2008,M04,5.1,
LASST010000000000003          ,2008,M05,5.3,
LASST010000000000003          ,2008,M06,5.6,
LASST010000000000003          ,2008,M07,5.9,
LASST010000000000003          ,2008,M08,6.1,
LASST010000000000003          ,2008,M09,6.5,
LASST010000000000003          ,2008,M10,6.9,
LASST010000000000003          ,2008,M11,7.3,
LASST010000000000003          ,2008,M12,7.8,
LASST010000000000004          ,2008,M01,98968.0,
LASST010000000000004          ,2008,M02,102032.0,
LASST010000000000004          ,2008,M03,105871.0,
LASST010000000000004          ,2008,M04,110459.0,
LASST010000000000004          ,2008,M05,115707.0,
LASST010000000000004          ,2008,M06,121482.0,
LASST010000000000004          ,2008,M07,127437.0,
LASST010000000000004          ,2008,M08,133552.0,
LASST010000000000004          ,2008,M09,140488.0,
LASST010000000000004          ,2008,M10,148958.0,
LASST010000000000004          ,2008,M11,159037.0,
LASST010000000000004          ,2008,M12,170132.0,
LASST010000000000005          ,2008,M01,2083744.0,
LASST010000000000005          ,2008,M02,2079970.0,
LASST010000000000005          ,2008,M03,2075441.0,
LASST010000000000005          ,2008,M04,2070085.0,
LASST010000000000005          ,2008,M05,2063894.0,
LASST010000000000005          ,2008,M06,2057140.0,
LASST010000000000005          ,2008,M07,2049897.0,
LASST010000000000005          ,2008,M08,2041980.0,
LASST010000000000005          ,2008,M09,2033141.0,
LASST010000000000005          ,2008,M10,2023364.0,
LASST010000000000005          ,2008,M11,2012593.0,
LASST010000000000005          ,2008,M12,2001037.0,
LASST010000000000006          ,2008,M01,2182712.0,
LASST010000000000006          ,2008,M02,2182002.0,
LASST010000000000006          ,2008,M03,2181312.0,
LASST010000000000006          ,2008,M04,2180544.0,
LASST010000000000006          ,2008,M05,2179601.0,
LASST010000000000006          ,2008,M06,2178622.0,
LASST010000000000006          ,2008,M07,2177334.0,
LASST010000000000006          ,2008,M08,2175532.0,
LASST010000000000006          ,2008,M09,2173629.0,
LASST010000000000006          ,2008,M10,2172322.0,
LASST010000000000006          ,2008,M11,2171630.0,
LASST010000000000006          ,2008,M12,2171169.0,
LASST010000000000007          ,2008,M01,58.3,
LASST010000000000007          ,2008,M02,58.1,
LASST010000000000007          ,2008,M03,57.9,
LASST010000000000007          ,2008,M04,57.7,
LASST010000000000007          ,2008,M05,57.5,
LASST010000000000007          ,2008,M06,57.3,
LASST010000000000007          ,2008,M07,57.0,
LASST010000000000007          ,2008,M08,56.8,
LASST010000000000007          ,2008,M09,56.5,
LASST010000000000007          ,2008,M10,56.2,
LASST010000000000007          ,2008,M11,55.8,
LASST010000000000007          ,2008,M12,55.5,
LASST010000000000008          ,2008,M01,61.0,
LASST010000000000008          ,2008,M02,61.0,
LASST010000000000008          ,2008,M03,60.9,
LASST010000000000008          ,2008,M04,60.8,
LASST010000000000008          ,2008,M05,60.8,
LASST010000000000008          ,2008,M06,60.7,
LASST010000000000008          ,2008,M07,60.6,
LASST010000000000008          ,2008,M08,60.5,
LASST010000000000008          ,2008,M09,60.4,
LASST010000000000008          ,2008,M10,60.3,
LASST010000000000008          ,2008,M11,60.2,
LASST010000000000008          ,2008,M12,60.2,
LASST020000000000003          ,2008,M01,6.2,
LASST020000000000003          ,2008,M02,6.2,
LASST020000000000003          ,2008,M03,6.3,
LASST020000000000003          ,2008,M04,6.3,
LASST020000000000003          ,2008,M05,6.4,
LASST020000000000003          ,2008,M06,6.5,
LASST020000000000003          ,2008,M07,6.5,
LASST020000000000003          ,2008,M08,6.5,
LASST020000000000003          ,2008,M09,6.6,
LASST020000000000003          ,2008,M10,6.6,
LASST020000000000003          ,2008,M11,6.7,
LASST020000000000003          ,2008,M12,6.9,
LASST020000000000004          ,2008,M01,21912.0,
LASST020000000000004          ,2008,M02,21969.0,
LASST020000000000004          ,2008,M03,22145.0,
LASST020000000000004          ,2008,M04,22417.0,
LASST020000000000004          ,2008,M05,22741.0,
LASST020000000000004          ,2008,M06,23057.0,
LASST020000000000004          ,2008,M07,23258.0,
LASST020000000000004          ,2008,M08,23321.0,
LASST020000000000004          ,2008,M09,23369.0,
