year,state_fip,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
2017,1,4877989,0.70171,0.2737,0.00755,0.01704,0.95721,0.04279,0.48391,0.51609,0.01192,0.04847,0.06182,0.06317,0.0653,0.06751,0.06948,0.06201,0.06199,0.05933,0.06428,0.0662,0.06919,0.06425,0.05513,0.04275,0.02937,0.01952,0.01831
2017,2,740983,0.69077,0.04918,0.17241,0.08764,0.92847,0.07153,0.52226,0.47774,0.01449,0.05869,0.07088,0.06699,0.06292,0.0737,0.08491,0.07812,0.06826,0.05752,0.06001,0.0631,0.06769,0.06105,0.0458,0.02971,0.01728,0.00993,0.00894
2017,4,7048088,0.84283,0.05718,0.0571,0.04289,0.68682,0.31318,0.49698,0.50302,0.01182,0.04998,0.06439,0.06649,0.06667,0.06919,0.07171,0.06534,0.06348,0.059,0.06073,0.0597,0.06187,0.05835,0.05432,0.04545,0.03151,0.02036,0.01965
2017,5,3003855,0.80459,0.16266,0.01113,0.02162,0.92507,0.07493,0.49134,0.50866,0.01243,0.05111,0.06509,0.06646,0.06598,0.06748,0.06859,0.06334,0.06324,0.05865,0.0613,0.06329,0.06578,0.06123,0.05363,0.04286,0.03005,0.01998,0.01951
2017,6,39337785,0.74124,0.07225,0.01985,0.16666,0.61127,0.38873,0.49707,0.50293,0.01227,0.05045,0.06389,0.06457,0.06496,0.06991,0.07937,0.07328,0.06865,0.06328,0.06566,0.06437,0.06378,0.05634,0.04609,0.03464,0.02354,0.01644,0.01851
2017,8,5617421,0.88757,0.05287,0.01923,0.04034,0.7851,0.2149,0.50339,0.49661,0.01163,0.04792,0.06259,0.0649,0.06355,0.06742,0.07885,0.07708,0.07176,0.06379,0.06515,0.06201,0.06565,0.0601,0.04986,0.03549,0.02222,0.01458,0.01544
2017,9,3575324,0.81455,0.1273,0.00678,0.05137,0.83972,0.16028,0.48774,0.51226,0.00994,0.04149,0.05574,0.06156,0.06827,0.06887,0.06168,0.06173,0.06022,0.05768,0.06792,0.07477,0.07588,0.06643,0.05247,0.04186,0.02795,0.01989,0.02565
2017,10,957942,0.70914,0.23994,0.00737,0.04355,0.90756,0.09244,0.48368,0.51632,0.01128,0.04609,0.0591,0.06002,0.06287,0.06152,0.07053,0.06333,0.05992,0.05445,0.06196,0.06841,0.0713,0.06738,0.06072,0.04834,0.03187,0.02037,0.02055
2017,11,697079,0.4578,0.48589,0.00736,0.04896,0.8905,0.1095,0.47447,0.52553,0.0141,0.05087,0.05185,0.03962,0.05294,0.07704,0.12082,0.11438,0.08641,0.06052,0.05618,0.05396,0.05308,0.04806,0.04023,0.02901,0.02007,0.01369,0.01715
2017,12,20977089,0.78576,0.17545,0.00561,0.03318,0.74585,0.25415,0.48893,0.51107,0.01065,0.0436,0.05499,0.05635,0.0575,0.06067,0.06803,0.06318,0.06105,0.05896,0.06411,0.06752,0.06885,0.06393,0.05958,0.05155,0.03719,0.02559,0.02672
