year,state_fip,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
2002,1,4480089,0.7209,0.26397,0.00603,0.0091,0.97898,0.02102,0.48341,0.51659,0.01316,0.05292,0.06755,0.07254,0.07159,0.07205,0.06272,0.06756,0.07168,0.07701,0.07388,0.06672,0.0555,0.04439,0.03806,0.03303,0.0267,0.01811,0.01483
2002,2,642337,0.72969,0.04384,0.17087,0.0556,0.95338,0.04662,0.51796,0.48204,0.01509,0.05876,0.07776,0.08944,0.08353,0.0705,0.06407,0.07083,0.07903,0.08875,0.08826,0.07185,0.05011,0.03151,0.02126,0.01628,0.01159,0.00673,0.00465
2002,4,5396255,0.88326,0.03784,0.05401,0.0249,0.73566,0.26434,0.49887,0.50113,0.01573,0.05932,0.07206,0.07466,0.07021,0.07444,0.06972,0.07137,0.0713,0.07363,0.06652,0.05995,0.05064,0.04145,0.03643,0.03312,0.02739,0.0186,0.01345
2002,5,2705927,0.82194,0.15977,0.00796,0.01033,0.96094,0.03906,0.48881,0.51119,0.01375,0.05377,0.06757,0.0723,0.07184,0.07222,0.06316,0.06543,0.07007,0.07376,0.07067,0.0646,0.05605,0.04613,0.03939,0.03388,0.02832,0.02,0.0171
2002,6,34871843,0.78313,0.07362,0.01471,0.12854,0.66432,0.33568,0.49821,0.50179,0.01477,0.0567,0.07478,0.07855,0.07215,0.07362,0.0718,0.07804,0.0787,0.07902,0.07124,0.06131,0.04808,0.03536,0.02891,0.02579,0.02246,0.01591,0.0128
2002,8,4490406,0.91256,0.0448,0.01423,0.02842,0.81805,0.18195,0.50368,0.49632,0.01476,0.05565,0.06809,0.07211,0.07209,0.07415,0.0726,0.07857,0.07769,0.08446,0.07915,0.06822,0.05081,0.03549,0.02776,0.02389,0.01952,0.01375,0.01123
2002,9,3458749,0.86041,0.10496,0.0041,0.03054,0.89773,0.10227,0.48522,0.51478,0.01214,0.05068,0.06885,0.07303,0.06732,0.05603,0.055,0.06976,0.08036,0.0858,0.07821,0.06786,0.0578,0.0408,0.03324,0.03209,0.0289,0.02237,0.01977
2002,10,806169,0.7629,0.20664,0.00488,0.02559,0.94519,0.05481,0.48565,0.51435,0.01321,0.05175,0.06628,0.0719,0.07138,0.06985,0.06066,0.06957,0.07767,0.08039,0.07347,0.06483,0.05506,0.04365,0.03713,0.03374,0.02701,0.01839,0.01405
2002,11,573158,0.35999,0.60381,0.00463,0.03157,0.9179,0.0821,0.4711,0.5289,0.01253,0.0439,0.05624,0.05656,0.06601,0.08862,0.09035,0.08872,0.07848,0.07241,0.06875,0.06531,0.05265,0.0408,0.03138,0.02824,0.02541,0.0182,0.01542
2002,12,16689370,0.8163,0.15744,0.00446,0.0218,0.81943,0.18057,0.48819,0.51181,0.01225,0.04712,0.06073,0.06706,0.06391,0.06235,0.05829,0.06667,0.07409,0.07763,0.07091,0.06382,0.05616,0.04775,0.04427,0.04325,0.03729,0.02614,0.02031
