year,fips,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
2007,1001,52405,0.80567,0.18031,0.00452,0.0095,0.97781,0.02219,0.48598,0.51402,0.01265,0.05385,0.07778,0.08053,0.08408,0.05442,0.05706,0.06307,0.07953,0.07864,0.07963,0.06368,0.05515,0.0483,0.03832,0.02983,0.02084,0.01252,0.01015
2007,1003,172404,0.8871,0.09763,0.00747,0.00781,0.96448,0.03552,0.48823,0.51177,0.01351,0.04925,0.06312,0.06699,0.06572,0.0525,0.05589,0.05604,0.0668,0.06956,0.07495,0.07311,0.06843,0.06375,0.05088,0.04039,0.03104,0.02162,0.01646
2007,1005,27757,0.51446,0.47466,0.00576,0.00512,0.95515,0.04485,0.52675,0.47325,0.01391,0.04925,0.05926,0.06107,0.06831,0.06744,0.06986,0.06586,0.0682,0.07303,0.07472,0.06957,0.06773,0.05653,0.03959,0.03329,0.02684,0.01978,0.01578
2007,1007,22438,0.7748,0.21976,0.0029,0.00254,0.98436,0.01564,0.52808,0.47192,0.01301,0.04911,0.06516,0.06765,0.06823,0.064,0.07082,0.07095,0.07724,0.07247,0.07447,0.06912,0.06141,0.0525,0.03984,0.03138,0.02371,0.01716,0.01177
2007,1009,56240,0.9739,0.01687,0.00594,0.00329,0.92836,0.07164,0.49682,0.50318,0.01385,0.04956,0.06899,0.07216,0.07029,0.05313,0.06126,0.06182,0.07173,0.07555,0.07043,0.06959,0.06293,0.05857,0.0474,0.03617,0.0253,0.01753,0.01374
2007,1011,11011,0.26655,0.71964,0.00654,0.00727,0.93525,0.06475,0.5411,0.4589,0.01617,0.04541,0.05376,0.06503,0.07447,0.07156,0.07611,0.06521,0.06457,0.06902,0.07556,0.07538,0.06448,0.04959,0.03887,0.03297,0.02498,0.01499,0.02189
2007,1013,20894,0.55935,0.43079,0.00292,0.00694,0.99143,0.00857,0.47162,0.52838,0.0135,0.05159,0.06428,0.06983,0.07308,0.06045,0.06011,0.0537,0.05662,0.06179,0.07064,0.07701,0.06863,0.05576,0.04355,0.03977,0.03183,0.02455,0.02331
2007,1015,116211,0.77944,0.20611,0.00525,0.00921,0.97204,0.02796,0.48112,0.51888,0.01256,0.04918,0.06307,0.06549,0.07163,0.07436,0.06998,0.05712,0.06382,0.06647,0.07303,0.07321,0.06643,0.05405,0.04204,0.03515,0.02847,0.01955,0.01439
2007,1017,34847,0.59925,0.39421,0.00195,0.00459,0.98516,0.01484,0.47749,0.52251,0.01099,0.04617,0.06391,0.07148,0.06813,0.05363,0.0584,0.05846,0.06434,0.06718,0.07289,0.07547,0.06781,0.06118,0.04614,0.03952,0.0299,0.02149,0.0229
2007,1019,25553,0.94153,0.05146,0.0047,0.00231,0.98842,0.01158,0.49615,0.50385,0.01057,0.04262,0.06101,0.06211,0.06105,0.04665,0.05291,0.05514,0.0641,0.06884,0.07619,0.07913,0.07533,0.07271,0.05745,0.0468,0.03229,0.0198,0.0153
2007,1021,42881,0.88837,0.10263,0.00424,0.00476,0.93965,0.06035,0.49397,0.50603,0.01462,0.05424,0.0694,0.07099,0.068,0.05835,0.06751,0.06742,0.06907,0.07045,0.07136,0.06996,0.06313,0.05441,0.04254,0.03365,0.02444,0.01747,0.01299
2007,1023,14216,0.55958,0.43824,0.00134,0.00084,0.99423,0.00577,0.48255,0.51745,0.01175,0.04804,0.05895,0.07302,0.06676,0.04959,0.04797,0.05543,0.05909,0.07048,0.0759,0.07281,0.07513,0.06261,0.05473,0.03981,0.03137,0.02722,0.01934
2007,1025,26436,0.55277,0.4405,0.00386,0.00287,0.99103,0.00897,0.47341,0.52659,0.01176,0.04876,0.07301,0.07668,0.07834,0.05269,0.05371,0.05863,0.06211,0.07089,0.07607,0.0699,0.06359,0.05545,0.04789,0.03726,0.02648,0.01801,0.01876
2007,1027,14085,0.83891,0.15548,0.00376,0.00185,0.97409,0.02591,0.48967,0.51033,0.0125,0.04359,0.06404,0.06873,0.06745,0.05488,0.05218,0.05424,0.06972,0.07135,0.0737,0.06681,0.07015,0.05871,0.05119,0.04381,0.03223,0.02371,0.02102
