year,state_fip,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
1997,1,4367935,0.72685,0.26102,0.00486,0.00727,0.98868,0.01132,0.48149,0.51851,0.01336,0.05467,0.07128,0.07214,0.07538,0.06982,0.07149,0.07089,0.07871,0.07652,0.06809,0.0581,0.04687,0.04178,0.03915,0.03356,0.02623,0.01758,0.01437
1997,2,612968,0.74703,0.04136,0.16552,0.04609,0.96379,0.03621,0.51904,0.48096,0.01531,0.06434,0.0905,0.08746,0.07665,0.06285,0.0635,0.08925,0.09947,0.09744,0.08021,0.05814,0.03802,0.02569,0.01901,0.01442,0.00927,0.00499,0.0035
1997,4,4736990,0.88829,0.03472,0.05603,0.02097,0.76952,0.23048,0.49766,0.50234,0.01535,0.05946,0.07386,0.07023,0.07039,0.06869,0.07686,0.07931,0.08114,0.07286,0.06359,0.05324,0.04269,0.03832,0.03974,0.03582,0.0283,0.01753,0.01262
1997,5,2601090,0.82625,0.16004,0.00616,0.00754,0.97854,0.02146,0.48593,0.51407,0.01358,0.05507,0.07184,0.07416,0.07639,0.06818,0.0662,0.06973,0.07549,0.07267,0.06583,0.05787,0.04765,0.04254,0.04096,0.03572,0.02909,0.02007,0.01696
1997,6,32486010,0.79404,0.07558,0.0125,0.11788,0.69345,0.30655,0.49883,0.50117,0.01528,0.06619,0.08279,0.07395,0.06918,0.06639,0.08037,0.0864,0.08576,0.07666,0.06513,0.05305,0.0391,0.03233,0.03101,0.02773,0.02244,0.01447,0.01178
1997,8,4018293,0.92225,0.04263,0.01158,0.02353,0.8451,0.1549,0.50091,0.49909,0.01392,0.05453,0.0724,0.07283,0.06986,0.06702,0.078,0.08307,0.09346,0.0881,0.076,0.05816,0.04101,0.03298,0.02993,0.02515,0.01985,0.01279,0.01094
1997,9,3349348,0.87617,0.09716,0.00314,0.02353,0.91527,0.08473,0.48401,0.51599,0.01273,0.05397,0.073,0.06594,0.06127,0.05557,0.06721,0.0811,0.08855,0.082,0.07124,0.06321,0.04585,0.03812,0.0373,0.0348,0.02978,0.02075,0.01759
1997,10,751487,0.78425,0.19201,0.00385,0.01988,0.96171,0.03829,0.48555,0.51445,0.0132,0.05363,0.07234,0.06831,0.06874,0.06269,0.07678,0.07966,0.08637,0.07764,0.0672,0.05802,0.04567,0.04039,0.03984,0.03438,0.02655,0.01615,0.01247
1997,11,567736,0.33409,0.63463,0.00338,0.02789,0.9249,0.0751,0.47028,0.52972,0.01153,0.05295,0.06564,0.04961,0.05995,0.0763,0.11222,0.09229,0.08187,0.07165,0.06525,0.05468,0.04355,0.03637,0.03559,0.03226,0.02587,0.01765,0.01475
1997,12,15186304,0.82832,0.15031,0.00363,0.01773,0.84827,0.15173,0.48714,0.51286,0.01214,0.04979,0.06679,0.06435,0.06118,0.05738,0.06479,0.07634,0.08079,0.07356,0.06429,0.05618,0.04632,0.04409,0.05017,0.04802,0.03891,0.02526,0.01966
1997,13,7685099,0.69148,0.28661,0.00242,0.01948,0.96224,0.03776,0.48923,0.51077,0.01456,0.05776,0.07573,0.07238,0.07334,0.07097,0.0806,0.08718,0.08713,0.07879,0.06947,0.05718,0.04184,0.03414,0.0304,0.02509,0.01992,0.01304,0.0105
1997,15,1211640,0.24038,0.02707,0.00425,0.7283,0.92932,0.07068,0.50436,0.49564,0.01315,0.05833,0.07276,0.06949,0.06707,0.06824,0.07034,0.08205,0.08249,0.07978,0.07116,0.05921,0.04265,0.03677,0.0372,0.03453,0.02641,0.01588,0.01249
1997,16,1228520,0.97071,0.00439,0.01452,0.01038,0.93033,0.06967,0.50002,0.49998,0.01511,0.05996,0.07764,0.08395,0.08964,0.0711,0.06308,0.06668,0.0793,0.07833,0.0687,0.05505,0.0425,0.03536,0.03235,0.02795,0.02389,0.01635,0.01308
