year,fips,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
2008,1001,53277,0.80372,0.18135,0.0049,0.01002,0.97795,0.02205,0.48563,0.51437,0.01293,0.05158,0.07679,0.0814,0.08478,0.0543,0.05697,0.06125,0.07684,0.07926,0.07983,0.06663,0.05483,0.04893,0.03936,0.03039,0.02112,0.01258,0.01023
2008,1003,175827,0.88674,0.09715,0.00771,0.0084,0.96102,0.03898,0.48796,0.51204,0.0132,0.04993,0.06314,0.06617,0.06547,0.05158,0.05641,0.05636,0.06624,0.06783,0.074,0.07423,0.06724,0.06466,0.05317,0.0411,0.03034,0.02202,0.01692
2008,1005,27808,0.51442,0.47422,0.00568,0.00568,0.95167,0.04833,0.53129,0.46871,0.0137,0.05092,0.06031,0.05887,0.06696,0.06581,0.07091,0.0648,0.06703,0.06894,0.07678,0.06958,0.06775,0.06027,0.04161,0.03283,0.02571,0.0215,0.01571
2008,1007,22705,0.7708,0.22378,0.00286,0.00255,0.98401,0.01599,0.53028,0.46972,0.01264,0.04902,0.06373,0.06558,0.06866,0.06461,0.06968,0.07065,0.07558,0.07245,0.07584,0.06937,0.06091,0.05611,0.04153,0.03096,0.02458,0.0163,0.0118
2008,1009,57055,0.97417,0.01648,0.00592,0.00344,0.9246,0.0754,0.49703,0.50297,0.01442,0.05,0.06741,0.07232,0.0696,0.05465,0.06075,0.06103,0.07146,0.07326,0.07174,0.06844,0.06329,0.05919,0.04841,0.03747,0.02561,0.01698,0.01397
2008,1011,10953,0.26906,0.71487,0.0073,0.00876,0.9328,0.0672,0.54387,0.45613,0.01543,0.04802,0.05177,0.06656,0.07003,0.06957,0.07423,0.06628,0.06592,0.06336,0.07989,0.07331,0.06811,0.05149,0.04118,0.03387,0.02273,0.0168,0.02146
2008,1013,20949,0.55091,0.43816,0.00301,0.00792,0.9916,0.0084,0.46847,0.53153,0.01446,0.04974,0.0642,0.0707,0.07007,0.05781,0.06291,0.05494,0.05647,0.05943,0.06974,0.07728,0.07031,0.05895,0.04535,0.03785,0.03232,0.02358,0.02387
2008,1015,117274,0.77632,0.20929,0.00534,0.00906,0.97056,0.02944,0.48145,0.51855,0.01265,0.04957,0.06279,0.06393,0.07404,0.07407,0.06888,0.05834,0.06349,0.06395,0.07134,0.07381,0.06649,0.05555,0.04268,0.03562,0.02782,0.01997,0.01499
2008,1017,34563,0.59778,0.39516,0.00208,0.00498,0.98498,0.01502,0.47811,0.52189,0.0116,0.04525,0.06215,0.06953,0.06805,0.05344,0.05792,0.05694,0.06397,0.06585,0.07184,0.07664,0.07048,0.06299,0.04846,0.03935,0.03,0.02213,0.02341
2008,1019,25636,0.94141,0.05118,0.00503,0.00238,0.98806,0.01194,0.49727,0.50273,0.01022,0.04279,0.05925,0.06202,0.06218,0.04591,0.05204,0.05309,0.06284,0.06947,0.07517,0.08137,0.07556,0.07365,0.0607,0.04654,0.03226,0.01904,0.01592
2008,1021,43239,0.88795,0.1025,0.00435,0.0052,0.9339,0.0661,0.49398,0.50602,0.01596,0.05252,0.06987,0.06987,0.07021,0.05611,0.06471,0.06936,0.07001,0.06862,0.07001,0.07167,0.06247,0.05493,0.04417,0.03397,0.02475,0.01744,0.01337
2008,1023,14114,0.5542,0.4436,0.00128,0.00092,0.99476,0.00524,0.47988,0.52012,0.01127,0.04605,0.05959,0.06958,0.0688,0.04676,0.04945,0.05257,0.05824,0.06589,0.07716,0.07581,0.07404,0.06639,0.0564,0.0418,0.03068,0.02891,0.02062
2008,1025,26283,0.55176,0.44108,0.00388,0.00327,0.99053,0.00947,0.47472,0.52528,0.0124,0.04684,0.06955,0.07556,0.07826,0.05171,0.05346,0.057,0.06171,0.06822,0.07609,0.07362,0.06244,0.05951,0.04802,0.03782,0.02911,0.01948,0.01921
2008,1027,14161,0.83504,0.15931,0.00374,0.00191,0.97324,0.02676,0.48909,0.51091,0.01222,0.04519,0.06172,0.07097,0.06596,0.05501,0.05381,0.05353,0.06702,0.06984,0.07288,0.07161,0.06751,0.05981,0.05233,0.04392,0.03164,0.02436,0.02069
2008,1029,14874,0.95717,0.03691,0.00329,0.00262,0.98037,0.01963,0.49812,0.50188,0.01224,0.05002,0.0638,0.06925,0.07362,0.05096,0.05903,0.05338,0.07032,0.07073,0.07274,0.06891,0.07059,0.06199,0.05291,0.03644,0.02951,0.01829,0.01526
2008,1031,48516,0.78873,0.17806,0.01538,0.01783,0.94295,0.05705,0.49421,0.50579,0.01478,0.05048,0.06355,0.06831,0.06847,0.06175,0.07303,0.06181,0.06787,0.0687,0.06884,0.06726,0.06167,0.05683,0.04271,0.03887,0.0284,0.01979,0.01688
2008,1033,54473,0.82569,0.16454,0.00505,0.00472,0.98049,0.01951,0.47978,0.52022,0.01153,0.04555,0.05926,0.06645,0.06623,0.05408,0.05702,0.05423,0.06594,0.06875,0.07404,0.07741,0.0689,0.05955,0.05177,0.0416,0.03268,0.0251,0.01992
2008,1035,13388,0.52607,0.46893,0.00366,0.00134,0.98827,0.01173,0.4876,0.5124,0.01344,0.04638,0.05983,0.06872,0.07357,0.05184,0.05438,0.05124,0.05565,0.05998,0.07492,0.07469,0.07327,0.06715,0.05714,0.04033,0.03003,0.02988,0.01755
2008,1037,11493,0.6658,0.32524,0.00635,0.00261,0.98164,0.01836,0.49265,0.50735,0.00931,0.04142,0.05447,0.06404,0.06917,0.04646,0.05064,0.04977,0.06508,0.07039,0.08014,0.08492,0.07753,0.07004,0.0529,0.04255,0.03002,0.02471,0.01644
2008,1039,37545,0.86179,0.12811,0.0061,0.004,0.98783,0.01217,0.48441,0.51559,0.01127,0.04903,0.06051,0.06299,0.06797,0.05239,0.05758,0.0509,0.05969,0.06459,0.07349,0.0778,0.06661,0.06366,0.05239,0.04544,0.035,0.02498,0.0237
2008,1041,13922,0.73696,0.24623,0.00424,0.01257,0.98628,0.01372,0.48269,0.51731,0.01243,0.05093,0.06644,0.06666,0.07499,0.04956,0.0538,0.05552,0.06421,0.06407,0.07564,0.07362,0.06924,0.06386,0.04274,0.03929,0.0306,0.02284,0.02356
2008,1043,80273,0.97675,0.01298,0.00592,0.00435,0.96002,0.03998,0.49485,0.50515,0.01309,0.04952,0.06528,0.06673,0.06797,0.05836,0.06184,0.06056,0.06498,0.06688,0.0744,0.0719,0.06477,0.05958,0.04948,0.03801,0.0295,0.02168,0.01547
2008,1045,49871,0.77155,0.20581,0.00816,0.01448,0.94855,0.05145,0.49267,0.50733,0.01462,0.05943,0.06924,0.06749,0.06521,0.06912,0.07732,0.06655,0.06248,0.061,0.07,0.06994,0.06018,0.05244,0.04319,0.03377,0.02675,0.01738,0.0139
2008,1047,44265,0.30064,0.69346,0.00224,0.00366,0.99363,0.00637,0.46061,0.53939,0.01604,0.05709,0.07238,0.07507,0.07975,0.06201,0.05768,0.05365,0.05709,0.06294,0.07505,0.0748,0.06509,0.05386,0.04267,0.03429,0.02476,0.01965,0.01613
2008,1049,70228,0.94679,0.02029,0.02187,0.01105,0.87608,0.12392,0.49305,0.50695,0.01516,0.05899,0.0717,0.07066,0.07004,0.05384,0.06603,0.06519,0.06849,0.06892,0.06841,0.06863,0.0614,0.05568,0.04323,0.03541,0.02639,0.0175,0.01434
2008,1051,77698,0.78312,0.20495,0.00418,0.00775,0.97507,0.02493,0.4906,0.5094,0.0133,0.04909,0.06509,0.06681,0.07613,0.06364,0.06511,0.06689,0.07721,0.07515,0.07865,0.07319,0.06101,0.05249,0.04017,0.02941,0.02032,0.01467,0.01169
2008,1053,37929,0.63967,0.32063,0.03617,0.00353,0.9816,0.0184,0.51101,0.48899,0.01331,0.05049,0.06275,0.06491,0.06921,0.05813,0.06536,0.06428,0.06992,0.06676,0.0734,0.07111,0.06507,0.05777,0.04735,0.03654,0.02948,0.01864,0.01553
2008,1055,104206,0.83165,0.15395,0.00518,0.00921,0.96899,0.03101,0.48372,0.51628,0.01284,0.04713,0.06456,0.06568,0.07019,0.05761,0.06004,0.05745,0.06789,0.06661,0.07131,0.07215,0.06972,0.05948,0.04696,0.03816,0.03081,0.02315,0.01827
2008,1057,17541,0.87219,0.12217,0.00348,0.00217,0.98917,0.01083,0.49347,0.50653,0.01288,0.04299,0.06174,0.06642,0.07297,0.05376,0.05228,0.05199,0.06277,0.0651,0.07388,0.07206,0.07149,0.06442,0.05439,0.04401,0.0354,0.02275,0.0187
2008,1059,31459,0.9404,0.04333,0.01281,0.00346,0.86414,0.13586,0.4975,0.5025,0.01704,0.05474,0.0678,0.06583,0.07244,0.05986,0.06383,0.06551,0.06733,0.06526,0.06942,0.0657,0.05979,0.05458,0.04635,0.0391,0.028,0.02251,0.01491
2008,1061,26646,0.8864,0.1014,0.00886,0.00334,0.96885,0.03115,0.48814,0.51186,0.01216,0.0465,0.06219,0.06346,0.06804,0.05588,0.054,0.05314,0.06387,0.06661,0.07217,0.07461,0.06864,0.06485,0.05408,0.04368,0.0325,0.02477,0.01884
2008,1063,9359,0.18613,0.81024,0.00203,0.0016,0.99284,0.00716,0.48018,0.51982,0.01314,0.05545,0.06764,0.07009,0.08067,0.05834,0.05353,0.04616,0.0452,0.06112,0.07341,0.08879,0.07714,0.05706,0.04263,0.03804,0.03013,0.02372,0.01774
2008,1065,16260,0.40338,0.59256,0.00166,0.0024,0.99176,0.00824,0.47829,0.52171,0.01279,0.04514,0.06814,0.07749,0.08204,0.05793,0.05923,0.05375,0.05695,0.06316,0.07891,0.07669,0.06777,0.05713,0.04262,0.03469,0.02774,0.02091,0.01691
