year,state_fip,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
1996,1,4331102,0.72844,0.25977,0.00473,0.00706,0.99012,0.00988,0.48114,0.51886,0.01325,0.0555,0.07011,0.07235,0.07547,0.0714,0.07145,0.07337,0.07965,0.07535,0.06894,0.05413,0.04619,0.04191,0.03961,0.03381,0.02587,0.01755,0.01409
1996,2,608569,0.75221,0.0402,0.16332,0.04428,0.96538,0.03462,0.52026,0.47974,0.0154,0.06584,0.08991,0.08596,0.07464,0.0627,0.06502,0.0956,0.10273,0.09786,0.07943,0.05378,0.0364,0.02518,0.01889,0.01401,0.00865,0.00475,0.00326
1996,4,4586940,0.8886,0.03442,0.05659,0.0204,0.77588,0.22412,0.49708,0.50292,0.01579,0.06115,0.07438,0.07167,0.06959,0.06838,0.0769,0.08215,0.08111,0.07177,0.06387,0.04926,0.04129,0.03796,0.04052,0.03645,0.02803,0.0173,0.01245
1996,5,2572109,0.82698,0.15997,0.00596,0.0071,0.98107,0.01893,0.48536,0.51464,0.0137,0.05572,0.07193,0.07537,0.07646,0.06865,0.06548,0.07208,0.07563,0.07146,0.06677,0.05416,0.04628,0.04252,0.04146,0.03627,0.02906,0.0203,0.01671
1996,6,32018834,0.79592,0.07605,0.01206,0.11597,0.69965,0.30035,0.4991,0.5009,0.01597,0.0695,0.08159,0.07449,0.06771,0.0664,0.08195,0.08898,0.08592,0.07521,0.06538,0.04884,0.03808,0.03218,0.03177,0.02835,0.02184,0.01433,0.01152
1996,8,3919972,0.92345,0.04252,0.01124,0.02279,0.85025,0.14975,0.50013,0.49987,0.01387,0.05512,0.07242,0.07299,0.06849,0.06678,0.07741,0.08748,0.09532,0.08791,0.07654,0.05333,0.04001,0.03328,0.03041,0.02564,0.01944,0.01271,0.01084
1996,9,3336685,0.87901,0.09566,0.00296,0.02238,0.91852,0.08148,0.48398,0.51602,0.01295,0.05523,0.07285,0.0653,0.06041,0.05688,0.06948,0.08369,0.08864,0.08002,0.07254,0.0586,0.04417,0.03853,0.03842,0.03545,0.02958,0.02012,0.01715
1996,10,740977,0.78908,0.18829,0.00374,0.01889,0.96445,0.03555,0.48561,0.51439,0.01323,0.05493,0.07176,0.06828,0.06727,0.06421,0.07869,0.08287,0.08689,0.07594,0.06829,0.0538,0.04425,0.04082,0.04044,0.03463,0.02591,0.01552,0.01228
1996,11,572377,0.32774,0.64093,0.00345,0.02789,0.9272,0.0728,0.46887,0.53113,0.01183,0.05573,0.06365,0.04952,0.05771,0.07949,0.11253,0.09431,0.08188,0.07131,0.06519,0.05101,0.04238,0.03612,0.03657,0.03307,0.02547,0.01764,0.01457
1996,12,14853360,0.83103,0.14853,0.0035,0.01694,0.85292,0.14708,0.4866,0.5134,0.01226,0.05119,0.06671,0.06416,0.06008,0.05803,0.06561,0.07942,0.08068,0.07202,0.06482,0.0522,0.04519,0.04413,0.05162,0.04894,0.0386,0.02507,0.01928
