year,fips,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
2005,1001,49676,0.81027,0.17612,0.00457,0.00904,0.98013,0.01987,0.48716,0.51284,0.01327,0.05693,0.07487,0.08531,0.08068,0.0563,0.05657,0.06631,0.0773,0.08394,0.07714,0.0619,0.0553,0.04602,0.03692,0.0284,0.02057,0.01274,0.00952
2005,1003,160970,0.88626,0.09928,0.00717,0.00729,0.97003,0.02997,0.48938,0.51062,0.01285,0.04849,0.06239,0.06835,0.06558,0.05267,0.05358,0.05956,0.06502,0.07451,0.07628,0.07111,0.06945,0.06044,0.04993,0.04099,0.03134,0.02159,0.01586
2005,1005,28027,0.51579,0.47411,0.00517,0.00492,0.9645,0.0355,0.52496,0.47504,0.0127,0.05074,0.0568,0.06883,0.06811,0.07075,0.06554,0.07339,0.06743,0.07814,0.07375,0.06843,0.06626,0.04738,0.03743,0.03254,0.02647,0.0208,0.01449
2005,1007,22042,0.77302,0.22226,0.00254,0.00218,0.98516,0.01484,0.52391,0.47609,0.01225,0.05099,0.06587,0.07109,0.06737,0.06447,0.07046,0.07341,0.07812,0.07268,0.07508,0.06846,0.06057,0.04918,0.03938,0.02881,0.02423,0.0167,0.01089
2005,1009,54624,0.9749,0.0162,0.00591,0.00298,0.93395,0.06605,0.49707,0.50293,0.01371,0.05309,0.07035,0.07272,0.0677,0.05576,0.06221,0.06658,0.07385,0.07515,0.07068,0.06708,0.06283,0.05461,0.04406,0.0331,0.02633,0.01598,0.01421
2005,1011,11011,0.26919,0.71892,0.00581,0.00608,0.94333,0.05667,0.53592,0.46408,0.01253,0.04377,0.06094,0.07175,0.07011,0.07556,0.07838,0.0623,0.06112,0.07356,0.07747,0.07184,0.05867,0.04523,0.03696,0.03388,0.02443,0.0178,0.0237
2005,1013,20830,0.57043,0.42069,0.00269,0.00619,0.99193,0.00807,0.47052,0.52948,0.01157,0.05329,0.06519,0.07355,0.07321,0.06375,0.05473,0.05487,0.05631,0.06827,0.07355,0.0746,0.06327,0.05074,0.04181,0.03937,0.03433,0.02276,0.02482
2005,1015,114477,0.78392,0.20256,0.00493,0.0086,0.9759,0.0241,0.48093,0.51907,0.01277,0.05113,0.06206,0.06655,0.07048,0.07558,0.068,0.06053,0.0637,0.07015,0.07467,0.07118,0.06434,0.04913,0.04112,0.0358,0.02926,0.01925,0.01431
2005,1017,35279,0.60169,0.39244,0.00173,0.00414,0.98753,0.01247,0.47405,0.52595,0.01142,0.04977,0.06701,0.07239,0.06395,0.05836,0.0578,0.06191,0.06483,0.06964,0.07197,0.07061,0.06809,0.05448,0.04405,0.03756,0.0309,0.02307,0.02219
2005,1019,25031,0.94211,0.05174,0.00403,0.00212,0.98881,0.01119,0.49135,0.50865,0.01067,0.04399,0.05961,0.06416,0.06001,0.0501,0.05313,0.06168,0.0654,0.06991,0.07651,0.07475,0.07651,0.06824,0.05489,0.04427,0.03104,0.01994,0.01522
2005,1021,41946,0.88871,0.10342,0.00377,0.0041,0.95036,0.04964,0.49209,0.50791,0.01461,0.05424,0.06988,0.07131,0.06768,0.0612,0.07066,0.06806,0.0679,0.07283,0.07262,0.06787,0.06191,0.05154,0.03965,0.03347,0.02451,0.01736,0.01271
2005,1023,14545,0.56177,0.43596,0.00158,0.00069,0.99429,0.00571,0.47769,0.52231,0.01224,0.04441,0.06552,0.0691,0.07212,0.0515,0.04888,0.06009,0.05851,0.07143,0.07796,0.07088,0.0704,0.06057,0.05211,0.04056,0.03156,0.02399,0.01815
2005,1025,26764,0.5578,0.43622,0.0034,0.00258,0.99171,0.00829,0.47314,0.52686,0.01326,0.05261,0.07379,0.07839,0.07607,0.05653,0.05093,0.06161,0.06311,0.07499,0.07364,0.06591,0.06229,0.05294,0.04439,0.03665,0.02623,0.01842,0.01823
2005,1027,14077,0.83597,0.15905,0.00334,0.00163,0.97599,0.02401,0.48775,0.51225,0.01002,0.04539,0.06571,0.06678,0.06642,0.05704,0.05321,0.0628,0.06798,0.07232,0.07168,0.06635,0.06749,0.05484,0.05221,0.04227,0.03417,0.02245,0.02089
2005,1029,14368,0.95615,0.03786,0.00348,0.00251,0.98183,0.01817,0.49742,0.50258,0.01211,0.04809,0.06292,0.07489,0.06709,0.05735,0.05519,0.06396,0.06626,0.07795,0.07217,0.0719,0.06668,0.05728,0.0474,0.0403,0.02784,0.01531,0.01531
2005,1031,45604,0.79008,0.1799,0.01401,0.01601,0.95717,0.04283,0.49186,0.50814,0.01381,0.04982,0.06447,0.07004,0.06815,0.06383,0.06673,0.06366,0.06602,0.07265,0.07344,0.06541,0.06607,0.04975,0.04399,0.03726,0.02848,0.02079,0.01563
2005,1033,54359,0.82678,0.16474,0.0046,0.00388,0.98409,0.01591,0.48145,0.51855,0.01164,0.0454,0.06229,0.0688,0.06507,0.05695,0.05594,0.05993,0.06566,0.07393,0.07614,0.07066,0.06693,0.05776,0.04825,0.03933,0.03355,0.02366,0.01808
2005,1035,13421,0.53565,0.45995,0.00305,0.00134,0.98972,0.01028,0.48186,0.51814,0.0117,0.05104,0.05983,0.07779,0.06974,0.05573,0.05372,0.05432,0.05931,0.06542,0.07757,0.0728,0.07257,0.05693,0.04806,0.03688,0.0342,0.02556,0.01684
2005,1037,11467,0.66286,0.32938,0.00558,0.00218,0.98308,0.01692,0.49996,0.50004,0.0082,0.04168,0.05904,0.06872,0.06767,0.0525,0.04666,0.05965,0.0668,0.07674,0.08006,0.07875,0.07386,0.06043,0.04805,0.04308,0.03253,0.02206,0.01352
2005,1039,37204,0.86606,0.12477,0.00551,0.00366,0.98895,0.01105,0.48092,0.51908,0.0125,0.0501,0.05779,0.0679,0.0672,0.05478,0.05432,0.0561,0.06147,0.06905,0.07607,0.07005,0.06733,0.05553,0.05064,0.04419,0.03371,0.02755,0.02373
2005,1041,13699,0.7394,0.24717,0.00401,0.00942,0.9889,0.0111,0.47792,0.52208,0.01175,0.04986,0.06417,0.07212,0.0711,0.05205,0.05227,0.06103,0.06044,0.07132,0.07358,0.07278,0.06796,0.05373,0.04409,0.03832,0.03416,0.02686,0.02241
2005,1043,78692,0.97824,0.01252,0.00557,0.00367,0.96777,0.03223,0.49508,0.50492,0.0121,0.04938,0.06552,0.06749,0.06875,0.06158,0.06189,0.06321,0.0663,0.07346,0.07461,0.06716,0.06578,0.05377,0.04624,0.03599,0.03075,0.02089,0.01513
2005,1045,49050,0.76634,0.21168,0.0074,0.01458,0.95878,0.04122,0.49615,0.50385,0.01513,0.06027,0.06805,0.06895,0.06718,0.07213,0.07317,0.06991,0.06263,0.06887,0.07264,0.06347,0.05933,0.04577,0.04316,0.03333,0.0255,0.01749,0.01303
2005,1047,44434,0.32349,0.67111,0.00194,0.00347,0.99338,0.00662,0.45969,0.54031,0.01476,0.0611,0.07085,0.07767,0.08034,0.06671,0.05327,0.05746,0.05656,0.07134,0.07686,0.06947,0.06022,0.04625,0.04217,0.03405,0.02676,0.01805,0.01611
2005,1049,67794,0.95482,0.01931,0.01767,0.0082,0.90033,0.09967,0.49348,0.50652,0.01536,0.05769,0.06946,0.07266,0.06484,0.05955,0.06624,0.06936,0.0694,0.07207,0.0717,0.06291,0.06331,0.049,0.04257,0.03499,0.02578,0.01805,0.01505
2005,1051,72978,0.78376,0.20464,0.00449,0.00711,0.98028,0.01972,0.4974,0.5026,0.01377,0.05184,0.06418,0.07294,0.07086,0.06395,0.06459,0.0745,0.07595,0.08257,0.07942,0.06899,0.06136,0.04579,0.03635,0.02706,0.01925,0.01522,0.01137
2005,1053,37601,0.64892,0.31278,0.03524,0.00306,0.98426,0.01574,0.50812,0.49188,0.01271,0.05149,0.06197,0.06909,0.06654,0.0663,0.0613,0.06846,0.06625,0.07393,0.07516,0.0684,0.06359,0.05335,0.045,0.03473,0.02811,0.01811,0.0155
2005,1055,103174,0.83675,0.15059,0.00457,0.00808,0.97411,0.02589,0.48137,0.51863,0.01258,0.04902,0.06422,0.06601,0.06732,0.06111,0.05909,0.06335,0.0657,0.06905,0.07462,0.07115,0.06881,0.05199,0.04406,0.03769,0.03268,0.02421,0.01732
2005,1057,18030,0.87793,0.11714,0.00283,0.00211,0.98974,0.01026,0.48907,0.51093,0.01143,0.04737,0.06317,0.06689,0.07011,0.05663,0.05369,0.05935,0.06051,0.07155,0.07227,0.07232,0.06761,0.05973,0.05286,0.03927,0.03383,0.0213,0.02013
2005,1059,30968,0.9463,0.04127,0.00924,0.0032,0.89583,0.10417,0.49512,0.50488,0.0155,0.05335,0.06281,0.06998,0.0681,0.06006,0.06539,0.06888,0.06516,0.07075,0.06985,0.06526,0.06061,0.0516,0.04708,0.03946,0.0288,0.02247,0.01489
2005,1061,25988,0.88437,0.10455,0.00831,0.00277,0.97318,0.02682,0.48788,0.51212,0.01093,0.04533,0.06141,0.06603,0.0723,0.0536,0.05249,0.05818,0.06434,0.07407,0.07411,0.07092,0.0663,0.06057,0.05237,0.04187,0.03228,0.02297,0.01993
2005,1063,9675,0.19132,0.8062,0.00134,0.00114,0.99349,0.00651,0.48052,0.51948,0.01023,0.05571,0.07556,0.07783,0.07804,0.06512,0.04951,0.05023,0.05147,0.06615,0.08134,0.08362,0.06191,0.04465,0.03886,0.037,0.0338,0.02057,0.0184
2005,1065,16622,0.40109,0.59481,0.00186,0.00223,0.99188,0.00812,0.48328,0.51672,0.01384,0.05029,0.07472,0.0823,0.07881,0.06347,0.05703,0.058,0.05824,0.07731,0.07478,0.07117,0.05962,0.04536,0.04001,0.03405,0.02689,0.01727,0.01685
2005,1067,16752,0.68081,0.31346,0.00298,0.00275,0.97941,0.02059,0.47684,0.52316,0.0111,0.05122,0.06166,0.06656,0.06602,0.05569,0.05402,0.06107,0.06286,0.06405,0.07336,0.07504,0.07462,0.05778,0.04835,0.04035,0.03253,0.02173,0.02197
2005,1069,93903,0.72795,0.2585,0.00483,0.00871,0.97934,0.02066,0.47745,0.52255,0.01313,0.0564,0.06728,0.07172,0.07015,0.06019,0.06278,0.06418,0.06665,0.07576,0.07516,0.06963,0.06328,0.0511,0.0397,0.03281,0.02626,0.01806,0.01576
2005,1071,53332,0.93754,0.03898,0.01931,0.00416,0.98183,0.01817,0.48944,0.51056,0.01187,0.04676,0.06355,0.06765,0.06559,0.0559,0.05846,0.06514,0.06718,0.07213,0.07506,0.07322,0.06994,0.05876,0.05006,0.03752,0.02906,0.01748,0.01466
2005,1073,654919,0.57045,0.41316,0.00337,0.01302,0.97312,0.02688,0.47256,0.52744,0.01344,0.05236,0.06335,0.06902,0.06968,0.07108,0.07294,0.06652,0.0653,0.07337,0.07756,0.07264,0.05994,0.04248,0.03427,0.02988,0.02802,0.02106,0.01708
2005,1075,15009,0.87827,0.11986,0.00133,0.00053,0.98754,0.01246,0.48564,0.51436,0.01126,0.04557,0.06036,0.06616,0.06663,0.05697,0.0505,0.0611,0.06456,0.07036,0.07456,0.06783,0.07262,0.05823,0.0537,0.04391,0.03491,0.02085,0.01992
2005,1077,89358,0.88923,0.10099,0.0032,0.00658,0.9844,0.0156,0.4778,0.5222,0.01015,0.04465,0.05959,0.06426,0.07201,0.07324,0.05973,0.05724,0.06477,0.07217,0.07436,0.06999,0.06581,0.05384,0.04536,0.03863,0.03239,0.02303,0.01877
2005,1079,34435,0.81083,0.12455,0.06293,0.00168,0.98557,0.01443,0.48921,0.51079,0.01278,0.04728,0.06313,0.07277,0.0715,0.06037,0.05701,0.06331,0.0735,0.08317,0.07487,0.06793,0.0656,0.05605,0.0424,0.0336,0.02529,0.01644,0.01301
