year,state_fip,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
2006,1,4628981,0.71596,0.26583,0.00673,0.01148,0.97022,0.02978,0.48466,0.51534,0.01314,0.05107,0.06558,0.06953,0.0728,0.07048,0.06542,0.06227,0.06668,0.07216,0.07531,0.06984,0.06432,0.04895,0.03988,0.03272,0.02637,0.01851,0.01497
2006,2,675302,0.72257,0.04306,0.17121,0.06316,0.94742,0.05258,0.51855,0.48145,0.01513,0.05809,0.07117,0.07884,0.08162,0.08008,0.06874,0.06422,0.06906,0.07708,0.08524,0.07991,0.06367,0.03962,0.02468,0.01676,0.01263,0.00772,0.00573
2006,4,6029141,0.87168,0.04348,0.05425,0.03059,0.71771,0.28229,0.49808,0.50192,0.01562,0.06063,0.06917,0.07185,0.07221,0.06991,0.07329,0.06577,0.0678,0.06917,0.06822,0.06191,0.05822,0.04682,0.03862,0.0317,0.02604,0.01866,0.01439
2006,5,2821761,0.81809,0.15961,0.0089,0.0134,0.94699,0.05301,0.49024,0.50976,0.01401,0.05429,0.06701,0.06868,0.07125,0.06913,0.06847,0.06129,0.06475,0.07041,0.07166,0.06701,0.06293,0.05001,0.04135,0.03382,0.027,0.01978,0.01715
2006,6,36021202,0.77103,0.07293,0.01686,0.13918,0.64254,0.35746,0.49759,0.50241,0.01444,0.05606,0.06686,0.07592,0.07617,0.07344,0.07379,0.06974,0.07466,0.0755,0.0738,0.06529,0.05658,0.04025,0.03052,0.0248,0.02126,0.01668,0.01424
2006,8,4720423,0.90637,0.04635,0.01598,0.03129,0.8044,0.1956,0.50154,0.49846,0.01429,0.05657,0.06652,0.06842,0.07078,0.0728,0.0717,0.07096,0.07377,0.07601,0.07934,0.07254,0.06258,0.04222,0.03075,0.02389,0.01962,0.01464,0.01258
2006,9,3517460,0.8478,0.11034,0.00481,0.03705,0.88262,0.11738,0.48609,0.51391,0.0114,0.04796,0.06432,0.07056,0.0716,0.06117,0.05559,0.05906,0.07197,0.08182,0.08327,0.07322,0.0645,0.04815,0.03458,0.0291,0.02736,0.02246,0.0219
2006,10,859268,0.74488,0.2178,0.00612,0.0312,0.93078,0.06922,0.48472,0.51528,0.01312,0.05114,0.06177,0.06784,0.07317,0.0687,0.0665,0.05904,0.06922,0.07584,0.07685,0.06829,0.06363,0.05009,0.04008,0.03299,0.02701,0.01924,0.01549
2006,11,570681,0.38772,0.56961,0.00582,0.03685,0.91498,0.08502,0.472,0.528,0.01283,0.04212,0.0455,0.05265,0.06917,0.0975,0.09874,0.08552,0.07578,0.06916,0.06713,0.06343,0.06067,0.04419,0.03295,0.02593,0.02237,0.01827,0.01608
2006,12,18166990,0.80554,0.16344,0.00495,0.02607,0.79556,0.20444,0.48918,0.51082,0.01221,0.04731,0.05768,0.0634,0.06686,0.06497,0.06204,0.06025,0.06737,0.07481,0.07473,0.06695,0.06331,0.05274,0.04537,0.03913,0.03463,0.0255,0.02074
2006,13,9155813,0.6569,0.30646,0.00462,0.03202,0.92358,0.07642,0.48988,0.51012,0.01523,0.05891,0.07034,0.0731,0.07399,0.07122,0.07184,0.0715,0.07649,0.07809,0.07455,0.06533,0.05859,0.0419,0.03162,0.02427,0.01869,0.01331,0.01104
2006,15,1309731,0.24559,0.02587,0.00442,0.72411,0.92047,0.07953,0.50192,0.49808,0.01359,0.05083,0.05817,0.06544,0.06603,0.07485,0.07111,0.06331,0.06785,0.07131,0.07381,0.07269,0.06644,0.04956,0.03643,0.03014,0.02792,0.02208,0.01843
2006,16,1468669,0.959,0.00865,0.01749,0.01486,0.90093,0.09907,0.50152,0.49848,0.01617,0.06193,0.07481,0.07554,0.07757,0.07433,0.06785,0.06239,0.06388,0.06684,0.07078,0.06733,0.05948,0.04485,0.03508,0.0272,0.02209,0.01684,0.01505
2006,17,12643955,0.7952,0.15405,0.00534,0.04541,0.85446,0.14554,0.49066,0.50934,0.01337,0.05416,0.06707,0.07226,0.07289,0.06983,0.07002,0.06743,0.07089,0.0742,0.07625,0.06825,0.05985,0.04306,0.03342,0.02719,0.02418,0.0188,0.01689
2006,18,6332669,0.88563,0.0948,0.00392,0.01564,0.94878,0.05122,0.49181,0.50819,0.01375,0.05414,0.06903,0.07171,0.07416,0.07122,0.06521,0.06305,0.06784,0.07322,0.07624,0.06961,0.06167,0.0448,0.03535,0.02859,0.02506,0.01902,0.01632
2006,19,2982644,0.94826,0.03018,0.00444,0.01712,0.95852,0.04148,0.49336,0.50664,0.01346,0.05135,0.06498,0.06857,0.07394,0.07438,0.05935,0.05868,0.06257,0.07014,0.0757,0.07156,0.06277,0.04553,0.0376,0.03235,0.02949,0.02389,0.0237
2006,20,2762931,0.89702,0.06533,0.01306,0.0246,0.90893,0.09107,0.49543,0.50457,0.01424,0.05569,0.06925,0.07126,0.07516,0.07695,0.06251,0.06169,0.06361,0.07051,0.07563,0.07011,0.06043,0.04289,0.03392,0.02894,0.02619,0.0209,0.02013
2006,21,4219239,0.90522,0.08052,0.00267,0.01159,0.97578,0.02422,0.49064,0.50936,0.01332,0.05151,0.06517,0.06774,0.06916,0.06878,0.06695,0.06461,0.06943,0.07455,0.07698,0.07106,0.06511,0.04806,0.03857,0.03077,0.02513,0.01817,0.01493
2006,22,4302665,0.65868,0.31828,0.00732,0.01571,0.9662,0.0338,0.48774,0.51226,0.01215,0.05485,0.06707,0.07113,0.07586,0.0765,0.0699,0.06032,0.06545,0.07209,0.07628,0.07072,0.0625,0.04532,0.03603,0.02893,0.02409,0.01717,0.01364
2006,23,1323619,0.97016,0.01227,0.00723,0.01034,0.9886,0.0114,0.48916,0.51084,0.01059,0.04292,0.05707,0.06449,0.07115,0.06074,0.05329,0.05532,0.0678,0.07871,0.08431,0.07955,0.07352,0.05363,0.0407,0.03436,0.02981,0.02217,0.01987
