year,state_fip,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
1995,1,4296800,0.7294,0.25927,0.00451,0.00682,0.99133,0.00867,0.48089,0.51911,0.01353,0.05663,0.06972,0.07318,0.07492,0.07422,0.07037,0.07552,0.07975,0.07396,0.06608,0.05361,0.04577,0.0421,0.03975,0.03408,0.02552,0.01745,0.01383
1995,2,604412,0.75605,0.04112,0.16044,0.04239,0.96621,0.03379,0.52151,0.47849,0.01586,0.06866,0.09068,0.08507,0.07267,0.06259,0.06798,0.10049,0.10465,0.09669,0.07461,0.05236,0.03484,0.02477,0.01865,0.01369,0.00831,0.0044,0.00303
1995,4,4432499,0.88929,0.03394,0.05712,0.01965,0.78225,0.21775,0.49648,0.50352,0.01605,0.06218,0.0737,0.07168,0.06833,0.07039,0.0768,0.08502,0.08089,0.07111,0.06134,0.04889,0.04052,0.03842,0.04071,0.03729,0.02747,0.01707,0.01217
1995,5,2535399,0.82807,0.15959,0.00565,0.00669,0.98472,0.01528,0.48459,0.51541,0.0137,0.05612,0.07138,0.0759,0.07568,0.07016,0.06455,0.07427,0.07549,0.07062,0.06448,0.05406,0.04554,0.04279,0.0421,0.03704,0.02913,0.02043,0.01659
1995,6,31696582,0.79813,0.07631,0.01159,0.11397,0.70608,0.29392,0.49937,0.50063,0.01669,0.07181,0.07869,0.0736,0.06599,0.06885,0.08368,0.09184,0.08601,0.07429,0.06294,0.04816,0.03749,0.03265,0.03204,0.0288,0.02119,0.01403,0.01125
1995,8,3826653,0.92453,0.04248,0.01083,0.02216,0.85471,0.14529,0.49958,0.50042,0.01395,0.05632,0.07298,0.07317,0.06714,0.06814,0.07616,0.09159,0.09596,0.08721,0.07299,0.05226,0.03942,0.03381,0.03055,0.02615,0.01902,0.01254,0.01066
1995,9,3324144,0.88147,0.09428,0.00277,0.02148,0.92168,0.07832,0.48401,0.51599,0.01328,0.05662,0.07231,0.06448,0.05964,0.05992,0.07113,0.08577,0.08796,0.07792,0.07026,0.05734,0.04334,0.03943,0.03898,0.03612,0.02924,0.01959,0.01665
1995,10,729734,0.7928,0.18523,0.00367,0.01829,0.96692,0.03308,0.48592,0.51408,0.01357,0.0568,0.07112,0.06826,0.06562,0.06853,0.07872,0.08534,0.08648,0.07437,0.06565,0.05326,0.04336,0.04157,0.04058,0.03478,0.02493,0.01512,0.01193
1995,11,580517,0.32206,0.64663,0.00327,0.02804,0.92976,0.07024,0.4696,0.5304,0.01255,0.05845,0.06143,0.04986,0.05516,0.08871,0.10912,0.09556,0.08134,0.07112,0.06179,0.05006,0.04089,0.03624,0.0373,0.03356,0.02497,0.01754,0.01432
1995,12,14537875,0.83341,0.14703,0.00339,0.01617,0.85847,0.14153,0.486,0.514,0.01254,0.05297,0.06624,0.06375,0.05902,0.05989,0.06644,0.08191,0.07992,0.07059,0.06226,0.05157,0.04449,0.04492,0.05221,0.0497,0.03789,0.02485,0.01886
1995,13,7328413,0.69851,0.28205,0.00224,0.01721,0.97116,0.02884,0.48793,0.51207,0.01467,0.05997,0.07471,0.07317,0.07157,0.07461,0.08037,0.09158,0.08694,0.07685,0.06848,0.05247,0.04016,0.03437,0.03108,0.02618,0.01961,0.01306,0.01016
1995,15,1196854,0.25638,0.02795,0.00428,0.71139,0.92915,0.07085,0.50715,0.49285,0.01456,0.06301,0.07087,0.07079,0.06566,0.06855,0.0762,0.08693,0.08467,0.07878,0.06768,0.05217,0.03963,0.03787,0.03867,0.03405,0.02413,0.01461,0.01117
1995,16,1177322,0.97175,0.00446,0.01395,0.00985,0.93563,0.06437,0.49956,0.50044,0.01509,0.06103,0.07828,0.08795,0.08833,0.07095,0.05983,0.07229,0.08128,0.07759,0.06555,0.05073,0.04115,0.03548,0.03296,0.02953,0.02349,0.0161,0.01241
1995,17,12008437,0.81216,0.15405,0.00254,0.03124,0.90151,0.09849,0.48777,0.51223,0.01497,0.06166,0.07181,0.07174,0.06942,0.06908,0.0748,0.08585,0.08451,0.07509,0.06492,0.05181,0.04211,0.03735,0.03617,0.03235,0.02506,0.0172,0.0141
1995,18,5851459,0.90595,0.0832,0.00239,0.00845,0.97694,0.02306,0.48754,0.51246,0.01392,0.05659,0.07006,0.07275,0.07391,0.0733,0.07119,0.07859,0.0834,0.07663,0.06697,0.05338,0.0438,0.0389,0.03764,0.03314,0.02496,0.01686,0.01402
1995,19,2867373,0.96569,0.02011,0.00268,0.01152,0.98339,0.01661,0.48751,0.51249,0.01259,0.05182,0.06894,0.07453,0.07511,0.06838,0.06604,0.07143,0.08022,0.07611,0.0651,0.05104,0.04428,0.04113,0.04085,0.03765,0.03119,0.02232,0.02126
1995,20,2601007,0.91419,0.0602,0.00972,0.01589,0.95015,0.04985,0.49248,0.50752,0.01383,0.05619,0.07456,0.0777,0.07309,0.06801,0.06906,0.07793,0.08363,0.07659,0.06413,0.04926,0.04056,0.03827,0.03738,0.03443,0.02732,0.0195,0.01856
1995,21,3887427,0.91947,0.073,0.00143,0.0061,0.99233,0.00767,0.48618,0.51382,0.01334,0.05454,0.06789,0.07213,0.07496,0.07319,0.07074,0.08009,0.08259,0.07612,0.06802,0.05381,0.04526,0.04057,0.03847,0.03331,0.02444,0.01686,0.01366
1995,22,4378779,0.66207,0.32107,0.005,0.01186,0.97752,0.02248,0.48278,0.51722,0.0145,0.06138,0.07706,0.08321,0.08053,0.07286,0.07048,0.07793,0.08206,0.07405,0.06319,0.04996,0.0413,0.03722,0.03546,0.03044,0.02192,0.01468,0.0118
1995,23,1243480,0.98374,0.00447,0.00537,0.00642,0.99422,0.00578,0.48604,0.51396,0.01111,0.05003,0.07213,0.07308,0.06832,0.06153,0.06144,0.07887,0.08662,0.08176,0.07275,0.05456,0.0442,0.04205,0.04138,0.03641,0.02761,0.01925,0.01694
1995,24,5070033,0.68975,0.27057,0.00319,0.03649,0.96653,0.03347,0.48393,0.51607,0.01424,0.05962,0.07507,0.06938,0.06177,0.06176,0.07473,0.09347,0.08999,0.07984,0.07169,0.05642,0.0429,0.03672,0.03464,0.03047,0.0221,0.01393,0.01129
1995,25,6141445,0.90447,0.06061,0.00261,0.03231,0.94304,0.05696,0.48106,0.51894,0.01326,0.05509,0.06984,0.06287,0.05948,0.06873,0.08362,0.08824,0.0854,0.07589,0.06755,0.05247,0.0404,0.03789,0.0387,0.03574,0.02833,0.01948,0.01701
1995,26,9676211,0.83388,0.14487,0.00666,0.01458,0.97442,0.02558,0.48817,0.51183,0.01371,0.05839,0.07563,0.07315,0.07092,0.06899,0.07109,0.0805,0.08505,0.07786,0.06758,0.05334,0.04239,0.03775,0.03719,0.03282,0.02461,0.01615,0.01286
1995,27,4660180,0.93422,0.02963,0.01198,0.02417,0.98225,0.01775,0.49284,0.50716,0.01338,0.05564,0.07637,0.07775,0.07093,0.06338,0.0701,0.08721,0.08893,0.07915,0.06612,0.0507,0.04046,0.03532,0.0341,0.03064,0.02511,0.01805,0.01669
1995,28,2722659,0.62654,0.36448,0.00328,0.00569,0.99272,0.00728,0.48066,0.51934,0.01466,0.06092,0.0747,0.0814,0.08359,0.08007,0.06818,0.07255,0.07719,0.07056,0.06161,0.04944,0.04283,0.03867,0.03703,0.03155,0.02399,0.01689,0.01417
1995,29,5378247,0.87332,0.11212,0.00432,0.01024,0.98547,0.01453,0.484,0.516,0.01327,0.05595,0.07215,0.07411,0.07095,0.06668,0.06756,0.08056,0.08274,0.07384,0.06486,0.05307,0.04411,0.04099,0.03988,0.03536,0.02726,0.01948,0.0172
1995,30,876553,0.93072,0.00316,0.061,0.00511,0.98356,0.01644,0.49739,0.50261,0.01233,0.05269,0.07455,0.08192,0.07786,0.06352,0.05418,0.06958,0.08544,0.08506,0.07186,0.05426,0.0449,0.03982,0.03774,0.0335,0.02762,0.01841,0.01478
1995,31,1656992,0.94151,0.03911,0.00838,0.011,0.96455,0.03545,0.49008,0.50992,0.01361,0.05512,0.07481,0.07884,0.07474,0.06843,0.06536,0.07755,0.08193,0.07624,0.06417,0.04879,0.04125,0.03908,0.03817,0.03437,0.0277,0.02025,0.01959
1995,32,1581578,0.86911,0.07173,0.0163,0.04286,0.85777,0.14223,0.5087,0.4913,0.0156,0.05947,0.07192,0.06666,0.05965,0.06168,0.07995,0.09686,0.08702,0.07599,0.06814,0.0563,0.04668,0.04049,0.03996,0.03285,0.02144,0.0118,0.00755
1995,33,1157561,0.98049,0.00704,0.00207,0.01039,0.9874,0.0126,0.49052,0.50948,0.01271,0.05529,0.0777,0.0723,0.06389,0.06048,0.06724,0.08716,0.09501,0.08367,0.07296,0.05379,0.04047,0.03649,0.03587,0.03119,0.02374,0.0162,0.01384
1995,34,8083242,0.80455,0.14476,0.00268,0.048,0.88506,0.11494,0.4844,0.5156,0.01397,0.05892,0.07056,0.06515,0.06189,0.06055,0.07113,0.08872,0.08799,0.07707,0.06909,0.05584,0.04366,0.04017,0.03974,0.03596,0.02725,0.01807,0.01427
1995,35,1720394,0.87273,0.0229,0.09273,0.01165,0.60175,0.39825,0.49275,0.50725,0.01552,0.06446,0.08027,0.08462,0.07801,0.06786,0.064,0.0809,0.08299,0.07588,0.06564,0.05009,0.04158,0.03796,0.03469,0.02958,0.02102,0.0141,0.01085
1995,36,18524104,0.76728,0.17729,0.00483,0.0506,0.86223,0.13777,0.48129,0.51871,0.01411,0.06008,0.07063,0.0666,0.06525,0.06727,0.0773,0.08606,0.08349,0.07463,0.06661,0.054,0.04379,0.04014,0.03839,0.03372,0.02543,0.0176,0.0149
1995,37,7344674,0.75306,0.22329,0.01242,0.01124,0.97841,0.02159,0.48626,0.51374,0.01346,0.05559,0.06895,0.06565,0.0667,0.07577,0.08047,0.08301,0.08348,0.07581,0.06795,0.05406,0.04434,0.0403,0.03891,0.03337,0.02418,0.01579,0.0122
1995,38,647832,0.94514,0.00505,0.04404,0.00577,0.992,0.008,0.49948,0.50052,0.01279,0.05166,0.07305,0.07973,0.07834,0.07404,0.06728,0.07075,0.08182,0.07663,0.0613,0.04665,0.04038,0.03938,0.0386,0.03483,0.02989,0.0225,0.02038
1995,39,11202751,0.87316,0.11425,0.00218,0.01041,0.98476,0.01524,0.48393,0.51607,0.01352,0.05626,0.07178,0.07243,0.07041,0.06773,0.06953,0.07845,0.08392,0.07679,0.06792,0.05285,0.0445,0.04023,0.03979,0.03566,0.02656,0.01753,0.01416
1995,40,3308208,0.82392,0.07756,0.08566,0.01285,0.96407,0.03593,0.48942,0.51058,0.01331,0.05638,0.07336,0.07849,0.07496,0.07147,0.06583,0.07569,0.08005,0.07277,0.06426,0.05268,0.04438,0.04117,0.03959,0.03449,0.02615,0.01879,0.01618
1995,41,3184369,0.93652,0.01832,0.01515,0.03,0.94263,0.05737,0.49378,0.50622,0.01323,0.05326,0.07061,0.07289,0.07022,0.06354,0.06773,0.0767,0.08372,0.08526,0.07441,0.05505,0.04218,0.03682,0.03742,0.03503,0.02777,0.01893,0.01522
1995,42,12198403,0.8835,0.09963,0.00144,0.01543,0.97531,0.02469,0.48119,0.51881,0.01221,0.05276,0.06877,0.06776,0.06551,0.06517,0.06773,0.07504,0.08282,0.07641,0.06709,0.05322,0.04466,0.04298,0.04515,0.04195,0.03247,0.0215,0.0168
1995,44,1017002,0.92116,0.05157,0.00497,0.02229,0.93582,0.06418,0.47996,0.52004,0.01305,0.05528,0.06786,0.06345,0.06356,0.07343,0.07714,0.07941,0.08453,0.07496,0.06551,0.05097,0.04034,0.03826,0.04142,0.04025,0.03124,0.02128,0.01806
1995,45,3748582,0.68574,0.30373,0.00272,0.00781,0.98728,0.01272,0.48329,0.51671,0.01334,0.05781,0.07291,0.07234,0.07363,0.07547,0.07375,0.07989,0.08069,0.07542,0.06749,0.05388,0.04392,0.03999,0.03812,0.03262,0.02333,0.01448,0.01093
1995,46,737925,0.91431,0.00467,0.07613,0.0049,0.99206,0.00794,0.49431,0.50569,0.01359,0.05701,0.07735,0.08408,0.07999,0.06712,0.0617,0.07281,0.08005,0.07468,0.06017,0.04679,0.04043,0.03974,0.03888,0.03583,0.02918,0.02081,0.01978
