year,state_fip,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
2015,1,4854803,0.70369,0.27276,0.00748,0.01607,0.95919,0.04081,0.48463,0.51537,0.01218,0.0484,0.06289,0.06377,0.06584,0.07135,0.06686,0.06294,0.06098,0.06271,0.06367,0.07005,0.06952,0.06181,0.05363,0.03888,0.02793,0.01898,0.0176
2015,2,738430,0.69887,0.04767,0.17126,0.0822,0.93177,0.06823,0.5237,0.4763,0.01529,0.05971,0.07015,0.06691,0.06416,0.08046,0.08344,0.07669,0.06423,0.05958,0.06126,0.06914,0.06944,0.05925,0.04212,0.02593,0.0149,0.00916,0.00818
2015,4,6832810,0.84734,0.0547,0.05702,0.04094,0.69153,0.30847,0.49722,0.50278,0.01271,0.0512,0.06712,0.06702,0.06761,0.07203,0.06904,0.06616,0.06216,0.06112,0.06019,0.06288,0.06176,0.05675,0.05357,0.04119,0.02914,0.01951,0.01884
2015,5,2979732,0.80747,0.16195,0.01067,0.01992,0.92859,0.07141,0.49129,0.50871,0.0129,0.05125,0.06654,0.06619,0.06652,0.07022,0.06617,0.06436,0.06157,0.06092,0.06071,0.06739,0.06578,0.05955,0.05293,0.0399,0.02849,0.01963,0.01897
2015,6,38904296,0.74685,0.07228,0.01979,0.16108,0.61475,0.38525,0.49682,0.50318,0.01288,0.05162,0.06534,0.06473,0.06679,0.07383,0.07688,0.07271,0.06676,0.0653,0.06604,0.06719,0.06369,0.05422,0.04451,0.03115,0.02224,0.01608,0.01803
2015,8,5454328,0.89044,0.05197,0.01894,0.03865,0.78764,0.21236,0.50259,0.49741,0.01217,0.04934,0.06541,0.06577,0.06375,0.06975,0.07616,0.07554,0.06891,0.06614,0.0642,0.06722,0.0669,0.05894,0.04791,0.03138,0.02084,0.01446,0.0152
2015,9,3588561,0.82053,0.1238,0.00637,0.0493,0.84759,0.15241,0.48776,0.51224,0.01015,0.04187,0.05736,0.06271,0.06958,0.06873,0.06123,0.06085,0.05851,0.06124,0.07109,0.07822,0.07556,0.06268,0.0514,0.03751,0.02586,0.01997,0.02547
2015,10,942065,0.71453,0.2361,0.00715,0.04221,0.91139,0.08861,0.48407,0.51593,0.01166,0.04699,0.06007,0.06051,0.06356,0.0662,0.06997,0.0631,0.05838,0.05833,0.0646,0.07179,0.07085,0.06375,0.0585,0.04302,0.02909,0.02007,0.01957
2015,11,677014,0.44921,0.49726,0.00724,0.04629,0.89315,0.10685,0.47439,0.52561,0.01448,0.05117,0.04793,0.03915,0.0548,0.08249,0.12158,0.11154,0.08,0.06187,0.05603,0.05742,0.05451,0.04881,0.04013,0.02763,0.01931,0.01379,0.01734
2015,12,20219111,0.78794,0.1747,0.00552,0.03185,0.75512,0.24488,0.48905,0.51095,0.01098,0.04377,0.05605,0.0566,0.05857,0.0644,0.06655,0.06248,0.05935,0.06168,0.06468,0.07099,0.06814,0.06221,0.05943,0.04761,0.03533,0.02515,0.02604
2015,13,10183353,0.62477,0.3266,0.00564,0.04299,0.90828,0.09172,0.48711,0.51289,0.01286,0.05187,0.06889,0.06977,0.06935,0.07163,0.06986,0.0674,0.06591,0.06813,0.06833,0.06961,0.06404,0.05451,0.04659,0.03237,0.02151,0.01412,0.01323
2015,15,1422999,0.25186,0.02931,0.00458,0.71424,0.90143,0.09857,0.50261,0.49739,0.01274,0.05308,0.06019,0.05745,0.05475,0.07051,0.07373,0.07092,0.06399,0.05998,0.06147,0.06461,0.06626,0.06284,0.05531,0.03888,0.02576,0.02023,0.02732
2015,16,1652495,0.94959,0.0114,0.0201,0.01892,0.87793,0.12207,0.501,0.499,0.01389,0.05507,0.07451,0.07487,0.07123,0.06771,0.06578,0.06543,0.06358,0.05912,0.05788,0.06214,0.06363,0.05914,0.05085,0.03678,0.02497,0.01674,0.01667
2015,17,12859585,0.78164,0.1531,0.00686,0.05839,0.83333,0.16667,0.491,0.509,0.01233,0.04884,0.06364,0.06545,0.06624,0.06987,0.06967,0.0691,0.06525,0.06377,0.06516,0.06982,0.06867,0.05879,0.04753,0.0337,0.02427,0.0176,0.02029
2015,18,6611442,0.86772,0.10375,0.00472,0.02381,0.9339,0.0661,0.49282,0.50718,0.01264,0.05087,0.06631,0.06752,0.06899,0.07366,0.06471,0.06352,0.06192,0.06212,0.06311,0.06935,0.0689,0.06016,0.04935,0.03495,0.02486,0.01771,0.01936
2015,19,3122541,0.92542,0.04216,0.00571,0.02671,0.94282,0.05718,0.49706,0.50294,0.01265,0.05037,0.06619,0.06509,0.06872,0.07491,0.06155,0.0641,0.06034,0.05673,0.05957,0.06757,0.06934,0.06261,0.05053,0.03571,0.02757,0.02108,0.02539
2015,20,2910717,0.88125,0.07111,0.01451,0.03313,0.88475,0.11525,0.49823,0.50177,0.01334,0.05444,0.07006,0.06865,0.06892,0.07623,0.06587,0.06702,0.06171,0.05736,0.05797,0.06612,0.06701,0.05928,0.04746,0.03326,0.02444,0.01878,0.02206
2015,21,4429126,0.89214,0.08818,0.00307,0.01661,0.96529,0.03471,0.49271,0.50729,0.01256,0.04978,0.06348,0.06381,0.06473,0.07088,0.06527,0.06339,0.06286,0.06332,0.0648,0.07125,0.06977,0.06222,0.05283,0.03715,0.02638,0.01789,0.01763
2015,22,4666998,0.64023,0.33186,0.0084,0.01951,0.95104,0.04896,0.48936,0.51064,0.01368,0.05313,0.06702,0.06534,0.06438,0.07301,0.07392,0.07096,0.06314,0.05861,0.0609,0.0678,0.06806,0.05966,0.04869,0.03423,0.02424,0.01686,0.01638
2015,23,1329098,0.96073,0.01791,0.00819,0.01317,0.98447,0.01553,0.48962,0.51038,0.00947,0.03893,0.05313,0.05566,0.06096,0.05924,0.05855,0.05695,0.05543,0.05995,0.0679,0.07899,0.08158,0.07499,0.06481,0.04511,0.03109,0.02295,0.02431
2015,24,5988528,0.60805,0.31584,0.00671,0.0694,0.90578,0.09422,0.48457,0.51543,0.01236,0.04917,0.06239,0.06247,0.06434,0.06625,0.06976,0.06855,0.06391,0.06355,0.06945,0.07541,0.07113,0.05957,0.04886,0.03419,0.02326,0.0166,0.01877
2015,25,6797484,0.83339,0.09174,0.00574,0.06912,0.8884,0.1116,0.48494,0.51506,0.01064,0.04305,0.0551,0.05816,0.06749,0.07269,0.07273,0.06713,0.0607,0.06166,0.06882,0.0747,0.07155,0.06137,0.05117,0.03568,0.02491,0.01914,0.02333
2015,26,9934483,0.80801,0.14992,0.00898,0.03309,0.95099,0.04901,0.49179,0.50821,0.01141,0.04623,0.06043,0.06389,0.06778,0.07382,0.06324,0.05957,0.05793,0.06035,0.06541,0.07255,0.07385,0.06531,0.05352,0.03801,0.0264,0.019,0.0213
2015,27,5484002,0.86463,0.06844,0.01541,0.05152,0.94819,0.05181,0.49745,0.50255,0.0127,0.0512,0.06597,0.06556,0.06486,0.06674,0.06635,0.06995,0.06348,0.05915,0.06338,0.07192,0.07125,0.06123,0.0482,0.03393,0.02458,0.01808,0.0215
2015,28,2990231,0.60047,0.38146,0.00622,0.01185,0.96972,0.03028,0.48514,0.51486,0.01275,0.05129,0.06926,0.06793,0.06963,0.0743,0.06667,0.06425,0.06185,0.06103,0.06128,0.06716,0.06691,0.0593,0.05017,0.03584,0.02613,0.01749,0.01677
2015,29,6075411,0.84487,0.12519,0.00694,0.023,0.96011,0.03989,0.49072,0.50928,0.01233,0.0495,0.06374,0.06398,0.06509,0.07092,0.06681,0.06583,0.06094,0.05928,0.06142,0.07074,0.07063,0.0615,0.05156,0.03792,0.02715,0.01974,0.02094
2015,30,1031495,0.90833,0.00894,0.07234,0.0104,0.96404,0.03596,0.50335,0.49665,0.01223,0.0481,0.06223,0.06071,0.06156,0.07206,0.0634,0.06383,0.05957,0.05468,0.05629,0.06786,0.07485,0.07191,0.05952,0.04148,0.02859,0.01952,0.02163
2015,31,1892059,0.90083,0.05665,0.01594,0.02658,0.89613,0.10387,0.49841,0.50159,0.01411,0.05546,0.07051,0.06875,0.06776,0.07327,0.06497,0.06875,0.06222,0.05794,0.05767,0.06577,0.06662,0.0592,0.04745,0.03301,0.02485,0.01934,0.02236
2015,32,2868531,0.777,0.10462,0.01914,0.09924,0.71963,0.28037,0.50238,0.49762,0.01258,0.05035,0.06628,0.06477,0.06122,0.06408,0.07329,0.07132,0.06687,0.06642,0.06668,0.06742,0.064,0.0583,0.05316,0.03852,0.02554,0.01571,0.0135
2015,33,1337480,0.94778,0.01827,0.00366,0.03029,0.9659,0.0341,0.49497,0.50503,0.00932,0.03909,0.0534,0.05877,0.06599,0.06904,0.05993,0.05826,0.0554,0.06122,0.07172,0.08261,0.08168,0.06954,0.05809,0.03921,0.02584,0.01924,0.02165
2015,34,8870312,0.73833,0.15602,0.00718,0.09848,0.80586,0.19414,0.48791,0.51209,0.01163,0.04751,0.06129,0.06368,0.06404,0.06408,0.06302,0.06391,0.0637,0.0656,0.07131,0.07633,0.07233,0.05966,0.0493,0.03555,0.02545,0.01914,0.02247
2015,35,2090071,0.83551,0.02983,0.11375,0.02091,0.51672,0.48328,0.49507,0.50493,0.01238,0.05102,0.06795,0.06716,0.06675,0.07238,0.06788,0.06656,0.06002,0.05697,0.05762,0.06597,0.06753,0.06247,0.05466,0.03853,0.02732,0.01876,0.01806
2015,36,19657321,0.71344,0.18475,0.01152,0.09029,0.81358,0.18642,0.48512,0.51488,0.01223,0.0478,0.0575,0.05858,0.06277,0.07079,0.07555,0.06961,0.06314,0.06181,0.06704,0.07182,0.06941,0.05943,0.04972,0.03531,0.02581,0.01917,0.02251
2015,37,10037218,0.72206,0.22979,0.01675,0.03139,0.91029,0.08971,0.4869,0.5131,0.012,0.04807,0.06395,0.0648,0.06588,0.07064,0.06722,0.06375,0.06304,0.06615,0.0673,0.06973,0.06689,0.05982,0.05258,0.03756,0.02561,0.01768,0.01733
2015,38,755537,0.89525,0.0299,0.05867,0.01618,0.96506,0.03494,0.51372,0.48628,0.01501,0.05607,0.066,0.05909,0.06408,0.09229,0.07977,0.07152,0.06003,0.05273,0.05338,0.06325,0.06669,0.05839,0.0438,0.03081,0.02353,0.01932,0.02425
2015,39,11622315,0.83615,0.13635,0.00359,0.02391,0.96414,0.03586,0.48967,0.51033,0.01194,0.04812,0.06221,0.06416,0.06643,0.06807,0.06582,0.06216,0.05945,0.06061,0.06428,0.07106,0.073,0.06407,0.05306,0.03684,0.02714,0.01975,0.02182
2015,40,3910518,0.77817,0.08805,0.10736,0.02643,0.89853,0.10147,0.49548,0.50452,0.01358,0.05478,0.06942,0.06774,0.06672,0.07347,0.06965,0.06901,0.06243,0.05942,0.05816,0.0654,0.06544,0.05781,0.04863,0.03618,0.02612,0.01833,0.01773
2015,41,4018542,0.89692,0.02701,0.02193,0.05414,0.87419,0.12581,0.49527,0.50473,0.01136,0.04633,0.06058,0.05987,0.0609,0.06627,0.06868,0.0701,0.06698,0.06348,0.06246,0.06499,0.06804,0.06713,0.05767,0.03987,0.02653,0.01802,0.02073
2015,42,12789838,0.83522,0.12437,0.00425,0.03616,0.93195,0.06805,0.48936,0.51064,0.01106,0.04477,0.05767,0.0594,0.06486,0.06748,0.06712,0.06227,0.05775,0.05916,0.06559,0.07271,0.07429,0.06564,0.05442,0.03901,0.02866,0.02206,0.02607
2015,44,1056886,0.85996,0.08922,0.01151,0.03931,0.85419,0.14581,0.48564,0.51436,0.01031,0.04159,0.05381,0.05724,0.06967,0.07671,0.07056,0.06326,0.05795,0.05936,0.06758,0.07454,0.07357,0.06331,0.05183,0.03649,0.02551,0.01993,0.02679
2015,45,4896006,0.69242,0.28342,0.00588,0.01828,0.94584,0.05416,0.48566,0.51434,0.01184,0.04756,0.06338,0.06234,0.06451,0.07096,0.06792,0.06296,0.06033,0.06168,0.06362,0.06904,0.06796,0.06352,0.05819,0.04182,0.02759,0.01804,0.01673
