year,fips,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
2010,1001,54761,0.80183,0.18245,0.00462,0.0111,0.9761,0.0239,0.48697,0.51303,0.01178,0.05351,0.07239,0.07838,0.07721,0.05754,0.05822,0.06152,0.07564,0.07516,0.07891,0.07136,0.05696,0.05093,0.0418,0.03199,0.02299,0.01357,0.01015
2010,1003,183121,0.88547,0.09733,0.00809,0.0091,0.95599,0.04401,0.48942,0.51058,0.01145,0.04948,0.06346,0.06564,0.06344,0.05223,0.05615,0.05899,0.06283,0.06594,0.07334,0.074,0.069,0.06602,0.05582,0.04208,0.03067,0.02168,0.01778
2010,1005,27325,0.51118,0.4766,0.00615,0.00608,0.95081,0.04919,0.53069,0.46931,0.01116,0.05017,0.05976,0.05855,0.06262,0.06569,0.07283,0.06642,0.06584,0.0658,0.07685,0.06928,0.06683,0.06536,0.04769,0.0344,0.02514,0.01954,0.01607
2010,1007,22858,0.77076,0.22342,0.00319,0.00262,0.98202,0.01798,0.5364,0.4636,0.01067,0.04825,0.06125,0.06278,0.06567,0.06527,0.06973,0.07223,0.07586,0.07092,0.07927,0.06917,0.06155,0.05875,0.04274,0.03351,0.02397,0.0161,0.01229
2010,1009,57372,0.97379,0.01607,0.00641,0.00373,0.91869,0.08131,0.49468,0.50532,0.01262,0.05039,0.06707,0.07138,0.06958,0.05475,0.05968,0.06027,0.06705,0.07028,0.07239,0.06871,0.06514,0.06275,0.05065,0.03833,0.02674,0.01804,0.01419
2010,1011,10876,0.26738,0.71524,0.00837,0.00901,0.92874,0.07126,0.54055,0.45945,0.01361,0.05508,0.05268,0.06197,0.06547,0.06583,0.07512,0.06749,0.06482,0.05986,0.0765,0.07769,0.07117,0.05949,0.04275,0.03273,0.02473,0.01416,0.01885
2010,1013,20933,0.54866,0.43907,0.00301,0.00927,0.99054,0.00946,0.46998,0.53002,0.01256,0.05341,0.06397,0.0697,0.06659,0.05637,0.06072,0.05957,0.05575,0.05809,0.06755,0.07371,0.07314,0.06182,0.04863,0.03908,0.03148,0.02336,0.02451
2010,1015,118420,0.77381,0.21109,0.00531,0.00979,0.96707,0.03293,0.48219,0.51781,0.01138,0.04896,0.06319,0.06538,0.07105,0.07643,0.0642,0.06081,0.06069,0.06276,0.06963,0.07332,0.06822,0.06011,0.0452,0.03476,0.0285,0.02007,0.01534
2010,1017,34105,0.59777,0.39346,0.00226,0.00651,0.98423,0.01577,0.47811,0.52189,0.01111,0.04559,0.05946,0.06471,0.06676,0.05677,0.05533,0.05536,0.06254,0.06668,0.07081,0.077,0.07266,0.06712,0.05369,0.03809,0.03173,0.02179,0.02281
2010,1019,25968,0.94228,0.04975,0.0052,0.00277,0.98741,0.01259,0.49619,0.50381,0.00947,0.04367,0.0583,0.06265,0.06342,0.0496,0.04633,0.05145,0.06262,0.06681,0.07382,0.08068,0.07371,0.07771,0.06362,0.04864,0.03254,0.02033,0.01463
2010,1021,43645,0.88684,0.10258,0.00479,0.0058,0.92153,0.07847,0.49486,0.50514,0.0134,0.05494,0.07039,0.06903,0.06789,0.05925,0.06214,0.06809,0.06878,0.06656,0.06881,0.07286,0.06452,0.05707,0.04521,0.03407,0.02594,0.01682,0.01423
2010,1023,13848,0.56254,0.43515,0.0013,0.00101,0.99466,0.00534,0.48187,0.51813,0.00903,0.04441,0.06218,0.06802,0.06521,0.04932,0.04824,0.05199,0.06015,0.06246,0.0751,0.07821,0.07409,0.06846,0.06023,0.04564,0.03278,0.02397,0.02051
2010,1025,25767,0.5483,0.44417,0.00396,0.00357,0.98937,0.01063,0.4725,0.5275,0.01094,0.0456,0.06493,0.07486,0.07719,0.04999,0.05204,0.05845,0.06128,0.06563,0.07416,0.07564,0.06675,0.05981,0.05057,0.04106,0.03081,0.02177,0.01851
2010,1027,13897,0.83982,0.15399,0.0041,0.00209,0.97143,0.02857,0.48975,0.51025,0.01036,0.04641,0.05606,0.07088,0.06433,0.05483,0.0521,0.05476,0.06383,0.0662,0.07692,0.07512,0.06642,0.06534,0.05555,0.04425,0.03166,0.02447,0.02051
2010,1029,15004,0.95668,0.03746,0.00347,0.0024,0.97921,0.02079,0.49753,0.50247,0.01113,0.05205,0.06258,0.06685,0.06991,0.05212,0.05785,0.05085,0.06718,0.06985,0.07431,0.06971,0.06872,0.06832,0.05465,0.03872,0.03086,0.01833,0.016
2010,1031,50204,0.78864,0.17596,0.01643,0.01896,0.9361,0.0639,0.4941,0.5059,0.01388,0.05239,0.06382,0.06918,0.06671,0.06151,0.07304,0.06561,0.06545,0.06629,0.06948,0.06737,0.06209,0.0586,0.04446,0.03595,0.02826,0.01928,0.01663
2010,1033,54527,0.82277,0.16663,0.00539,0.00521,0.97964,0.02036,0.48079,0.51921,0.0111,0.04655,0.05705,0.06611,0.06523,0.05647,0.05628,0.0559,0.06037,0.0658,0.07431,0.0767,0.06907,0.06489,0.0537,0.04275,0.03279,0.02353,0.0214
2010,1035,13234,0.52146,0.4734,0.0037,0.00144,0.98761,0.01239,0.48413,0.51587,0.01186,0.04677,0.05962,0.06566,0.07307,0.04949,0.04889,0.05146,0.05516,0.05735,0.07314,0.07798,0.07564,0.07307,0.05954,0.04368,0.02992,0.02796,0.01972
2010,1037,11779,0.66924,0.32235,0.00552,0.00289,0.98073,0.01927,0.50556,0.49444,0.00798,0.03905,0.05255,0.05943,0.06588,0.04966,0.04966,0.05501,0.06427,0.06911,0.07598,0.08609,0.08193,0.07293,0.05714,0.04296,0.03014,0.0236,0.01664
2010,1039,37810,0.85948,0.12975,0.00637,0.00439,0.98691,0.01309,0.48445,0.51555,0.01127,0.04821,0.06218,0.06392,0.06467,0.05282,0.0557,0.0534,0.05959,0.05964,0.07202,0.07696,0.06998,0.06535,0.05403,0.04456,0.03666,0.02494,0.02409
2010,1041,13868,0.74091,0.23976,0.00425,0.01507,0.98551,0.01449,0.48219,0.51781,0.01118,0.04752,0.06757,0.0667,0.07038,0.053,0.0517,0.05624,0.0662,0.06209,0.07478,0.0773,0.06728,0.06793,0.04795,0.03851,0.03029,0.02084,0.02257
2010,1043,80456,0.97558,0.01309,0.00641,0.00492,0.95717,0.04283,0.49387,0.50613,0.01189,0.04969,0.0636,0.06569,0.06674,0.05983,0.05881,0.06019,0.06382,0.0643,0.07397,0.07269,0.06503,0.06413,0.05143,0.0408,0.0304,0.02084,0.01612
2010,1045,50396,0.77433,0.20258,0.00849,0.0146,0.94345,0.05655,0.49391,0.50609,0.01452,0.05879,0.06822,0.06699,0.06391,0.06899,0.07788,0.06687,0.06133,0.06076,0.06832,0.07028,0.06141,0.05671,0.04423,0.03391,0.02639,0.01687,0.01359
2010,1047,43855,0.29413,0.69976,0.00212,0.00399,0.99286,0.00714,0.46232,0.53768,0.0137,0.05869,0.06982,0.07502,0.07591,0.06289,0.05967,0.05477,0.0565,0.05703,0.07121,0.07659,0.06731,0.05983,0.04467,0.03605,0.02476,0.01931,0.01624
2010,1049,71133,0.94236,0.02033,0.02452,0.01279,0.86397,0.13603,0.49374,0.50626,0.01357,0.05703,0.07272,0.07108,0.06957,0.05584,0.06121,0.06493,0.0671,0.0686,0.06846,0.06827,0.06188,0.06031,0.04572,0.03493,0.02637,0.01766,0.01473
2010,1051,79558,0.78061,0.20624,0.00426,0.00889,0.97305,0.02695,0.48845,0.51155,0.01183,0.04891,0.0654,0.06662,0.06936,0.06604,0.06388,0.06865,0.07336,0.0726,0.07987,0.07442,0.06246,0.05704,0.04227,0.03049,0.02058,0.0143,0.01193
2010,1053,38352,0.63585,0.32475,0.03609,0.00331,0.98099,0.01901,0.51593,0.48407,0.01241,0.04985,0.062,0.06234,0.06555,0.05888,0.06328,0.06769,0.07027,0.06576,0.07095,0.07455,0.06592,0.05799,0.04912,0.03984,0.02871,0.01888,0.01601
