year,state_fip,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
2004,1,4530729,0.71861,0.26468,0.00639,0.01032,0.975,0.025,0.484,0.516,0.01301,0.05232,0.06567,0.072,0.07175,0.07212,0.06265,0.06619,0.06744,0.07554,0.07521,0.06789,0.05968,0.04745,0.039,0.03245,0.02656,0.0186,0.01446
2004,2,659286,0.72573,0.04348,0.17097,0.05982,0.95013,0.04987,0.51795,0.48205,0.01511,0.05809,0.07285,0.08558,0.08284,0.0772,0.06487,0.06746,0.0713,0.08434,0.0873,0.07662,0.05616,0.03635,0.02261,0.01675,0.01204,0.0075,0.00503
2004,4,5652404,0.87853,0.04015,0.05418,0.02714,0.72737,0.27263,0.49834,0.50166,0.01577,0.06031,0.06957,0.07398,0.07121,0.07284,0.07056,0.06893,0.06766,0.0724,0.06762,0.06088,0.05426,0.04476,0.03754,0.03233,0.02671,0.01885,0.01383
2004,5,2749686,0.82022,0.15955,0.00838,0.01185,0.9545,0.0455,0.48974,0.51026,0.01373,0.05413,0.06683,0.07095,0.07118,0.07192,0.06494,0.06403,0.06551,0.0735,0.07132,0.06545,0.05933,0.04892,0.04018,0.03355,0.02771,0.01992,0.01688
2004,6,35574576,0.77762,0.07317,0.01567,0.13353,0.65325,0.34675,0.49764,0.50236,0.01463,0.05682,0.06988,0.07868,0.07356,0.07412,0.07175,0.07446,0.07536,0.07852,0.07266,0.06309,0.05212,0.03799,0.02971,0.02511,0.02169,0.01659,0.01324
2004,8,4575013,0.9095,0.04553,0.01506,0.02991,0.81099,0.18901,0.50284,0.49716,0.01446,0.0568,0.06599,0.07092,0.0714,0.07405,0.07128,0.07596,0.07323,0.08155,0.07941,0.07085,0.05641,0.03932,0.02908,0.02363,0.01946,0.01442,0.01179
2004,9,3496094,0.85417,0.10751,0.00445,0.03387,0.89047,0.10953,0.48569,0.51431,0.01196,0.04938,0.06639,0.07282,0.06925,0.05849,0.05501,0.06454,0.07529,0.08459,0.08116,0.06945,0.06052,0.0454,0.03385,0.03034,0.0282,0.02266,0.0207
2004,10,830803,0.75449,0.21137,0.0055,0.02864,0.93828,0.06172,0.48565,0.51435,0.01328,0.05159,0.06296,0.07106,0.07183,0.06924,0.06416,0.0646,0.07218,0.07899,0.0761,0.06571,0.05906,0.04755,0.03821,0.03314,0.02667,0.01895,0.01472
2004,11,567754,0.37032,0.59057,0.00518,0.03393,0.91503,0.08497,0.4711,0.5289,0.01281,0.04327,0.04887,0.0586,0.06659,0.0906,0.09328,0.08859,0.07467,0.07195,0.06755,0.06554,0.05624,0.04369,0.032,0.02712,0.02426,0.01884,0.01553
2004,12,17415318,0.81146,0.16,0.00471,0.02383,0.80872,0.19128,0.48882,0.51118,0.01205,0.04768,0.05817,0.06603,0.0652,0.06462,0.05883,0.06418,0.06904,0.07747,0.07295,0.06494,0.05949,0.05097,0.04489,0.04084,0.03618,0.02619,0.02028
2004,13,8769252,0.66612,0.30052,0.00417,0.02919,0.93129,0.06871,0.491,0.509,0.01531,0.05945,0.06963,0.07524,0.07264,0.07414,0.07059,0.07708,0.07717,0.08021,0.07374,0.06411,0.05456,0.04003,0.02993,0.02362,0.01871,0.01329,0.01054
2004,15,1273569,0.24442,0.02584,0.00422,0.72552,0.92353,0.07647,0.49994,0.50006,0.01424,0.0501,0.06093,0.06916,0.0655,0.07497,0.06639,0.06644,0.0684,0.07484,0.07528,0.07252,0.06216,0.04521,0.03501,0.03157,0.02918,0.02114,0.01695
2004,16,1391802,0.96162,0.00778,0.01686,0.01375,0.90853,0.09147,0.50195,0.49805,0.01601,0.06104,0.07383,0.07832,0.07965,0.07703,0.06503,0.0644,0.06381,0.07183,0.07144,0.06606,0.0548,0.04248,0.03323,0.02676,0.02258,0.01719,0.01452
2004,17,12589773,0.79809,0.15445,0.00471,0.04275,0.86121,0.13879,0.49052,0.50948,0.01393,0.0553,0.0685,0.07407,0.0719,0.07095,0.06797,0.07116,0.0716,0.07792,0.07504,0.06575,0.05425,0.04161,0.03275,0.02774,0.02466,0.01871,0.01618
2004,18,6233007,0.88986,0.09237,0.00367,0.01411,0.95456,0.04544,0.49159,0.50841,0.01388,0.05492,0.06899,0.0735,0.07324,0.07302,0.06316,0.06691,0.06875,0.07727,0.07566,0.0674,0.05644,0.04345,0.03426,0.02903,0.0257,0.01883,0.0156
2004,19,2953635,0.95206,0.02773,0.00417,0.01604,0.96283,0.03717,0.49253,0.50747,0.01289,0.05124,0.06512,0.07112,0.07462,0.07501,0.05712,0.06118,0.06365,0.07523,0.0754,0.06915,0.05656,0.04426,0.03711,0.03276,0.03051,0.02396,0.02307
2004,20,2734373,0.90002,0.06411,0.01251,0.02336,0.91584,0.08416,0.49444,0.50556,0.0142,0.05629,0.06918,0.07323,0.07649,0.07693,0.06019,0.06442,0.06423,0.07615,0.07576,0.06716,0.05454,0.04111,0.03324,0.02958,0.0268,0.02106,0.01943
2004,21,4146101,0.9076,0.07924,0.00257,0.01058,0.97897,0.02103,0.49059,0.50941,0.01327,0.05212,0.06516,0.06942,0.06858,0.07289,0.06437,0.06882,0.0707,0.07772,0.07657,0.06901,0.05975,0.04649,0.03712,0.03057,0.02514,0.018,0.01429
2004,22,4552238,0.64603,0.33167,0.00692,0.01538,0.9693,0.0307,0.48624,0.51376,0.01419,0.05661,0.06838,0.07507,0.07705,0.07976,0.06564,0.06438,0.06712,0.07553,0.07495,0.0668,0.05563,0.04264,0.03405,0.02844,0.02405,0.01678,0.01294
2004,23,1313688,0.9729,0.01047,0.00693,0.0097,0.98975,0.01025,0.48857,0.51143,0.01079,0.0431,0.05847,0.0686,0.07163,0.05939,0.05229,0.06049,0.07037,0.083,0.08368,0.07758,0.06615,0.04998,0.03971,0.03425,0.0299,0.02165,0.01897
