year,state_fip,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
2009,1,4757938,0.71233,0.26718,0.00732,0.01317,0.9629,0.0371,0.48546,0.51454,0.01299,0.0512,0.06471,0.06706,0.07285,0.0698,0.06562,0.06166,0.06574,0.06596,0.07319,0.0724,0.06453,0.05588,0.04323,0.03344,0.02557,0.01855,0.01562
2009,2,698895,0.71522,0.04374,0.17074,0.07029,0.9453,0.0547,0.51781,0.48219,0.01585,0.06016,0.07164,0.07275,0.07629,0.07475,0.0754,0.06531,0.0652,0.06742,0.07998,0.08073,0.06983,0.04903,0.03012,0.01818,0.01267,0.00823,0.00645
2009,4,6343154,0.86141,0.04856,0.05567,0.03436,0.7057,0.2943,0.49711,0.50289,0.01363,0.05942,0.07047,0.07031,0.07276,0.06919,0.07049,0.06498,0.06626,0.06393,0.0675,0.0643,0.05824,0.05288,0.04309,0.03308,0.02539,0.01834,0.01574
2009,5,2896843,0.81523,0.15956,0.0097,0.01552,0.9382,0.0618,0.49082,0.50918,0.01345,0.0549,0.06735,0.06764,0.07024,0.06812,0.06715,0.06201,0.06389,0.06354,0.07117,0.0688,0.06268,0.05595,0.04521,0.03447,0.02652,0.01944,0.01748
2009,6,36961229,0.76154,0.07283,0.01919,0.14644,0.62772,0.37228,0.49723,0.50277,0.0135,0.05535,0.0667,0.07052,0.07668,0.07375,0.07426,0.06858,0.07075,0.07033,0.07311,0.06813,0.05833,0.04733,0.03414,0.02582,0.02066,0.01623,0.01582
2009,8,4972195,0.90072,0.04813,0.01783,0.03332,0.79577,0.20423,0.50108,0.49892,0.01332,0.05581,0.06895,0.06617,0.06863,0.06953,0.07389,0.06996,0.07189,0.06897,0.07569,0.07363,0.0647,0.05139,0.03515,0.02497,0.01917,0.01452,0.01367
2009,9,3561807,0.83829,0.11508,0.00541,0.04122,0.86931,0.13069,0.48656,0.51344,0.01078,0.04627,0.06258,0.06785,0.07122,0.06304,0.05907,0.05753,0.06468,0.07472,0.08227,0.07853,0.0658,0.05514,0.04063,0.02934,0.02526,0.02189,0.02339
2009,10,891730,0.73184,0.22627,0.00703,0.03485,0.92059,0.07941,0.48438,0.51562,0.01247,0.05074,0.06278,0.06378,0.073,0.06919,0.06467,0.05946,0.06357,0.0687,0.07594,0.07285,0.0634,0.05732,0.04565,0.0337,0.02649,0.01926,0.01704
2009,11,592228,0.41738,0.53692,0.00681,0.03888,0.90946,0.09054,0.47347,0.52653,0.01269,0.04254,0.04408,0.04344,0.06875,0.10434,0.11008,0.08955,0.07404,0.06251,0.06578,0.06178,0.05783,0.04813,0.03569,0.02538,0.01993,0.01652,0.01695
2009,12,18652644,0.7985,0.16799,0.00523,0.02828,0.77889,0.22111,0.48885,0.51115,0.01133,0.04651,0.05731,0.06048,0.06636,0.06512,0.06319,0.05844,0.0642,0.06769,0.0751,0.07047,0.06321,0.05873,0.05013,0.04046,0.03295,0.02569,0.02263
2009,13,9620846,0.64487,0.31421,0.00537,0.03555,0.91369,0.08631,0.48884,0.51116,0.01394,0.05806,0.07155,0.07108,0.07403,0.07029,0.07101,0.06808,0.07396,0.07279,0.07463,0.0682,0.05846,0.04927,0.03577,0.02536,0.01863,0.0133,0.01158
2009,15,1346717,0.24698,0.02472,0.00444,0.72386,0.9146,0.0854,0.50021,0.49979,0.01391,0.05134,0.06031,0.06071,0.06441,0.06991,0.07239,0.06367,0.06531,0.06601,0.07134,0.07229,0.06871,0.05833,0.04194,0.03013,0.02596,0.02216,0.02117
2009,16,1554439,0.95543,0.00968,0.01861,0.01627,0.89011,0.10989,0.50117,0.49883,0.01531,0.06307,0.07693,0.07427,0.0746,0.06975,0.0689,0.06474,0.06266,0.06082,0.06747,0.06692,0.06115,0.05137,0.03945,0.02883,0.02163,0.01634,0.01581
2009,17,12796778,0.79112,0.15323,0.00644,0.04922,0.84445,0.15555,0.49044,0.50956,0.01287,0.0528,0.067,0.06907,0.07253,0.06858,0.07148,0.06687,0.0681,0.0684,0.07436,0.07186,0.06192,0.04974,0.03712,0.02817,0.02269,0.01838,0.01804
2009,18,6459325,0.87962,0.09834,0.00435,0.01768,0.9415,0.0585,0.49198,0.50802,0.01325,0.05406,0.06886,0.06981,0.07414,0.06954,0.0654,0.06235,0.06553,0.06628,0.07409,0.07243,0.06356,0.0521,0.03915,0.02951,0.02356,0.01888,0.01751
2009,19,3032870,0.94183,0.03431,0.00496,0.0189,0.95185,0.04815,0.49462,0.50538,0.01313,0.05323,0.06571,0.06613,0.07229,0.07035,0.06478,0.05954,0.05896,0.06247,0.07277,0.07304,0.06606,0.0531,0.04034,0.03292,0.02749,0.02342,0.02425
2009,20,2832704,0.89141,0.0678,0.01399,0.0268,0.89778,0.10222,0.49584,0.50416,0.01453,0.05705,0.07083,0.06976,0.07245,0.07219,0.06855,0.0624,0.06149,0.06184,0.07255,0.07173,0.06299,0.05027,0.03704,0.02893,0.02459,0.02008,0.02072
2009,21,4317074,0.90096,0.08321,0.00289,0.01294,0.97065,0.02935,0.49199,0.50801,0.01299,0.05231,0.06515,0.0657,0.06892,0.0668,0.06686,0.06385,0.06694,0.06819,0.07528,0.07337,0.06555,0.05591,0.04216,0.0319,0.02435,0.01801,0.01574
2009,22,4491648,0.64798,0.32705,0.00783,0.01714,0.95916,0.04084,0.48901,0.51099,0.01415,0.05557,0.06756,0.06785,0.07344,0.07484,0.07355,0.06304,0.06188,0.06461,0.07312,0.07251,0.06367,0.05195,0.03873,0.0293,0.0228,0.01713,0.01431
2009,23,1329590,0.96635,0.01463,0.00783,0.0112,0.98713,0.01287,0.48955,0.51045,0.01009,0.0427,0.05598,0.06013,0.06806,0.06015,0.05448,0.05396,0.06244,0.07021,0.08212,0.08287,0.07611,0.06451,0.04722,0.03554,0.02908,0.02299,0.02137
2009,24,5730388,0.6261,0.30794,0.00608,0.05988,0.92099,0.07901,0.48346,0.51654,0.01279,0.05094,0.06337,0.06639,0.07157,0.06753,0.06809,0.0628,0.06717,0.07384,0.08075,0.07557,0.06451,0.05341,0.03832,0.02742,0.02167,0.01725,0.01662
2009,25,6517613,0.8564,0.0814,0.0052,0.05701,0.9065,0.0935,0.48357,0.51643,0.01117,0.04523,0.0592,0.06252,0.07169,0.07208,0.06697,0.06138,0.06597,0.07287,0.07935,0.07511,0.06501,0.05464,0.0392,0.02921,0.02508,0.02136,0.02197
2009,26,9901591,0.81536,0.14958,0.00848,0.02658,0.95663,0.04337,0.49055,0.50945,0.01167,0.04911,0.06505,0.06908,0.076,0.06696,0.06014,0.05784,0.06396,0.06815,0.07653,0.07697,0.06776,0.05509,0.04123,0.03058,0.0247,0.02033,0.01886
2009,27,5281203,0.88483,0.0577,0.01453,0.04294,0.95401,0.04599,0.49633,0.50367,0.01324,0.054,0.06683,0.06679,0.07062,0.06789,0.07018,0.06378,0.06335,0.06772,0.07817,0.07491,0.06465,0.05052,0.03732,0.0282,0.02306,0.01891,0.01985
2009,28,2958774,0.60946,0.37472,0.00581,0.01,0.97306,0.02694,0.4856,0.5144,0.01411,0.05771,0.06936,0.07044,0.07675,0.07101,0.06803,0.06228,0.06401,0.06394,0.07105,0.07013,0.06187,0.05225,0.04011,0.03139,0.02342,0.01738,0.01476
2009,29,5961088,0.85243,0.12216,0.00642,0.019,0.96546,0.03454,0.48969,0.51031,0.01297,0.05241,0.06513,0.06661,0.07196,0.06896,0.06777,0.06105,0.06287,0.06459,0.07568,0.07338,0.06409,0.05382,0.04212,0.03206,0.02588,0.01994,0.01872
