year,fips,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
1992,1001,35985,0.80053,0.19319,0.00242,0.00386,0.99319,0.00681,0.48637,0.51363,0.01565,0.06166,0.07864,0.08459,0.0785,0.0655,0.07242,0.08298,0.08284,0.07614,0.06372,0.05419,0.04605,0.03877,0.03232,0.02537,0.01887,0.01267,0.00911
1992,1003,106595,0.86838,0.12273,0.00641,0.00249,0.98928,0.01072,0.48675,0.51325,0.01369,0.0543,0.06783,0.07404,0.06875,0.05837,0.06542,0.07556,0.07765,0.0722,0.06346,0.05264,0.0499,0.05221,0.05099,0.04156,0.03009,0.01871,0.01267
1992,1005,26941,0.54701,0.44954,0.00186,0.0016,0.9954,0.0046,0.48951,0.51049,0.01507,0.05813,0.07709,0.07995,0.07739,0.06811,0.07279,0.07383,0.0791,0.07316,0.05497,0.04473,0.04254,0.04313,0.04139,0.03593,0.02969,0.01908,0.01392
1992,1007,17403,0.78751,0.21152,0.00057,0.0004,0.99782,0.00218,0.49394,0.50606,0.01597,0.05608,0.07476,0.08079,0.0797,0.0774,0.0724,0.07798,0.07527,0.07028,0.06424,0.04643,0.0431,0.04189,0.03632,0.02954,0.02752,0.01597,0.01437
1992,1009,40822,0.98226,0.01345,0.00345,0.00083,0.9902,0.0098,0.48925,0.51075,0.01418,0.05345,0.06621,0.07295,0.07065,0.07084,0.07082,0.07812,0.07778,0.07315,0.06732,0.05642,0.04904,0.04618,0.04071,0.03554,0.02722,0.01798,0.01144
1992,1011,11125,0.27245,0.72656,0.00054,0.00045,0.99506,0.00494,0.49573,0.50427,0.01762,0.06589,0.07865,0.08243,0.07587,0.0693,0.07398,0.0773,0.07937,0.06319,0.05133,0.04054,0.03847,0.03694,0.03829,0.0373,0.03389,0.02229,0.01735
1992,1013,21794,0.59585,0.40295,0.0006,0.0006,0.99761,0.00239,0.46715,0.53285,0.01523,0.05965,0.08154,0.08392,0.07988,0.05781,0.06011,0.07043,0.07085,0.06378,0.05437,0.04478,0.04331,0.04648,0.0435,0.04341,0.03551,0.02533,0.0201
1992,1015,115804,0.80451,0.18547,0.00273,0.0073,0.98927,0.01073,0.48281,0.51719,0.01307,0.05193,0.06522,0.07222,0.07863,0.08735,0.07236,0.07951,0.07852,0.07166,0.06081,0.04968,0.04616,0.0451,0.04149,0.03426,0.02524,0.01568,0.0111
1992,1017,37045,0.63566,0.3634,0.00065,0.0003,0.99722,0.00278,0.47191,0.52809,0.01436,0.05385,0.06808,0.07364,0.07531,0.07121,0.06641,0.07151,0.07175,0.06719,0.05788,0.04778,0.04759,0.04562,0.04673,0.04351,0.03658,0.02446,0.01655
1992,1019,20181,0.93345,0.06377,0.00183,0.00094,0.99757,0.00243,0.49145,0.50855,0.01164,0.04712,0.0606,0.07096,0.06942,0.06828,0.06541,0.07522,0.07329,0.07378,0.06531,0.05867,0.0556,0.05376,0.04985,0.04152,0.02973,0.01828,0.01155
