year,fips,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
2000,1001,44021,0.81686,0.17289,0.00461,0.00563,0.9861,0.0139,0.48579,0.51421,0.01331,0.0555,0.08221,0.08578,0.0749,0.05375,0.06136,0.06913,0.09091,0.08401,0.06951,0.06018,0.05284,0.04371,0.03544,0.02635,0.01915,0.01193,0.01006
2000,1003,141342,0.88445,0.1045,0.00639,0.00466,0.98235,0.01765,0.49031,0.50969,0.01215,0.04899,0.06709,0.07241,0.06747,0.05078,0.05694,0.06343,0.07608,0.07948,0.07321,0.06733,0.05918,0.05064,0.04713,0.04083,0.03166,0.01979,0.01541
2000,1005,29015,0.52414,0.46741,0.00469,0.00376,0.98353,0.01647,0.51539,0.48461,0.01227,0.04911,0.07014,0.07448,0.074,0.06662,0.07034,0.06921,0.08065,0.0752,0.06765,0.06848,0.04918,0.03932,0.03629,0.03353,0.02778,0.01799,0.01775
2000,1007,19913,0.79365,0.20273,0.00266,0.00095,0.98965,0.01035,0.4934,0.5066,0.01662,0.05604,0.07613,0.07347,0.06925,0.06398,0.07031,0.07503,0.07287,0.07332,0.06785,0.06458,0.05444,0.04545,0.0345,0.03154,0.02526,0.01281,0.01657
2000,1009,51107,0.97983,0.01266,0.00538,0.00213,0.94654,0.05346,0.49932,0.50068,0.01368,0.05547,0.07097,0.07191,0.06647,0.05978,0.06764,0.07191,0.07717,0.07386,0.07028,0.06574,0.05747,0.04886,0.03994,0.03379,0.02371,0.01722,0.01413
2000,1011,11581,0.25784,0.73621,0.00397,0.00199,0.9722,0.0278,0.52344,0.47656,0.01192,0.05095,0.07374,0.07443,0.0759,0.0759,0.07331,0.06347,0.07625,0.07858,0.06925,0.06036,0.04542,0.03791,0.03221,0.02677,0.02729,0.02262,0.02375
2000,1013,21325,0.58499,0.41107,0.00216,0.00178,0.99329,0.00671,0.46856,0.53144,0.01299,0.05018,0.07118,0.07958,0.0845,0.05576,0.05332,0.05487,0.06846,0.07339,0.07268,0.06312,0.05158,0.04422,0.0423,0.03962,0.03086,0.02659,0.02481
2000,1015,111081,0.79968,0.18881,0.00427,0.00725,0.9842,0.0158,0.47825,0.52175,0.01181,0.04923,0.0653,0.06644,0.07321,0.07333,0.06239,0.06477,0.07185,0.07722,0.07432,0.06863,0.05298,0.04567,0.04279,0.03761,0.02894,0.01867,0.01485
2000,1017,36571,0.61221,0.38418,0.0015,0.00211,0.99234,0.00766,0.47264,0.52736,0.01247,0.05359,0.07063,0.06781,0.0679,0.06027,0.06456,0.06434,0.06822,0.07142,0.0697,0.06735,0.05452,0.0455,0.04331,0.03787,0.033,0.02494,0.02259
2000,1019,24006,0.93827,0.05699,0.00287,0.00187,0.99159,0.00841,0.49196,0.50804,0.01233,0.04715,0.06303,0.06269,0.05907,0.05399,0.06394,0.06644,0.06998,0.0749,0.06961,0.07386,0.06515,0.05894,0.05265,0.04136,0.02862,0.01987,0.01641
2000,1021,39897,0.88824,0.1065,0.00288,0.00238,0.97077,0.02923,0.49447,0.50553,0.01286,0.05614,0.07118,0.07344,0.0683,0.06577,0.06908,0.06875,0.07477,0.0762,0.06895,0.06477,0.05462,0.04614,0.04005,0.03191,0.02549,0.01699,0.01459
2000,1023,15875,0.55169,0.44624,0.00164,0.00044,0.99326,0.00674,0.4715,0.5285,0.01247,0.0565,0.06646,0.07572,0.07301,0.0548,0.06028,0.05902,0.06973,0.07238,0.0698,0.06992,0.06135,0.05209,0.04214,0.03704,0.02992,0.01694,0.02041
2000,1025,27819,0.56149,0.43438,0.0023,0.00183,0.99353,0.00647,0.47281,0.52719,0.01427,0.05999,0.07826,0.07883,0.07786,0.05593,0.06158,0.06406,0.07315,0.07524,0.06532,0.06035,0.05331,0.04677,0.03979,0.03289,0.02437,0.02031,0.01772
2000,1027,14263,0.83797,0.15761,0.00308,0.00133,0.98219,0.01781,0.48756,0.51244,0.01192,0.04936,0.06422,0.06871,0.0692,0.0563,0.06233,0.06352,0.07334,0.07299,0.0659,0.06703,0.05644,0.05357,0.04466,0.04024,0.03113,0.02433,0.02482
2000,1029,14172,0.95795,0.03733,0.0031,0.00162,0.98582,0.01418,0.49887,0.50113,0.01369,0.04749,0.07007,0.06979,0.06866,0.05539,0.06456,0.07113,0.07804,0.07021,0.07289,0.07007,0.06068,0.05052,0.04445,0.03373,0.02434,0.02004,0.01425
2000,1031,43580,0.78963,0.18834,0.01023,0.01179,0.97279,0.02721,0.4883,0.5117,0.01331,0.04881,0.06696,0.0732,0.07157,0.06271,0.06579,0.06322,0.07377,0.0765,0.07118,0.06914,0.05441,0.04761,0.04185,0.03499,0.02992,0.01732,0.01774
2000,1033,54997,0.82419,0.16908,0.0038,0.00293,0.98878,0.01122,0.47843,0.52157,0.01262,0.04808,0.06731,0.06809,0.06637,0.0562,0.06093,0.06508,0.07326,0.07693,0.07102,0.06919,0.059,0.05091,0.04377,0.03938,0.03251,0.02182,0.01753
2000,1035,14035,0.55618,0.43976,0.00242,0.00164,0.99273,0.00727,0.47303,0.52697,0.0114,0.05023,0.07545,0.0746,0.07275,0.057,0.05693,0.05957,0.06897,0.07139,0.07089,0.07032,0.05593,0.04667,0.04261,0.04247,0.03164,0.02038,0.02081
2000,1037,11844,0.65957,0.33654,0.00329,0.00059,0.98708,0.01292,0.49941,0.50059,0.01216,0.05108,0.06704,0.07126,0.06864,0.05522,0.06079,0.06822,0.07582,0.07582,0.0727,0.06695,0.05657,0.04998,0.04475,0.03994,0.02964,0.01706,0.01638
2000,1039,37514,0.86858,0.12443,0.00504,0.00195,0.99222,0.00778,0.47833,0.52167,0.01168,0.047,0.06486,0.06893,0.06845,0.05478,0.05515,0.06011,0.06957,0.07523,0.06843,0.06691,0.05579,0.05321,0.05043,0.04222,0.03671,0.0269,0.02364
2000,1041,13692,0.74401,0.25066,0.00409,0.00124,0.99365,0.00635,0.47334,0.52666,0.01088,0.04762,0.07063,0.07187,0.06989,0.05521,0.06157,0.0566,0.07187,0.07245,0.06931,0.07011,0.05427,0.04718,0.04455,0.0401,0.03791,0.02505,0.02293
2000,1043,77473,0.98238,0.01021,0.00497,0.00244,0.97826,0.02174,0.49336,0.50664,0.0134,0.05035,0.06641,0.06916,0.07046,0.06138,0.06511,0.06689,0.07486,0.07507,0.06917,0.06703,0.05525,0.04908,0.04201,0.03786,0.03033,0.0195,0.01668
2000,1045,49124,0.76826,0.20982,0.00668,0.01525,0.96647,0.03353,0.49593,0.50407,0.01531,0.05946,0.07448,0.07172,0.07379,0.06624,0.07695,0.07127,0.0766,0.07622,0.06551,0.06135,0.04914,0.04307,0.03725,0.03051,0.02349,0.01429,0.01333
2000,1047,46198,0.35809,0.63676,0.00136,0.00379,0.99372,0.00628,0.4547,0.5453,0.01366,0.05963,0.07635,0.08299,0.08563,0.06152,0.05866,0.05667,0.06989,0.07602,0.06793,0.061,0.04712,0.04396,0.03812,0.03541,0.02812,0.0197,0.01762
2000,1049,64650,0.96937,0.01762,0.01026,0.00275,0.94399,0.05601,0.48916,0.51084,0.01428,0.05361,0.07081,0.06631,0.06866,0.06512,0.06984,0.07066,0.07363,0.07565,0.06716,0.06729,0.05333,0.04575,0.04048,0.03445,0.02718,0.01892,0.01688
2000,1051,66160,0.78189,0.2089,0.00463,0.00458,0.98782,0.01218,0.50597,0.49403,0.01345,0.05281,0.07242,0.07443,0.06926,0.06277,0.07388,0.07565,0.08735,0.08257,0.07337,0.06667,0.04793,0.04067,0.03239,0.02612,0.02131,0.01422,0.01273
2000,1053,38325,0.6549,0.31008,0.03209,0.00292,0.99011,0.00989,0.50557,0.49443,0.01299,0.04934,0.06899,0.06841,0.07175,0.06701,0.06904,0.06497,0.0735,0.07945,0.07121,0.06481,0.05451,0.04801,0.03903,0.03348,0.02735,0.01873,0.0174
