year,state_fip,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
2011,1,4799642,0.71006,0.2685,0.00744,0.014,0.96055,0.03945,0.48514,0.51486,0.01233,0.05077,0.06348,0.067,0.06873,0.07223,0.06462,0.0634,0.06176,0.06553,0.07025,0.07273,0.06678,0.06037,0.04474,0.03429,0.02601,0.01876,0.01622
2011,2,722349,0.71128,0.04527,0.16921,0.07424,0.94175,0.05825,0.52043,0.47957,0.01622,0.06045,0.07112,0.07042,0.07032,0.07804,0.08009,0.06958,0.06193,0.06557,0.07262,0.07789,0.07111,0.05403,0.03254,0.01983,0.01272,0.00864,0.00687
2011,4,6473416,0.85662,0.05049,0.05642,0.03646,0.70093,0.29907,0.49713,0.50287,0.0133,0.05555,0.06957,0.06971,0.07013,0.07174,0.06814,0.06597,0.06278,0.06429,0.06469,0.06538,0.05957,0.0571,0.0454,0.03504,0.02584,0.01894,0.01686
2011,5,2941038,0.81262,0.16014,0.01008,0.01716,0.93424,0.06576,0.49112,0.50888,0.01299,0.05374,0.06715,0.06781,0.06802,0.07077,0.06521,0.06423,0.06108,0.06298,0.06792,0.06927,0.06398,0.05945,0.0459,0.03547,0.02685,0.01924,0.01792
2011,6,37636311,0.75668,0.07283,0.01984,0.15065,0.62093,0.37907,0.49672,0.50328,0.01353,0.05379,0.06677,0.06809,0.07295,0.07598,0.0737,0.07004,0.06693,0.06998,0.07029,0.06914,0.06063,0.05152,0.03638,0.0268,0.02064,0.01618,0.01667
2011,8,5121900,0.89708,0.04937,0.01857,0.03498,0.79117,0.20883,0.50114,0.49886,0.01289,0.0539,0.06867,0.06633,0.06644,0.0695,0.07435,0.07191,0.06767,0.06967,0.07016,0.07326,0.06624,0.0567,0.03784,0.02628,0.01929,0.01464,0.01426
2011,9,3588632,0.83251,0.11784,0.00576,0.04389,0.86156,0.13844,0.48702,0.51298,0.01049,0.04463,0.06116,0.06627,0.07161,0.06398,0.06067,0.05866,0.05884,0.07122,0.07941,0.08025,0.06969,0.059,0.04349,0.03045,0.02455,0.02137,0.02426
2011,10,907590,0.72588,0.2302,0.00728,0.03663,0.91629,0.08371,0.48408,0.51592,0.01236,0.0492,0.06208,0.06297,0.06897,0.07157,0.06438,0.06152,0.05826,0.06635,0.07319,0.07377,0.06616,0.06182,0.04782,0.03546,0.02657,0.0196,0.01794
2011,11,620290,0.43241,0.51893,0.00672,0.04194,0.90379,0.09621,0.47348,0.52652,0.01498,0.04341,0.04302,0.03998,0.06315,0.09815,0.12049,0.0986,0.07083,0.06349,0.06238,0.0607,0.05692,0.05076,0.03565,0.0257,0.01922,0.01538,0.01717
2011,12,19055607,0.7942,0.17098,0.00534,0.02948,0.77072,0.22928,0.48904,0.51096,0.01118,0.04511,0.05684,0.0596,0.06264,0.06729,0.06328,0.06004,0.05999,0.0661,0.07227,0.07198,0.06501,0.06235,0.05197,0.04184,0.03285,0.02576,0.02389
2011,13,9803630,0.63808,0.31867,0.00555,0.0377,0.91116,0.08884,0.4883,0.5117,0.01345,0.05583,0.07086,0.07135,0.07161,0.07157,0.06873,0.06876,0.06853,0.07256,0.07321,0.06974,0.06055,0.05352,0.03799,0.02689,0.01929,0.01346,0.0121
2011,15,1379562,0.24828,0.02629,0.00443,0.721,0.91079,0.08921,0.50091,0.49909,0.01387,0.05148,0.06078,0.05923,0.06047,0.07201,0.0723,0.0666,0.06175,0.06509,0.06785,0.07032,0.06843,0.06257,0.0457,0.03149,0.02486,0.02165,0.02352
2011,16,1584272,0.95344,0.01016,0.01934,0.01706,0.88556,0.11444,0.50074,0.49926,0.01446,0.06096,0.07664,0.07496,0.07215,0.06965,0.06696,0.0661,0.06052,0.06104,0.06307,0.06701,0.06282,0.05633,0.04158,0.03083,0.0223,0.01629,0.01634
2011,17,12867783,0.78827,0.15307,0.00674,0.05192,0.83976,0.16024,0.49052,0.50948,0.0126,0.05155,0.06613,0.06779,0.07057,0.06897,0.07045,0.06851,0.06451,0.06787,0.07089,0.07296,0.06459,0.05502,0.03881,0.02911,0.02254,0.01829,0.01885
