year,state_fip,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
1993,1,4214202,0.73287,0.25663,0.00427,0.00623,0.99299,0.00701,0.48028,0.51972,0.01417,0.05685,0.06861,0.07392,0.07411,0.07808,0.07207,0.07881,0.07984,0.07207,0.06172,0.05148,0.04539,0.04284,0.04037,0.03412,0.02535,0.01716,0.01304
1993,2,599432,0.75904,0.04434,0.15696,0.03966,0.9681,0.0319,0.52574,0.47426,0.01772,0.07585,0.09125,0.0844,0.07015,0.06419,0.07805,0.10592,0.10704,0.09192,0.06633,0.04696,0.03231,0.02383,0.01778,0.01245,0.00732,0.00395,0.00259
1993,4,4065440,0.8906,0.03278,0.05836,0.01826,0.79267,0.20733,0.49517,0.50483,0.01664,0.06496,0.07429,0.0732,0.06683,0.07309,0.07876,0.08687,0.0792,0.06906,0.05692,0.04622,0.03919,0.03917,0.0423,0.03755,0.02741,0.01663,0.01171
1993,5,2456303,0.82828,0.16032,0.00548,0.00592,0.98909,0.01091,0.48345,0.51655,0.01367,0.05674,0.07055,0.07618,0.07452,0.07148,0.06731,0.07614,0.07533,0.06934,0.06108,0.05176,0.04498,0.04339,0.04348,0.03798,0.02959,0.02044,0.01603
1993,6,31274928,0.80356,0.07695,0.01073,0.10876,0.72017,0.27983,0.50005,0.49995,0.01804,0.07191,0.07523,0.07185,0.06424,0.07525,0.08827,0.09481,0.08592,0.07289,0.05925,0.04584,0.03689,0.03396,0.03289,0.0283,0.02054,0.01329,0.01063
1993,8,3613734,0.92645,0.0426,0.01024,0.0207,0.86165,0.13835,0.49817,0.50183,0.01467,0.05958,0.07483,0.07377,0.06512,0.07075,0.07708,0.09617,0.09553,0.08459,0.06641,0.04864,0.03843,0.03486,0.03152,0.02635,0.01887,0.0124,0.01044
1993,9,3309175,0.88633,0.09176,0.0025,0.01941,0.92673,0.07327,0.48405,0.51595,0.01388,0.05857,0.06846,0.06289,0.05864,0.06691,0.07684,0.0885,0.08592,0.07515,0.06716,0.05331,0.04276,0.04173,0.04037,0.0363,0.02859,0.01845,0.01559
1993,10,706378,0.80097,0.17891,0.00354,0.01658,0.97173,0.02827,0.48561,0.51439,0.01448,0.05969,0.07033,0.06852,0.06258,0.07705,0.0808,0.088,0.08396,0.0717,0.06174,0.05038,0.04281,0.04296,0.04139,0.03439,0.02362,0.01429,0.01131
1993,11,595301,0.31311,0.65711,0.00298,0.0268,0.93672,0.06328,0.46803,0.53197,0.0138,0.05731,0.0543,0.04891,0.05137,0.10207,0.10801,0.09716,0.08277,0.07179,0.05845,0.04853,0.0405,0.03788,0.03808,0.03356,0.02506,0.01671,0.01373
1993,12,13927185,0.83873,0.1435,0.00319,0.01458,0.86779,0.13221,0.48543,0.51457,0.01347,0.05519,0.06475,0.06255,0.05805,0.063,0.07165,0.08364,0.07794,0.06804,0.0584,0.04892,0.04352,0.04719,0.0541,0.04983,0.03769,0.02418,0.01788
1993,13,6978240,0.70562,0.2775,0.00211,0.01476,0.97738,0.02262,0.48681,0.51319,0.01537,0.0621,0.07343,0.07438,0.07061,0.07792,0.08397,0.09201,0.08545,0.07578,0.06419,0.04957,0.0394,0.0349,0.03193,0.02681,0.0196,0.01294,0.00964
