year,fips,population,w_population_ratio,b_population_ratio,na_population_ratio,a_population_ratio,nh_population_ratio,hi_population_ratio,male_population_ratio,female_population_ratio,age0_population_ratio,age1_population_ratio,age2_population_ratio,age3_population_ratio,age4_population_ratio,age5_population_ratio,age6_population_ratio,age7_population_ratio,age8_population_ratio,age9_population_ratio,age10_population_ratio,age11_population_ratio,age12_population_ratio,age13_population_ratio,age14_population_ratio,age15_population_ratio,age16_population_ratio,age17_population_ratio,age18_population_ratio
1990,1001,34353,0.79519,0.19928,0.00207,0.00346,0.9938,0.0062,0.48686,0.51314,0.01616,0.06171,0.07988,0.0829,0.0836,0.0648,0.07825,0.08483,0.07729,0.07403,0.0595,0.05467,0.04605,0.03863,0.03228,0.02471,0.01924,0.01281,0.00867
1990,1003,98955,0.86336,0.128,0.00644,0.0022,0.98959,0.01041,0.48554,0.51446,0.0141,0.0546,0.06997,0.07338,0.07294,0.05686,0.07015,0.07743,0.07495,0.07064,0.05866,0.05146,0.04983,0.05375,0.05178,0.03984,0.02971,0.01827,0.01167
1990,1005,25505,0.55632,0.44066,0.00153,0.00149,0.99561,0.00439,0.47497,0.52503,0.0156,0.05928,0.08249,0.08116,0.0821,0.06493,0.0734,0.07136,0.07246,0.07065,0.05058,0.04262,0.04305,0.04568,0.04395,0.03701,0.03133,0.01956,0.01278
1990,1007,16697,0.7896,0.20944,0.0006,0.00036,0.9979,0.0021,0.48913,0.51087,0.01551,0.05504,0.07762,0.08277,0.08768,0.07522,0.07403,0.07624,0.07199,0.06846,0.06109,0.04456,0.04258,0.04222,0.03761,0.02875,0.02851,0.01683,0.0133
1990,1009,39473,0.98219,0.01383,0.00324,0.00073,0.99303,0.00697,0.48795,0.51205,0.01464,0.05272,0.06686,0.0722,0.07679,0.0699,0.07466,0.07803,0.07522,0.07385,0.06316,0.05606,0.04894,0.04631,0.04043,0.034,0.02799,0.01783,0.01041
1990,1011,11032,0.27447,0.72444,0.00063,0.00045,0.99501,0.00499,0.48232,0.51768,0.01858,0.06798,0.08493,0.08348,0.0785,0.06436,0.07496,0.07796,0.07369,0.05711,0.04741,0.03807,0.0378,0.03716,0.04142,0.04115,0.03735,0.02248,0.01559
1990,1013,21886,0.59728,0.40154,0.00059,0.00059,0.9974,0.0026,0.46642,0.53358,0.0154,0.06027,0.08704,0.08348,0.08124,0.05524,0.0641,0.07393,0.06817,0.0599,0.04935,0.04313,0.04327,0.04793,0.04396,0.04345,0.03724,0.02454,0.01837
1990,1015,116118,0.8036,0.18647,0.00252,0.00741,0.98918,0.01082,0.48335,0.51665,0.0132,0.0511,0.06674,0.07197,0.08714,0.08692,0.07735,0.08126,0.07629,0.07001,0.05528,0.04739,0.04618,0.04572,0.04136,0.03239,0.02466,0.01501,0.01002
1990,1017,36884,0.63968,0.35937,0.00065,0.0003,0.99694,0.00306,0.47142,0.52858,0.01456,0.05206,0.06971,0.07358,0.08025,0.07017,0.06946,0.07228,0.06941,0.06542,0.0542,0.04598,0.04815,0.04699,0.04758,0.04365,0.03782,0.02413,0.01461
1990,1019,19643,0.93158,0.06537,0.00204,0.00102,0.99735,0.00265,0.49076,0.50924,0.01166,0.04617,0.06145,0.07209,0.07646,0.06766,0.06745,0.07529,0.07153,0.07412,0.06145,0.05758,0.05549,0.05366,0.04948,0.04017,0.03024,0.01797,0.01008
1990,1021,32550,0.88424,0.113,0.00178,0.00098,0.99665,0.00335,0.48559,0.51441,0.01447,0.053,0.07109,0.07831,0.07693,0.06697,0.07321,0.07994,0.0729,0.06848,0.05951,0.051,0.05081,0.04418,0.04295,0.03499,0.03029,0.01843,0.01253
1990,1023,15994,0.55777,0.44192,0.00025,6e-05,0.99756,0.00244,0.4738,0.5262,0.01444,0.05671,0.07515,0.08584,0.09178,0.06271,0.06896,0.07146,0.0694,0.06577,0.05977,0.04958,0.04664,0.04458,0.04327,0.03045,0.02814,0.02026,0.01507
1990,1025,27289,0.57089,0.42666,0.00128,0.00117,0.99659,0.00341,0.47829,0.52171,0.01513,0.05731,0.08077,0.08758,0.08996,0.06853,0.0727,0.07476,0.06787,0.06263,0.05552,0.04998,0.04482,0.04167,0.03767,0.03324,0.02825,0.01843,0.01319
1990,1027,13284,0.83642,0.16238,0.00083,0.00038,0.99812,0.00188,0.47952,0.52048,0.01347,0.0481,0.06579,0.07332,0.07897,0.07069,0.06783,0.07091,0.06384,0.06775,0.05947,0.05322,0.04961,0.04991,0.04404,0.04125,0.03787,0.02462,0.01935
1990,1029,12724,0.95269,0.04574,0.00118,0.00039,0.99733,0.00267,0.49214,0.50786,0.01572,0.05242,0.06924,0.07348,0.07718,0.07152,0.07639,0.07718,0.07026,0.06837,0.06539,0.05124,0.04959,0.04857,0.0389,0.03788,0.02719,0.0158,0.01367
1990,1031,40293,0.81575,0.17249,0.00397,0.00779,0.98853,0.01147,0.48825,0.51175,0.01444,0.05326,0.06592,0.07311,0.07763,0.07048,0.07927,0.0784,0.07421,0.07455,0.06031,0.0518,0.04894,0.04544,0.04145,0.0343,0.0273,0.0166,0.01258
1990,1033,51876,0.8289,0.16661,0.0026,0.00189,0.99667,0.00333,0.48013,0.51987,0.01384,0.05195,0.06571,0.06832,0.06895,0.06778,0.07433,0.07726,0.07302,0.071,0.06182,0.05498,0.05291,0.05176,0.04987,0.03967,0.02851,0.01662,0.0117
1990,1035,14042,0.57648,0.42173,0.00135,0.00043,0.99623,0.00377,0.47194,0.52806,0.01453,0.05455,0.07584,0.08304,0.07691,0.05975,0.06758,0.07243,0.06936,0.06068,0.05192,0.0438,0.04544,0.0522,0.04942,0.04237,0.03668,0.02606,0.01745
1990,1037,11071,0.65784,0.34071,0.00135,9e-05,0.99883,0.00117,0.48993,0.51007,0.0159,0.05573,0.07009,0.07045,0.07822,0.07063,0.0756,0.07678,0.06982,0.0598,0.05718,0.05004,0.05257,0.05284,0.04607,0.03658,0.02963,0.01978,0.01228
1990,1039,36519,0.86684,0.13021,0.00183,0.00112,0.99671,0.00329,0.47271,0.52729,0.01402,0.05044,0.06796,0.07311,0.07418,0.06093,0.06865,0.07262,0.0666,0.06706,0.05515,0.0517,0.05206,0.05293,0.05055,0.04433,0.03762,0.02418,0.01591
1990,1041,13598,0.7404,0.25857,0.00081,0.00022,0.99838,0.00162,0.4722,0.5278,0.01316,0.0539,0.07097,0.07545,0.07986,0.06119,0.06677,0.06854,0.0656,0.06582,0.05354,0.04574,0.04765,0.05104,0.05273,0.04633,0.03876,0.02456,0.01839
1990,1043,67825,0.98815,0.00848,0.00181,0.00156,0.99615,0.00385,0.48578,0.51422,0.01303,0.05293,0.06797,0.07061,0.0748,0.06857,0.07435,0.07792,0.07124,0.07167,0.0597,0.05261,0.04963,0.05047,0.04553,0.03677,0.03024,0.01914,0.01283
1990,1045,49600,0.80052,0.17956,0.00476,0.01516,0.97599,0.02401,0.50526,0.49474,0.01804,0.06786,0.07696,0.07157,0.07669,0.09716,0.10935,0.08833,0.07127,0.06385,0.04925,0.0425,0.03821,0.03546,0.03173,0.02292,0.01724,0.01198,0.00962
1990,1047,48015,0.41743,0.57934,0.00056,0.00267,0.99754,0.00246,0.45584,0.54416,0.01683,0.06485,0.08612,0.08849,0.08991,0.06535,0.07012,0.073,0.06698,0.06165,0.04788,0.04551,0.04197,0.04432,0.04151,0.03299,0.02959,0.01789,0.01504
1990,1049,54875,0.97115,0.01868,0.00878,0.00138,0.99605,0.00395,0.48262,0.51738,0.01314,0.04835,0.06794,0.07477,0.07657,0.06754,0.07256,0.07831,0.07306,0.07193,0.06005,0.05159,0.04988,0.04831,0.04423,0.03739,0.03131,0.01974,0.01336
1990,1051,49484,0.77081,0.22399,0.00267,0.00253,0.99485,0.00515,0.50525,0.49475,0.01475,0.05398,0.07045,0.07251,0.07708,0.07532,0.08393,0.08781,0.08011,0.07384,0.05719,0.05123,0.04468,0.04116,0.03739,0.02959,0.02342,0.01455,0.01103
1990,1053,35526,0.68617,0.28289,0.02942,0.00152,0.99583,0.00417,0.4913,0.5087,0.01362,0.05219,0.07029,0.07749,0.08323,0.06567,0.07392,0.07884,0.0744,0.0682,0.05694,0.05174,0.04771,0.04712,0.04141,0.03502,0.02911,0.01942,0.01368
1990,1055,99809,0.85477,0.13852,0.00244,0.00426,0.99682,0.00318,0.47347,0.52653,0.0128,0.04755,0.06525,0.07103,0.07754,0.06685,0.06776,0.07486,0.07413,0.07261,0.05678,0.0514,0.04975,0.05269,0.05132,0.04269,0.03318,0.01934,0.01247
1990,1057,18006,0.87832,0.12085,0.00017,0.00067,0.996,0.004,0.47656,0.52344,0.01161,0.04865,0.07031,0.07498,0.08269,0.06231,0.0677,0.07203,0.07198,0.06831,0.05959,0.0522,0.04782,0.04748,0.04604,0.03893,0.03527,0.02599,0.01611
1990,1059,27802,0.95202,0.04521,0.0018,0.00097,0.99648,0.00352,0.47709,0.52291,0.01252,0.05205,0.06615,0.07125,0.07266,0.06715,0.07053,0.07485,0.07039,0.06823,0.0596,0.05572,0.05237,0.05223,0.04658,0.03939,0.0327,0.02007,0.01557
1990,1061,23734,0.8776,0.11831,0.00358,0.00051,0.99532,0.00468,0.48209,0.51791,0.0123,0.05145,0.06577,0.07112,0.07732,0.06425,0.06779,0.07057,0.06838,0.068,0.05739,0.0549,0.05102,0.05292,0.04833,0.04264,0.03704,0.02372,0.01508
1990,1063,10171,0.19418,0.80582,0.0,0.0,0.99872,0.00128,0.45787,0.54213,0.0177,0.06027,0.09566,0.09842,0.08603,0.05614,0.06617,0.07177,0.06941,0.05191,0.04247,0.04061,0.04277,0.04641,0.03726,0.03589,0.03421,0.02723,0.01966
1990,1065,15533,0.40346,0.59506,0.00116,0.00032,0.99672,0.00328,0.46578,0.53422,0.01571,0.06438,0.08504,0.09335,0.08562,0.05936,0.07004,0.07365,0.06985,0.05421,0.04494,0.04358,0.03824,0.045,0.04436,0.03579,0.03264,0.02453,0.0197
1990,1067,15426,0.6491,0.34967,0.0011,0.00013,0.9954,0.0046,0.47154,0.52846,0.01251,0.05419,0.0691,0.07993,0.0798,0.0632,0.06463,0.06878,0.0728,0.0691,0.05556,0.04862,0.04797,0.05082,0.04992,0.04039,0.0363,0.02262,0.01374
1990,1069,81666,0.75761,0.23337,0.00349,0.00553,0.99461,0.00539,0.47433,0.52567,0.01505,0.05908,0.07501,0.0767,0.07698,0.06571,0.0774,0.08367,0.07822,0.07238,0.05842,0.04787,0.04445,0.04477,0.04034,0.03271,0.02481,0.01597,0.01047
1990,1071,47948,0.93578,0.04127,0.02113,0.00181,0.99597,0.00403,0.48273,0.51727,0.0131,0.04999,0.06761,0.07652,0.07794,0.06743,0.07393,0.0775,0.07631,0.07516,0.06417,0.05721,0.05164,0.04657,0.04144,0.03318,0.02611,0.01464,0.00953
1990,1073,652239,0.64177,0.35173,0.00139,0.00511,0.99569,0.00431,0.46693,0.53307,0.01451,0.05493,0.06889,0.0687,0.06865,0.07166,0.08192,0.08614,0.08205,0.0715,0.05373,0.04587,0.04418,0.04771,0.04446,0.03496,0.02808,0.01835,0.01371
1990,1075,15702,0.88123,0.11807,0.00038,0.00032,0.99605,0.00395,0.47682,0.52318,0.01376,0.05089,0.06541,0.07445,0.07884,0.06617,0.07209,0.07247,0.06719,0.06865,0.05897,0.05362,0.05082,0.04948,0.04401,0.03783,0.03369,0.02452,0.01713
1990,1077,79962,0.89826,0.09727,0.00203,0.00244,0.99621,0.00379,0.47724,0.52276,0.01332,0.05057,0.06511,0.06592,0.07546,0.08029,0.07367,0.07809,0.07333,0.07003,0.06053,0.05212,0.04984,0.04896,0.04615,0.03726,0.02734,0.0194,0.01262
1990,1079,31605,0.78054,0.15153,0.06758,0.00035,0.99699,0.00301,0.49135,0.50865,0.01585,0.05743,0.0716,0.07717,0.08201,0.07869,0.0829,0.07787,0.0717,0.06812,0.06065,0.05085,0.04461,0.04309,0.03825,0.03091,0.0249,0.0138,0.00959
1990,1081,87735,0.74678,0.23346,0.00147,0.01828,0.99385,0.00615,0.49603,0.50397,0.01352,0.04922,0.05885,0.05971,0.11332,0.18515,0.08259,0.07345,0.0667,0.0597,0.04734,0.03891,0.03537,0.03175,0.02789,0.02151,0.01657,0.0109,0.00756
1990,1083,54357,0.86296,0.13159,0.00265,0.0028,0.99535,0.00465,0.50016,0.49984,0.01343,0.05491,0.0672,0.06971,0.07278,0.07819,0.092,0.09011,0.07576,0.07364,0.05924,0.05227,0.04728,0.04095,0.03674,0.02855,0.02322,0.01424,0.00979
1990,1085,12668,0.25205,0.74763,8e-05,0.00024,0.99716,0.00284,0.46148,0.53852,0.02021,0.07183,0.09236,0.10175,0.09607,0.06907,0.07768,0.06868,0.06544,0.05171,0.04373,0.04026,0.03963,0.0371,0.03442,0.03165,0.0266,0.0176,0.01421
1990,1087,24911,0.13926,0.85761,0.00044,0.00269,0.99735,0.00265,0.46257,0.53743,0.01642,0.0572,0.06876,0.07218,0.12665,0.10887,0.06266,0.06274,0.06154,0.0566,0.04424,0.0344,0.03573,0.0403,0.04637,0.03773,0.03111,0.02079,0.0157
1990,1089,239996,0.77263,0.20247,0.00687,0.01803,0.98746,0.01254,0.49265,0.50735,0.01629,0.05683,0.06814,0.06408,0.07221,0.0826,0.10157,0.09683,0.07869,0.07118,0.05898,0.05436,0.04929,0.03937,0.0331,0.02293,0.01599,0.01013,0.00741
1990,1091,23003,0.49054,0.50898,0.00013,0.00035,0.99704,0.00296,0.47268,0.52732,0.0153,0.06182,0.0809,0.08747,0.0859,0.06456,0.06651,0.07147,0.06873,0.06273,0.05204,0.04591,0.04691,0.04539,0.04143,0.03526,0.02917,0.02165,0.01687
1990,1093,29846,0.96495,0.0324,0.00168,0.00097,0.99796,0.00204,0.48911,0.51089,0.01263,0.05016,0.06564,0.06785,0.07733,0.07076,0.07314,0.07217,0.06815,0.0722,0.06131,0.05676,0.05053,0.04986,0.04419,0.03759,0.03287,0.02097,0.01588
1990,1095,71054,0.97993,0.01528,0.00324,0.00155,0.99583,0.00417,0.47851,0.52149,0.01293,0.05186,0.06582,0.06813,0.0742,0.06632,0.07594,0.07828,0.07475,0.07135,0.06146,0.05449,0.05237,0.05178,0.04411,0.03707,0.02811,0.01869,0.01234
1990,1097,379167,0.67378,0.31182,0.00522,0.00919,0.99156,0.00844,0.47429,0.52571,0.01641,0.06259,0.07787,0.07894,0.07794,0.07343,0.07926,0.08476,0.0773,0.06963,0.05459,0.04593,0.04157,0.04215,0.03979,0.03036,0.02303,0.01434,0.01013
1990,1099,24141,0.59753,0.39166,0.00878,0.00203,0.99644,0.00356,0.48308,0.51692,0.01529,0.06255,0.08268,0.08711,0.09121,0.06665,0.07071,0.07502,0.07361,0.06143,0.05426,0.04412,0.04262,0.04345,0.03712,0.03198,0.02904,0.01674,0.01442
1990,1101,209537,0.57127,0.41929,0.00198,0.00746,0.99235,0.00765,0.47177,0.52823,0.01674,0.06069,0.07563,0.07349,0.08159,0.0781,0.08384,0.08664,0.08112,0.06966,0.05219,0.04392,0.04111,0.03967,0.03757,0.02881,0.02294,0.01483,0.01145
