year,month,       value,state_code
2002,1,3.8,01
2002,2,3.7,01
2002,3,3.7,01
2002,4,3.9,01
2002,5,3.9,01
2002,6,3.7,01
2002,7,3.9,01
2002,8,3.7,01
2002,9,3.6,01
2002,10,3.5,01
2002,11,3.4,01
2002,12,3.8,01
2002,1,6.5,02
2002,2,6.5,02
2002,3,6.5,02
2002,4,7.1,02
2002,5,6.5,02
2002,6,6.5,02
2002,7,6.4,02
2002,8,6.8,02
2002,9,6.4,02
2002,10,5.7,02
2002,11,6.4,02
2002,12,6.7,02
2002,1,4.5,04
2002,2,4.8,04
2002,3,3.8,04
2002,4,4.4,04
2002,5,4.4,04
2002,6,4.1,04
2002,7,4.3,04
2002,8,4.0,04
2002,9,4.2,04
2002,10,4.0,04
2002,11,4.2,04
2002,12,4.3,04
2002,1,4.5,05
2002,2,3.8,05
2002,3,3.8,05
2002,4,4.1,05
2002,5,3.7,05
2002,6,3.7,05
2002,7,4.2,05
2002,8,4.3,05
2002,9,4.1,05
2002,10,3.8,05
2002,11,4.1,05
2002,12,3.9,05
2002,1,3.7,06
2002,2,3.3,06
2002,3,3.3,06
2002,4,3.9,06
2002,5,3.6,06
2002,6,3.4,06
2002,7,3.7,06
2002,8,3.4,06
2002,9,3.8,06
2002,10,3.6,06
2002,11,3.8,06
2002,12,3.8,06
2002,1,5.2,08
2002,2,5.6,08
2002,3,4.5,08
2002,4,5.0,08
2002,5,4.4,08
2002,6,5.5,08
2002,7,5.2,08
2002,8,4.4,08
2002,9,5.3,08
2002,10,4.0,08
2002,11,4.6,08
2002,12,5.3,08
2002,1,3.9,09
2002,2,3.0,09
2002,3,3.0,09
2002,4,2.8,09
2002,5,2.9,09
2002,6,4.2,09
2002,7,3.1,09
2002,8,2.9,09
2002,9,2.9,09
2002,10,3.0,09
2002,11,3.2,09
2002,12,2.9,09
2002,1,4.4,10
2002,2,4.3,10
2002,3,4.8,10
2002,4,4.8,10
2002,5,4.6,10
2002,6,4.6,10
2002,7,4.3,10
2002,8,4.6,10
2002,9,4.3,10
2002,10,4.3,10
2002,11,4.6,10
2002,12,4.3,10
2002,1,2.7,11
2002,2,2.7,11
2002,3,2.7,11
2002,4,2.6,11
2002,5,2.7,11
2002,6,2.6,11
2002,7,2.7,11
2002,8,2.9,11
2002,9,2.6,11
2002,10,2.4,11
2002,11,2.7,11
2002,12,2.7,11
2002,1,4.1,12
2002,2,3.6,12
2002,3,3.4,12
2002,4,3.5,12
2002,5,3.5,12
2002,6,3.7,12
2002,7,3.8,12
2002,8,3.8,12
2002,9,3.9,12
2002,10,3.6,12
2002,11,4.2,12
2002,12,3.9,12
2002,1,3.8,13
2002,2,4.6,13
2002,3,4.0,13
2002,4,4.2,13
2002,5,4.1,13
2002,6,3.9,13
2002,7,4.8,13
2002,8,4.1,13
2002,9,4.2,13
2002,10,4.8,13
2002,11,4.2,13
2002,12,4.6,13
2002,1,3.5,15
2002,2,3.1,15
2002,3,3.1,15
2002,4,3.6,15
2002,5,3.8,15
2002,6,3.2,15
2002,7,3.4,15
2002,8,3.4,15
2002,9,3.2,15
2002,10,2.8,15
2002,11,3.6,15
2002,12,3.4,15
2002,1,5.0,16
2002,2,5.1,16
2002,3,4.1,16
2002,4,4.6,16
2002,5,4.6,16
2002,6,4.6,16
2002,7,4.9,16
2002,8,4.7,16
2002,9,4.6,16
2002,10,4.2,16
2002,11,4.9,16
2002,12,4.9,16
2002,1,3.4,17
2002,2,3.2,17
2002,3,3.4,17
2002,4,3.4,17
2002,5,3.4,17
2002,6,3.5,17
2002,7,3.3,17
2002,8,3.6,17
2002,9,3.5,17
2002,10,3.5,17
2002,11,3.3,17
2002,12,3.1,17
2002,1,3.4,18
2002,2,3.8,18
2002,3,3.6,18
2002,4,3.6,18
2002,5,3.7,18
2002,6,3.4,18
2002,7,3.6,18
2002,8,3.4,18
2002,9,3.5,18
2002,10,3.4,18
2002,11,3.1,18
2002,12,3.5,18
2002,1,3.8,19
2002,2,3.5,19
2002,3,3.4,19
2002,4,3.4,19
2002,5,3.3,19
2002,6,3.5,19
2002,7,3.9,19
2002,8,3.5,19
2002,9,3.6,19
2002,10,3.6,19
2002,11,2.8,19
2002,12,3.3,19
2002,1,4.7,20
2002,2,3.8,20
2002,3,3.4,20
2002,4,4.2,20
2002,5,3.8,20
2002,6,4.0,20
2002,7,4.3,20
2002,8,3.7,20
2002,9,3.7,20
2002,10,4.6,20
2002,11,3.5,20
2002,12,3.3,20
2002,1,4.2,21
2002,2,3.8,21
2002,3,3.9,21
2002,4,4.2,21
2002,5,3.8,21
2002,6,3.8,21
2002,7,3.9,21
2002,8,4.1,21
2002,9,4.0,21
2002,10,3.8,21
2002,11,3.7,21
2002,12,3.8,21
2002,1,3.8,22
2002,2,4.1,22
2002,3,4.3,22
2002,4,4.2,22
2002,5,4.5,22
2002,6,4.0,22
2002,7,4.1,22
2002,8,4.6,22
2002,9,4.1,22
2002,10,3.7,22
2002,11,3.7,22
2002,12,4.3,22
2002,1,5.3,23
2002,2,4.6,23
2002,3,3.6,23
2002,4,4.3,23
2002,5,4.3,23
2002,6,5.7,23
2002,7,3.9,23
2002,8,4.4,23
2002,9,4.1,23
2002,10,4.5,23
2002,11,4.3,23
2002,12,4.0,23
2002,1,3.7,24
2002,2,3.4,24
2002,3,4.1,24
2002,4,3.6,24
2002,5,3.6,24
2002,6,3.6,24
2002,7,3.9,24
2002,8,3.8,24
2002,9,3.9,24
2002,10,3.8,24
2002,11,3.7,24
2002,12,4.2,24
2002,1,3.7,25
2002,2,2.8,25
2002,3,2.9,25
2002,4,3.0,25
2002,5,3.3,25
2002,6,3.6,25
2002,7,3.3,25
2002,8,3.1,25
2002,9,2.8,25
2002,10,3.6,25
2002,11,3.0,25
2002,12,3.5,25
2002,1,3.9,26
2002,2,3.0,26
2002,3,3.6,26
2002,4,3.5,26
2002,5,3.4,26
2002,6,2.9,26
2002,7,3.3,26
2002,8,3.5,26
2002,9,3.4,26
2002,10,3.3,26
2002,11,2.5,26
2002,12,3.7,26
2002,1,3.7,27
2002,2,3.5,27
2002,3,3.3,27
2002,4,3.5,27
2002,5,3.3,27
2002,6,3.2,27
2002,7,3.3,27
2002,8,3.6,27
2002,9,3.4,27
2002,10,3.5,27
2002,11,3.2,27
2002,12,3.1,27
2002,1,4.4,28
2002,2,3.7,28
2002,3,3.6,28
2002,4,3.9,28
2002,5,3.8,28
2002,6,3.6,28
2002,7,4.3,28
2002,8,3.7,28
2002,9,3.7,28
2002,10,4.4,28
2002,11,3.5,28
2002,12,3.7,28
2002,1,4.3,29
2002,2,3.3,29
2002,3,3.4,29
2002,4,3.7,29
2002,5,3.3,29
2002,6,3.7,29
2002,7,3.5,29
2002,8,3.6,29
2002,9,3.4,29
2002,10,3.7,29
2002,11,3.2,29
2002,12,4.0,29
2002,1,5.6,30
2002,2,5.3,30
2002,3,4.6,30
2002,4,5.1,30
2002,5,4.6,30
2002,6,4.8,30
2002,7,5.8,30
2002,8,5.3,30
2002,9,5.0,30
2002,10,5.3,30
2002,11,5.5,30
2002,12,5.3,30
2002,1,4.1,31
2002,2,3.6,31
2002,3,3.7,31
2002,4,3.6,31
2002,5,3.8,31
2002,6,3.8,31
2002,7,3.5,31
2002,8,3.3,31
2002,9,3.8,31
2002,10,3.4,31
2002,11,3.4,31
2002,12,3.6,31
