sic,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
710,0,4970,10.27,,,,
710,10000,380,18.52,,,,
710,13099,60,16.2,,,,
710,19005,290,19.38,,,,
710,19999,30,17.09,,,,
710,20000,70,13.12,,,,
710,21999,40,11.8,,,,
710,24999,30,15.61,,,,
710,40000,90,14.34,,,,
710,43000,30,18.39,,,,
710,49999,60,12.52,,,,
710,50000,560,9.05,,,,
710,51002,100,12.08,,,,
710,55108,140,8.76,,,,
710,55305,30,6.09,,,,
710,55338,130,9.23,,,,
710,55347,120,7.22,,,,
710,59999,40,10.5,,,,
710,60000,30,7.17,,,,
710,69999,30,7.17,,,,
710,70000,2170,10,,,,
710,72002,230,17.36,,,,
710,79021,1070,10.52,,,,
710,79036,360,7.85,,,,
710,79041,120,7.62,,,,
710,79856,280,7.22,,,,
710,79999,110,8.2,,,,
710,80000,1670,9.96,,,,
710,81000,80,14.92,,,,
710,81008,40,15.55,,,,
710,81099,40,11.85,,,,
710,85000,130,11.56,,,,
710,85321,70,11.77,,,,
710,85999,60,11.5,,,,
710,87000,40,6.65,,,,
710,87899,40,6.65,,,,
710,92900,40,11.44,,,,
710,92998,40,11.44,,,,
710,97100,1060,10.33,,,,
710,97102,830,11.01,,,,
710,97105,230,8.39,,,,
710,97900,150,8.03,,,,
710,97947,100,7.71,,,,
710,97989,50,9.09,,,,
710,98000,120,7.86,,,,
710,98999,120,7.86,,,,
710,99999,40,11.06,,,,
720,0,130440,6.44,,,,
720,10000,4440,21.72,,,,
720,13002,110,28.15,,,,
720,13005,280,14.95,,,,
720,13011,570,22.34,,,,
720,13099,30,21.67,,,,
720,15099,30,19.41,,,,
720,19005,3320,22.3,,,,
720,19999,100,19.23,,,,
720,20000,1240,16.47,,,,
720,21100,340,18.83,,,,
720,21114,340,18.83,,,,
720,21305,40,18.64,,,,
720,21511,80,12.71,,,,
720,21999,60,11.26,,,,
720,22100,50,24.8,,,,
720,22399,40,23.1,,,,
720,24300,270,19.57,,,,
720,24305,230,17.24,,,,
720,24399,40,26.45,,,,
720,24500,110,10.54,,,,
720,24502,110,10.54,,,,
720,24999,50,12.45,,,,
720,25100,60,19.88,,,,
720,31323,30,15.42,,,,
720,39999,100,14.98,,,,
720,40000,730,15.44,,,,
720,41002,70,15.59,,,,
720,43000,80,18.45,,,,
720,43017,80,18.45,,,,
720,49005,90,25.33,,,,
720,49008,320,16.14,,,,
720,49011,80,6.52,,,,
720,49999,90,11.54,,,,
720,50000,9630,8.88,,,,
720,51002,1260,12.93,,,,
720,55108,1170,8.39,,,,
720,55305,290,7.58,,,,
720,55307,40,9.08,,,,
720,55323,350,11.56,,,,
720,55338,1760,10.44,,,,
720,55341,70,10.38,,,,
720,55344,30,11.07,,,,
720,55347,2100,7.76,,,,
720,56000,240,7.75,,,,
720,56017,230,7.73,,,,
720,58000,2200,8.05,,,,
720,58017,190,6.33,,,,
720,58023,60,7.36,,,,
720,58028,1950,8.32,,,,
720,59999,110,8.82,,,,
720,60000,1660,6.47,,,,
720,61099,30,8.08,,,,
720,63047,240,6.81,,,,
720,67005,1310,6.29,,,,
720,67099,80,7.92,,,,
720,70000,69970,5.88,,,,
720,72002,3160,13.32,,,,
720,79011,26840,5.72,,,,
720,79021,11610,7,,,,
720,79033,90,9.21,,,,
720,79036,590,7.14,,,,
720,79041,580,7.21,,,,
720,79856,24760,5.76,,,,
720,79999,2340,5.94,,,,
720,80000,42770,6.93,,,,
720,81000,3360,10.8,,,,
720,81002,80,14.19,,,,
720,81008,2850,10.43,,,,
720,81011,120,12.26,,,,
720,81017,240,11.95,,,,
720,81099,70,11.08,,,,
720,83000,250,6.78,,,,
720,85000,3430,10.23,,,,
720,85110,1750,10.18,,,,
720,85132,220,8.55,,,,
720,85302,150,10.86,,,,
720,85311,40,11.52,,,,
720,85321,950,9.58,,,,
720,85323,270,15.91,,,,
720,85999,50,8.02,,,,
720,87000,130,9.65,,,,
720,87202,40,15.19,,,,
720,87899,90,9.28,,,,
720,89900,160,8.13,,,,
720,92900,3780,6.45,,,,
720,92921,220,5.78,,,,
720,92958,50,7.73,,,,
720,92962,390,6.81,,,,
720,92965,330,7.76,,,,
720,92974,2110,6.04,,,,
720,92998,680,7.02,,,,
720,93900,970,5.73,,,,
720,93935,600,5.68,,,,
720,93956,60,5.66,,,,
720,93999,310,5.94,,,,
720,97100,3900,8.36,,,,
720,97102,2940,8.46,,,,
720,97105,960,8.1,,,,
720,97702,1220,***,,,,
720,97899,310,7.27,,,,
720,97900,3710,7.66,,,,
720,97938,50,9.85,,,,
720,97947,2970,7.76,,,,
720,97951,370,7.09,,,,
720,97989,320,7.44,,,,
720,98000,21320,5.9,,,,
720,98799,270,6.03,,,,
720,98902,14400,6.01,,,,
720,98905,60,7.05,,,,
720,98999,6590,5.79,,,,
720,99999,230,5.69,,,,
740,0,198720,8.56,,,,
740,10000,3060,14.67,,,,
740,13005,420,12.81,,,,
740,13011,50,11.48,,,,
740,13014,60,11.74,,,,
740,13099,30,16.83,,,,
740,15008,500,12.92,,,,
740,19005,1850,16.52,,,,
740,19999,150,16.27,,,,
740,20000,66960,14.39,,,,
740,21100,170,11.85,,,,
740,21114,170,11.85,,,,
740,21511,40,8.76,,,,
740,21999,40,9.42,,,,
740,24500,30,21.02,,,,
740,32000,66610,14.41,,,,
740,32114,34240,24.05,,,,
740,32199,30,28.46,,,,
740,32905,200,8.42,,,,
740,32951,31980,9.51,,,,
740,32999,160,8.7,,,,
740,39999,60,12.03,,,,
740,40000,230,7.48,,,,
740,41002,40,12.88,,,,
740,49011,70,7,,,,
740,49999,120,7.32,,,,
740,50000,49750,8.14,,,,
740,51002,4440,11.14,,,,
740,55105,1690,8.37,,,,
740,55108,2750,7.86,,,,
740,55305,33200,7.88,,,,
