sic,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
72,43-0000,        8810,   9.78,,,,
72,43-1011,         690,  14.90,,,,
72,43-2011,          40,   9.96,,,,
72,43-3031,        1780,  10.62,,,,
72,43-3051,         340,  11.50,,,,
72,43-3061,          40,  12.12,,,,
72,43-4051,          60,  16.27,,,,
72,43-4071,         110,   7.54,,,,
72,43-4151,         170,  11.30,,,,
72,43-4161,          70,  10.11,,,,
72,43-4171,         290,   8.97,,,,
72,43-5032,**,  15.62,,,,
72,43-5061,          30,  15.27,,,,
72,43-5071,        1300,   9.02,,,,
72,43-5081,          60,   8.33,,,,
72,43-5111,         460,   7.02,,,,
72,43-6011,         290,  14.07,,,,
72,43-6014,        1190,   9.27,,,,
72,43-9011,         140,  10.38,,,,
72,43-9021,         150,   8.26,,,,
72,43-9061,        1430,   8.13,,,,
72,45-0000,       66910,   6.71,,,,
72,45-1011,        3780,  14.96,,,,
72,45-1012,**,   7.65,,,,
72,45-2011,**,   9.69,,,,
72,45-2041,       17620,   6.50,,,,
72,45-2091,       11940,   6.66,,,,
72,45-2092,       29590,   6.69,,,,
72,45-2093,         890,   6.65,,,,
72,45-4011,         960,   8.91,,,,
72,47-0000,**,   8.33,,,,
72,47-2073,**,   7.82,,,,
72,49-0000,        3900,  10.28,,,,
72,49-1011,          80,  23.53,,,,
72,49-3011,          90,  13.45,,,,
72,49-3031,         290,  12.23,,,,
72,49-3041,         690,   9.87,,,,
72,49-3042,         210,  14.79,,,,
72,49-3093,**,   6.75,,,,
72,49-9042,        1510,  10.93,,,,
72,49-9043,         500,   7.96,,,,
72,49-9098,**,   6.00,,,,
72,51-0000,       10880,   7.25,,,,
72,51-1011,         860,  15.95,,,,
72,51-3091,         250,   9.06,,,,
72,51-9012,**,   6.67,,,,
72,51-9023,         210,   8.38,,,,
72,51-9041,**,   7.58,,,,
72,51-9051,          30,   7.03,,,,
72,51-9061,         600,   6.95,,,,
72,51-9111,        3600,   6.76,,,,
72,51-9192,         150,   7.82,,,,
72,51-9193,         130,  15.24,,,,
72,51-9198,        1210,   6.80,,,,
72,53-0000,       25290,   7.38,,,,
72,53-1011,**,  11.18,,,,
72,53-1021,         510,  14.01,,,,
72,53-1031,         170,  15.89,,,,
72,53-2011,**,*,,,,
72,53-2012,         990,*,,,,
72,53-2022,**,   6.85,,,,
72,53-3032,        2570,   9.32,,,,
72,53-3033,         530,   7.72,,,,
72,53-6031,**,   6.49,,,,
72,53-7011,         720,   6.77,,,,
72,53-7051,        3450,   8.43,,,,
72,53-7061,**,   6.97,,,,
72,53-7062,        5670,   7.07,,,,
72,53-7063,        1110,   6.94,,,,
72,53-7064,        8570,   6.71,,,,
72,53-7072,          40,   6.26,,,,
72,53-7121,**,   9.17,,,,
74,00-0000,      222060,   9.66,,,,
74,11-0000,        4440,  18.86,,,,
74,11-1011,         840,  37.96,,,,
74,11-1021,        2200,  18.46,,,,
74,11-3011,          60,  32.97,,,,
74,11-3031,**,  19.61,,,,
74,11-3040,         230,  13.98,,,,
74,11-9111,         650,  16.48,,,,
74,13-0000,         410,  16.63,,,,
74,13-1023,**,  20.33,,,,
74,13-1071,          50,  12.89,,,,
74,13-2011,         230,  17.41,,,,
74,15-0000,          90,  13.40,,,,
74,15-1061,          30,  15.38,,,,
74,29-0000,       86570,  13.66,,,,
74,29-1131,       37610,  29.33,,,,
74,29-2012,        1520,   9.84,,,,
74,29-2056,       46170,  10.29,,,,
74,31-0000,       48680,   7.83,,,,
74,31-9096,       48100,   7.82,,,,
74,37-0000,        2750,   7.34,,,,
74,37-1011,         100,  10.53,,,,
74,37-1012,**,   9.36,,,,
74,37-2011,        2020,   7.12,,,,
74,37-2012,         280,   6.97,,,,
74,37-3011,         220,   7.75,,,,
74,39-0000,       22230,   7.07,,,,
74,39-1021,         100,  11.74,,,,
74,39-2021,       21950,   7.07,,,,
74,41-0000,**,   8.28,,,,
74,41-1011,**,  10.73,,,,
74,41-2011,          70,   8.91,,,,
74,41-2031,**,   7.54,,,,
74,43-0000,       55840,   9.36,,,,
74,43-1011,        4810,  12.99,,,,
74,43-2011,          30,   8.31,,,,
74,43-3011,         370,  10.20,,,,
74,43-3021,          50,  13.80,,,,
74,43-3031,        3840,  10.66,,,,
74,43-3051,         130,  12.12,,,,
74,43-3061,         140,  10.90,,,,
74,43-4051,         250,   9.37,,,,
74,43-4161,**,   8.51,,,,
74,43-4171,       32690,   8.87,,,,
74,43-6011,         870,  15.11,,,,
74,43-6013,        3840,   9.40,,,,
74,43-6014,        3170,   9.41,,,,
74,43-9021,          80,   8.37,,,,
74,43-9022,          30,   8.80,,,,
74,43-9061,        5320,   8.91,,,,
74,45-0000,         170,  10.17,,,,
74,45-1011,          30,  10.65,,,,
74,45-2093,         140,  10.02,,,,
74,49-0000,         400,  10.41,,,,
74,49-1011,**,  10.11,,,,
74,49-9042,         370,  10.26,,,,
74,53-0000,          90,  10.64,,,,
74,53-7062,          40,   7.83,,,,
75,00-0000,       58510,   8.48,,,,
75,11-0000,        2460,  17.88,,,,
75,11-1011,         220,  23.21,,,,
75,11-1021,        1260,  18.00,,,,
75,11-2011,          80,  18.10,,,,
75,11-2022,          70,  21.09,,,,
75,11-2031,          50,  16.09,,,,
75,11-3011,**,  10.15,,,,
75,11-3031,          80,  23.40,,,,
75,11-9011,         420,  16.28,,,,
75,13-0000,         160,  20.23,,,,
75,13-1021,**,  62.98,,,,
75,13-2011,          80,  19.80,,,,
75,15-0000,         140,  19.07,,,,
75,15-1041,**,  10.21,,,,
75,15-1061,          80,  20.70,,,,
75,19-0000,        1440,  11.16,,,,
75,19-1010,         110,  13.16,,,,
75,19-4011,        1270,  10.94,,,,
75,19-4021,          30,  10.53,,,,
75,25-0000,         110,  10.71,,,,
75,25-3021,          30,  10.40,,,,
75,27-0000,         180,  14.95,,,,
75,27-2022,          60,*,,,,
75,27-3031,          90,  18.49,,,,
75,29-0000,         640,  13.95,,,,
75,29-1131,         140,  26.49,,,,
75,29-2056,         360,  10.37,,,,
75,31-0000,         750,   7.99,,,,
75,31-9096,         690,   8.11,,,,
75,33-0000,         220,   9.08,,,,
75,33-9011,          80,   9.47,,,,
75,33-9032,         120,   8.42,,,,
75,35-0000,          40,   8.19,,,,
75,37-0000,         880,   8.32,,,,
75,37-1012,**,  12.78,,,,
75,37-2011,         320,   6.88,,,,
75,37-2012,          50,   8.80,,,,
75,37-3011,         320,   8.79,,,,
75,39-0000,       30330,   8.09,,,,
75,39-1021,        1120,  12.60,,,,
75,39-2011,        3530,  12.43,,,,
75,39-2021,       25310,   7.78,,,,
75,39-9021,**,   6.42,,,,
75,41-0000,        1120,  11.31,,,,
75,41-1011,          70,  11.22,,,,
75,41-1012,          50,  16.08,,,,
75,41-2011,          90,   6.47,,,,
75,41-2021,          50,   7.25,,,,
75,41-2031,         300,   7.48,,,,
75,41-4011,**,  19.68,,,,
75,41-4012,         180,  20.77,,,,
75,43-0000,        4890,   9.39,,,,
75,43-1011,         260,  13.85,,,,
75,43-2011,          50,   9.40,,,,
75,43-3031,         440,  11.73,,,,
75,43-3051,          60,   9.92,,,,
75,43-4051,         160,  10.24,,,,
75,43-4071,          30,   9.66,,,,
75,43-4151,          30,   9.95,,,,
75,43-4171,        1110,   8.24,,,,
75,43-5071,          40,  10.06,,,,
75,43-5081,**,   6.46,,,,
75,43-5111,         350,   9.45,,,,
75,43-6011,         300,  12.05,,,,
75,43-6014,         670,   9.85,,,,
75,43-9011,          50,   9.93,,,,
75,43-9021,         110,  10.32,,,,
75,43-9051,          30,   8.83,,,,
75,43-9061,        1010,   8.42,,,,
75,45-0000,       10910,   8.27,,,,
75,45-1011,         800,  13.04,,,,
75,45-1012,          50,   6.88,,,,
75,45-2011,         100,  12.18,,,,
75,45-2021,        1040,  10.41,,,,
75,45-2041,**,   9.96,,,,
75,45-2091,**,  10.08,,,,
75,45-2092,         590,   7.72,,,,
75,45-2093,        7630,   7.94,,,,
75,49-0000,         720,   9.24,,,,
75,49-3041,          50,  11.18,,,,
75,49-9042,         560,   9.07,,,,
75,51-0000,        2400,   8.10,,,,
75,51-1011,          60,  15.11,,,,
75,51-3021,         710,   8.80,,,,
75,51-3022,         460,   7.90,,,,
75,51-3023,         590,   7.31,,,,
75,51-3091,**,   7.83,,,,
75,51-9061,          70,  10.35,,,,
75,51-9111,          40,   7.55,,,,
75,53-0000,        1050,   8.41,,,,
75,53-3032,         200,  11.46,,,,
75,53-3033,         140,   9.18,,,,
75,53-7051,          40,  12.01,,,,
75,53-7062,         270,   7.87,,,,
75,53-7064,         320,   6.83,,,,
76,00-0000,      170600,   6.57,,,,
76,11-0000,        1200,  24.56,,,,
76,11-1011,         100,  44.47,,,,
76,11-1021,         430,  29.49,,,,
76,11-3031,          50,  29.25,,,,
76,11-9011,         470,  20.56,,,,
76,13-0000,         230,  21.48,,,,
76,13-1111,          30,  37.90,,,,
76,13-2011,          80,  19.40,,,,
76,15-0000,          30,  14.96,,,,
76,19-0000,          50,  16.47,,,,
76,19-1010,          40,  17.16,,,,
76,25-0000,          30,  15.06,,,,
76,25-9021,          30,  14.57,,,,
76,37-0000,         860,   6.55,,,,
76,37-2011,          70,   6.45,,,,
76,37-3011,**,   6.38,,,,
76,37-3012,**,   7.53,,,,
76,41-0000,         150,  13.20,,,,
76,41-4012,         110,  17.27,,,,
76,43-0000,        2160,   9.77,,,,
76,43-1011,         160,  18.42,,,,
76,43-3031,         470,  11.39,,,,
76,43-3051,         350,   9.11,,,,
76,43-4071,          70,   7.57,,,,
76,43-4161,          50,   7.46,,,,
76,43-4171,          60,   7.55,,,,
76,43-5071,          30,   7.81,,,,
76,43-5111,**,   7.87,,,,
76,43-6011,         130,  15.67,,,,
76,43-6014,         300,   9.87,,,,
76,43-9061,         410,   8.40,,,,
76,45-0000,      160440,   6.57,,,,
76,45-1011,        3580,  10.89,,,,
76,45-1012,        6000,   6.68,,,,
76,45-2041,        1260,   6.50,,,,
76,45-2091,        3300,   6.86,,,,
76,45-2092,      143070,   6.54,,,,
76,45-2093,        3100,   6.53,,,,
76,47-0000,**,   9.09,,,,
76,47-2073,**,   8.58,,,,
76,49-0000,         580,  10.74,,,,
76,49-1011,**,  23.55,,,,
76,49-3031,          90,  12.01,,,,
76,49-3041,         260,  10.22,,,,
76,49-3042,**,  19.35,,,,
76,49-9042,          80,   8.66,,,,
76,51-0000,        2400,   6.33,,,,
76,51-1011,          60,  10.11,,,,
76,51-9061,          70,   8.08,,,,
76,51-9111,**,   8.33,,,,
76,51-9198,          40,   7.61,,,,
76,53-0000,        2350,   6.66,,,,
76,53-3032,         520,   9.31,,,,
76,53-3033,          40,   8.45,,,,
76,53-7051,         210,   7.25,,,,
76,53-7062,         300,   6.77,,,,
76,53-7063,**,   6.26,,,,
76,53-7064,         980,   6.24,,,,
78,00-0000,      557350,   9.83,,,,
78,11-0000,       25610,  22.44,,,,
78,11-1011,        4490,  32.29,,,,
78,11-1021,       11930,  23.83,,,,
78,11-2011,         160,  19.30,,,,
78,11-2021,         320,  20.50,,,,
78,11-2022,        1100,  21.11,,,,
78,11-2031,          40,  19.51,,,,
78,11-3011,        1890,  14.80,,,,
78,11-3031,        1120,  22.58,,,,
78,11-3040,          90,  18.18,,,,
78,11-3061,          30,  13.60,,,,
78,11-3071,         140,  29.08,,,,
78,11-9011,        1170,  16.15,,,,
78,11-9021,        1960,  21.64,,,,
78,11-9141,**,  10.77,,,,
78,13-0000,        2980,  17.50,,,,
78,13-1021,         190,  18.71,,,,
78,13-1023,          40,  16.55,,,,
78,13-1051,        1740,  17.61,,,,
78,13-1071,          90,  17.83,,,,
78,13-2011,         690,  17.96,,,,
78,15-0000,         400,  21.09,,,,
78,15-1061,         240,  24.86,,,,
78,17-0000,       10680,  18.07,,,,
78,17-1011,          90,  25.00,,,,
78,17-1012,        8150,  18.18,,,,
78,17-2051,         140,  23.46,,,,
78,17-3011,        1400,  17.33,,,,
78,19-0000,         380,  14.40,,,,
78,19-1010,         230,  12.81,,,,
78,19-1032,**,  19.83,,,,
78,19-3021,**,  24.23,,,,
78,19-3051,**,  16.48,,,,
78,27-0000,         860,  10.25,,,,
78,27-1021,**,  14.35,,,,
78,27-1023,         290,   9.64,,,,
78,27-1024,          60,  18.92,,,,
78,29-0000,**,  20.35,,,,
78,29-9010,**,  19.95,,,,
78,33-0000,         350,   9.12,,,,
78,33-9032,**,   8.34,,,,
78,37-0000,      432390,   9.33,,,,
78,37-1011,        1180,   9.34,,,,
78,37-1012,       47820,  14.20,,,,
78,37-2011,        5110,   9.08,,,,
78,37-2012,**,  10.69,,,,
78,37-2021,          70,  11.69,,,,
78,37-3011,      320230,   8.63,,,,
78,37-3012,       14360,  11.90,,,,
78,37-3013,       39920,  11.30,,,,
78,41-0000,       11700,  11.74,,,,
78,41-1011,         780,  14.58,,,,
78,41-1012,         250,  18.81,,,,
78,41-2011,         840,   8.20,,,,
78,41-2021,          50,   8.05,,,,
78,41-2022,**,   9.80,,,,
78,41-2031,        2660,   8.78,,,,
78,41-3011,**,   8.55,,,,
78,41-4011,         440,  29.83,,,,
78,41-4012,        2080,  16.52,,,,
78,41-9031,**,  19.22,,,,
78,41-9041,        1830,   9.39,,,,
78,41-9091,         520,  11.92,,,,
78,43-0000,       30290,  10.73,,,,
78,43-1011,        2960,  15.82,,,,
78,43-3011,         660,  10.24,,,,
78,43-3021,          50,  12.92,,,,
78,43-3031,        5510,  11.32,,,,
78,43-3051,         690,  12.17,,,,
78,43-3061,**,  12.24,,,,
78,43-4051,         500,  10.38,,,,
78,43-4161,          50,  12.99,,,,
78,43-4171,        1650,   9.67,,,,
78,43-5032,**,  10.25,,,,
78,43-5081,          40,  10.16,,,,
78,43-6011,        2750,  13.55,,,,
78,43-6014,        6080,   9.63,,,,
78,43-9061,        8660,   9.58,,,,
78,45-0000,        9330,   8.67,,,,
78,45-1011,         700,  14.51,,,,
78,45-1012,          60,   8.13,,,,
78,45-2091,         220,  11.46,,,,
78,45-2092,        7310,   8.44,,,,
78,45-2093,          30,  11.12,,,,
78,45-4011,         250,   6.31,,,,
78,45-4021,**,   8.09,,,,
78,45-4022,**,  15.95,,,,
78,47-0000,       13430,  11.96,,,,
78,47-1011,        2010,  20.15,,,,
78,47-2021,         550,  13.11,,,,
78,47-2022,**,  13.00,,,,
78,47-2031,         200,  15.59,,,,
78,47-2051,        1860,  13.28,,,,
78,47-2061,        2340,   8.48,,,,
78,47-2071,          70,   9.93,,,,
78,47-2073,        2720,  13.47,,,,
78,47-2111,**,  19.91,,,,
78,47-2141,**,  10.90,,,,
78,47-2152,         260,  17.75,,,,
78,47-3015,**,   7.97,,,,
78,47-4051,         280,   8.30,,,,
78,47-4091,         570,  12.06,,,,
78,49-0000,        6260,  12.62,,,,
78,49-1011,         500,  17.51,,,,
78,49-3023,        1130,  13.99,,,,
78,49-3031,         130,  14.32,,,,
78,49-3041,         230,  12.73,,,,
78,49-3042,          40,  14.93,,,,
78,49-3053,        1880,  12.40,,,,
78,49-9042,        1690,  10.54,,,,
78,49-9043,**,  11.26,,,,
78,49-9098,**,  10.38,,,,
78,51-0000,         110,   9.52,,,,
78,53-0000,       12410,  10.62,,,,
78,53-1021,         360,  12.67,,,,
78,53-1031,         210,  15.96,,,,
78,53-3032,        3110,  12.45,,,,
78,53-3033,        1940,  10.72,,,,
78,53-7032,         790,  15.61,,,,
78,53-7051,         600,  10.67,,,,
78,53-7062,        5050,   8.84,,,,
78,53-7063,**,  12.14,,,,
101,00-0000,        7480,  19.42,,,,
101,11-0000,         230,  36.66,,,,
101,11-1021,         140,  36.97,,,,
101,13-0000,         140,  22.58,,,,
101,13-1023,          30,  23.60,,,,
101,15-0000,          40,  26.49,,,,
101,17-0000,         290,  27.57,,,,
101,17-2081,          30,  25.89,,,,
101,17-2151,         100,  32.69,,,,
101,29-0000,          30,  23.20,,,,
101,43-0000,         340,  15.62,,,,
101,43-1011,          30,  20.67,,,,
101,43-3031,          40,  15.16,,,,
101,43-5081,          80,  17.96,,,,
101,47-0000,         950,  19.11,,,,
101,47-1011,         110,  26.39,,,,
101,49-0000,        2180,  19.65,,,,
101,49-1011,         140,  24.98,,,,
101,49-9041,         770,  19.39,,,,
101,49-9042,          30,  18.27,,,,
101,51-0000,        2130,  18.86,,,,
101,51-1011,         400,  25.07,,,,
101,51-9021,         460,  18.08,,,,
101,51-9061,          90,  16.37,,,,
101,53-0000,        1090,  19.02,,,,
102,00-0000,       10450,  17.61,,,,
102,11-0000,         260,  36.48,,,,
102,11-1021,          90,  38.28,,,,
102,11-9041,          60,  37.52,,,,
102,13-0000,         160,  20.12,,,,
102,13-1023,          40,  21.12,,,,
102,13-2011,          50,  18.97,,,,
102,15-0000,          80,  19.58,,,,
102,15-1041,          50,  17.71,,,,
102,17-0000,         460,  24.02,,,,
102,17-2041,          40,  24.85,,,,
102,17-2081,          40,  24.90,,,,
102,17-2141,          40,  24.35,,,,
102,17-2151,         100,  29.01,,,,
102,17-3031,          30,  19.04,,,,
102,29-0000,          50,  21.69,,,,
102,29-9010,          50,  21.69,,,,
102,33-0000,          30,   9.82,,,,
102,33-9032,          30,   9.82,,,,
102,43-0000,         410,  15.90,,,,
102,43-4161,          30,  18.64,,,,
102,43-5071,          60,  16.12,,,,
102,43-6011,          60,  16.14,,,,
102,43-9061,          40,  12.33,,,,
102,47-0000,        3000,  17.64,,,,
102,47-1011,         180,  22.79,,,,
102,47-2073,         390,  15.96,,,,
102,47-2111,         520,  17.71,,,,
102,47-2152,          90,  18.97,,,,
102,47-5041,         860,  17.93,,,,
102,49-0000,        2060,  18.11,,,,
102,49-1011,         360,  25.57,,,,
102,49-3042,         550,  16.89,,,,
102,49-9042,         260,  16.53,,,,
102,49-9043,         590,  18.67,,,,
102,51-0000,        2640,  17.52,,,,
102,51-1011,         280,  23.33,,,,
102,51-9012,        1060,  17.97,,,,
102,51-9021,         600,  18.22,,,,
102,53-7011,         190,  16.23,,,,
103,00-0000,        2430,  16.14,,,,
103,17-0000,          90,  22.69,,,,
103,19-0000,          90,  23.25,,,,
103,43-0000,         140,  15.54,,,,
103,47-0000,        1030,  15.39,,,,
103,47-2111,         120,  16.39,,,,
103,49-0000,         530,  16.54,,,,
103,49-1011,          70,  25.54,,,,
103,49-9042,          30,  15.08,,,,
103,51-0000,         220,  16.01,,,,
103,51-9021,          70,  15.44,,,,
103,53-0000,         210,  15.13,,,,
104,00-0000,       11410,  20.37,,,,
104,11-0000,         720,  44.54,,,,
104,11-1011,          30,#,,,,
104,11-1021,         130,  56.56,,,,
104,11-2031,**,  60.26,,,,
104,11-3031,         100,  48.60,,,,
104,11-3040,          50,  41.18,,,,
104,11-9021,          30,  33.16,,,,
104,11-9041,          70,  43.36,,,,
104,13-0000,         290,  25.54,,,,
104,13-1023,          30,  23.22,,,,
104,13-2011,         130,  26.23,,,,
104,15-0000,          80,  25.58,,,,
104,15-1041,          30,  22.53,,,,
104,17-0000,         670,  26.10,,,,
104,17-1022,          60,  19.50,,,,
104,17-2081,          60,  30.25,,,,
104,17-2131,          40,  30.76,,,,
104,17-2151,         290,  30.00,,,,
104,17-3022,          40,  17.85,,,,
104,17-3025,          60,  19.46,,,,
104,17-3031,          30,  20.75,,,,
104,19-0000,         580,  22.98,,,,
104,19-2042,         200,  30.03,,,,
104,19-4031,         270,  19.28,,,,
104,23-0000,**,#,,,,
104,29-0000,          30,  24.09,,,,
104,29-9010,          30,  24.77,,,,
104,33-0000,          90,  18.44,,,,
104,33-9032,          60,  16.81,,,,
104,37-0000,          60,  12.70,,,,
104,37-2011,          60,  12.65,,,,
104,43-0000,         510,  16.26,,,,
104,43-3031,          60,  16.07,,,,
104,43-3051,          30,  16.60,,,,
104,43-5071,          50,  17.02,,,,
104,43-5081,          50,  17.82,,,,
104,43-6011,          70,  16.68,,,,
104,43-6014,          80,  16.09,,,,
104,43-9061,          90,  14.11,,,,
104,47-0000,        4050,  20.11,,,,
104,47-1011,         380,  29.70,,,,
104,47-2111,         180,  20.64,,,,
104,47-5021,         160,  19.61,,,,
104,47-5031,          70,  19.93,,,,
104,47-5041,         470,  19.54,,,,
104,47-5042,         760,  19.68,,,,
104,49-0000,        1760,  20.77,,,,
104,49-1011,         220,  29.32,,,,
104,49-3023,          40,  21.64,,,,
104,49-3031,          70,  20.35,,,,
104,49-3042,         640,  20.42,,,,
104,49-9041,         230,  17.23,,,,
104,49-9042,         210,  19.43,,,,
104,49-9043,          40,  15.38,,,,
104,51-0000,        1400,  19.29,,,,
104,51-1011,         220,  28.16,,,,
104,51-4035,         230,  17.42,,,,
104,51-4121,          50,  20.91,,,,
104,51-9012,         160,  19.45,,,,
104,51-9021,         130,  17.85,,,,
104,53-0000,        1110,  18.91,,,,
104,53-1031,          30,  25.93,,,,
104,53-3032,         560,  19.28,,,,
104,53-7062,         100,  17.67,,,,
106,00-0000,         550,  19.78,,,,
108,00-0000,        2510,  16.99,,,,
108,11-0000,         270,  37.21,,,,
108,11-1011,          30,#,,,,
108,11-1021,         140,  34.31,,,,
108,11-3031,          50,  32.71,,,,
108,11-3040,**,  38.93,,,,
108,13-0000,          30,  19.26,,,,
108,19-0000,          70,  29.04,,,,
108,19-2042,          60,  30.81,,,,
108,41-0000,          30,  24.64,,,,
108,41-4011,          30,  24.71,,,,
108,43-0000,         230,  14.32,,,,
108,43-3031,          40,  15.33,,,,
108,43-5071,**,  18.09,,,,
108,43-6011,          50,  14.71,,,,
108,47-0000,        1580,  15.87,,,,
108,47-1011,         240,  25.68,,,,
108,47-5021,         670,  16.92,,,,
108,47-5081,         610,  13.78,,,,
108,49-0000,         120,  20.69,,,,
108,49-1011,**,  27.56,,,,
108,49-3031,**,  19.97,,,,
108,51-0000,          80,  17.87,,,,
108,53-0000,          70,  17.56,,,,
108,53-3032,          30,  18.87,,,,
109,00-0000,        3010,  18.46,,,,
109,11-0000,**,  40.19,,,,
109,11-1021,          40,  44.72,,,,
109,11-3031,**,  34.65,,,,
109,11-9041,**,  46.78,,,,
109,13-0000,**,  20.97,,,,
109,13-1023,**,  21.20,,,,
109,13-2011,**,  20.28,,,,
109,17-0000,         280,  23.45,,,,
109,17-2151,**,  24.54,,,,
109,17-3025,**,  19.09,,,,
109,19-0000,         150,  16.79,,,,
109,19-2042,**,  20.58,,,,
109,19-4041,**,  15.87,,,,
109,43-0000,         160,  15.07,,,,
109,43-3031,**,  14.67,,,,
109,43-9061,          30,  12.28,,,,
109,47-0000,         490,  15.93,,,,
109,47-1011,**,  16.85,,,,
109,47-2073,         130,  15.79,,,,
109,47-2111,**,  19.11,,,,
109,49-0000,         390,  19.61,,,,
109,49-1011,**,  26.56,,,,
109,49-3042,**,  18.13,,,,
109,49-9041,          40,  13.96,,,,
109,49-9042,         100,  19.50,,,,
109,51-0000,         600,  18.10,,,,
109,51-1011,          60,  20.36,,,,
109,51-4121,**,  18.90,,,,
109,53-0000,         420,  16.27,,,,
109,53-7032,**,  15.54,,,,
122,00-0000,       70030,  18.63,,,,
122,11-0000,        2500,  39.11,,,,
122,11-1011,         280,  60.55,,,,
122,11-1021,        1090,  38.13,,,,
122,11-3011,          50,  31.75,,,,
122,11-3021,          50,  32.33,,,,
122,11-3031,         190,  38.94,,,,
122,11-3040,         120,  39.44,,,,
122,11-3061,         100,  30.80,,,,
122,11-3071,          50,  29.79,,,,
122,11-9041,         190,  40.66,,,,
122,13-0000,         870,  22.22,,,,
122,13-1021,**,  18.34,,,,
122,13-1023,         200,  20.94,,,,
122,13-1041,          40,  24.46,,,,
122,13-1072,          50,  19.54,,,,
122,13-2011,         390,  23.03,,,,
122,15-0000,         240,  25.09,,,,
122,15-1041,         100,  23.48,,,,
122,15-1051,**,  25.53,,,,
122,15-1061,**,  33.35,,,,
122,15-1071,          30,  27.16,,,,
122,17-0000,        1540,  26.68,,,,
122,17-1022,         160,  20.28,,,,
122,17-2071,          40,  36.45,,,,
122,17-2081,         120,  30.31,,,,
122,17-2151,         790,  29.44,,,,
122,17-3025,          30,  17.87,,,,
122,17-3031,         140,  18.17,,,,
122,19-0000,         480,  26.06,,,,
122,19-2041,          30,  27.01,,,,
122,19-4031,          50,  19.65,,,,
122,19-4041,         100,  21.94,,,,
122,19-4091,         130,  29.01,,,,
122,23-0000,          50,  24.08,,,,
122,29-0000,         130,  27.08,,,,
122,29-9010,         100,  30.64,,,,
122,33-0000,         400,   7.56,,,,
122,33-9032,         400,   7.54,,,,
122,37-0000,         210,  18.32,,,,
122,37-1012,**,  20.16,,,,
122,37-2011,         130,  17.10,,,,
122,41-0000,         160,  20.99,,,,
122,41-2011,**,   9.82,,,,
122,41-4012,          40,  27.22,,,,
122,41-9022,**,  22.38,,,,
122,43-0000,        2860,  13.45,,,,
122,43-1011,         130,  20.60,,,,
