sic,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
71,00-0000,4650,10.43,,,,
71,11-0000,480,20.58,,,,
71,11-1011,60,24.89,,,,
71,11-1021,210,23.06,,,,
71,11-9011,60,16.93,,,,
71,37-0000,690,12.24,,,,
71,37-1012,**,22.65,,,,
71,37-3011,190,11.77,,,,
71,37-3012,360,9.66,,,,
71,41-0000,**,*,,,,
71,41-4012,30,12.75,,,,
71,43-0000,430,9.14,,,,
71,43-1011,30,13.25,,,,
71,43-3031,100,10.11,,,,
71,43-6011,30,13.64,,,,
71,43-6014,130,7.93,,,,
71,43-9061,60,10.08,,,,
71,45-0000,1750,8.36,,,,
71,45-1011,180,12.96,,,,
71,45-2091,1090,10.61,,,,
71,45-2092,480,6.99,,,,
71,47-0000,100,9.56,,,,
71,47-2073,60,9.22,,,,
71,49-0000,210,10.13,,,,
71,49-3031,30,11.67,,,,
71,49-3041,90,13.28,,,,
71,53-0000,830,9.93,,,,
71,53-3032,400,11.42,,,,
71,53-3033,120,10.22,,,,
71,53-7062,220,7.56,,,,
72,00-0000,129790,6.85,,,,
72,11-0000,5880,22.58,,,,
72,11-1011,720,29.95,,,,
72,11-1021,2220,23.26,,,,
72,11-2022,570,28.83,,,,
72,11-3031,320,25.09,,,,
72,11-3040,160,18.32,,,,
72,11-3051,340,20.52,,,,
72,11-3071,240,16.86,,,,
72,11-9011,1040,18.8,,,,
72,13-0000,350,20.03,,,,
72,13-2011,230,20.88,,,,
72,15-0000,180,23.9,,,,
72,15-1061,140,21.96,,,,
72,17-0000,270,6.89,,,,
72,17-2021,60,28.57,,,,
72,19-0000,950,16.75,,,,
72,19-1010,**,17.47,,,,
72,19-4011,350,9.46,,,,
72,33-0000,110,7.47,,,,
72,33-9032,110,6.88,,,,
72,37-0000,2620,8.31,,,,
72,37-1012,**,12.55,,,,
72,37-2011,530,6.82,,,,
72,37-3011,**,7.77,,,,
72,37-3012,1250,7.92,,,,
72,37-3013,70,8.97,,,,
72,41-0000,1910,14.24,,,,
72,41-2031,100,6.85,,,,
72,41-4012,1420,16.21,,,,
72,43-0000,8480,9.44,,,,
72,43-1011,750,12.66,,,,
72,43-2011,40,9.54,,,,
72,43-3031,1620,10.45,,,,
72,43-3051,400,10.3,,,,
72,43-4051,60,15.92,,,,
72,43-4071,90,7.66,,,,
72,43-4151,170,10.47,,,,
72,43-4161,40,10.14,,,,
72,43-4171,400,7.93,,,,
72,43-5071,1010,8.09,,,,
72,43-6011,290,13.47,,,,
72,43-6014,760,9.29,,,,
72,43-9011,170,10.76,,,,
72,43-9021,**,7.47,,,,
72,43-9061,1650,7.86,,,,
72,45-0000,63880,6.52,,,,
72,45-1011,2780,12.68,,,,
72,45-1012,**,9.67,,,,
72,45-2011,100,11.43,,,,
72,45-2041,19450,6.48,,,,
72,45-2091,7090,7.24,,,,
72,45-2092,29090,6.32,,,,
72,45-2093,2120,6.43,,,,
72,47-0000,110,15.21,,,,
72,49-0000,4100,8.36,,,,
72,49-1011,**,18.92,,,,
72,49-3011,100,17.38,,,,
72,49-3031,160,11.48,,,,
72,49-3041,560,9.71,,,,
72,49-9042,1300,9.82,,,,
72,51-0000,11990,7.1,,,,
72,51-1011,760,15.12,,,,
72,51-9021,140,11.9,,,,
72,51-9198,740,7.41,,,,
72,53-0000,28900,6.95,,,,
72,53-1021,380,14.2,,,,
72,53-1031,80,18.2,,,,
72,53-2012,1130,*,,,,
72,53-3032,2820,9.12,,,,
72,53-3033,870,6.62,,,,
72,53-7051,3020,8.44,,,,
72,53-7062,5970,6.88,,,,
72,53-7064,10260,6.65,,,,
74,00-0000,210520,9.28,,,,
74,11-0000,5320,16.99,,,,
74,11-1011,1070,39.32,,,,
74,11-1021,2630,16.16,,,,
74,11-3040,170,13.16,,,,
74,11-9111,730,16.05,,,,
74,13-0000,510,14.26,,,,
74,13-2011,300,12.96,,,,
74,15-0000,110,12,,,,
74,29-0000,83770,13.37,,,,
74,29-1131,36790,28.2,,,,
74,29-2012,710,9.1,,,,
74,29-2056,44270,9.82,,,,
74,31-0000,47020,7.46,,,,
74,31-9096,46100,7.45,,,,
74,37-0000,2490,6.83,,,,
74,37-1012,**,8.05,,,,
74,37-2011,1920,6.54,,,,
74,37-2012,240,6.37,,,,
74,37-3011,**,6.56,,,,
74,39-0000,20280,6.91,,,,
74,39-1021,90,9.72,,,,
74,39-2021,20060,6.91,,,,
74,41-0000,**,7.86,,,,
74,41-2031,**,7.66,,,,
74,43-0000,49700,9,,,,
74,43-1011,4260,11.47,,,,
74,43-3011,420,8.96,,,,
74,43-3021,30,8.35,,,,
74,43-3031,3990,9.75,,,,
74,43-3051,**,8.39,,,,
74,43-3061,160,9.69,,,,
74,43-4171,31190,8.24,,,,
74,43-6011,540,12.25,,,,
74,43-6013,3310,8.81,,,,
74,43-6014,1620,9.56,,,,
74,43-9021,170,9.17,,,,
74,43-9022,**,9.67,,,,
74,43-9061,3110,8.54,,,,
74,45-0000,**,9.79,,,,
74,45-1011,80,11.09,,,,
74,49-0000,370,13.59,,,,
74,49-9042,360,7.99,,,,
74,53-0000,120,8.75,,,,
74,53-7062,60,7.14,,,,
75,00-0000,56320,8.27,,,,
75,11-0000,2560,16.8,,,,
75,11-1011,330,20.64,,,,
75,11-1021,1260,16.48,,,,
75,11-3031,100,18.71,,,,
75,11-9011,450,15.63,,,,
75,11-9111,**,6.29,,,,
75,13-0000,170,20.45,,,,
75,13-1021,**,61.64,,,,
75,13-2011,100,16.83,,,,
75,15-0000,150,19.53,,,,
75,15-1061,100,18.58,,,,
75,19-0000,1480,11.1,,,,
75,19-1010,110,14.11,,,,
75,19-4011,1360,10.71,,,,
75,25-0000,100,9.81,,,,
75,27-0000,220,17.64,,,,
75,27-3031,**,18.97,,,,
75,29-0000,430,14.46,,,,
75,29-1131,130,17.45,,,,
75,29-2056,260,12.75,,,,
75,31-0000,970,8.07,,,,
75,31-9096,890,8.21,,,,
75,33-0000,180,9.46,,,,
75,33-9011,50,9.81,,,,
75,33-9032,120,8.54,,,,
75,35-0000,80,7.74,,,,
75,37-0000,1000,8.81,,,,
75,37-1012,**,12.33,,,,
75,37-2011,370,6.46,,,,
75,37-2012,60,6.68,,,,
75,37-3011,350,9.49,,,,
75,39-0000,27840,7.88,,,,
75,39-1021,910,11.81,,,,
75,39-2011,3480,11,,,,
75,39-2021,22940,7.57,,,,
75,39-9021,**,6.32,,,,
75,41-0000,1010,9.37,,,,
75,41-1011,90,11.09,,,,
75,41-1012,60,15.87,,,,
75,41-2011,110,6.54,,,,
75,41-2021,**,6.26,,,,
75,41-2031,330,7.07,,,,
75,41-4011,50,16.54,,,,
75,41-4012,180,19.47,,,,
75,43-0000,5050,9.18,,,,
75,43-1011,280,13.51,,,,
75,43-2011,60,8.44,,,,
75,43-3031,470,11.2,,,,
75,43-3051,60,11.77,,,,
75,43-4051,140,8.92,,,,
75,43-4071,40,8.39,,,,
75,43-4151,30,10.57,,,,
75,43-4171,1070,8.42,,,,
75,43-5071,70,10.91,,,,
75,43-5081,**,6.34,,,,
75,43-6011,260,10.59,,,,
75,43-6014,790,10.28,,,,
75,43-9011,50,10.67,,,,
75,43-9021,140,10.39,,,,
75,43-9051,**,9.12,,,,
75,43-9061,1250,8.3,,,,
75,45-0000,10560,8.16,,,,
75,45-1011,940,11.91,,,,
75,45-1012,90,6.07,,,,
75,45-2011,160,12.01,,,,
75,45-2021,700,10.74,,,,
75,45-2091,**,9.26,,,,
75,45-2092,1010,7.44,,,,
75,45-2093,6860,7.83,,,,
75,49-0000,600,9.83,,,,
75,49-3041,80,10.17,,,,
75,49-9042,480,8.91,,,,
75,51-0000,2500,7.26,,,,
75,51-1011,90,13,,,,
75,51-3021,780,7.75,,,,
75,51-3022,190,8.15,,,,
75,51-3023,590,7.04,,,,
75,51-9198,140,7.34,,,,
75,53-0000,1390,7.9,,,,
75,53-3032,**,12.02,,,,
75,53-3033,120,9.56,,,,
75,53-7062,570,7.75,,,,
75,53-7064,360,6.57,,,,
76,00-0000,174670,6.39,,,,
76,11-0000,1150,19.91,,,,
76,11-1021,370,24.09,,,,
76,11-3031,80,34.24,,,,
76,11-3040,40,11.63,,,,
76,11-9011,440,18.37,,,,
76,13-0000,130,18.23,,,,
76,13-2011,40,21.11,,,,
76,37-0000,920,6.59,,,,
76,37-3011,**,7.01,,,,
76,37-3012,**,7.7,,,,
76,43-0000,1710,8.9,,,,
76,43-1011,60,12.7,,,,
76,43-3031,260,11,,,,
76,43-3051,290,8.93,,,,
76,43-4071,**,6.71,,,,
76,43-4171,60,7.67,,,,
76,43-6011,40,13.06,,,,
76,43-6014,340,9.65,,,,
76,43-9061,510,7.81,,,,
76,45-0000,167510,6.37,,,,
76,45-1011,3480,10.26,,,,
76,45-1012,7700,6.57,,,,
76,45-2041,720,6.48,,,,
76,45-2091,2840,6.84,,,,
76,45-2092,147420,6.35,,,,
76,45-2093,5300,6.31,,,,
76,49-0000,580,10.42,,,,
76,49-3031,110,11.27,,,,
76,49-3041,350,10.69,,,,
76,49-9042,**,8.32,,,,
76,53-0000,2540,6.33,,,,
76,53-3032,620,8.38,,,,
76,53-7051,110,7.79,,,,
76,53-7062,**,6.68,,,,
76,53-7064,1290,6.55,,,,
78,00-0000,530510,9.59,,,,
78,11-0000,28870,21.94,,,,
78,11-1011,5830,29.53,,,,
78,11-1021,12800,22.6,,,,
78,11-2022,1020,23.3,,,,
78,11-3011,2030,12.89,,,,
78,11-3031,1130,26.39,,,,
78,11-3040,50,16.15,,,,
78,11-3061,40,16.2,,,,
78,11-3071,190,27.9,,,,
78,11-9011,1170,16.44,,,,
78,11-9021,2020,20.27,,,,
78,13-0000,2880,17.14,,,,
78,13-1021,140,16.76,,,,
78,13-1051,1630,16.53,,,,
78,13-1071,70,19.27,,,,
78,13-2011,710,17.46,,,,
78,15-0000,380,19.47,,,,
78,15-1061,230,20.78,,,,
78,17-0000,8110,17.08,,,,
78,17-1011,100,23.43,,,,
78,17-1012,6130,16.86,,,,
78,17-2051,190,23.09,,,,
78,17-3011,700,15.82,,,,
78,19-0000,190,17.61,,,,
78,19-1010,**,17.32,,,,
78,27-0000,870,12.35,,,,
78,27-1023,210,10.19,,,,
78,33-0000,570,9.14,,,,
78,33-9032,**,8.18,,,,
78,37-0000,406730,9.1,,,,
78,37-1011,930,10.62,,,,
78,37-1012,43540,13.84,,,,
78,37-2011,5840,8.6,,,,
78,37-2021,**,11.83,,,,
78,37-3011,295780,8.4,,,,
78,37-3012,14510,11.14,,,,
78,37-3013,42700,10.67,,,,
78,41-0000,12550,12.04,,,,
78,41-1011,820,13.86,,,,
78,41-1012,190,21.86,,,,
78,41-2011,1030,7.12,,,,
78,41-2031,3170,7.91,,,,
78,41-4011,920,24.16,,,,
78,41-4012,2850,15.37,,,,
78,41-9041,1530,8.51,,,,
78,41-9091,380,9.93,,,,
78,43-0000,28960,10.39,,,,
78,43-1011,2630,14.26,,,,
78,43-3011,560,9.78,,,,
78,43-3021,70,12.22,,,,
78,43-3031,5500,10.91,,,,
78,43-3051,830,10.9,,,,
78,43-4051,540,9.98,,,,
78,43-4151,30,11.32,,,,
78,43-4161,40,13.15,,,,
78,43-4171,2130,9.07,,,,
78,43-5081,**,8.49,,,,
78,43-6011,2810,12.86,,,,
78,43-6014,5910,8.94,,,,
78,43-9061,7500,9.39,,,,
78,45-0000,9070,8.06,,,,
78,45-1011,490,14.1,,,,
78,45-1012,**,7.8,,,,
78,45-2091,190,12.59,,,,
78,45-2092,7280,7.74,,,,
78,45-2093,**,7.93,,,,
78,45-4021,230,11.09,,,,
78,45-4022,**,15.42,,,,
78,47-0000,10450,12.58,,,,
78,47-1011,1400,17.52,,,,
78,47-2021,490,12.57,,,,
78,47-2031,310,16.4,,,,
78,47-2051,1160,12.37,,,,
78,47-2061,1960,8.45,,,,
78,47-2073,2380,13.43,,,,
78,47-4091,310,10.15,,,,
78,49-0000,6420,12.59,,,,
78,49-1011,430,17.96,,,,
78,49-3023,1270,12.27,,,,
78,49-3031,170,13.18,,,,
78,49-3041,280,12.42,,,,
78,49-3042,50,13.83,,,,
78,49-3053,1950,12.23,,,,
78,49-9042,1660,10.41,,,,
78,51-0000,70,7.93,,,,
78,53-0000,14370,10.03,,,,
78,53-1021,430,12.38,,,,
78,53-1031,340,15.43,,,,
78,53-3032,3890,13.32,,,,
78,53-3033,2900,10.23,,,,
78,53-7032,610,11.81,,,,
78,53-7051,770,9.56,,,,
78,53-7062,5150,7.8,,,,
101,00-0000,7710,18.87,,,,
101,11-0000,300,33.72,,,,
101,11-1021,230,33.55,,,,
101,15-0000,60,26.31,,,,
101,43-0000,380,15.07,,,,
101,47-0000,1080,18.39,,,,
101,47-1011,180,25.31,,,,
101,49-0000,2150,18.77,,,,
101,53-0000,770,18.86,,,,
102,00-0000,9540,16.24,,,,
102,11-0000,260,48.45,,,,
102,11-1021,**,30.65,,,,
102,43-0000,**,15.86,,,,
102,47-0000,4960,16.79,,,,
103,00-0000,2130,15.29,,,,
103,11-0000,80,33.54,,,,
103,11-1021,40,32.5,,,,
103,17-0000,60,20.61,,,,
103,19-0000,70,23.7,,,,
103,43-0000,80,13.88,,,,
103,47-0000,1070,14.82,,,,
103,49-0000,410,15.56,,,,
103,51-0000,150,14.77,,,,
103,53-0000,180,14.51,,,,
104,00-0000,15070,20.08,,,,
104,11-0000,1210,44.08,,,,
104,11-1011,50,*,,,,
104,11-1021,140,53.37,,,,
104,11-2021,60,61.28,,,,
104,11-2031,50,42.47,,,,
104,11-3011,60,31.16,,,,
104,11-3021,30,41.78,,,,
104,11-3031,130,45.3,,,,
104,11-3040,70,37.14,,,,
104,11-9021,60,32.05,,,,
104,11-9041,120,50.47,,,,
104,11-9121,30,58.62,,,,
104,13-0000,380,25.06,,,,
104,13-1023,70,22.94,,,,
104,13-2011,130,24.06,,,,
104,15-0000,100,25.47,,,,
104,15-1041,30,24.2,,,,
104,17-0000,910,25.19,,,,
104,17-1022,50,21.61,,,,
104,17-2081,80,25.7,,,,
104,17-2131,**,30.76,,,,
104,17-2151,380,29.12,,,,
104,17-3023,90,21.11,,,,
104,17-3025,40,14.71,,,,
104,17-3031,50,18.32,,,,
104,19-0000,720,21.62,,,,
104,19-2031,50,25.74,,,,
104,19-2041,30,23.1,,,,
104,19-2042,220,28.44,,,,
104,19-4031,250,18.15,,,,
104,19-4041,**,17.18,,,,
104,29-0000,**,*,,,,
104,29-9010,30,24.77,,,,
104,33-0000,120,11.32,,,,
104,33-9032,110,14.74,,,,
104,37-0000,**,*,,,,
104,37-2011,30,12.63,,,,
104,43-0000,500,15.69,,,,
104,43-3031,60,14.25,,,,
104,43-3051,30,16.36,,,,
104,43-4161,30,16.22,,,,
104,43-4171,30,11.17,,,,
104,43-5061,30,16.22,,,,
104,43-5071,50,17.38,,,,
104,43-5081,30,15.93,,,,
104,43-6011,60,15.73,,,,
104,43-6014,**,15.09,,,,
104,43-9061,**,13.8,,,,
104,47-0000,6180,19.78,,,,
104,47-1011,480,29.72,,,,
104,47-2111,270,19.57,,,,
104,47-5021,**,18.69,,,,
104,47-5031,90,17.99,,,,
104,47-5041,**,16.69,,,,
104,47-5042,840,19.07,,,,
104,47-5081,**,10.42,,,,
104,49-0000,2170,19.67,,,,
104,49-1011,270,29.52,,,,
104,49-3042,500,18.94,,,,
104,49-9041,260,17.15,,,,
104,49-9042,370,18.74,,,,
104,51-0000,1390,19.08,,,,
104,51-1011,160,25.76,,,,
104,51-9012,**,16.71,,,,
104,51-9021,270,17.93,,,,
104,51-9198,**,15.3,,,,
104,53-0000,1280,18.74,,,,
104,53-3032,**,19.47,,,,
104,53-7062,100,14.95,,,,
106,00-0000,1270,18.34,,,,
106,11-0000,60,26.97,,,,
106,43-0000,**,14.33,,,,
106,49-0000,90,14.93,,,,
108,00-0000,2480,16.32,,,,
108,11-0000,340,39.26,,,,
108,11-1011,80,*,,,,
108,11-1021,120,34.24,,,,
108,11-3031,**,31.61,,,,
108,13-0000,60,16.57,,,,
108,13-2011,40,19.93,,,,
108,19-0000,230,20.11,,,,
108,19-2042,170,23.16,,,,
108,43-0000,370,12.92,,,,
108,43-3031,80,11.6,,,,
108,43-6011,200,14.06,,,,
108,43-9061,40,13.29,,,,
108,47-0000,1310,15,,,,
108,47-1011,230,24.2,,,,
108,47-5021,560,15.02,,,,
108,47-5081,490,9.18,,,,
108,49-0000,50,14.23,,,,
108,51-0000,70,16.48,,,,
109,00-0000,1060,19.64,,,,
109,11-0000,150,40.86,,,,
109,11-1021,60,41.11,,,,
109,11-3031,30,35.18,,,,
109,11-9041,40,44.22,,,,
109,17-0000,130,25.3,,,,
109,17-2151,100,26.11,,,,
109,19-0000,110,20.99,,,,
109,43-0000,110,14.23,,,,
109,43-9061,40,11.32,,,,
109,47-0000,210,16.5,,,,
109,47-5081,40,12.7,,,,
109,49-0000,90,19.1,,,,
109,51-0000,130,18.86,,,,
109,51-1011,30,20.75,,,,
122,00-0000,76950,18.42,,,,
122,11-0000,3240,36.36,,,,
122,11-1011,310,65.09,,,,
122,11-1021,1410,35.91,,,,
122,11-2022,**,24.81,,,,
122,11-3011,50,29.98,,,,
122,11-3021,60,32.05,,,,
122,11-3031,250,35.58,,,,
122,11-3040,150,36.61,,,,
122,11-3061,120,26.23,,,,
122,11-3071,50,26.64,,,,
122,11-9041,190,38.69,,,,
122,11-9121,**,38.34,,,,
122,13-0000,1050,19.78,,,,
122,13-1023,240,21.97,,,,
122,13-1041,30,27.98,,,,
122,13-1072,50,17.85,,,,
122,13-2011,500,21.92,,,,
122,15-0000,290,22.81,,,,
122,15-1041,110,16.86,,,,
122,15-1061,**,31.09,,,,
122,17-0000,1460,25.55,,,,
122,17-1022,210,19.08,,,,
122,17-2071,40,37.25,,,,
122,17-2081,**,29.46,,,,
122,17-2112,**,34.03,,,,
122,17-2151,680,28.14,,,,
122,17-3022,30,21.42,,,,
122,17-3031,90,17.22,,,,
122,19-0000,320,21.84,,,,
122,19-2031,30,26.86,,,,
122,19-2041,30,24.19,,,,
122,19-4031,70,18.36,,,,
122,19-4041,**,27.35,,,,
122,23-0000,**,24.64,,,,
122,29-0000,100,27.49,,,,
122,29-9010,80,29.42,,,,
122,33-0000,360,6.62,,,,
122,33-9032,350,6.35,,,,
122,37-0000,410,17.39,,,,
122,37-2011,260,9.83,,,,
122,41-0000,**,13.41,,,,
122,41-9022,**,21.02,,,,
122,43-0000,3050,12.22,,,,
122,43-1011,130,20.1,,,,
122,43-2011,**,9.62,,,,
122,43-3021,50,11.97,,,,
122,43-3031,440,12.27,,,,
122,43-3051,170,14.28,,,,
122,43-4161,110,15.39,,,,
122,43-4171,160,10.77,,,,
122,43-5032,70,18.43,,,,
122,43-5061,150,18.22,,,,
122,43-5071,140,16.4,,,,
122,43-5081,350,14.12,,,,
122,43-5111,**,10.37,,,,
122,43-6011,340,14.45,,,,
122,43-6014,160,10.36,,,,
122,43-9061,480,10.12,,,,
122,47-0000,30230,17.74,,,,
122,47-1011,4540,24.5,,,,
122,47-2031,**,19.08,,,,
122,47-2073,3730,16.91,,,,
122,47-2111,1880,19.35,,,,
122,47-4061,180,18.55,,,,
122,47-5021,1590,15.8,,,,
122,47-5031,530,16.76,,,,
122,47-5041,5590,16.98,,,,
122,47-5042,1700,17.6,,,,
122,47-5061,3410,17.52,,,,
122,47-5081,3730,13.31,,,,
122,49-0000,12470,18.71,,,,
122,49-1011,880,31.18,,,,
122,49-3031,440,15.14,,,,
122,49-3042,3450,19.25,,,,
122,49-9041,1320,18.03,,,,
122,49-9042,4030,17.17,,,,
122,49-9043,2170,18.18,,,,
122,49-9098,120,15.64,,,,
122,51-0000,7330,19.48,,,,
122,51-1011,430,29.34,,,,
122,51-4041,90,16.11,,,,
122,51-4121,780,18.56,,,,
122,51-9021,560,20.31,,,,
122,51-9061,420,17.64,,,,
122,51-9192,380,18.55,,,,
122,51-9198,1470,19.19,,,,
122,53-0000,16390,18.07,,,,
122,53-1021,180,29.73,,,,
122,53-1031,340,30.48,,,,
122,53-3032,2350,17.27,,,,
122,53-3033,260,11.62,,,,
122,53-7011,910,18.03,,,,
122,53-7032,5470,16.6,,,,
122,53-7033,600,17.07,,,,
122,53-7041,130,18.23,,,,
122,53-7051,1200,17.43,,,,
122,53-7062,370,12.39,,,,
122,53-7072,190,18.45,,,,
122,53-7111,2640,17.09,,,,
123,00-0000,1140,15.62,,,,
123,43-0000,50,9.98,,,,
123,47-0000,490,14.47,,,,
123,47-1011,60,18.07,,,,
123,47-2031,130,13.74,,,,
123,47-2073,220,13.76,,,,
123,49-0000,110,15.66,,,,
123,51-0000,180,16.63,,,,
123,51-4121,120,15.88,,,,
123,53-0000,210,17.4,,,,
123,53-3032,160,17.6,,,,
124,00-0000,2910,12.26,,,,
124,11-0000,150,27.99,,,,
124,11-1011,**,60.55,,,,
124,11-1021,110,30.86,,,,
124,43-0000,250,9.3,,,,
124,43-1011,40,14.33,,,,
124,43-3031,40,11.93,,,,
124,43-6011,30,9.96,,,,
124,43-6014,30,8.57,,,,
124,43-9061,70,7.04,,,,
124,47-0000,1780,12.26,,,,
124,47-1011,110,22.48,,,,
124,47-2073,680,15.53,,,,
124,47-5021,210,13.91,,,,
124,47-5031,340,16.07,,,,
124,47-5041,**,12.79,,,,
124,47-5081,200,10.93,,,,
124,49-0000,140,12.39,,,,
124,49-3042,**,20.49,,,,
124,49-9042,50,15.43,,,,
124,51-0000,180,15.63,,,,
124,51-4121,**,13.28,,,,
124,53-0000,350,11.18,,,,
124,53-3032,210,11.28,,,,
124,53-7032,30,14.7,,,,
131,00-0000,124980,20.5,,,,
131,11-0000,10620,47.03,,,,
131,11-1011,820,*,,,,
131,11-1021,3520,52.18,,,,
131,11-2021,140,48.27,,,,
131,11-2022,30,46.63,,,,
131,11-2031,130,48.9,,,,
131,11-3011,300,46.35,,,,
131,11-3021,160,40.94,,,,
131,11-3031,1760,40.37,,,,
131,11-3040,370,49.36,,,,
131,11-3051,300,45.87,,,,
131,11-3061,180,41.45,,,,
131,11-3071,160,29.64,,,,
131,11-9021,80,31.61,,,,
131,11-9041,1130,54.47,,,,
131,11-9121,260,61.06,,,,
131,11-9141,460,27.61,,,,
131,13-0000,10410,25.24,,,,
131,13-1023,500,29.06,,,,
131,13-1041,490,30.54,,,,
131,13-1071,50,20.42,,,,
131,13-1072,460,30.55,,,,
131,13-1073,60,25.61,,,,
131,13-1111,540,29.25,,,,
131,13-2011,4160,23.91,,,,
131,13-2031,230,32.38,,,,
131,13-2051,250,28.06,,,,
131,15-0000,1940,26.89,,,,
131,15-1021,450,29.33,,,,
131,15-1041,580,21.22,,,,
131,15-1051,350,31.9,,,,
131,15-1061,160,35.48,,,,
131,17-0000,10050,36.43,,,,
131,17-2041,**,37.75,,,,
131,17-2051,170,42.49,,,,
131,17-2081,140,32.04,,,,
131,17-2111,80,31.17,,,,
131,17-2112,890,32.71,,,,
131,17-2141,120,40.06,,,,
131,17-2151,1610,37.88,,,,
131,17-2171,4060,40.41,,,,
131,17-3013,**,20.13,,,,
131,17-3022,50,24.97,,,,
131,17-3025,40,28.67,,,,
131,17-3026,140,20.93,,,,
131,17-3027,130,19.87,,,,
131,17-3031,200,20.94,,,,
131,19-0000,8450,30.46,,,,
131,19-2041,350,36.13,,,,
131,19-2042,3180,48.53,,,,
131,19-4041,4050,23.84,,,,
131,19-4091,**,20.76,,,,
131,23-0000,2030,41.83,,,,
131,23-1011,930,56.96,,,,
131,23-2011,**,20.55,,,,
131,23-2093,**,29.65,,,,
131,27-0000,220,26.44,,,,
131,27-3031,130,31.04,,,,
131,29-0000,790,26.28,,,,
131,29-9010,730,26.88,,,,
131,33-0000,280,14.99,,,,
131,33-9032,140,11.38,,,,
131,37-0000,460,9.58,,,,
131,37-2011,200,10.21,,,,
131,37-2012,**,6.08,,,,
131,37-3011,80,10.64,,,,
131,41-0000,360,32.33,,,,
131,41-1012,100,46.86,,,,
131,41-4011,60,26.84,,,,
131,41-4012,**,22.12,,,,
131,43-0000,17730,14.84,,,,
131,43-1011,1050,22.38,,,,
131,43-2011,110,12.31,,,,
131,43-3021,190,12.1,,,,
131,43-3031,3210,13.65,,,,
131,43-3051,200,15.21,,,,
131,43-3061,130,16.46,,,,
131,43-4071,250,11.86,,,,
131,43-4151,50,15.14,,,,
131,43-4161,360,17.23,,,,
131,43-4171,580,10.06,,,,
131,43-5061,230,18.85,,,,
131,43-5081,780,17.12,,,,
131,43-5111,200,20.33,,,,
131,43-6011,2430,16.77,,,,
131,43-6014,3060,14.23,,,,
131,43-9011,50,14.19,,,,
131,43-9021,100,12.58,,,,
131,43-9051,70,10.43,,,,
131,43-9061,3890,12.43,,,,
131,43-9071,50,13.9,,,,
131,47-0000,26130,14.2,,,,
131,47-1011,3880,26.77,,,,
131,47-2073,70,17.65,,,,
131,47-2111,1150,22,,,,
131,47-2152,100,8.21,,,,
131,47-5011,6980,15.23,,,,
131,47-5012,2880,17.2,,,,
131,47-5013,2150,13.81,,,,
131,47-5071,8320,10.77,,,,
131,47-5081,260,9.58,,,,
131,49-0000,7410,20.37,,,,
131,49-1011,540,29.38,,,,
131,49-3023,120,21.5,,,,
131,49-3042,**,22.58,,,,
131,49-9012,820,23.4,,,,
131,49-9041,2020,18.49,,,,
131,49-9042,1540,21.11,,,,
131,49-9043,1330,20.55,,,,
131,51-0000,14530,21.9,,,,
131,51-1011,1650,30.8,,,,
131,51-4121,1190,14.51,,,,
131,51-8092,960,21.52,,,,
131,51-8093,10130,22.13,,,,
131,51-9061,**,22.24,,,,
131,53-0000,13380,17.69,,,,
131,53-1021,150,27.18,,,,
131,53-1031,1910,19.67,,,,
131,53-2012,**,*,,,,
131,53-3032,**,18.8,,,,
131,53-7071,240,17.13,,,,
131,53-7072,1080,16.16,,,,
131,53-7073,6340,17.22,,,,
132,00-0000,3860,20.31,,,,
132,11-0000,290,42.55,,,,
132,11-1011,30,*,,,,
132,11-1021,70,37.9,,,,
132,11-3031,60,36.19,,,,
132,13-0000,110,25.65,,,,
132,17-0000,220,29.6,,,,
132,19-0000,**,24.55,,,,
132,43-0000,360,14.25,,,,
132,43-3031,70,13.73,,,,
132,43-5061,40,22.88,,,,
132,43-6011,40,18.66,,,,
132,43-9061,120,11.46,,,,
132,47-0000,290,14.37,,,,
132,47-1011,**,16.48,,,,
132,47-2111,40,19.79,,,,
132,49-0000,460,18.9,,,,
132,49-9041,70,19.09,,,,
132,51-0000,700,21.75,,,,
132,51-1011,100,30.98,,,,
132,51-8092,210,19.82,,,,
132,53-0000,980,17.03,,,,
132,53-7071,200,18.49,,,,
138,00-0000,167880,13.67,,,,
138,11-0000,12070,31.52,,,,
138,11-1011,1500,48.99,,,,
138,11-1021,5330,25.46,,,,
138,11-2021,**,46.97,,,,
138,11-2022,460,36.1,,,,
138,11-2031,**,50.33,,,,
138,11-3011,460,31.41,,,,
138,11-3021,80,40.78,,,,
138,11-3031,840,36.51,,,,
138,11-3040,320,27.55,,,,
138,11-3061,330,29.36,,,,
138,11-3071,500,10.23,,,,
138,11-9021,**,29.49,,,,
138,11-9041,550,42.54,,,,
138,11-9121,140,40.42,,,,
138,13-0000,5140,21.79,,,,
138,13-1023,570,23.77,,,,
138,13-1041,120,20.9,,,,
138,13-1071,**,21.46,,,,
138,13-1072,260,22.67,,,,
138,13-1073,80,26.57,,,,
138,13-1111,**,31.64,,,,
138,13-2011,1290,19.52,,,,
138,13-2031,**,28.09,,,,
138,13-2051,**,28.99,,,,
138,15-0000,2010,26.15,,,,
138,15-1021,750,24.93,,,,
138,15-1041,420,22.17,,,,
138,15-1051,**,29.95,,,,
138,15-1061,110,31.66,,,,
138,15-2031,**,27.79,,,,
