naics,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
113300,00-0000,50640,15.82,10.12,12.68,19.48,24.76
113300,11-0000,940,33.13,21.05,27.38,47.97,75.09
113300,11-1021,840,32.80,20.76,27.28,48.03,77.01
113300,11-9011,40,30.41,21.83,24.38,37.33,44.32
113300,13-0000,280,23.54,15.16,20.58,28.14,35.95
113300,13-1023,150,22.89,11.99,19.08,26.71,30.83
113300,13-1199,**,23.29,20.19,21.37,25.02,31.86
113300,13-2011,50,30.38,19.32,22.46,36.55,#
113300,19-0000,470,25.10,16.14,19.99,32.66,38.09
113300,19-1032,410,26.07,16.99,20.88,33.48,38.76
113300,19-4093,60,20.27,13.03,15.27,24.97,29.50
113300,33-0000,90,10.07,8.40,8.41,12.44,14.63
113300,33-9032,80,9.83,8.40,8.41,12.37,14.64
113300,37-0000,90,9.61,7.08,7.69,12.10,14.15
113300,37-2011,60,8.36,6.94,7.39,10.41,12.28
113300,41-4012,**,23.84,10.17,14.76,26.67,28.52
113300,43-0000,3800,12.10,7.54,8.92,15.88,20.21
113300,43-1011,130,17.27,12.82,14.42,20.61,25.04
113300,43-3031,950,14.32,8.78,11.06,17.97,23.07
113300,43-3051,260,13.80,8.24,9.53,18.82,20.54
113300,43-4171,60,8.94,7.37,8.06,9.90,11.35
113300,43-5032,**,10.15,8.16,8.87,11.63,20.08
113300,43-6011,80,14.70,7.89,10.79,22.05,26.32
113300,43-6014,940,11.89,7.71,9.22,15.17,18.37
113300,43-9061,1260,9.87,7.16,7.79,13.68,17.10
113300,45-0000,31430,15.97,10.53,12.91,19.44,24.27
113300,45-1011,2320,23.25,13.73,18.01,29.77,36.46
113300,45-2099,220,14.86,9.66,12.24,17.45,19.19
113300,45-4011,70,13.61,7.82,11.39,17.42,19.13
113300,45-4021,5620,15.54,9.95,12.05,19.56,27.88
113300,45-4022,19570,15.51,10.56,12.76,18.65,22.13
113300,45-4023,370,17.65,11.18,13.32,22.96,30.29
113300,45-4029,3260,16.70,10.59,13.91,19.26,21.75
113300,47-0000,480,15.54,10.57,12.11,21.36,25.51
113300,47-2073,450,15.16,10.49,11.91,20.74,24.68
113300,49-0000,1710,16.93,10.84,13.75,20.35,27.56
113300,49-1011,50,24.61,16.31,18.97,31.54,38.73
113300,49-3031,210,18.32,10.94,13.87,21.72,27.79
113300,49-3042,870,16.96,12.32,14.31,19.97,27.58
113300,49-9042,230,14.33,9.09,11.33,17.89,20.51
113300,49-9043,80,14.33,7.84,10.62,17.17,19.25
113300,49-9096,140,18.77,15.06,16.60,23.56,35.68
113300,49-9098,60,9.79,8.19,8.83,13.18,15.43
113300,51-0000,1320,15.34,10.34,12.50,20.59,24.18
113300,51-1011,50,17.84,12.73,14.53,23.55,32.84
113300,51-7041,1120,15.54,10.58,12.70,20.95,24.33
113300,51-7042,**,11.59,7.35,8.54,13.45,15.87
113300,53-0000,9920,15.73,10.55,13.08,18.72,22.45
113300,53-1031,100,21.23,15.32,17.30,29.24,35.69
113300,53-2012,40,*,*,*,*,*
113300,53-3032,7970,15.91,11.40,13.46,18.73,22.37
113300,53-3033,240,14.80,9.41,12.01,18.16,19.90
113300,53-7021,**,18.44,8.93,10.92,24.28,27.96
113300,53-7032,150,16.58,12.82,14.35,19.26,23.37
113300,53-7041,180,18.44,15.02,16.65,20.18,22.39
113300,53-7051,370,15.40,9.70,12.27,19.78,22.87
113300,53-7062,700,11.00,7.78,9.05,14.01,16.16
115100,00-0000,302050,9.07,8.02,8.39,10.68,15.23
115100,11-0000,4570,34.13,15.65,24.32,50.13,77.97
115100,11-1011,200,69.99,43.93,52.82,#,#
115100,11-1021,1880,38.84,16.76,26.95,59.97,#
115100,11-2022,90,44.16,25.96,32.37,63.84,#
115100,11-3011,30,41.88,25.55,28.84,55.49,62.77
115100,11-3031,190,42.55,27.81,34.53,54.76,#
115100,11-3051,220,33.09,20.93,26.12,43.82,55.02
115100,11-3071,210,30.32,21.51,26.41,37.20,46.79
115100,11-9011,1460,27.46,14.51,20.01,36.51,49.32
115100,11-9012,160,*,*,*,*,*
115100,11-9199,50,40.56,26.83,30.52,54.63,70.06
115100,13-0000,960,25.68,16.47,20.74,33.05,39.71
115100,13-1021,50,25.20,12.23,20.12,29.47,33.43
115100,13-1079,40,28.92,19.54,22.16,35.13,38.64
115100,13-1199,220,24.56,12.16,15.18,31.45,39.18
115100,13-2011,570,26.20,18.22,21.17,33.89,39.86
115100,15-0000,160,25.17,16.51,20.75,34.91,42.18
115100,15-1051,40,22.69,19.60,20.87,28.51,36.00
115100,15-1061,70,25.71,15.63,21.87,34.44,39.74
115100,17-0000,70,32.82,18.47,20.64,37.49,40.20
115100,17-2021,**,36.79,32.78,34.31,39.20,40.65
115100,19-0000,680,19.06,11.17,13.34,29.46,41.55
115100,19-1012,60,23.81,11.70,17.66,31.36,44.94
115100,19-1013,270,28.48,12.89,20.72,38.05,45.19
115100,19-4011,250,13.76,10.55,11.82,15.56,19.23
115100,25-0000,70,*,*,*,*,*
115100,25-9021,70,*,*,*,*,*
115100,33-0000,110,9.00,7.54,8.32,9.86,12.28
115100,33-9032,110,9.00,7.54,8.32,9.86,12.28
115100,37-0000,2870,11.39,8.19,9.39,14.78,20.06
115100,37-1012,120,24.82,16.25,21.41,27.72,31.43
115100,37-2011,960,9.31,7.51,8.26,10.96,13.36
115100,37-2021,**,10.77,7.23,9.32,12.26,18.67
115100,37-3011,200,11.19,8.46,9.37,16.49,23.05
115100,37-3012,1480,12.79,9.53,10.77,16.13,20.22
115100,41-0000,1360,27.22,10.05,17.86,40.42,51.79
115100,41-1012,40,37.20,22.34,28.83,44.95,62.66
115100,41-2011,50,8.12,6.78,7.12,9.81,10.91
115100,41-2031,70,9.02,7.34,8.08,11.48,21.12
115100,41-3099,360,32.12,15.48,20.04,44.91,55.56
115100,41-4012,760,28.68,12.63,20.03,41.05,52.37
115100,41-9099,50,20.93,9.27,16.97,23.94,29.55
115100,43-0000,12810,12.68,8.04,9.53,16.64,21.64
115100,43-1011,830,22.73,14.23,17.18,30.54,37.05
115100,43-3031,2920,13.64,8.21,10.36,17.75,21.95
115100,43-3051,700,14.64,9.26,11.94,17.65,21.06
115100,43-4051,280,15.55,8.83,11.43,19.95,25.25
115100,43-4071,170,9.78,7.37,8.54,13.35,17.88
115100,43-4151,120,13.71,9.64,11.93,16.98,19.30
115100,43-4161,140,16.61,9.64,12.47,20.86,26.80
115100,43-4171,280,11.77,7.77,9.61,14.61,18.87
115100,43-5032,**,17.93,11.65,15.97,19.87,26.90
115100,43-5061,30,18.76,11.28,14.62,22.04,25.15
115100,43-5071,1600,11.41,7.66,9.15,14.91,18.39
115100,43-5081,100,10.31,8.29,8.99,13.95,15.46
115100,43-5111,640,8.77,7.23,7.95,9.72,12.74
115100,43-6011,450,18.99,13.21,15.65,23.47,28.24
115100,43-6014,1700,12.34,8.23,9.82,14.90,17.68
115100,43-9011,40,12.44,8.01,10.42,17.33,22.60
115100,43-9021,150,10.26,7.58,8.69,12.06,15.42
115100,43-9061,2560,10.82,7.63,8.79,13.82,16.93
115100,45-0000,222190,8.90,8.03,8.31,9.67,12.27
115100,45-1011,6710,15.28,9.83,11.71,20.98,28.03
115100,45-1012,840,14.37,10.44,12.06,22.41,26.92
115100,45-2011,410,15.05,9.51,11.06,23.69,30.16
115100,45-2041,14450,8.74,7.42,8.10,9.39,10.95
115100,45-2091,14580,10.29,7.70,8.64,13.45,16.41
115100,45-2092,183400,8.84,8.08,8.30,9.47,11.06
115100,45-2093,1070,7.69,6.95,7.23,9.04,11.20
115100,45-2099,680,9.26,7.54,8.41,11.99,15.49
115100,47-0000,**,13.99,7.92,9.02,19.71,25.70
115100,49-0000,4820,14.02,8.61,10.32,18.90,24.18
115100,49-1011,330,22.81,13.91,17.78,31.06,39.96
115100,49-3011,**,18.75,8.77,11.89,22.56,27.71
115100,49-3031,230,17.28,11.08,13.61,20.78,24.06
115100,49-3041,1380,13.29,8.50,9.95,17.19,21.39
115100,49-9041,**,14.51,10.33,11.62,19.54,22.73
115100,49-9042,1930,13.52,8.45,9.93,18.06,22.76
115100,49-9043,460,12.63,8.54,9.74,15.05,20.03
115100,49-9098,60,9.51,7.76,8.62,11.23,12.82
115100,51-0000,10930,9.45,7.89,8.55,11.95,17.18
115100,51-1011,750,19.62,10.63,14.11,26.03,32.17
