naics,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
113300,00-0000,48600,16.43,10,12.99,20.46,26.38
113300,11-0000,740,36.07,23.7,30.24,51.42,83.57
113300,11-1021,620,35.65,24.08,30.43,49.43,69.6
113300,11-9199,50,66.61,25.53,31,#,#
113300,13-0000,340,27.06,16.29,19.95,34.55,40.64
113300,13-1023,170,23.47,16.5,19.55,31.87,35.03
113300,13-2011,80,27.73,15.26,17.74,34.73,40.23
113300,19-0000,500,26.56,16.22,19.4,33.07,36.15
113300,19-1032,400,29.96,17.79,22.6,34.08,36.55
113300,19-4093,**,17.83,15.22,16.2,20.21,22.26
113300,33-0000,120,*,*,*,*,*
113300,33-9032,100,9.31,8.68,8.91,12.22,16.4
113300,37-0000,250,12.76,8.43,9.75,16,19.9
113300,37-2011,70,9.22,7.86,8.5,10.73,12.13
113300,37-3011,30,11.89,7.92,8.71,15.5,17.81
113300,37-3013,120,15.23,10.78,12.58,18.78,22.22
113300,41-0000,120,25.91,10.93,14.13,31.31,42.6
113300,41-4012,80,25.16,11.32,14.2,28.33,31.39
113300,43-0000,4170,12.38,8.12,9.09,16.39,20.49
113300,43-1011,180,18.34,12.15,14.21,22.9,28.47
113300,43-3031,750,14.38,8.58,10.11,17.6,22.96
113300,43-3051,170,19.31,8.69,13.29,21.63,23.03
113300,43-4071,**,11.37,8.12,9.17,13.15,14.14
113300,43-6011,**,18.51,14.61,16.23,21.35,26.02
113300,43-6014,1180,12.95,8.31,9.71,16.25,18.89
113300,43-9061,1690,9.86,7.87,8.54,13.74,17.41
113300,45-0000,28340,16.8,10.72,13.49,20.89,26.48
113300,45-1011,2260,24.52,15.66,19.39,30.76,39.83
113300,45-2099,230,15.05,8.82,10.43,17.04,18.22
113300,45-4011,250,15.45,9.88,13.06,17.79,24.48
113300,45-4021,4230,17.74,10.63,13.49,24.44,34.07
113300,45-4022,18880,16.3,10.56,13.19,19.66,22.88
113300,45-4023,270,15.42,10.19,12.26,19.2,26.65
113300,45-4029,2210,16.42,10.47,13.82,18.61,21.79
113300,47-0000,670,18.83,11.64,15.7,22.6,27.98
113300,47-1011,70,23.65,11.24,17.61,30.95,34.55
113300,47-2073,580,18.49,11.63,15.6,22.09,26.65
113300,49-0000,1830,17.15,11.19,14.2,21.24,26.47
113300,49-1011,70,24.49,15.59,17.57,32.12,40.73
113300,49-3031,210,18.73,12.21,14.89,21.77,26.34
113300,49-3042,800,17.68,11.97,14.7,21.97,26.44
113300,49-9043,70,16.17,10.4,11.61,18.3,23
113300,49-9071,250,13.54,9.45,11.02,17.51,23.72
113300,49-9096,360,17.26,14.89,15.79,19.25,26.24
113300,49-9098,40,9.44,7.85,8.44,11.36,13.51
113300,51-0000,930,13.36,9.09,10.93,16.29,19.6
113300,51-1011,**,15.81,10.92,12.77,18.81,31.56
113300,51-7041,640,13.58,9.33,11.26,16.56,19.18
113300,51-7042,**,12.94,8.28,9.81,14.55,17.97
113300,51-9198,**,10.35,9.06,9.67,11.02,11.43
113300,53-0000,10550,15.85,10.42,12.91,18.47,22.11
113300,53-1031,70,18.71,13.09,15.88,21.98,27.61
113300,53-3032,8590,16.15,11.16,13.43,18.55,22.11
