"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alaska"	"02"	"2008"	"2008"	"Jun., 2008"	"2008/06"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2008"	"2008"	"Jul., 2008"	"2008/07"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2008"	"2008"	"Aug., 2008"	"2008/08"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2008"	"2008"	"Sep., 2008"	"2008/09"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2008"	"2008"	"Oct., 2008"	"2008/10"	10	Not Applicable	Not Applicable
	"Alaska"	"02"	"2008"	"2008"	"Nov., 2008"	"2008/11"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2008"	"2008"	"Dec., 2008"	"2008/12"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2008"	"2008"	"Jan., 2008"	"2008/01"	47	Not Applicable	Not Applicable
	"Arizona"	"04"	"2008"	"2008"	"Feb., 2008"	"2008/02"	36	Not Applicable	Not Applicable
	"Arizona"	"04"	"2008"	"2008"	"Mar., 2008"	"2008/03"	27	Not Applicable	Not Applicable
	"Arizona"	"04"	"2008"	"2008"	"Apr., 2008"	"2008/04"	38	Not Applicable	Not Applicable
	"Arizona"	"04"	"2008"	"2008"	"May, 2008"	"2008/05"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"2008"	"2008"	"Jun., 2008"	"2008/06"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"2008"	"2008"	"Jul., 2008"	"2008/07"	19	Not Applicable	Not Applicable
	"Arizona"	"04"	"2008"	"2008"	"Aug., 2008"	"2008/08"	41	Not Applicable	Not Applicable
	"Arizona"	"04"	"2008"	"2008"	"Sep., 2008"	"2008/09"	36	Not Applicable	Not Applicable
	"Arizona"	"04"	"2008"	"2008"	"Oct., 2008"	"2008/10"	43	Not Applicable	Not Applicable
	"Arizona"	"04"	"2008"	"2008"	"Nov., 2008"	"2008/11"	36	Not Applicable	Not Applicable
	"Arizona"	"04"	"2008"	"2008"	"Dec., 2008"	"2008/12"	33	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2008"	"2008"	"Jan., 2008"	"2008/01"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2008"	"2008"	"Feb., 2008"	"2008/02"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2008"	"2008"	"Mar., 2008"	"2008/03"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2008"	"2008"	"Apr., 2008"	"2008/04"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2008"	"2008"	"May, 2008"	"2008/05"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2008"	"2008"	"Jun., 2008"	"2008/06"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2008"	"2008"	"Jul., 2008"	"2008/07"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2008"	"2008"	"Aug., 2008"	"2008/08"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2008"	"2008"	"Sep., 2008"	"2008/09"	23	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2008"	"2008"	"Oct., 2008"	"2008/10"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2008"	"2008"	"Nov., 2008"	"2008/11"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2008"	"2008"	"Dec., 2008"	"2008/12"	18	Not Applicable	Not Applicable
	"California"	"06"	"2008"	"2008"	"Jan., 2008"	"2008/01"	159	Not Applicable	Not Applicable
	"California"	"06"	"2008"	"2008"	"Feb., 2008"	"2008/02"	142	Not Applicable	Not Applicable
	"California"	"06"	"2008"	"2008"	"Mar., 2008"	"2008/03"	132	Not Applicable	Not Applicable
	"California"	"06"	"2008"	"2008"	"Apr., 2008"	"2008/04"	138	Not Applicable	Not Applicable
	"California"	"06"	"2008"	"2008"	"May, 2008"	"2008/05"	129	Not Applicable	Not Applicable
	"California"	"06"	"2008"	"2008"	"Jun., 2008"	"2008/06"	122	Not Applicable	Not Applicable
	"California"	"06"	"2008"	"2008"	"Jul., 2008"	"2008/07"	135	Not Applicable	Not Applicable
	"California"	"06"	"2008"	"2008"	"Aug., 2008"	"2008/08"	145	Not Applicable	Not Applicable
	"California"	"06"	"2008"	"2008"	"Sep., 2008"	"2008/09"	129	Not Applicable	Not Applicable
	"California"	"06"	"2008"	"2008"	"Oct., 2008"	"2008/10"	135	Not Applicable	Not Applicable
	"California"	"06"	"2008"	"2008"	"Nov., 2008"	"2008/11"	133	Not Applicable	Not Applicable
	"California"	"06"	"2008"	"2008"	"Dec., 2008"	"2008/12"	141	Not Applicable	Not Applicable
	"Colorado"	"08"	"2008"	"2008"	"Jan., 2008"	"2008/01"	20	Not Applicable	Not Applicable
	"Colorado"	"08"	"2008"	"2008"	"Feb., 2008"	"2008/02"	23	Not Applicable	Not Applicable
	"Colorado"	"08"	"2008"	"2008"	"Mar., 2008"	"2008/03"	16	Not Applicable	Not Applicable
	"Colorado"	"08"	"2008"	"2008"	"Apr., 2008"	"2008/04"	22	Not Applicable	Not Applicable
	"Colorado"	"08"	"2008"	"2008"	"May, 2008"	"2008/05"	25	Not Applicable	Not Applicable
	"Colorado"	"08"	"2008"	"2008"	"Jun., 2008"	"2008/06"	27	Not Applicable	Not Applicable
	"Colorado"	"08"	"2008"	"2008"	"Jul., 2008"	"2008/07"	26	Not Applicable	Not Applicable
	"Colorado"	"08"	"2008"	"2008"	"Aug., 2008"	"2008/08"	29	Not Applicable	Not Applicable
	"Colorado"	"08"	"2008"	"2008"	"Sep., 2008"	"2008/09"	30	Not Applicable	Not Applicable
	"Colorado"	"08"	"2008"	"2008"	"Oct., 2008"	"2008/10"	25	Not Applicable	Not Applicable
	"Colorado"	"08"	"2008"	"2008"	"Nov., 2008"	"2008/11"	31	Not Applicable	Not Applicable
	"Colorado"	"08"	"2008"	"2008"	"Dec., 2008"	"2008/12"	16	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2008"	"2008"	"Jan., 2008"	"2008/01"	19	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2008"	"2008"	"Feb., 2008"	"2008/02"	24	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2008"	"2008"	"Mar., 2008"	"2008/03"	17	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2008"	"2008"	"Apr., 2008"	"2008/04"	13	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2008"	"2008"	"May, 2008"	"2008/05"	17	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2008"	"2008"	"Jun., 2008"	"2008/06"	14	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2008"	"2008"	"Jul., 2008"	"2008/07"	18	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2008"	"2008"	"Aug., 2008"	"2008/08"	17	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2008"	"2008"	"Sep., 2008"	"2008/09"	14	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2008"	"2008"	"Oct., 2008"	"2008/10"	18	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2008"	"2008"	"Nov., 2008"	"2008/11"	21	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2008"	"2008"	"Dec., 2008"	"2008/12"	13	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"Jan., 2008"	"2008/01"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"Feb., 2008"	"2008/02"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"Mar., 2008"	"2008/03"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"Apr., 2008"	"2008/04"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"May, 2008"	"2008/05"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"Jun., 2008"	"2008/06"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"Jul., 2008"	"2008/07"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"Aug., 2008"	"2008/08"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"Sep., 2008"	"2008/09"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"Oct., 2008"	"2008/10"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"Nov., 2008"	"2008/11"	10	Not Applicable	Not Applicable
	"Delaware"	"10"	"2008"	"2008"	"Dec., 2008"	"2008/12"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2008"	"2008"	"Jan., 2008"	"2008/01"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2008"	"2008"	"Feb., 2008"	"2008/02"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2008"	"2008"	"Mar., 2008"	"2008/03"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2008"	"2008"	"Apr., 2008"	"2008/04"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2008"	"2008"	"May, 2008"	"2008/05"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2008"	"2008"	"Jun., 2008"	"2008/06"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2008"	"2008"	"Jul., 2008"	"2008/07"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2008"	"2008"	"Aug., 2008"	"2008/08"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2008"	"2008"	"Sep., 2008"	"2008/09"	0	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2008"	"2008"	"Oct., 2008"	"2008/10"	0	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2008"	"2008"	"Nov., 2008"	"2008/11"	0	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2008"	"2008"	"Dec., 2008"	"2008/12"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Jan., 2008"	"2008/01"	117	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Feb., 2008"	"2008/02"	111	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Mar., 2008"	"2008/03"	152	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Apr., 2008"	"2008/04"	133	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"May, 2008"	"2008/05"	124	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Jun., 2008"	"2008/06"	120	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Jul., 2008"	"2008/07"	87	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Aug., 2008"	"2008/08"	106	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Sep., 2008"	"2008/09"	104	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Oct., 2008"	"2008/10"	115	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Nov., 2008"	"2008/11"	112	Not Applicable	Not Applicable
	"Florida"	"12"	"2008"	"2008"	"Dec., 2008"	"2008/12"	127	Not Applicable	Not Applicable
	"Georgia"	"13"	"2008"	"2008"	"Jan., 2008"	"2008/01"	39	Not Applicable	Not Applicable
	"Georgia"	"13"	"2008"	"2008"	"Feb., 2008"	"2008/02"	31	Not Applicable	Not Applicable
	"Georgia"	"13"	"2008"	"2008"	"Mar., 2008"	"2008/03"	39	Not Applicable	Not Applicable
	"Georgia"	"13"	"2008"	"2008"	"Apr., 2008"	"2008/04"	35	Not Applicable	Not Applicable
	"Georgia"	"13"	"2008"	"2008"	"May, 2008"	"2008/05"	17	Not Applicable	Not Applicable
	"Georgia"	"13"	"2008"	"2008"	"Jun., 2008"	"2008/06"	35	Not Applicable	Not Applicable
	"Georgia"	"13"	"2008"	"2008"	"Jul., 2008"	"2008/07"	24	Not Applicable	Not Applicable
	"Georgia"	"13"	"2008"	"2008"	"Aug., 2008"	"2008/08"	35	Not Applicable	Not Applicable
	"Georgia"	"13"	"2008"	"2008"	"Sep., 2008"	"2008/09"	24	Not Applicable	Not Applicable
	"Georgia"	"13"	"2008"	"2008"	"Oct., 2008"	"2008/10"	31	Not Applicable	Not Applicable
	"Georgia"	"13"	"2008"	"2008"	"Nov., 2008"	"2008/11"	40	Not Applicable	Not Applicable
	"Georgia"	"13"	"2008"	"2008"	"Dec., 2008"	"2008/12"	33	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2008"	"2008"	"Jan., 2008"	"2008/01"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2008"	"2008"	"Feb., 2008"	"2008/02"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2008"	"2008"	"Mar., 2008"	"2008/03"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2008"	"2008"	"Apr., 2008"	"2008/04"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2008"	"2008"	"May, 2008"	"2008/05"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2008"	"2008"	"Jun., 2008"	"2008/06"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2008"	"2008"	"Jul., 2008"	"2008/07"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2008"	"2008"	"Aug., 2008"	"2008/08"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2008"	"2008"	"Sep., 2008"	"2008/09"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2008"	"2008"	"Oct., 2008"	"2008/10"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2008"	"2008"	"Nov., 2008"	"2008/11"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2008"	"2008"	"Dec., 2008"	"2008/12"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2008"	"2008"	"Jan., 2008"	"2008/01"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2008"	"2008"	"Feb., 2008"	"2008/02"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2008"	"2008"	"Mar., 2008"	"2008/03"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2008"	"2008"	"Apr., 2008"	"2008/04"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2008"	"2008"	"May, 2008"	"2008/05"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2008"	"2008"	"Jun., 2008"	"2008/06"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2008"	"2008"	"Jul., 2008"	"2008/07"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2008"	"2008"	"Aug., 2008"	"2008/08"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2008"	"2008"	"Sep., 2008"	"2008/09"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2008"	"2008"	"Oct., 2008"	"2008/10"	10	Not Applicable	Not Applicable
	"Idaho"	"16"	"2008"	"2008"	"Nov., 2008"	"2008/11"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2008"	"2008"	"Dec., 2008"	"2008/12"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Jan., 2008"	"2008/01"	35	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Feb., 2008"	"2008/02"	33	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Mar., 2008"	"2008/03"	38	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Apr., 2008"	"2008/04"	36	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"May, 2008"	"2008/05"	33	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Jun., 2008"	"2008/06"	32	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Jul., 2008"	"2008/07"	45	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Aug., 2008"	"2008/08"	33	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Sep., 2008"	"2008/09"	35	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Oct., 2008"	"2008/10"	33	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Nov., 2008"	"2008/11"	31	Not Applicable	Not Applicable
	"Illinois"	"17"	"2008"	"2008"	"Dec., 2008"	"2008/12"	37	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Jan., 2008"	"2008/01"	17	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Feb., 2008"	"2008/02"	18	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Mar., 2008"	"2008/03"	15	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Apr., 2008"	"2008/04"	25	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"May, 2008"	"2008/05"	25	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Jun., 2008"	"2008/06"	23	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Jul., 2008"	"2008/07"	28	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Aug., 2008"	"2008/08"	29	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Sep., 2008"	"2008/09"	19	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Oct., 2008"	"2008/10"	13	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Nov., 2008"	"2008/11"	30	Not Applicable	Not Applicable
	"Indiana"	"18"	"2008"	"2008"	"Dec., 2008"	"2008/12"	29	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Jan., 2008"	"2008/01"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Feb., 2008"	"2008/02"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Mar., 2008"	"2008/03"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Apr., 2008"	"2008/04"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"May, 2008"	"2008/05"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Jun., 2008"	"2008/06"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Jul., 2008"	"2008/07"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Aug., 2008"	"2008/08"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Sep., 2008"	"2008/09"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Oct., 2008"	"2008/10"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Nov., 2008"	"2008/11"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"2008"	"2008"	"Dec., 2008"	"2008/12"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Jan., 2008"	"2008/01"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Feb., 2008"	"2008/02"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Mar., 2008"	"2008/03"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Apr., 2008"	"2008/04"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"May, 2008"	"2008/05"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Jun., 2008"	"2008/06"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Jul., 2008"	"2008/07"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Aug., 2008"	"2008/08"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Sep., 2008"	"2008/09"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Oct., 2008"	"2008/10"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Nov., 2008"	"2008/11"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"2008"	"2008"	"Dec., 2008"	"2008/12"	12	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2008"	"2008"	"Jan., 2008"	"2008/01"	34	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2008"	"2008"	"Feb., 2008"	"2008/02"	33	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2008"	"2008"	"Mar., 2008"	"2008/03"	28	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2008"	"2008"	"Apr., 2008"	"2008/04"	24	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2008"	"2008"	"May, 2008"	"2008/05"	42	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2008"	"2008"	"Jun., 2008"	"2008/06"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2008"	"2008"	"Jul., 2008"	"2008/07"	28	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2008"	"2008"	"Aug., 2008"	"2008/08"	29	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2008"	"2008"	"Sep., 2008"	"2008/09"	31	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2008"	"2008"	"Oct., 2008"	"2008/10"	23	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2008"	"2008"	"Nov., 2008"	"2008/11"	24	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2008"	"2008"	"Dec., 2008"	"2008/12"	41	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2008"	"2008"	"Jan., 2008"	"2008/01"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2008"	"2008"	"Feb., 2008"	"2008/02"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2008"	"2008"	"Mar., 2008"	"2008/03"	10	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2008"	"2008"	"Apr., 2008"	"2008/04"	12	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2008"	"2008"	"May, 2008"	"2008/05"	10	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2008"	"2008"	"Jun., 2008"	"2008/06"	16	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2008"	"2008"	"Jul., 2008"	"2008/07"	11	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2008"	"2008"	"Aug., 2008"	"2008/08"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2008"	"2008"	"Sep., 2008"	"2008/09"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2008"	"2008"	"Oct., 2008"	"2008/10"	12	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2008"	"2008"	"Nov., 2008"	"2008/11"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2008"	"2008"	"Dec., 2008"	"2008/12"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"2008"	"2008"	"Jan., 2008"	"2008/01"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2008"	"2008"	"Feb., 2008"	"2008/02"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2008"	"2008"	"Mar., 2008"	"2008/03"	15	Not Applicable	Not Applicable
	"Maine"	"23"	"2008"	"2008"	"Apr., 2008"	"2008/04"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2008"	"2008"	"May, 2008"	"2008/05"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"2008"	"2008"	"Jun., 2008"	"2008/06"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2008"	"2008"	"Jul., 2008"	"2008/07"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"2008"	"2008"	"Aug., 2008"	"2008/08"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2008"	"2008"	"Sep., 2008"	"2008/09"	10	Not Applicable	Not Applicable
	"Maine"	"23"	"2008"	"2008"	"Oct., 2008"	"2008/10"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2008"	"2008"	"Nov., 2008"	"2008/11"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2008"	"2008"	"Dec., 2008"	"2008/12"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"2008"	"2008"	"Jan., 2008"	"2008/01"	27	Not Applicable	Not Applicable
	"Maryland"	"24"	"2008"	"2008"	"Feb., 2008"	"2008/02"	37	Not Applicable	Not Applicable
	"Maryland"	"24"	"2008"	"2008"	"Mar., 2008"	"2008/03"	38	Not Applicable	Not Applicable
	"Maryland"	"24"	"2008"	"2008"	"Apr., 2008"	"2008/04"	32	Not Applicable	Not Applicable
	"Maryland"	"24"	"2008"	"2008"	"May, 2008"	"2008/05"	36	Not Applicable	Not Applicable
	"Maryland"	"24"	"2008"	"2008"	"Jun., 2008"	"2008/06"	35	Not Applicable	Not Applicable
	"Maryland"	"24"	"2008"	"2008"	"Jul., 2008"	"2008/07"	30	Not Applicable	Not Applicable
