naics,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
113300,00-0000,65050,13.98,8.39,10.63,17.56,22.00
113300,11-0000,1300,31.08,18.49,22.95,46.24,59.67
113300,11-1011,150,30.86,15.56,20.17,41.63,60.39
113300,11-1021,950,31.45,19.01,24.07,47.92,60.48
113300,11-9011,**,22.47,16.82,19.82,40.59,46.65
113300,13-0000,430,18.42,11.08,12.63,25.67,32.99
113300,13-1021,30,18.96,9.99,11.69,24.58,29.61
113300,13-1023,220,13.41,9.09,11.72,20.12,26.75
113300,13-1199,60,28.34,23.59,25.37,36.73,43.15
113300,13-2011,90,20.39,12.77,14.71,26.83,33.06
113300,19-0000,420,22.29,11.65,15.55,30.92,35.18
113300,19-1032,340,22.53,12.26,16.00,30.94,34.97
113300,19-4093,50,14.98,9.34,10.54,17.48,23.58
113300,33-0000,180,9.28,7.32,8.03,11.52,17.69
113300,33-9032,150,8.79,7.25,7.85,10.48,13.21
113300,37-0000,420,10.84,6.51,9.19,13.55,19.49
113300,37-2011,140,8.62,5.66,6.33,10.37,12.33
113300,37-3013,120,12.06,9.51,10.46,13.62,16.47
113300,41-0000,180,21.18,11.24,13.94,27.02,32.79
113300,41-4012,160,22.84,12.37,14.94,27.42,33.26
113300,43-0000,4840,10.28,6.51,7.90,13.53,17.19
113300,43-1011,320,16.59,11.93,14.31,20.90,27.41
113300,43-3031,1250,11.30,7.03,9.26,13.98,17.67
113300,43-3051,290,12.98,7.22,8.32,16.18,17.65
113300,43-4071,80,7.78,5.93,6.57,9.59,10.65
113300,43-4171,70,10.78,6.33,7.56,12.86,13.91
113300,43-6011,140,16.69,11.41,14.22,22.84,26.66
113300,43-6014,1200,8.89,6.85,7.66,11.13,13.49
113300,43-9061,1380,9.09,5.99,6.92,11.69,14.60
113300,45-0000,37240,14.47,9.01,11.37,17.72,21.83
113300,45-1011,2540,20.43,13.41,16.45,26.09,34.68
113300,45-2099,460,12.19,6.43,8.73,14.51,17.17
113300,45-4011,130,14.49,7.33,8.36,16.35,17.76
113300,45-4021,8300,13.95,8.83,10.90,17.56,25.89
113300,45-4022,20680,14.18,9.02,11.30,17.10,20.60
113300,45-4023,670,11.39,7.74,9.29,13.42,16.60
113300,45-4029,4310,15.45,9.69,12.55,18.05,20.69
113300,47-0000,420,15.10,11.26,12.53,19.72,27.07
113300,47-2073,390,14.88,11.25,12.49,19.38,27.07
113300,49-0000,2780,15.57,9.48,12.10,19.77,23.83
