sic,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
347,53-3032,950,13.2,,,,
347,53-3033,1160,10.98,,,,
347,53-7021,330,14.23,,,,
347,53-7041,220,10.89,,,,
347,53-7051,1650,11.4,,,,
347,53-7061,**,9.27,,,,
347,53-7062,4050,9.22,,,,
347,53-7063,2070,8.78,,,,
347,53-7064,3610,8.92,,,,
348,00-0000,39300,17.88,,,,
348,11-0000,2580,36.3,,,,
348,11-1011,90,57.53,,,,
348,11-1021,420,39.94,,,,
348,11-2021,80,44.09,,,,
348,11-2022,70,35.29,,,,
348,11-3011,80,33.56,,,,
348,11-3021,150,37.15,,,,
348,11-3031,170,36.64,,,,
348,11-3040,110,34.56,,,,
348,11-3051,490,30,,,,
348,11-3061,100,33.66,,,,
348,11-3071,50,30.39,,,,
348,11-9041,430,40.67,,,,
348,13-0000,1860,25.03,,,,
348,13-1023,420,23.64,,,,
348,13-1041,60,29.55,,,,
348,13-1051,110,25.64,,,,
348,13-1071,50,29.51,,,,
348,13-1072,90,28.04,,,,
348,13-1073,170,25.78,,,,
348,13-2011,380,23.66,,,,
348,13-2031,50,23.55,,,,
348,15-0000,1520,30.58,,,,
348,15-1031,190,29.19,,,,
348,15-1041,100,23.83,,,,
348,15-1051,270,26.29,,,,
348,15-1061,140,30.54,,,,
348,15-1071,70,30.68,,,,
348,17-0000,5400,28.62,,,,
348,17-2072,220,30.81,,,,
348,17-2081,150,31.19,,,,
348,17-2112,540,27.42,,,,
348,17-2141,1210,30.26,,,,
348,17-3013,110,19.65,,,,
348,17-3023,290,24.89,,,,
348,17-3024,30,23.25,,,,
348,17-3026,240,23.44,,,,
348,17-3027,300,20.69,,,,
348,19-0000,640,23.93,,,,
348,19-3021,40,24.07,,,,
348,27-0000,320,24.27,,,,
348,27-3041,40,25.67,,,,
348,27-3042,70,26.06,,,,
348,29-0000,60,19.94,,,,
348,29-9010,30,21.37,,,,
348,33-0000,1000,16.76,,,,
348,33-2011,100,16.24,,,,
348,33-9032,820,16.46,,,,
348,37-0000,410,14.92,,,,
348,37-2011,300,14.1,,,,
348,41-0000,420,17.29,,,,
348,41-1012,30,28.87,,,,
348,41-4012,230,17.94,,,,
348,43-0000,4070,14.69,,,,
348,43-1011,200,22.48,,,,
348,43-2011,30,12.52,,,,
348,43-3021,40,12.54,,,,
348,43-3031,280,14.15,,,,
348,43-3051,80,15.32,,,,
348,43-3061,60,20.65,,,,
348,43-4051,140,12.77,,,,
348,43-4071,40,10.2,,,,
348,43-4151,60,13.62,,,,
348,43-4161,80,14.9,,,,
348,43-4171,50,10.81,,,,
348,43-5061,410,19.3,,,,
348,43-5071,500,11.84,,,,
348,43-5081,330,12.3,,,,
348,43-5111,190,11.3,,,,
348,43-6011,540,16.53,,,,
348,43-6014,390,15.49,,,,
348,43-9011,40,16.27,,,,
348,43-9061,350,12.08,,,,
348,47-0000,1070,20.08,,,,
348,47-1011,70,26.3,,,,
348,47-2011,60,16.53,,,,
348,47-2031,60,18.94,,,,
348,47-2111,480,20.33,,,,
348,47-2141,40,19.8,,,,
348,47-2152,190,20.22,,,,
348,47-2211,30,19.92,,,,
348,49-0000,1520,18.29,,,,
348,49-1011,150,25.83,,,,
348,49-9021,40,20.43,,,,
348,49-9041,150,18.74,,,,
348,49-9042,640,16.68,,,,
348,49-9043,60,18.38,,,,
348,49-9044,140,22.82,,,,
348,49-9098,30,12.53,,,,
348,51-0000,16780,13.77,,,,
348,51-1011,1240,21.98,,,,
348,51-2022,580,19.4,,,,
348,51-2092,4030,12.15,,,,
348,51-4011,340,13.85,,,,
348,51-4012,270,20.01,,,,
348,51-4022,40,13.56,,,,
348,51-4031,450,14.36,,,,
348,51-4032,450,13.27,,,,
348,51-4033,500,12.55,,,,
348,51-4034,260,12.22,,,,
348,51-4035,230,12.05,,,,
348,51-4041,1560,16.76,,,,
348,51-4051,180,12.34,,,,
348,51-4072,30,10.68,,,,
348,51-4081,320,12.59,,,,
348,51-4111,330,19.98,,,,
348,51-4121,170,15.55,,,,
348,51-4122,60,11.87,,,,
348,51-4191,120,15.56,,,,
348,51-4193,100,16.15,,,,
348,51-4194,100,14.3,,,,
348,51-7042,170,11.72,,,,
348,51-8031,40,13.49,,,,
348,51-9021,**,12.42,,,,
348,51-9022,110,10.29,,,,
348,51-9023,130,15.59,,,,
348,51-9041,**,12.38,,,,
348,51-9061,1580,14.99,,,,
348,51-9111,240,14.83,,,,
348,51-9121,80,12.91,,,,
348,51-9123,40,12.4,,,,
348,51-9192,50,10.14,,,,
348,51-9198,220,10.01,,,,
348,53-0000,1600,12.41,,,,
348,53-1021,40,19.58,,,,
348,53-3032,100,14.08,,,,
348,53-3033,50,12.17,,,,
348,53-7051,140,14.23,,,,
348,53-7062,670,13.29,,,,
348,53-7063,40,8.4,,,,
348,53-7064,490,10.7,,,,
349,00-0000,255190,13.33,,,,
349,11-0000,15510,34.5,,,,
349,11-1011,1180,#,,,,
349,11-1021,4460,39.89,,,,
349,11-2011,130,28.72,,,,
349,11-2021,460,38.37,,,,
349,11-2022,1180,34.16,,,,
349,11-3011,270,25.23,,,,
349,11-3021,430,33.85,,,,
349,11-3031,1350,34.11,,,,
349,11-3040,570,27.97,,,,
349,11-3051,2820,28.04,,,,
349,11-3061,600,28.02,,,,
349,11-3071,260,26.03,,,,
349,11-9021,60,28.08,,,,
349,11-9041,1210,35.83,,,,
349,13-0000,5280,20.39,,,,
349,13-1022,70,17.74,,,,
349,13-1023,1920,18.99,,,,
349,13-1051,960,21.08,,,,
349,13-1071,110,20.65,,,,
349,13-1072,120,19.65,,,,
349,13-1073,100,21.27,,,,
349,13-2011,1190,21.83,,,,
349,13-2031,80,24.35,,,,
349,15-0000,1580,23.24,,,,
349,15-1021,370,23.64,,,,
349,15-1031,150,28.12,,,,
349,15-1041,260,17.97,,,,
349,15-1051,270,26.06,,,,
349,15-1061,80,24.7,,,,
349,15-1071,300,23.48,,,,
349,15-1081,80,24.02,,,,
349,17-0000,9020,22.73,,,,
349,17-2041,40,27.53,,,,
349,17-2051,90,21.83,,,,
349,17-2061,30,22.59,,,,
349,17-2071,150,27,,,,
349,17-2072,100,27.41,,,,
349,17-2081,60,28.65,,,,
349,17-2111,110,24.11,,,,
349,17-2112,1760,25.34,,,,
349,17-2131,330,23.76,,,,
349,17-2141,2230,26.03,,,,
349,17-3011,40,18.65,,,,
349,17-3012,50,18.36,,,,
349,17-3013,1330,17.96,,,,
349,17-3023,270,18.23,,,,
349,17-3024,170,17.52,,,,
349,17-3025,40,19.52,,,,
349,17-3026,590,17.66,,,,
349,17-3027,500,18.76,,,,
349,19-0000,320,18.96,,,,
349,19-2031,60,22.25,,,,
349,19-3021,90,24.96,,,,
349,19-4031,90,15.64,,,,
349,19-4091,40,18.87,,,,
349,27-0000,410,20.29,,,,
349,27-1021,240,21.6,,,,
349,27-1024,60,15.91,,,,
349,29-0000,70,19.68,,,,
349,29-9010,60,19.68,,,,
349,33-0000,130,9.7,,,,
349,33-9032,120,9.59,,,,
349,37-0000,1490,10,,,,
349,37-1011,70,19.23,,,,
349,37-2011,1290,9.73,,,,
349,37-3011,50,11.45,,,,
349,41-0000,6900,23.43,,,,
349,41-1012,390,30.6,,,,
349,41-2031,50,11.29,,,,
349,41-4011,940,24.96,,,,
349,41-4012,4630,22.63,,,,
349,41-9011,70,21.77,,,,
349,41-9031,510,27.43,,,,
349,43-0000,28550,13.1,,,,
349,43-1011,1450,19.63,,,,
349,43-2011,330,11.13,,,,
349,43-3021,590,12.31,,,,
349,43-3031,3030,13.6,,,,
349,43-3051,440,13.83,,,,
349,43-3061,310,13.14,,,,
349,43-4021,80,12.57,,,,
349,43-4051,2030,14.81,,,,
349,43-4071,180,10.62,,,,
349,43-4151,790,13.82,,,,
349,43-4161,430,14.03,,,,
349,43-4171,570,10.97,,,,
349,43-5061,2630,15.51,,,,
349,43-5071,6140,12.22,,,,
349,43-5081,2610,12.22,,,,
349,43-5111,300,13.84,,,,
349,43-6011,1330,15.89,,,,
349,43-6014,1280,12.34,,,,
349,43-9011,160,14.04,,,,
349,43-9021,290,11.76,,,,
349,43-9022,30,11.32,,,,
349,43-9051,30,9.28,,,,
349,43-9061,2880,10.71,,,,
349,43-9071,40,13.83,,,,
349,43-9111,40,12.99,,,,
349,47-0000,4330,14.88,,,,
349,47-1011,130,20.45,,,,
349,47-2011,80,16.15,,,,
349,47-2031,170,15.17,,,,
349,47-2111,580,17.33,,,,
349,47-2141,140,12.62,,,,
349,47-2152,1420,17.34,,,,
349,47-2211,1250,12.82,,,,
349,47-2221,40,11.11,,,,
349,47-3015,240,8.58,,,,
349,47-4031,40,13.06,,,,
349,49-0000,8920,15.72,,,,
349,49-1011,610,22.36,,,,
349,49-2094,90,17.56,,,,
349,49-3031,90,15.96,,,,
349,49-9012,110,13.11,,,,
349,49-9041,730,15.96,,,,
349,49-9042,5090,15.71,,,,
349,49-9043,1040,14.83,,,,
349,49-9044,230,16.98,,,,
349,49-9096,40,9.95,,,,
349,49-9098,340,12.53,,,,
349,51-0000,155390,12.43,,,,
349,51-1011,10430,19.7,,,,
349,51-2021,900,11.39,,,,
349,51-2022,620,9.96,,,,
349,51-2023,230,14.09,,,,
349,51-2031,360,13.18,,,,
349,51-2041,3440,12.62,,,,
349,51-2092,24350,10.93,,,,
349,51-4011,4810,14.17,,,,
349,51-4012,590,15.95,,,,
349,51-4021,4280,12.18,,,,
349,51-4022,2140,11.8,,,,
349,51-4023,1800,13.06,,,,
349,51-4031,15120,11.19,,,,
349,51-4032,2770,12.01,,,,
349,51-4033,3490,11.87,,,,
349,51-4034,4130,14.08,,,,
349,51-4035,1110,12.1,,,,
349,51-4041,12610,14.97,,,,
349,51-4051,460,12.17,,,,
349,51-4052,220,12.53,,,,
349,51-4061,200,15.83,,,,
349,51-4062,110,15.45,,,,
349,51-4071,610,12.3,,,,
349,51-4072,1330,12.05,,,,
349,51-4081,4160,11.74,,,,
349,51-4111,2470,17.16,,,,
349,51-4121,11150,13.23,,,,
349,51-4122,4590,12.68,,,,
349,51-4191,1510,12.38,,,,
349,51-4192,380,14.74,,,,
349,51-4193,1750,12.39,,,,
349,51-4194,990,13.34,,,,
349,51-5023,120,11.06,,,,
349,51-6031,160,10.98,,,,
349,51-6062,90,9.74,,,,
349,51-6063,170,10.54,,,,
349,51-7041,40,11.13,,,,
349,51-7042,110,11.37,,,,
349,51-8091,40,14.98,,,,
349,51-9021,480,10.52,,,,
349,51-9022,720,10.51,,,,
349,51-9023,220,11.79,,,,
349,51-9031,70,10.85,,,,
349,51-9032,370,13.86,,,,
349,51-9041,400,11.55,,,,
349,51-9051,220,12.75,,,,
349,51-9061,6170,13.14,,,,
349,51-9111,1160,10.02,,,,
349,51-9121,2580,11.29,,,,
349,51-9123,560,10.35,,,,
349,51-9192,300,10.96,,,,
349,51-9194,120,8.41,,,,
349,51-9195,80,8.95,,,,
349,51-9198,5970,9.01,,,,
349,53-0000,17280,10.85,,,,
349,53-1021,440,17.76,,,,
349,53-1031,210,18.34,,,,
349,53-3032,770,13.65,,,,
349,53-3033,780,11.71,,,,
349,53-7011,220,11.51,,,,
349,53-7021,190,12.52,,,,
349,53-7041,50,10.5,,,,
349,53-7051,3230,11.72,,,,
349,53-7061,130,11.13,,,,
349,53-7062,6050,10.59,,,,
349,53-7063,1460,9.17,,,,
349,53-7064,3510,10.12,,,,
351,00-0000,82810,17.51,,,,
351,11-0000,4870,38.9,,,,
351,11-1011,220,#,,,,
351,11-1021,640,46.44,,,,
351,11-2021,160,42.03,,,,
351,11-2022,350,37.77,,,,
351,11-3011,90,33.94,,,,
351,11-3021,110,35.89,,,,
351,11-3031,290,38.52,,,,
351,11-3040,290,34.29,,,,
351,11-3051,990,35.29,,,,
351,11-3061,240,32.26,,,,
351,11-3071,70,28.11,,,,
351,11-9041,940,41.44,,,,
351,13-0000,2890,23.43,,,,
351,13-1023,880,22.88,,,,
351,13-1051,120,25.52,,,,
351,13-1071,60,22.66,,,,
351,13-1072,70,23.09,,,,
351,13-1073,220,21.48,,,,
351,13-2011,570,21.68,,,,
351,13-2031,350,31.83,,,,
351,15-0000,960,27.94,,,,
351,15-1021,70,26.57,,,,
351,15-1031,170,32.11,,,,
351,15-1032,140,31.81,,,,
351,15-1041,160,19.36,,,,
351,15-1051,270,28.38,,,,
351,15-1061,70,29.22,,,,
351,15-1071,40,23.77,,,,
351,17-0000,9290,27.12,,,,
351,17-2041,**,32.69,,,,
351,17-2071,270,31.69,,,,
351,17-2072,60,32.18,,,,
351,17-2111,100,25.59,,,,
351,17-2112,1550,27.94,,,,
351,17-2131,330,28.08,,,,
351,17-2141,3840,28.2,,,,
351,17-3012,30,23.38,,,,
351,17-3013,600,20.25,,,,
351,17-3023,230,20.87,,,,
351,17-3024,80,22.35,,,,
351,17-3026,430,20.12,,,,
351,17-3027,430,21.28,,,,
351,19-0000,80,21.59,,,,
351,19-3021,**,21.6,,,,
351,27-0000,360,22.72,,,,
351,27-1021,180,21.63,,,,
351,27-3042,120,24,,,,
351,29-0000,60,23.64,,,,
351,33-0000,80,11.81,,,,
351,33-9032,80,11.66,,,,
351,37-0000,430,14.09,,,,
351,37-2011,360,12.81,,,,
351,41-0000,850,27.41,,,,
351,41-2022,50,11.73,,,,
351,41-4011,90,29.65,,,,
351,41-4012,250,23.14,,,,
351,41-9031,210,30.76,,,,
351,43-0000,5320,15.39,,,,
351,43-1011,460,23.3,,,,
351,43-2011,30,10.41,,,,
351,43-3021,60,14.21,,,,
351,43-3031,340,14.19,,,,
351,43-3051,120,15.58,,,,
351,43-3061,100,13.55,,,,
351,43-4051,260,16.61,,,,
351,43-4151,130,13.55,,,,
351,43-4161,230,16.51,,,,
351,43-4171,60,10.65,,,,
351,43-5061,760,19.28,,,,
351,43-5071,680,13.16,,,,
351,43-5081,420,13.19,,,,
351,43-5111,50,13.55,,,,
351,43-6011,600,16.76,,,,
351,43-6014,370,14.06,,,,
351,43-9011,50,18.92,,,,
351,43-9021,**,13.99,,,,
351,43-9061,380,11.54,,,,
351,47-0000,1000,19.24,,,,
351,47-2031,150,11.01,,,,
351,47-2111,500,19.65,,,,
351,47-2152,230,19.82,,,,
351,47-2211,80,19.58,,,,
351,49-0000,5150,17.76,,,,
351,49-1011,240,27.7,,,,
351,49-2093,60,18.93,,,,
351,49-2094,40,20.84,,,,
351,49-3023,70,14.29,,,,
351,49-3031,**,16.59,,,,
351,49-3051,30,14.1,,,,
351,49-9041,1330,18.85,,,,
351,49-9042,1350,17.05,,,,
351,49-9043,70,19.21,,,,
351,49-9044,230,20.28,,,,
351,49-9098,90,11.77,,,,
351,51-0000,48720,15.31,,,,
351,51-1011,2640,23.18,,,,
351,51-2022,380,12.66,,,,
351,51-2023,130,10.52,,,,
351,51-2031,10740,14.31,,,,
351,51-2041,170,15.85,,,,
351,51-2092,5330,10.69,,,,
351,51-4011,1940,17.13,,,,
351,51-4012,230,19.5,,,,
351,51-4021,470,11.47,,,,
351,51-4022,180,14.55,,,,
351,51-4023,80,14.24,,,,
351,51-4031,430,13.44,,,,
351,51-4032,1980,14.44,,,,
351,51-4033,1090,13.45,,,,
351,51-4034,1350,16.05,,,,
351,51-4035,1020,15.62,,,,
351,51-4041,7850,17.7,,,,
351,51-4072,230,15.4,,,,
351,51-4081,1360,14.08,,,,
351,51-4111,1020,19.17,,,,
351,51-4121,2170,15.96,,,,
351,51-4122,400,17.51,,,,
351,51-4191,90,13.67,,,,
351,51-4192,70,17.13,,,,
351,51-4193,70,14.79,,,,
351,51-4194,440,17.44,,,,
351,51-8021,70,21.22,,,,
351,51-9022,420,16.08,,,,
351,51-9061,2710,15.95,,,,
351,51-9121,580,12.23,,,,
351,51-9198,370,11.56,,,,
351,53-0000,2700,13.31,,,,
351,53-1021,90,18.89,,,,
351,53-1031,60,22.65,,,,
351,53-3032,190,18.51,,,,
351,53-3033,50,10.83,,,,
351,53-7021,110,16.25,,,,
351,53-7051,770,14.4,,,,
351,53-7062,950,11.55,,,,
351,53-7063,330,9.41,,,,
351,53-7064,150,13.06,,,,
352,00-0000,88550,13.34,,,,
352,11-0000,5340,32.17,,,,
352,11-1011,330,63.88,,,,
352,11-1021,1190,37.36,,,,
352,11-2011,70,29.96,,,,
352,11-2021,190,36.3,,,,
352,11-2022,700,27.41,,,,
352,11-3011,210,28.91,,,,
352,11-3021,190,31.08,,,,
352,11-3031,370,30.92,,,,
352,11-3040,260,29.78,,,,
352,11-3051,770,28.64,,,,
352,11-3061,210,29.27,,,,
352,11-3071,140,26.04,,,,
352,11-9041,520,35.27,,,,
352,13-0000,1810,19.61,,,,
352,13-1022,70,20.04,,,,
352,13-1023,700,17.79,,,,
352,13-1051,70,19.69,,,,
352,13-1072,40,19.47,,,,
352,13-1073,30,20.5,,,,
352,13-1111,40,27.19,,,,
352,13-2011,460,19.54,,,,
352,15-0000,840,23.95,,,,
352,15-1021,120,21.69,,,,
352,15-1031,70,26.13,,,,
352,15-1041,170,16.99,,,,
352,15-1061,50,27.47,,,,
352,15-1081,30,30.84,,,,
352,17-0000,4200,21.77,,,,
352,17-2021,50,17.94,,,,
352,17-2041,100,29.62,,,,
352,17-2072,40,24.82,,,,
352,17-2111,30,24.02,,,,
352,17-2112,560,25.6,,,,
352,17-2131,100,24.98,,,,
352,17-2141,1150,25.12,,,,
352,17-3012,60,15.62,,,,
352,17-3013,620,16.16,,,,
352,17-3023,190,12.98,,,,
352,17-3024,70,18.74,,,,
352,17-3026,240,16.78,,,,
352,17-3027,360,17.32,,,,
352,19-0000,130,24.7,,,,
352,19-3021,110,25.57,,,,
352,27-0000,270,19.08,,,,
352,27-1021,60,22.07,,,,
352,27-1024,50,15.66,,,,
352,27-3042,70,17.74,,,,
352,29-0000,60,18.71,,,,
352,29-9010,30,19.1,,,,
352,33-0000,200,12.06,,,,
352,33-9032,200,12.06,,,,
352,37-0000,630,9.16,,,,
352,37-2011,540,8.93,,,,
352,37-3011,30,8.8,,,,
352,41-0000,2240,19.38,,,,
352,41-1012,130,25.67,,,,
352,41-2021,**,7.71,,,,
352,41-2022,30,11.07,,,,
352,41-4011,270,19.49,,,,
352,41-4012,1550,19.44,,,,
352,41-9031,80,25.59,,,,
352,43-0000,8730,12.44,,,,
352,43-1011,470,18.46,,,,
352,43-2011,70,9.8,,,,
352,43-3021,170,11.29,,,,
352,43-3031,1120,12.41,,,,
352,43-3051,140,13.12,,,,
352,43-3061,150,13.54,,,,
352,43-4051,600,13.83,,,,
352,43-4071,50,9.01,,,,
352,43-4151,350,11.77,,,,
352,43-4161,120,13.34,,,,
352,43-4171,190,10.5,,,,
352,43-5061,930,14.65,,,,
352,43-5071,1290,11.66,,,,
352,43-5081,890,12.01,,,,
352,43-5111,120,13.12,,,,
352,43-6011,330,15.22,,,,
352,43-6014,480,11.03,,,,
352,43-9011,90,14.86,,,,
352,43-9021,110,11.17,,,,
352,43-9061,900,10.14,,,,
352,45-0000,50,10.85,,,,
352,47-0000,1850,13.93,,,,
352,47-1011,50,24.95,,,,
352,47-2031,70,16.56,,,,
352,47-2073,40,14.17,,,,
352,47-2111,490,18.43,,,,
352,47-2141,300,10.92,,,,
352,47-2152,100,17.95,,,,
352,47-2211,750,12.25,,,,
352,49-0000,3260,15.87,,,,
352,49-1011,210,21.27,,,,
352,49-2094,140,18.67,,,,
352,49-3031,80,14.61,,,,
352,49-3041,220,14.25,,,,
352,49-3042,50,15.4,,,,
352,49-3053,80,14.96,,,,
352,49-9021,40,23.08,,,,
352,49-9041,600,16.36,,,,
352,49-9042,1370,15.79,,,,
352,49-9043,190,14.73,,,,
352,49-9044,40,15.49,,,,
352,49-9098,120,12.07,,,,
352,51-0000,52810,12.55,,,,
352,51-1011,3700,19.1,,,,
352,51-2022,1300,8.73,,,,
352,51-2023,**,11.08,,,,
352,51-2031,1330,11.32,,,,
352,51-2041,1310,12.37,,,,
352,51-2091,160,13.01,,,,
352,51-2092,13440,11.83,,,,
352,51-2093,90,10.58,,,,
352,51-4011,900,13.01,,,,
352,51-4012,1230,15.66,,,,
352,51-4021,220,10.33,,,,
352,51-4022,230,12.62,,,,
352,51-4031,2960,11.31,,,,
352,51-4032,530,13.17,,,,
352,51-4033,400,11.09,,,,
352,51-4034,480,12.52,,,,
352,51-4035,170,17.93,,,,
352,51-4041,1910,14.1,,,,
352,51-4051,100,11.2,,,,
352,51-4061,**,17.33,,,,
352,51-4071,170,12.94,,,,
352,51-4072,360,12.48,,,,
352,51-4081,840,12.35,,,,
352,51-4111,880,17.24,,,,
352,51-4121,9850,12.7,,,,
352,51-4122,1040,12.42,,,,
352,51-4191,180,16.41,,,,
352,51-4192,60,12.67,,,,
352,51-4194,230,19.99,,,,
352,51-6031,80,9.35,,,,
352,51-7031,**,21.92,,,,
352,51-9021,30,12.7,,,,
352,51-9022,200,9.67,,,,
352,51-9041,50,9.97,,,,
352,51-9061,1080,13.54,,,,
352,51-9121,2720,11.57,,,,
352,51-9122,350,11.18,,,,
352,51-9123,80,12.03,,,,
352,51-9192,150,12.1,,,,
352,51-9198,630,9.86,,,,
352,53-0000,6110,11.29,,,,
352,53-1011,**,31.15,,,,
352,53-1021,110,17.54,,,,
352,53-1031,90,19.66,,,,
352,53-3032,580,12.91,,,,
352,53-3033,150,10.79,,,,
352,53-7011,**,10.39,,,,
352,53-7051,2070,12.3,,,,
352,53-7061,90,11.5,,,,
352,53-7062,1970,10.08,,,,
352,53-7063,150,9.74,,,,
352,53-7064,710,9.79,,,,
353,00-0000,218210,15.93,,,,
353,11-0000,17180,35.02,,,,
353,11-1011,1190,63.7,,,,
353,11-1021,3410,40.13,,,,
353,11-2011,210,28.13,,,,
353,11-2021,900,37.71,,,,
353,11-2022,1790,34.08,,,,
353,11-3011,460,27.53,,,,
353,11-3021,730,32.91,,,,
353,11-3031,1340,34.11,,,,
353,11-3040,570,31.03,,,,
353,11-3051,2210,30.3,,,,
353,11-3061,700,28.29,,,,
353,11-3071,300,26.09,,,,
353,11-9041,2050,37.44,,,,
353,13-0000,7050,21.36,,,,
353,13-1022,160,22.85,,,,
353,13-1023,2430,20.27,,,,
353,13-1041,40,22.08,,,,
353,13-1051,650,21.35,,,,
353,13-1071,150,19.04,,,,
353,13-1072,200,20.2,,,,
353,13-1073,330,26.13,,,,
353,13-1111,110,24.25,,,,
353,13-2011,1560,21.27,,,,
353,13-2031,190,22.98,,,,
353,13-2041,30,19.17,,,,
353,13-2051,40,24.75,,,,
353,15-0000,2440,25.67,,,,
353,15-1011,40,27.57,,,,
353,15-1021,490,24.94,,,,
353,15-1031,290,29.64,,,,
353,15-1032,230,29.49,,,,
353,15-1041,340,19.2,,,,
353,15-1051,660,27.57,,,,
353,15-1061,140,24.61,,,,
353,15-1071,100,22.85,,,,
353,17-0000,20430,24.59,,,,
353,17-2041,80,33.34,,,,
353,17-2051,60,23.41,,,,
353,17-2061,100,29.84,,,,
353,17-2071,920,27.52,,,,
353,17-2072,190,27.66,,,,
353,17-2111,120,24.84,,,,
353,17-2112,2420,27.06,,,,
353,17-2131,330,29.44,,,,
353,17-2141,7480,27.36,,,,
353,17-3012,250,18.93,,,,
353,17-3013,2940,17.41,,,,
353,17-3023,540,18.09,,,,
353,17-3024,210,18.21,,,,
353,17-3026,960,22.06,,,,
353,17-3027,930,18.44,,,,
353,19-0000,440,24.28,,,,
353,19-3021,80,28.24,,,,
353,19-4031,100,21.39,,,,
353,19-4041,50,19.64,,,,
353,23-0000,40,40.05,,,,
353,23-1011,40,43.35,,,,
353,27-0000,1070,20.89,,,,
353,27-1021,300,22.96,,,,
353,27-1024,120,17.36,,,,
353,27-3041,70,19.88,,,,
353,27-3042,460,21.36,,,,
353,29-0000,170,18.21,,,,
353,29-1111,60,17.75,,,,
353,29-9010,80,19.81,,,,
353,33-0000,230,9.8,,,,
353,33-9032,210,9.34,,,,
353,37-0000,1180,9.64,,,,
353,37-2011,1020,9.15,,,,
353,41-0000,8150,24.05,,,,
353,41-1011,80,26.16,,,,
353,41-1012,620,27.82,,,,
353,41-2022,90,15.36,,,,
353,41-2031,150,17.8,,,,
353,41-4011,1860,26.73,,,,
353,41-4012,3780,22.62,,,,
353,41-9031,1080,26.76,,,,
353,43-0000,24480,13.67,,,,
353,43-1011,1380,19.75,,,,
353,43-2011,310,10.64,,,,
353,43-3021,430,12.51,,,,
353,43-3031,2490,12.97,,,,
353,43-3051,330,13.7,,,,
353,43-3061,430,13.39,,,,
353,43-4051,1980,15.99,,,,
353,43-4071,180,9.52,,,,
353,43-4151,870,13.41,,,,
353,43-4161,390,14.59,,,,
353,43-4171,590,10.8,,,,
353,43-5032,40,17.9,,,,
353,43-5061,3160,18.39,,,,
353,43-5071,3270,12.76,,,,
353,43-5081,1700,13.05,,,,
353,43-5111,170,14.25,,,,
353,43-6011,1460,16.12,,,,
353,43-6014,1990,12.59,,,,
353,43-9011,110,16.01,,,,
353,43-9021,140,11.29,,,,
353,43-9061,2410,10.54,,,,
353,47-0000,7210,14.88,,,,
353,47-1011,360,20.52,,,,
353,47-2011,40,16.54,,,,
353,47-2031,190,12.94,,,,
353,47-2061,170,7.29,,,,
353,47-2073,80,15.81,,,,
353,47-2111,1960,21.18,,,,
353,47-2141,1180,12.64,,,,
353,47-2152,750,16.56,,,,
353,47-2211,580,14.41,,,,
353,47-2221,70,12.07,,,,
353,47-3014,**,10.97,,,,
353,47-4021,290,16.1,,,,
353,47-5013,610,12.25,,,,
353,47-5071,170,10.07,,,,
353,49-0000,9930,16.65,,,,
353,49-1011,720,22,,,,
353,49-2093,100,22.84,,,,
353,49-2094,150,16.53,,,,
353,49-3023,70,14.74,,,,
353,49-3031,220,13.22,,,,
353,49-3042,970,16.3,,,,
353,49-9021,110,20.16,,,,
353,49-9041,2010,16.65,,,,
353,49-9042,3110,16.75,,,,
353,49-9043,490,15.77,,,,
353,49-9044,650,18.46,,,,
353,49-9096,260,11.21,,,,
353,49-9098,530,11.46,,,,
353,51-0000,108920,14.35,,,,
353,51-1011,6770,21.14,,,,
353,51-2011,120,16.13,,,,
353,51-2021,90,14.76,,,,
353,51-2022,1620,12.35,,,,
353,51-2023,1110,12.25,,,,
353,51-2031,4510,14.72,,,,
353,51-2041,5040,13.96,,,,
353,51-2091,130,12.61,,,,
353,51-2092,16750,13.55,,,,
353,51-4011,4980,15.7,,,,
353,51-4012,570,18.35,,,,
353,51-4021,150,13.38,,,,
353,51-4022,310,13.11,,,,
353,51-4023,260,12.93,,,,
353,51-4031,4170,12.99,,,,
353,51-4032,1910,14.95,,,,
353,51-4033,1340,12.44,,,,
353,51-4034,2130,15.42,,,,
353,51-4035,610,14.96,,,,
353,51-4041,11710,15.14,,,,
353,51-4051,80,15.55,,,,
353,51-4061,40,16.71,,,,
353,51-4062,50,15.05,,,,
353,51-4071,160,12.65,,,,
353,51-4072,160,12.38,,,,
353,51-4081,1280,13.74,,,,
353,51-4111,880,18.9,,,,
353,51-4121,19920,13.81,,,,
353,51-4122,4360,14.38,,,,
353,51-4191,430,14.72,,,,
353,51-4192,540,13.96,,,,
353,51-4193,130,12.93,,,,
353,51-4194,320,14.56,,,,
353,51-6031,50,9.91,,,,
353,51-7032,110,8.17,,,,
353,51-7042,190,11.91,,,,
353,51-8021,70,18.12,,,,
353,51-9021,160,11.6,,,,
353,51-9022,320,10.33,,,,
353,51-9023,30,13.25,,,,
353,51-9061,2740,15.8,,,,
353,51-9121,2070,12.67,,,,
353,51-9122,900,13.12,,,,
353,51-9123,60,10.94,,,,
353,51-9192,100,10.66,,,,
353,51-9198,2060,10.7,,,,
353,53-0000,9260,12.16,,,,
353,53-1021,260,19.37,,,,
353,53-1031,130,18.12,,,,
353,53-3032,690,13.3,,,,
