naics,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
113300,00-0000,60280,15.23,9.64,12.03,19.07,24.30
113300,11-0000,1020,34.43,17.95,25.97,52.10,#
113300,11-1011,60,53.79,16.29,30.76,#,#
113300,11-1021,850,33.00,18.27,25.44,48.95,#
113300,11-9011,40,43.58,13.65,26.45,62.93,#
113300,13-0000,340,22.26,12.83,18.90,26.66,38.00
113300,13-1023,170,21.50,11.91,14.08,24.10,32.60
113300,13-1199,**,22.35,19.26,20.40,24.31,35.77
113300,13-2011,60,29.74,17.81,22.23,36.34,40.87
113300,15-0000,**,21.93,17.67,19.48,25.83,29.19
113300,19-0000,750,26.60,15.46,20.64,35.38,41.48
113300,19-1032,580,29.49,15.83,22.13,36.83,42.98
113300,19-4093,150,20.25,14.37,17.00,24.12,28.29
113300,33-0000,130,10.19,7.80,8.56,11.95,13.86
113300,33-9032,120,9.95,7.80,8.48,11.54,13.42
113300,37-0000,130,8.99,6.07,6.98,11.46,14.04
113300,37-2011,100,8.60,5.96,6.73,11.15,13.61
113300,41-0000,80,20.53,11.41,14.71,34.36,45.72
113300,41-4012,60,21.45,13.18,16.02,32.97,41.72
113300,43-0000,4450,11.45,7.06,8.67,15.16,20.47
113300,43-1011,180,20.66,13.73,15.98,29.33,33.55
113300,43-3031,1270,13.34,8.50,10.71,17.49,22.20
113300,43-3051,250,10.16,7.30,8.25,14.23,17.56
113300,43-4071,50,10.22,6.53,7.90,11.79,15.32
113300,43-4171,50,8.81,6.30,7.58,11.67,15.41
113300,43-6011,160,19.98,9.23,13.88,23.89,27.78
113300,43-6014,1070,10.77,7.25,8.80,12.92,16.09
113300,43-9061,1300,9.45,6.60,7.41,12.64,16.33
113300,45-0000,37180,15.50,10.10,12.37,19.06,23.87
113300,45-1011,2710,22.76,14.84,18.12,29.48,36.78
113300,45-2099,320,14.29,9.44,11.98,17.19,19.19
113300,45-4011,120,15.47,7.28,9.15,17.33,18.50
113300,45-4021,6380,14.39,9.40,11.36,18.26,28.14
113300,45-4022,22130,15.18,10.27,12.28,18.50,22.12
113300,45-4023,660,17.00,8.79,11.65,21.96,29.27
113300,45-4029,4810,15.72,9.52,13.02,18.50,21.59
113300,47-0000,540,14.58,9.79,11.71,19.68,24.57
113300,47-2073,490,14.22,9.65,11.45,18.80,23.65
113300,49-0000,2040,15.59,9.99,12.72,20.36,25.70
113300,49-1011,60,22.57,15.66,17.74,28.78,38.94
113300,49-3011,50,26.69,11.82,19.95,30.43,44.75
113300,49-3031,400,17.14,11.50,13.73,21.83,26.31
113300,49-3042,800,15.59,11.72,13.36,19.41,24.30
113300,49-9041,50,20.65,11.70,14.82,24.12,28.79
113300,49-9042,350,13.81,8.70,11.35,17.35,20.45
113300,49-9043,100,11.85,7.37,8.54,14.81,18.88
113300,49-9096,110,21.63,14.72,17.08,30.25,34.42
113300,49-9098,100,9.49,7.55,8.31,12.49,14.29
113300,51-0000,2270,14.93,8.98,11.27,19.57,23.21
113300,51-1011,90,21.55,13.33,18.01,26.43,37.00
113300,51-7041,1920,14.56,9.04,11.24,19.39,22.83
113300,51-7042,**,16.24,10.59,13.31,17.97,19.19
113300,51-9198,**,10.59,7.87,8.56,17.43,18.94
113300,53-0000,11270,14.84,9.83,12.21,17.97,21.65
113300,53-1021,40,17.51,7.13,13.72,22.22,30.13
113300,53-1031,100,18.16,14.25,15.79,24.47,31.30
113300,53-2012,60,*,*,*,*,*
113300,53-3032,8920,15.14,10.49,12.72,18.12,21.63
113300,53-3033,240,11.51,7.88,9.18,15.80,18.22
113300,53-7021,140,17.90,9.28,12.13,24.82,28.33
113300,53-7032,140,15.36,8.61,12.94,17.99,20.43
113300,53-7041,240,18.07,14.41,16.33,19.73,21.83
113300,53-7051,510,13.76,9.89,11.23,17.29,21.28
113300,53-7062,790,10.42,7.24,8.52,12.64,14.38
113300,53-7063,40,10.55,7.58,9.23,12.97,14.42
115100,00-0000,297250,8.39,7.34,7.64,9.84,14.62
115100,11-0000,4610,31.61,17.21,22.30,46.15,66.33
115100,11-1011,170,60.51,34.67,46.84,#,#
115100,11-1021,2070,35.19,17.94,25.16,50.25,#
115100,11-2021,30,36.50,24.47,27.08,50.10,69.53
115100,11-2022,130,50.11,30.93,40.93,#,#
115100,11-3031,190,36.11,23.11,28.46,46.79,#
115100,11-3051,190,29.51,18.10,22.94,37.11,47.28
115100,11-3071,180,28.99,20.18,24.52,35.43,47.72
115100,11-9011,1500,24.21,15.31,19.71,34.64,49.71
115100,11-9012,**,17.67,14.88,15.96,36.73,43.40
115100,13-0000,940,25.93,15.96,20.35,32.76,39.65
115100,13-1021,90,26.79,12.90,20.07,31.59,39.89
115100,13-1079,**,21.94,18.67,20.00,26.66,33.61
115100,13-1081,40,21.97,16.53,18.69,26.18,29.73
115100,13-1111,40,31.94,18.55,21.68,35.96,39.67
115100,13-1199,210,25.03,12.68,18.45,34.88,49.81
115100,13-2011,460,27.10,18.30,21.76,33.10,38.96
115100,15-0000,130,23.42,14.33,17.88,32.82,38.54
115100,15-1061,70,23.10,15.03,19.64,31.45,36.72
115100,17-0000,80,27.57,17.16,19.40,36.48,40.26
115100,17-2021,40,33.90,18.13,21.88,38.21,44.63
115100,19-0000,600,18.33,10.72,13.40,26.93,34.83
115100,19-1012,40,23.97,17.13,20.92,29.61,37.90
115100,19-1013,260,25.80,14.70,18.67,31.16,37.36
115100,19-3021,40,17.13,15.20,15.93,18.33,46.15
115100,19-4011,180,12.38,9.79,10.68,17.17,21.45
115100,25-0000,60,*,*,*,*,*
115100,25-9021,60,*,*,*,*,*
115100,33-0000,90,9.24,7.60,8.24,11.25,16.69
115100,33-9032,90,9.24,7.60,8.24,11.25,16.69
115100,37-0000,3680,11.19,7.37,8.64,14.84,19.38
