naics,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
113000,00-0000,51140,18.25,10.94,14.3,23.29,29.4
113000,11-0000,770,37.25,17.29,26.43,52.8,74.97
113000,11-1000,620,35.78,16.19,24.87,47.61,74.23
113000,11-1020,600,35.58,16.05,24.49,47.47,73.82
113000,11-1021,600,35.58,16.05,24.49,47.47,73.82
113000,11-3000,70,40.09,26.63,29.76,57.29,69.23
113000,11-3050,50,37.62,26.07,28.71,61.01,73.04
113000,11-3051,50,37.62,26.07,28.71,61.01,73.04
113000,11-9000,70,58.56,18.56,37.66,70.47,79.4
113000,11-9190,50,62.68,34.15,53.13,73.46,80.72
113000,11-9199,50,62.68,34.15,53.13,73.46,80.72
113000,13-0000,190,22.69,16.14,19.22,30.32,51.87
113000,13-1000,150,21.7,15.77,18.77,24.54,42.15
113000,13-1020,120,22.05,16.61,19.62,24.59,42.6
113000,13-1021,**,22.15,19.42,20.47,23.82,53.75
113000,13-1023,70,22.04,16.45,18.75,27.18,37.98
113000,13-2000,40,35.26,17.63,26.01,50.78,58.16
113000,13-2010,40,35.26,17.63,26.01,50.78,58.16
113000,13-2011,40,35.26,17.63,26.01,50.78,58.16
113000,19-0000,500,32.36,20.05,24.42,39.75,48.44
113000,19-1000,480,32.74,20.35,24.66,40.32,48.72
113000,19-1030,480,32.62,20.32,24.57,40.12,48.74
113000,19-1032,480,32.62,20.32,24.57,40.12,48.74
113000,33-0000,90,9.71,9.26,9.44,10.87,11.95
113000,33-9000,90,9.71,9.26,9.44,10.87,11.95
113000,33-9030,90,9.71,9.26,9.44,10.85,11.96
113000,33-9032,90,9.71,9.26,9.44,10.85,11.96
113000,37-0000,160,12.34,8.35,9.73,15.2,18.26
113000,37-2000,80,10.51,7.89,8.6,14.06,16.84
113000,37-2010,80,10.51,7.89,8.6,14.06,16.84
113000,37-2011,80,10.51,7.89,8.6,14.06,16.84
113000,37-3000,**,13.44,10.08,11.29,16.5,19.26
113000,37-3010,**,13.44,10.08,11.29,16.5,19.26
113000,37-3013,**,13.77,9.95,11.57,16.94,19.79
113000,41-0000,100,*,*,*,*,*
113000,41-3000,50,30.04,14.51,25.78,42.32,54.39
113000,41-3090,50,30.04,14.51,25.78,42.32,54.39
113000,41-3099,50,30.04,14.51,25.78,42.32,54.39
113000,43-0000,4140,14.21,8.85,10.41,19.62,25.7
113000,43-1000,150,23.15,14.27,17.98,28.48,32.8
113000,43-1010,150,23.15,14.27,17.98,28.48,32.8
113000,43-1011,150,23.15,14.27,17.98,28.48,32.8
113000,43-3000,940,18.91,9.91,14,23.12,26.92
113000,43-3030,840,19.1,9.76,13.61,23.22,26.96
113000,43-3031,840,19.1,9.76,13.61,23.22,26.96
113000,43-3050,100,18.44,14.03,16.45,21.95,26.43
113000,43-3051,100,18.44,14.03,16.45,21.95,26.43
113000,43-4000,40,13.41,10.13,11.27,15.81,18.6
113000,43-5000,80,18.52,8.86,15.22,23.52,28.04
113000,43-5030,**,23.54,8.76,20.25,27.53,30
113000,43-5032,**,23.54,8.76,20.25,27.53,30
113000,43-6000,1490,13.41,8.66,10.15,17.71,24.23
113000,43-6010,1490,13.41,8.66,10.15,17.71,24.23
113000,43-6014,1470,13.34,8.65,10.11,17.62,24.09
113000,43-9000,1450,11.98,8.55,9.53,16.23,22.63
113000,43-9060,1450,11.98,8.55,9.53,16.23,22.63
113000,43-9061,1450,11.98,8.55,9.53,16.23,22.63
113000,45-0000,31690,18.7,11.73,14.93,23.67,29.57
113000,45-1000,2360,26.16,14.56,18.9,33.58,45.06
113000,45-1010,2360,26.16,14.56,18.9,33.58,45.06
113000,45-1011,2360,26.16,14.56,18.9,33.58,45.06
113000,45-2000,240,13.45,9.36,10.29,19.8,26.6
113000,45-2090,240,13.45,9.36,10.29,19.8,26.6
113000,45-2092,40,10,8.16,8.64,11.48,16.61
113000,45-2099,**,15.61,9.9,11.01,22.42,27.87
113000,45-4000,29100,18.43,11.59,14.77,23.11,28.46
113000,45-4010,100,18.06,13.31,16.16,20.44,23.38
113000,45-4011,100,18.06,13.31,16.16,20.44,23.38
113000,45-4020,29000,18.43,11.59,14.76,23.12,28.47
113000,45-4021,3800,18.79,10.95,14.09,27.18,36.07
