naics,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
113000,00-0000,47770,21.3,12.45,16.22,26.96,34.04
113000,11-0000,890,50.1,18.05,30.6,91.98,#
113000,11-1000,640,*,*,*,*,*
113000,11-1020,630,*,*,*,*,*
113000,11-1021,630,*,*,*,*,*
113000,11-3000,110,44.56,31.92,40.32,48.72,51.71
113000,11-3050,**,45.16,37.76,41.81,48.51,50.52
113000,11-3051,**,45.16,37.76,41.81,48.51,50.52
113000,11-9000,140,57.67,29.99,44.82,72.21,#
113000,11-9198,110,59.38,29.53,51.78,77.55,#
113000,13-0000,300,30.08,14.13,22.97,45.81,60.01
113000,13-1000,250,30.18,10.16,22.3,47.73,62.02
113000,13-1020,150,28.93,17.43,22.69,44.91,70.85
113000,13-1020,150,28.93,17.43,22.69,44.91,70.85
113000,13-1198,70,*,*,*,*,*
113000,13-2000,40,29.67,21.42,24.79,41.01,47.19
113000,13-2010,40,29.67,21.42,24.79,41.01,47.19
113000,13-2011,40,29.67,21.42,24.79,41.01,47.19
113000,19-0000,1130,33.01,17.39,22.58,42.98,49.78
113000,19-1000,1120,33.17,17.37,22.47,43.08,49.83
113000,19-1030,1120,33.17,17.37,22.47,43.08,49.83
113000,19-1032,1120,33.17,17.37,22.47,43.08,49.83
113000,33-0000,60,12.3,11.59,11.84,13.48,17.86
113000,33-9000,60,12.25,11.58,11.83,12.96,16.34
113000,33-9030,60,12.19,11.57,11.8,12.78,14.83
113000,33-9032,60,12.19,11.57,11.8,12.78,14.83
113000,37-0000,160,17.73,10.9,13.26,22.48,25.98
113000,37-2000,70,14.05,10.14,11.42,17.14,19.07
113000,37-2010,70,14.05,10.14,11.42,17.14,19.07
113000,37-2011,60,14.68,10.18,11.76,17.46,19.24
113000,37-3000,90,21.89,13.35,17.49,25.03,28.5
113000,37-3010,90,21.89,13.35,17.49,25.03,28.5
113000,37-3013,**,22.04,13.89,17.99,25.03,28.34
113000,41-0000,80,20.23,10.17,12.46,34.11,65.58
113000,41-2000,40,12.19,10.04,10.21,19.35,23.07
113000,43-0000,3680,15.59,8.89,11.97,21.32,28.09
113000,43-1000,210,28.76,17.8,23.03,34.18,39.25
113000,43-1010,210,28.76,17.8,23.03,34.18,39.25
113000,43-1011,210,28.76,17.8,23.03,34.18,39.25
113000,43-3000,820,17.7,11.87,13.79,23.19,30.98
113000,43-3030,750,17.49,11.95,13.82,22.27,28.52
113000,43-3031,750,17.49,11.95,13.82,22.27,28.52
113000,43-3050,70,*,*,*,*,*
113000,43-3051,70,*,*,*,*,*
113000,43-5000,30,22.57,13.27,16.23,26.53,30.05
113000,43-6000,920,14.59,8.53,10.52,18.81,23.96
113000,43-6010,920,14.59,8.53,10.52,18.81,23.96
113000,43-6014,920,14.54,8.52,10.46,18.66,23.63
113000,43-9000,1670,14.19,8.63,10.23,19.49,24.44
113000,43-9060,1660,14.17,8.63,10.22,19.5,24.45
113000,43-9061,1660,14.17,8.63,10.22,19.5,24.45
113000,45-0000,29140,21.95,13.06,16.96,27.35,32.85
113000,45-1000,2030,29.44,16.93,22.02,38.77,48.74
113000,45-1010,2030,29.44,16.93,22.02,38.77,48.74
113000,45-1011,2030,29.44,16.93,22.02,38.77,48.74
113000,45-2000,180,17.19,9.31,11.87,24.03,28.57
113000,45-2090,180,17.19,9.31,11.87,24.03,28.57
113000,45-2092,**,11.82,8.9,9.25,21.07,23.22
113000,45-2099,90,20.2,11.24,12.42,24.74,28.96
113000,45-4000,26940,21.63,12.96,16.76,26.58,31.53
113000,45-4010,**,16.65,9.98,11.99,21.69,23.49
113000,45-4011,**,16.65,9.98,11.99,21.69,23.49
113000,45-4020,26890,21.64,12.97,16.77,26.6,31.53
113000,45-4021,2930,24.94,14.3,18.61,35.87,41.15
113000,45-4022,20630,21.46,12.9,16.62,26.07,30.59
113000,45-4023,130,19.62,12.53,16.04,24.61,28.48
113000,45-4029,3200,20.72,12.47,16.52,24.81,29.11
113000,47-0000,650,20.03,10.89,14.71,25.22,31.52
113000,47-1000,30,*,*,*,*,*
113000,47-1010,30,*,*,*,*,*
113000,47-1011,30,*,*,*,*,*
113000,47-2000,600,19.41,10.99,14.44,24.38,30.13
113000,47-2070,560,19.68,11.29,15,24.39,30.17
113000,47-2073,560,19.68,11.29,15,24.39,30.17
113000,49-0000,1870,20.13,12.49,15.56,25.62,30.82
113000,49-1000,40,34.64,25.22,28.38,39.83,43.59
113000,49-1010,40,34.64,25.22,28.38,39.83,43.59
113000,49-1011,40,34.64,25.22,28.38,39.83,43.59
113000,49-3000,1540,21.24,13.66,16.62,26.31,30.86
113000,49-3030,220,19.57,14.44,16.77,25.53,31.11
113000,49-3031,220,19.57,14.44,16.77,25.53,31.11
113000,49-3040,1270,21.31,13.58,16.52,26.03,30.88
113000,49-3042,1240,21.38,13.64,16.63,26.17,30.93
113000,49-9000,300,14.3,8.49,10.36,18.46,22.68
113000,49-9070,110,15.42,8.73,10.77,19.23,24.13
113000,49-9071,110,15.42,8.73,10.77,19.23,24.13
113000,49-9090,170,12.95,8.31,9.51,17.28,19.81
113000,49-9098,120,14.55,8.91,11.96,17.79,19.66
113000,51-0000,890,16.66,11.1,13.42,21.79,25.9
113000,51-7000,820,16.47,11.14,13.42,21.69,26.02
113000,51-7040,820,16.47,11.14,13.42,21.69,26.02
113000,51-7041,820,16.44,11.14,13.41,21.66,26.04
113000,51-9000,30,12.52,9.91,10.92,21.81,24.43
113000,53-0000,8860,20.41,12.92,16.22,24.92,30.64
113000,53-1000,120,30.08,17.96,24.59,42.44,57.63
113000,53-1040,120,30.08,17.96,24.59,42.44,57.63
113000,53-1047,120,30.08,17.96,24.59,42.44,57.63
113000,53-3000,7860,20.64,13.21,16.55,24.91,30.53
113000,53-3030,7860,20.64,13.21,16.55,24.91,30.53
113000,53-3032,7770,20.55,13.18,16.5,24.88,30.53
113000,53-7000,890,17.25,10.51,13.39,23.1,29
113000,53-7040,80,24.65,21.26,22.53,26.76,30.13
113000,53-7041,80,24.65,21.26,22.53,26.76,30.13
113000,53-7050,210,20.14,12.98,16.46,26.72,33.19
113000,53-7051,210,20.14,12.98,16.46,26.72,33.19
113000,53-7060,580,15.03,9.65,12.38,19.01,25.02
113000,53-7061,40,16.93,13.52,14.61,19.87,23.22
113000,53-7062,530,14.79,9.52,12.12,18.88,25.29
115000,00-0000,382170,14.19,12.31,13.02,16.37,23.28
115000,11-0000,7880,39.46,17.52,25.39,59.75,85.21
115000,11-1000,3690,42.68,18.81,28.39,65.81,#
115000,11-1010,80,92.59,28.76,49.09,#,#
115000,11-1011,80,92.59,28.76,49.09,#,#
115000,11-1020,3610,42.27,18.68,28.2,64.69,#
115000,11-1021,3610,42.27,18.68,28.2,64.69,#
115000,11-2000,250,60.55,28.25,38.64,81.6,#
115000,11-2020,230,63.68,28.06,40.54,83.53,#
115000,11-2022,210,63.85,28.05,40.02,84.07,#
115000,11-3000,860,47.77,26.25,35.91,66.47,88.99
115000,11-3010,220,44.85,27.11,35.39,58.79,75.85
115000,11-3010,220,44.85,27.11,35.39,58.79,75.85
115000,11-3020,40,63.59,46.15,55.06,77.36,87.86
115000,11-3021,40,63.59,46.15,55.06,77.36,87.86
115000,11-3030,180,66.02,31.68,44.98,93.71,#
115000,11-3031,180,66.02,31.68,44.98,93.71,#
115000,11-3050,220,43.7,19.91,32.86,55.36,71.2
115000,11-3051,220,43.7,19.91,32.86,55.36,71.2
115000,11-3070,110,36.96,22.84,28.31,56.75,78.28
115000,11-3071,110,36.96,22.84,28.31,56.75,78.28
115000,11-3120,60,49.1,35.46,41.21,68.15,86.66
115000,11-3121,60,49.1,35.46,41.21,68.15,86.66
115000,11-9000,3090,31.85,16.83,18.93,48.9,64.29
115000,11-9010,2880,30.73,16.74,18.7,47.6,63.17
115000,11-9013,2880,30.73,16.74,18.7,47.6,63.17
115000,11-9120,30,39.46,28,33.52,58.53,73
115000,11-9121,30,39.46,28,33.52,58.53,73
115000,11-9198,170,47.83,27.93,35.73,64.91,92.17
115000,13-0000,2100,28.68,14.48,21.85,38.2,49.26
115000,13-1000,1490,26.56,11.07,20.15,36.19,47.35
115000,13-1020,140,30.41,19.25,24.2,40.5,56.59
115000,13-1020,140,30.41,19.25,24.2,40.5,56.59
115000,13-1040,80,23.53,12.09,14.13,36.44,46.46
115000,13-1041,80,23.53,12.09,14.13,36.44,46.46
115000,13-1070,450,24.6,17.58,21.27,32.31,39.88
115000,13-1071,230,29.34,16.95,21.83,36.28,41.6
115000,13-1074,**,23.16,19.33,21.14,25.15,34.34
115000,13-1081,80,34.28,18.69,27.09,39.32,46.23
115000,13-1110,70,43.79,25.45,33.34,50.39,56.3
115000,13-1111,70,43.79,25.45,33.34,50.39,56.3
115000,13-1150,**,9.34,8.8,9,9.67,29.17
115000,13-1151,**,9.34,8.8,9,9.67,29.17
115000,13-1160,90,27.12,19.78,22.61,34.94,49.56
115000,13-1161,90,27.12,19.78,22.61,34.94,49.56
115000,13-1198,340,29.8,17.65,24.89,39.72,53.32
115000,13-2000,610,32.75,22.15,26.72,42.09,53.13
115000,13-2010,520,32.85,22.62,27.25,42.88,53.25
115000,13-2011,520,32.85,22.62,27.25,42.88,53.25
115000,13-2020,50,27.35,20.56,22.68,38.62,45.61
115000,13-2020,50,27.35,20.56,22.68,38.62,45.61
115000,13-2098,40,33.47,22.06,25.15,40.2,60.7
115000,15-0000,430,35.42,17.72,23.4,48.5,58.91
115000,15-1200,430,35.5,17.72,23.38,48.53,58.94
115000,15-1210,40,49.34,35.15,42.5,58.01,67.45
115000,15-1211,40,49.6,34.79,41.77,59.07,68.03
115000,15-1230,210,25.25,16.17,19.04,40.58,49.97
115000,15-1232,200,25.23,16.11,19,40.47,49.3
115000,15-1240,70,42.44,23.56,29.33,51.45,61.21
115000,15-1244,50,39.19,23.59,28.72,48.1,54.31
115000,15-1250,90,43.49,23.92,31.6,51.49,63.3
115000,15-1256,60,44.63,27.9,34.24,52.56,62.78
115000,17-0000,100,31.14,17.12,20.36,39.69,49.26
115000,17-2000,80,34.01,18.02,22.24,41.33,50.73
115000,19-0000,2440,22.73,12.73,15.62,35.05,55.88
115000,19-1000,520,30.38,17.08,25.58,43.44,66.88
115000,19-1010,490,30.25,16.52,25.46,42.78,67.52
115000,19-1011,260,*,*,*,*,*
115000,19-1012,30,24.44,13.19,14.74,39.45,48.59
115000,19-1013,200,30.36,22.7,26.97,38.33,49.6
115000,19-4020,40,21.19,15.72,17.53,27.38,31.39
115000,19-4021,40,21.19,15.72,17.53,27.38,31.39
115000,19-5000,170,29.09,14.06,19.43,38.33,50.34
