naics,occ_code,tot_emp,h_median,h_pct10,h_pct25,h_pct75,h_pct90
113000,00-0000,67140,13.29,7.88,10.21,17.09,21.86
113000,11-0000,1770,25.27,15.44,17.93,41.29,57.28
113000,11-1011,300,33.24,21.98,26.21,56.28,#
113000,11-1021,1200,22.33,15.31,17.21,39.13,53.48
113000,11-3031,30,23.60,16.03,18.12,40.12,48.87
113000,11-3051,40,28.80,18.67,25.21,51.48,#
113000,11-9011,110,21.13,12.95,17.32,37.03,44.64
113000,13-0000,440,21.21,12.12,15.77,28.05,35.81
113000,13-1021,70,21.23,9.84,19.34,23.13,27.38
113000,13-1023,110,16.94,8.40,15.21,20.23,28.59
113000,13-1051,**,20.89,12.25,13.40,25.98,27.86
113000,13-2011,100,19.94,11.76,13.27,25.67,34.54
113000,19-0000,590,20.06,10.97,13.87,27.04,34.32
113000,19-1032,450,20.49,11.13,14.40,27.58,34.48
113000,19-4093,90,13.97,10.25,11.86,17.91,24.60
113000,33-0000,240,8.00,7.05,7.25,8.90,12.63
113000,33-9032,200,7.84,7.04,7.23,8.55,9.43
113000,33-9091,**,12.22,7.01,10.67,13.37,14.96
113000,35-0000,40,11.31,8.84,9.83,13.96,22.15
113000,37-0000,620,12.00,7.40,8.81,13.55,19.17
113000,37-2011,100,7.94,6.15,6.91,9.01,13.28
113000,37-3011,**,11.46,7.38,8.59,18.82,20.58
113000,37-3013,**,12.55,8.82,11.46,13.63,19.32
113000,41-0000,**,9.05,7.54,8.11,16.87,32.20
113000,41-2011,**,8.33,7.41,7.76,8.91,10.04
113000,41-4012,70,21.30,11.28,16.65,37.49,68.26
113000,43-0000,4740,10.16,6.33,7.33,13.71,17.10
113000,43-1011,210,16.41,9.87,13.27,21.04,24.59
113000,43-3031,1290,11.13,6.77,8.56,14.43,17.27
113000,43-3051,200,13.63,6.86,9.30,15.56,16.72
113000,43-4071,80,7.11,5.77,6.25,7.36,9.61
113000,43-4171,80,9.26,6.54,7.65,11.52,12.86
113000,43-5071,30,12.78,10.01,11.60,13.91,16.38
113000,43-5111,50,12.54,9.09,10.49,13.80,14.54
113000,43-6011,240,14.11,8.84,10.82,17.56,22.78
113000,43-6014,1080,9.14,6.02,6.85,11.49,14.63
113000,43-9061,1340,8.77,6.17,6.75,11.18,15.57
113000,45-0000,37650,13.69,8.27,10.71,17.27,21.80
113000,45-1011,2240,18.96,12.23,15.17,25.21,33.17
113000,45-2092,90,8.27,7.26,7.65,9.64,13.41
113000,45-2093,**,8.03,6.02,6.65,11.38,13.09
113000,45-4011,190,15.09,7.45,11.05,16.81,20.34
113000,45-4021,7970,14.12,8.26,10.57,19.11,28.85
113000,45-4022,21460,13.12,8.17,10.43,16.51,19.90
113000,45-4023,810,10.37,7.61,8.49,13.60,19.68
113000,47-0000,1140,13.77,9.74,11.12,18.93,23.19
113000,47-1011,60,18.05,12.55,14.03,29.79,40.89
113000,47-2031,50,14.40,9.45,10.71,20.44,23.34
113000,47-2061,80,10.00,7.85,8.62,11.49,16.54
113000,47-2073,890,13.65,9.98,11.26,18.06,21.96
113000,49-0000,2710,15.47,9.71,12.24,19.33,22.95
113000,49-1011,60,26.50,17.78,20.52,34.35,39.33
113000,49-3031,350,15.56,9.33,11.79,18.08,21.30
113000,49-3042,1030,14.67,10.69,12.39,17.72,21.49
113000,49-9042,340,13.50,8.30,10.16,17.20,20.53
113000,49-9043,200,14.50,9.71,11.46,19.18,25.87
113000,49-9096,260,15.44,11.51,13.22,17.71,20.76
113000,49-9098,50,7.88,5.88,6.57,10.35,13.16
113000,51-0000,3630,10.52,7.41,9.10,13.82,18.96
113000,51-1011,230,21.98,12.80,16.93,35.44,44.99
113000,51-4035,**,11.28,9.28,10.00,13.26,19.17
113000,51-7041,1810,10.39,7.36,9.03,12.89,16.02
113000,51-7042,270,11.11,7.36,9.19,13.88,17.63
113000,51-9021,30,15.13,12.12,13.69,16.61,17.74
113000,51-9022,30,13.22,8.56,10.61,16.47,18.37
113000,51-9051,40,11.10,9.48,10.09,15.78,17.92
113000,51-9061,120,13.22,8.25,9.83,18.09,21.74
113000,51-9198,350,8.58,6.51,7.43,10.85,16.57
113000,53-0000,13230,12.56,7.88,9.91,15.66,18.39
113000,53-1021,90,17.50,7.29,8.41,20.57,25.83
113000,53-1031,110,20.32,15.29,17.42,24.33,27.53
113000,53-3032,7850,13.05,8.83,10.60,16.11,18.93
113000,53-3033,470,10.71,7.28,8.57,15.08,16.78
113000,53-7011,40,12.38,8.08,10.03,14.11,15.88
